Region,Year,Sample_size,Accuracy
dongbei,1993_1995,75.00,0.973404255319149
dongbei,1993_1995,80.00,0.9716312056737588
dongbei,1993_1995,85.00,0.9716312056737588
dongbei,1993_1995,90.00,0.973404255319149
dongbei,1993_1995,95.00,0.973404255319149
dongbei,1996_1998,0.10,0.9078014184397163
dongbei,1996_1998,0.40,0.9361702127659575
dongbei,1996_1998,0.70,0.9397163120567376
dongbei,1996_1998,1.00,0.950354609929078
dongbei,1996_1998,1.50,0.9556737588652482
dongbei,1996_1998,10.00,0.9663120567375887
dongbei,1996_1998,15.00,0.9592198581560284
dongbei,1996_1998,2.00,0.9574468085106383
dongbei,1996_1998,20.00,0.9663120567375887
dongbei,1996_1998,25.00,0.9645390070921985
dongbei,1996_1998,30.00,0.9574468085106383
dongbei,1996_1998,35.00,0.9645390070921985
dongbei,1996_1998,40.00,0.9698581560283688
dongbei,1996_1998,45.00,0.9698581560283688
dongbei,1996_1998,5.00,0.9609929078014184
dongbei,1996_1998,50.00,0.9645390070921985
dongbei,1996_1998,55.00,0.9698581560283688
dongbei,1996_1998,60.00,0.9716312056737588
dongbei,1996_1998,65.00,0.973404255319149
dongbei,1996_1998,70.00,0.9716312056737588
dongbei,1996_1998,75.00,0.973404255319149
dongbei,1996_1998,80.00,0.975177304964539
dongbei,1996_1998,85.00,0.9769503546099291
dongbei,1996_1998,90.00,0.973404255319149
dongbei,1996_1998,95.00,0.973404255319149
dongbei,1999_2001,0.10,0.8812056737588653
dongbei,1999_2001,0.40,0.9397163120567376
dongbei,1999_2001,0.70,0.9574468085106383
dongbei,1999_2001,1.00,0.9663120567375887
dongbei,1999_2001,1.50,0.9716312056737588
dongbei,1999_2001,10.00,0.9804964539007093
dongbei,1999_2001,15.00,0.9858156028368794
dongbei,1999_2001,2.00,0.9716312056737588
dongbei,1999_2001,20.00,0.9840425531914894
dongbei,1999_2001,25.00,0.9840425531914894
dongbei,1999_2001,30.00,0.9840425531914894
dongbei,1999_2001,35.00,0.9822695035460993
dongbei,1999_2001,40.00,0.9840425531914894
dongbei,1999_2001,45.00,0.9840425531914894
dongbei,1999_2001,5.00,0.9787234042553191
dongbei,1999_2001,50.00,0.9787234042553191
dongbei,1999_2001,55.00,0.9822695035460993
dongbei,1999_2001,60.00,0.9840425531914894
dongbei,1999_2001,65.00,0.9858156028368794
dongbei,1999_2001,70.00,0.9858156028368794
dongbei,1999_2001,75.00,0.9822695035460993
dongbei,1999_2001,80.00,0.9875886524822695
dongbei,1999_2001,85.00,0.9875886524822695
dongbei,1999_2001,90.00,0.9858156028368794
dongbei,1999_2001,95.00,0.9858156028368794
dongbei,2002_2004,0.10,0.8031914893617021
dongbei,2002_2004,0.40,0.9379432624113475
dongbei,2002_2004,0.70,0.9290780141843972
dongbei,2002_2004,1.00,0.9343971631205674
dongbei,2002_2004,1.50,0.9326241134751773
dongbei,2002_2004,10.00,0.9432624113475178
dongbei,2002_2004,15.00,0.9574468085106383
dongbei,2002_2004,2.00,0.9361702127659575
dongbei,2002_2004,20.00,0.9556737588652482
dongbei,2002_2004,25.00,0.9609929078014184
dongbei,2002_2004,30.00,0.9698581560283688
dongbei,2002_2004,35.00,0.9645390070921985
dongbei,2002_2004,40.00,0.9556737588652482
dongbei,2002_2004,45.00,0.9680851063829787
dongbei,2002_2004,5.00,0.9343971631205674
dongbei,2002_2004,50.00,0.9627659574468085
dongbei,2002_2004,55.00,0.9609929078014184
dongbei,2002_2004,60.00,0.9627659574468085
dongbei,2002_2004,65.00,0.9574468085106383
dongbei,2002_2004,70.00,0.9609929078014184
dongbei,2002_2004,75.00,0.9716312056737588
dongbei,2002_2004,80.00,0.9680851063829787
dongbei,2002_2004,85.00,0.9663120567375887
dongbei,2002_2004,90.00,0.9698581560283688
dongbei,2002_2004,95.00,0.9627659574468085
dongbei,2005_2007,0.10,0.8652482269503546
dongbei,2005_2007,0.40,0.9361702127659575
dongbei,2005_2007,0.70,0.9521276595744681
dongbei,2005_2007,1.00,0.9627659574468085
dongbei,2005_2007,1.50,0.9574468085106383
dongbei,2005_2007,10.00,0.975177304964539
dongbei,2005_2007,15.00,0.9769503546099291
dongbei,2005_2007,2.00,0.9627659574468085
dongbei,2005_2007,20.00,0.9804964539007093
dongbei,2005_2007,25.00,0.9840425531914894
dongbei,2005_2007,30.00,0.9840425531914894
dongbei,2005_2007,35.00,0.9822695035460993
dongbei,2005_2007,40.00,0.9875886524822695
dongbei,2005_2007,45.00,0.9822695035460993
dongbei,2005_2007,5.00,0.9716312056737588
dongbei,2005_2007,50.00,0.9858156028368794
dongbei,2005_2007,55.00,0.9822695035460993
dongbei,2005_2007,60.00,0.9822695035460993
dongbei,2005_2007,65.00,0.9804964539007093
dongbei,2005_2007,70.00,0.9840425531914894
dongbei,2005_2007,75.00,0.9822695035460993
dongbei,2005_2007,80.00,0.9840425531914894
dongbei,2005_2007,85.00,0.9875886524822695
dongbei,2005_2007,90.00,0.9858156028368794
dongbei,2005_2007,95.00,0.9893617021276596
dongbei,2008_2010,0.10,0.8315602836879432
dongbei,2008_2010,0.40,0.9078014184397163
dongbei,2008_2010,0.70,0.9556737588652482
dongbei,2008_2010,1.00,0.9468085106382979
dongbei,2008_2010,1.50,0.9432624113475178
dongbei,2008_2010,10.00,0.973404255319149
dongbei,2008_2010,15.00,0.973404255319149
dongbei,2008_2010,2.00,0.9468085106382979
dongbei,2008_2010,20.00,0.9787234042553191
dongbei,2008_2010,25.00,0.9804964539007093
dongbei,2008_2010,30.00,0.9787234042553191
dongbei,2008_2010,35.00,0.9804964539007093
dongbei,2008_2010,40.00,0.9787234042553191
dongbei,2008_2010,45.00,0.9804964539007093
dongbei,2008_2010,5.00,0.973404255319149
dongbei,2008_2010,50.00,0.9840425531914894
dongbei,2008_2010,55.00,0.9858156028368794
dongbei,2008_2010,60.00,0.9822695035460993
dongbei,2008_2010,65.00,0.9822695035460993
dongbei,2008_2010,70.00,0.9840425531914894
dongbei,2008_2010,75.00,0.9858156028368794
dongbei,2008_2010,80.00,0.9840425531914894
dongbei,2008_2010,85.00,0.9858156028368794
dongbei,2008_2010,90.00,0.9822695035460993
dongbei,2008_2010,95.00,0.9840425531914894
dongbei,2011_2013,0.10,0.8014184397163121
dongbei,2011_2013,0.40,0.9468085106382979
dongbei,2011_2013,0.70,0.8829787234042553
dongbei,2011_2013,1.00,0.9290780141843972
dongbei,2011_2013,1.50,0.9219858156028369
dongbei,2011_2013,10.00,0.9539007092198581
dongbei,2011_2013,15.00,0.9521276595744681
dongbei,2011_2013,2.00,0.9361702127659575
dongbei,2011_2013,20.00,0.9627659574468085
dongbei,2011_2013,25.00,0.9592198581560284
dongbei,2011_2013,30.00,0.9574468085106383
dongbei,2011_2013,35.00,0.9663120567375887
dongbei,2011_2013,40.00,0.9645390070921985
dongbei,2011_2013,45.00,0.9627659574468085
dongbei,2011_2013,5.00,0.9485815602836879
dongbei,2011_2013,50.00,0.9645390070921985
dongbei,2011_2013,55.00,0.9663120567375887
dongbei,2011_2013,60.00,0.9663120567375887
dongbei,2011_2013,65.00,0.9645390070921985
dongbei,2011_2013,70.00,0.9645390070921985
dongbei,2011_2013,75.00,0.9627659574468085
dongbei,2011_2013,80.00,0.9663120567375887
dongbei,2011_2013,85.00,0.9645390070921985
dongbei,2011_2013,90.00,0.9645390070921985
dongbei,2011_2013,95.00,0.9627659574468085
dongbei,2014_2016,0.10,0.7464539007092199
dongbei,2014_2016,0.40,0.9574468085106383
dongbei,2014_2016,0.70,0.9468085106382979
dongbei,2014_2016,1.00,0.9450354609929078
dongbei,2014_2016,1.50,0.950354609929078
dongbei,2014_2016,10.00,0.975177304964539
dongbei,2014_2016,15.00,0.9822695035460993
dongbei,2014_2016,2.00,0.9592198581560284
dongbei,2014_2016,20.00,0.9804964539007093
dongbei,2014_2016,25.00,0.9822695035460993
dongbei,2014_2016,30.00,0.9769503546099291
dongbei,2014_2016,35.00,0.9804964539007093
dongbei,2014_2016,40.00,0.9822695035460993
dongbei,2014_2016,45.00,0.9822695035460993
dongbei,2014_2016,5.00,0.9787234042553191
dongbei,2014_2016,50.00,0.9787234042553191
dongbei,2014_2016,55.00,0.9804964539007093
dongbei,2014_2016,60.00,0.9787234042553191
dongbei,2014_2016,65.00,0.9822695035460993
dongbei,2014_2016,70.00,0.9804964539007093
dongbei,2014_2016,75.00,0.9787234042553191
dongbei,2014_2016,80.00,0.9804964539007093
dongbei,2014_2016,85.00,0.9840425531914894
dongbei,2014_2016,90.00,0.9840425531914894
dongbei,2014_2016,95.00,0.9787234042553191
dongbei,2017_2019,0.10,0.8138297872340425
dongbei,2017_2019,0.40,0.9485815602836879
dongbei,2017_2019,0.70,0.9556737588652482
dongbei,2017_2019,1.00,0.950354609929078
dongbei,2017_2019,1.50,0.9539007092198581
dongbei,2017_2019,10.00,0.9539007092198581
dongbei,2017_2019,15.00,0.973404255319149
dongbei,2017_2019,2.00,0.9574468085106383
dongbei,2017_2019,20.00,0.9539007092198581
dongbei,2017_2019,25.00,0.9716312056737588
dongbei,2017_2019,30.00,0.9716312056737588
dongbei,2017_2019,35.00,0.9663120567375887
dongbei,2017_2019,40.00,0.9698581560283688
dongbei,2017_2019,45.00,0.975177304964539
dongbei,2017_2019,5.00,0.9592198581560284
dongbei,2017_2019,50.00,0.975177304964539
dongbei,2017_2019,55.00,0.973404255319149
dongbei,2017_2019,60.00,0.975177304964539
dongbei,2017_2019,65.00,0.973404255319149
dongbei,2017_2019,70.00,0.975177304964539
dongbei,2017_2019,75.00,0.9698581560283688
dongbei,2017_2019,80.00,0.975177304964539
dongbei,2017_2019,85.00,0.9769503546099291
dongbei,2017_2019,90.00,0.9716312056737588
dongbei,2017_2019,95.00,0.9769503546099291
