system:index,B1,B10,B11,B2,B3,B4,B5,B6,B7,B8,B9,Built,DEM,EVI,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,NDBI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
000000000000000011f6,32,184,183,27,20,16,38,33,18,18,0,0,1362,37,1323,-181,1,-1,-79,-45,25,-3,-18,832,138,23,-20,56,38,-63,-3,16,557,-82,-32,26,-83,-50,63,0,17.19101,326.75,0.076667786,84508.664,0.0069290004,144.66667,285.09,1.7513305,"{""type"":""Point"",""coordinates"":[104.80469118741473,32.39742479886994]}"
000000000000000009a4,29,185,184,29,32,41,63,72,48,35,11,0,4992,17,1768,-98,21,24,-62,92,-40,-5,-33,3705,-48,-25,40,-94,-6,-13,-13,7,556,-65,18,5,-72,37,-7,-1,2.1468484,228.5,0.076667786,55195.332,0.0035123338,223.83333,270.11667,1.9719973,"{""type"":""Point"",""coordinates"":[93.02966343130862,31.061000999444843]}"
00000000000000000144,121,171,171,119,113,114,113,13,13,117,1,0,4041,8,-857,-70,23,-38,-115,59,2,3,-44,-1603,-221,-8,-44,-182,52,20,4,2,-1047,-72,8,-27,-83,43,-11,3,27.008799,231.5,0.076667786,54194.0,0.0036300004,198.16667,268.55667,1.9293306,"{""type"":""Point"",""coordinates"":[94.56713026082939,30.217753776530852]}"
00000000000000000c5e,28,191,189,25,24,21,64,45,26,28,0,0,2129,36,177,-182,-31,30,-93,-27,32,0,-19,72,166,47,-6,48,20,-1,0,31,-184,-165,-25,27,-130,-17,26,2,15.914103,250.75,0.076667786,62043.332,0.004113667,185.66667,272.4533,1.8179973,"{""type"":""Point"",""coordinates"":[102.05342137833755,31.00063368938329]}"
00000000000000001084,22,180,180,17,16,12,44,30,17,14,1,0,3900,29,-473,-87,48,10,-36,46,-22,2,-20,132,-7,-2,-16,-28,-16,72,-1,17,-874,-16,90,-2,-19,16,-18,4,33.137245,250.75,0.076667786,62043.332,0.004113667,185.66667,272.4533,1.8179973,"{""type"":""Point"",""coordinates"":[101.97931111882929,31.00548519132944]}"
00000000000000000710,25,179,179,24,25,31,50,72,54,27,11,0,5099,13,1345,-67,81,-12,-28,34,-63,-4,-20,412,56,102,-60,-77,-44,-36,-1,7,934,-16,64,-40,-46,-10,-36,-2,13.763638,228.08333,0.076667786,54218.0,0.003173667,235.08333,271.22,1.8473306,"{""type"":""Point"",""coordinates"":[91.85035605750168,30.24955608524403]}"
000000000000000003f8,34,167,168,29,25,25,26,10,9,21,3,0,5118,6,251,-109,16,-5,-8,48,-11,0,-32,-368,-137,115,-16,-46,39,-7,0,3,737,-89,-4,-24,-10,31,4,-2,28.963226,234.08333,0.076667786,56206.0,0.0035830005,233.0,272.51,1.9039973,"{""type"":""Point"",""coordinates"":[91.95761527424128,30.4166430608177]}"
00000000000000000a57,25,188,187,24,25,31,57,73,50,26,5,0,4543,21,380,-128,41,-2,-85,77,-35,0,-16,-4303,18,13,-81,18,-161,4,14,14,-279,-142,68,-50,-105,59,-37,1,8.761846,241.33333,0.076667786,59222.0,0.0035656672,203.16667,271.8033,1.8106639,"{""type"":""Point"",""coordinates"":[98.5780203127871,32.33813659126333]}"
00000000000000000607,25,193,192,25,28,34,75,92,54,30,12,0,4674,25,1233,-148,66,-38,-101,61,-47,-3,-24,-4767,-75,-2,-107,-18,-178,-68,15,13,-178,-151,51,-41,-126,39,-43,1,30.212214,241.33333,0.076667786,59222.0,0.0035656672,203.16667,271.8033,1.8106639,"{""type"":""Point"",""coordinates"":[98.47237974972991,32.23788708137976]}"
00000000000000000430,27,183,182,26,27,34,58,67,43,28,7,0,4738,20,-1310,-115,33,9,-98,69,-19,5,-28,-170,-43,-12,-59,-137,-111,30,0,10,-2259,-79,9,15,-75,33,-4,8,17.337011,229.58333,0.076667786,56810.668,0.0032703339,208.91667,269.4233,2.5593307,"{""type"":""Point"",""coordinates"":[97.62050416627753,33.46974496110155]}"
