system:index,B1,B10,B11,B2,B3,B4,B5,B6,B7,B8,B9,Built,DEM,EVI,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,NDBI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
1_00000000000000000ec5,45,205,202,41,39,41,55,55,48,41,0,1,22,13,327,-75,18,8,-53,35,-23,0,-9,-924,-21,-29,0,39,1,35,2,9,8,-63,7,-1,-28,16,3,0,1.5211469,309.58334,0.056667782,100902.0,0.006714334,169.25,284.97,3.1633308,"{""type"":""Point"",""coordinates"":[121.71440056117005,39.73710959194291]}"
1_00000000000000000f2c,46,201,199,43,38,41,50,48,42,38,0,1,17,9,-485,-93,0,-7,-34,19,4,2,-14,570,35,-37,-6,9,-2,-6,-2,5,-304,-49,-8,0,-14,9,1,1,3.7603908,311.25,0.065001115,101388.0,0.0064780004,166.0,285.46332,3.2299974,"{""type"":""Point"",""coordinates"":[120.34213450747738,40.32703528401065]}"
1_00000000000000000f2d,45,204,201,41,39,41,50,46,40,40,0,1,20,9,374,-93,26,6,-40,26,-19,0,-13,-663,4,-22,-10,29,-18,20,1,6,-247,-48,8,0,-12,1,9,1,1.5273136,308.08334,0.058334447,101197.336,0.006829334,166.0,284.25665,3.5253305,"{""type"":""Point"",""coordinates"":[122.13696727249987,40.17665656008423]}"
1_00000000000000000f2f,49,203,201,47,42,44,58,64,59,52,0,1,81,14,-27,-79,15,7,-21,11,-2,0,-10,-727,-29,-70,-17,47,-20,44,2,7,44,-50,0,2,-15,7,6,0,1.8543341,302.91666,0.07916778,100433.336,0.006704667,159.66667,282.82666,2.964664,"{""type"":""Point"",""coordinates"":[123.28070439720345,40.27960382610513]}"
1_00000000000000000f31,39,206,203,35,35,34,68,59,44,42,0,1,53,25,547,-171,20,13,-85,35,0,-1,-17,-277,19,-97,-22,42,-34,3,0,14,-673,-105,-22,27,-49,22,42,2,0.92740995,302.75,0.109167784,100686.0,0.0066243336,156.25,282.64334,2.4313307,"{""type"":""Point"",""coordinates"":[124.27486989527131,40.264242222976016]}"
1_00000000000000000f92,43,204,201,39,36,38,53,52,42,42,0,1,356,14,52,-113,33,-7,-43,19,1,0,-14,2862,15,-49,-32,41,-24,0,-10,9,413,-70,19,-8,-17,15,-15,-1,2.222181,298.66666,0.072501116,97140.664,0.0056813336,165.16667,283.13333,3.1633306,"{""type"":""Point"",""coordinates"":[119.79317457678765,40.8199398553575]}"
1_00000000000000000f94,45,184,183,41,34,33,32,26,24,31,0,1,19,8,57,-86,11,3,-30,19,-7,0,-14,-85,-34,-56,-9,21,3,17,0,5,-156,-56,-1,2,-8,8,0,0,1.8543341,307.25,0.06166778,101416.664,0.0067190006,161.33333,283.6433,3.6479974,"{""type"":""Point"",""coordinates"":[122.50078532745052,40.63749127665471]}"
1_00000000000000000f95,47,202,199,41,39,42,57,46,37,39,0,1,16,13,-52,-103,6,14,-37,24,1,0,-16,144,-29,-62,-22,15,14,3,-1,8,-273,-66,-4,7,-13,5,12,1,1.5338593,307.25,0.06166778,101416.664,0.0067190006,161.33333,283.6433,3.6479974,"{""type"":""Point"",""coordinates"":[122.5123745310884,40.63156513135468]}"
1_00000000000000000f98,41,190,188,36,28,26,29,23,18,35,0,1,70,14,208,-123,25,5,-26,9,12,0,-17,-711,-34,-56,-14,49,6,22,1,7,-155,-94,-3,20,-18,11,19,0,0.92740995,302.75,0.109167784,100860.664,0.0065790005,156.25,282.68665,2.168664,"{""type"":""Point"",""coordinates"":[124.06816380683777,40.45666135163432]}"
1_00000000000000000ff8,43,204,201,40,37,38,50,50,43,38,0,1,520,15,408,-113,36,-12,-34,18,12,0,-12,971,6,-76,-4,30,9,-5,-3,9,431,-67,13,-6,-9,11,-4,-1,1.8543341,287.58334,0.068334445,93474.0,0.0051700003,165.25,281.00665,2.8619974,"{""type"":""Point"",""coordinates"":[119.22049668759465,40.96250177513722]}"
