system:index,B1,B10,B11,B2,B3,B4,B5,B6,B7,B8,B9,Built,DEM,EVI,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,NDBI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
1_0000000000000000002e,47,203,200,44,43,45,65,89,79,49,0,1,645,27,905,-66,-34,22,-32,0,-4,-2,1,1500,136,-62,27,15,13,-37,-4,15,516,0,-47,8,2,-1,-6,-1,1.9927377,367.5,0.21000111,88150.0,0.012617,169.25,291.65497,1.4669971,"{""type"":""Point"",""coordinates"":[101.55889815330829,21.487748029599775]}"
1_00000000000000000043,31,192,191,28,25,28,51,50,35,21,0,1,1657,28,-39,-71,-31,13,-16,12,-23,1,-12,-1409,62,-7,-13,102,15,-25,4,19,-961,21,-2,16,33,8,-24,3,16.679502,350.25,0.17125112,84433.0,0.010519501,177.0,289.925,1.2499971,"{""type"":""Point"",""coordinates"":[100.59222301323493,21.934028240331802]}"
1_00000000000000000044,35,196,195,30,25,24,42,40,30,23,0,1,556,21,1314,-92,14,4,-15,17,-12,-3,-6,986,88,-38,13,8,19,-19,-3,19,1760,-21,-11,13,-28,22,-8,-5,3.4230573,385.875,0.18000111,92162.0,0.0137915,175.25,295.01,1.1919972,"{""type"":""Point"",""coordinates"":[100.79595934036688,22.008138499840072]}"
1_0000000000000000007f,42,204,200,38,33,32,54,55,57,31,0,1,1026,32,973,-32,5,0,-71,3,-8,-2,-10,102,48,-22,14,30,45,-10,0,20,133,57,-21,35,-24,17,-23,0,10.778054,371.875,0.19750112,90190.0,0.012766501,182.5,293.34,1.3449972,"{""type"":""Point"",""coordinates"":[99.63282066697973,22.359020702634677]}"
1_0000000000000000008a,34,193,191,28,20,17,21,27,24,16,0,1,1333,19,359,-47,-15,-15,-40,-2,11,0,-12,-787,80,-40,53,5,36,-51,2,9,-72,-45,-4,20,-28,27,-28,0,3.4313562,398.25,0.20875111,93619.0,0.014463,150.375,295.72,2.572997,"{""type"":""Point"",""coordinates"":[103.6846720212144,22.988561048461218]}"
1_0000000000000000008b,38,192,190,32,24,21,27,28,23,29,0,1,1325,17,233,-69,15,3,-42,0,5,0,-9,-591,44,-14,28,24,12,-2,1,8,-202,-28,8,2,1,2,-12,1,7.5753913,356.375,0.20500112,84192.0,0.0107175,140.875,288.8,2.1069973,"{""type"":""Point"",""coordinates"":[104.39748607921405,23.013893201545844]}"
1_000000000000000000b1,37,199,196,33,27,28,37,46,39,27,0,1,1320,16,-29,-68,-3,12,-27,7,0,0,-6,-157,93,34,-20,78,-56,18,0,9,155,-4,0,-3,11,-25,2,0,2.1092653,358.375,0.19000112,85212.0,0.011732001,180.25,291.335,1.0919971,"{""type"":""Point"",""coordinates"":[100.97140267131469,22.787790023529816]}"
1_000000000000000000b2,43,203,199,40,37,38,49,49,42,36,1,1,1327,21,1493,-72,3,8,-59,-8,-2,-4,-10,835,68,17,-2,45,-1,11,-3,12,787,19,13,-12,0,-37,36,-2,6.095996,364.25,0.16125111,86877.0,0.0120095005,184.125,292.495,1.2369971,"{""type"":""Point"",""coordinates"":[101.04605248205044,23.064022415588685]}"
1_000000000000000000b7,30,194,192,25,21,21,35,44,39,23,1,1,2372,19,235,-71,47,-25,-31,-2,-21,0,-13,-1097,96,46,-31,108,29,-58,3,9,-774,38,35,-10,4,3,-55,3,6.310535,342.5,0.10750112,82268.0,0.010232501,178.125,288.755,2.9439974,"{""type"":""Point"",""coordinates"":[103.20739659905988,23.30279389969755]}"
1_000000000000000000b8,41,203,201,38,33,34,48,53,47,34,0,1,1342,19,761,-73,-11,5,-27,-2,19,-1,-8,-1349,66,-21,7,30,40,-18,4,10,-280,-22,-3,9,-3,26,-7,1,1.0099245,361.125,0.10875112,85881.0,0.011618,173.375,291.45502,3.2169974,"{""type"":""Point"",""coordinates"":[103.43512288985934,23.32381410206349]}"
1_000000000000000000ba,38,192,191,32,24,21,20,16,13,23,0,1,1260,12,490,-42,5,-3,-28,-3,7,-1,-3,-598,26,-13,3,27,39,19,1,7,156,-14,-3,4,-4,11,5,0,4.0348706,358.5,0.14000112,84427.0,0.011078,151.125,289.84,2.7609973,"{""type"":""Point"",""coordinates"":[104.24845400380576,23.370973554804735]}"
1_000000000000000000e4,34,193,192,30,25,24,34,41,35,24,0,1,1311,21,379,-96,-12,15,-60,4,39,0,-5,-927,62,-11,24,57,-9,-29,2,15,482,-6,-17,33,-19,5,-4,-1,1.3716288,352.25,0.11625111,85698.0,0.0101365,185.25,290.975,1.9929972,"{""type"":""Point"",""coordinates"":[101.69014287461437,23.43322706461189]}"
1_000000000000000000e7,38,203,201,35,33,33,42,44,38,33,0,1,1316,15,1548,-75,0,-21,-18,2,6,-4,-6,-1331,24,31,4,20,5,-4,4,10,258,-36,20,-2,-5,14,-13,0,2.1122694,358.75,0.10625111,86083.0,0.01148,177.875,291.34,2.7709973,"{""type"":""Point"",""coordinates"":[102.82525609788063,23.62133424255151]}"
