system:index,B1,B10,B11,B2,B3,B4,B5,B6,B7,B8,B9,Built,DEM,EVI,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,NDBI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
000000000000000004b7,34,197,194,28,24,21,75,52,31,25,0,0,382,31,-239,-178,70,9,-124,118,-39,1,-29,-654,-181,-203,-49,42,-164,5,1,16,-743,-165,-14,20,-117,79,1,3,10.791634,286.33334,0.076667786,97824.0,0.005264667,145.91667,278.85666,2.600664,"{""type"":""Point"",""coordinates"":[126.25053258531419,44.42766474466895]}"
000000000000000003d0,30,190,188,24,20,15,67,40,18,17,0,0,681,47,-34,-210,164,-46,-45,42,22,1,-29,925,-41,-96,0,-96,-55,-3,-4,28,882,-179,79,-57,-66,-19,53,-1,10.20681,273.41666,0.076667786,93236.0,0.0050690006,144.16667,276.38,3.1319973,"{""type"":""Point"",""coordinates"":[130.4064103080247,44.00725177914797]}"
0000000000000000020a,35,190,189,29,24,20,76,37,17,23,0,0,233,30,720,-194,52,30,-147,139,-44,-1,-36,653,-205,-121,10,-45,-285,11,-3,14,-55,-186,0,36,-129,83,-16,0,1.6078564,283.91666,0.076667786,98494.0,0.0056213336,138.25,277.47333,1.9826639,"{""type"":""Point"",""coordinates"":[127.66241329276573,45.09681974425432]}"
000000000000000000a2,31,196,194,25,21,16,67,22,10,19,0,0,168,30,-233,-184,109,-2,-165,167,-87,1,-40,-1422,-114,-251,-24,83,-92,-15,3,16,194,-192,48,-13,-134,124,-48,0,1.2942271,289.0,0.076667786,99094.0,0.0054980004,152.83333,279.94666,2.5579972,"{""type"":""Point"",""coordinates"":[125.82392146932892,44.232552318974385]}"
00000000000000000194,35,191,189,29,24,17,102,48,20,22,0,0,166,34,68,-215,123,8,-107,67,1,0,-46,-2291,-188,-184,121,-155,-110,42,6,12,-229,-166,-10,34,-137,60,0,1,1.6965649,266.41666,0.076667786,98658.0,0.0043986673,134.08333,274.27667,2.8379974,"{""type"":""Point"",""coordinates"":[129.28477248814198,49.26078181717471]}"
0000000000000000044a,34,179,179,29,23,21,36,28,18,22,1,0,314,31,-849,-336,63,-26,-41,43,7,3,-19,1327,34,-113,-60,96,-20,-14,-5,23,-1068,-275,0,-10,-18,24,2,4,17.903614,303.16666,0.076667786,98336.664,0.005992334,164.0,283.82666,3.0999973,"{""type"":""Point"",""coordinates"":[119.71016841067774,40.56580676811951]}"
0000000000000000050f,35,190,189,29,24,22,46,29,17,20,0,0,245,32,-16407,-78,259,59,-155,-186,-430,58,-31,360,-102,-184,-51,2,-165,-6,-2,18,-548,-280,22,-4,-63,34,37,2,12.051806,291.0,0.076667786,98448.664,0.0054970006,149.08333,280.25333,2.5539973,"{""type"":""Point"",""coordinates"":[124.48992342087692,43.03949753661966]}"
00000000000000000486,35,187,186,30,29,29,62,25,19,28,0,0,157,19,1436,-132,74,42,-131,86,-55,-4,-39,928,-193,-186,-2,-84,-185,-29,-4,9,626,-134,31,19,-112,57,-20,-1,0.92740995,281.75,0.076667786,99572.664,0.0055296673,140.75,277.26666,2.5459974,"{""type"":""Point"",""coordinates"":[128.29249318981974,45.37439878483131]}"
00000000000000000427,36,179,179,29,22,18,34,18,9,20,1,0,326,28,-831,-308,-20,-15,-100,45,-27,3,-33,-687,42,-142,-69,27,-103,-49,1,20,918,-279,-17,12,-111,41,15,-2,18.59971,284.5,0.076667786,97562.664,0.005367334,139.33333,277.96,2.7953305,"{""type"":""Point"",""coordinates"":[129.13924526616174,44.49908170714095]}"
000000000000000000ad,35,201,199,29,24,22,71,50,29,22,0,0,110,30,-107,-246,103,-10,-160,178,-99,1,-17,-1484,64,-176,-97,142,-125,84,4,20,-705,-160,11,-5,-108,112,-38,3,1.2630275,295.41666,0.076667786,100224.664,0.0057600006,153.16667,281.35666,2.5133307,"{""type"":""Point"",""coordinates"":[123.82319417226464,42.75868564777892]}"
000000000000000001d6,35,179,178,29,21,19,41,26,14,19,1,0,783,40,-781,-281,126,-16,-67,84,8,4,-30,518,-9,-107,46,-45,-91,18,-2,22,-529,-241,54,17,-64,56,17,2,3.7047918,273.66666,0.076667786,91560.664,0.004699,144.5,275.82333,2.010664,"{""type"":""Point"",""coordinates"":[127.74568700493883,43.44966794702089]}"
000000000000000000ee,34,196,193,28,24,22,60,43,24,21,0,0,132,32,-44,-150,92,26,-92,74,-18,1,-32,195,-186,-166,5,-49,-133,11,-1,14,470,-179,22,31,-84,47,-1,0,3.3023221,274.08334,0.076667786,99467.336,0.004925667,140.0,276.35333,3.366664,"{""type"":""Point"",""coordinates"":[130.3805386037126,47.32338267327144]}"
00000000000000000433,32,196,194,26,23,15,94,44,20,19,0,0,180,40,71,-229,127,6,-143,117,-31,1,-36,419,-87,-199,-20,-51,-199,-54,-2,20,-208,-225,37,4,-125,50,-3,1,1.3200287,281.0,0.076667786,99191.336,0.0055170003,140.66667,277.06,2.4766638,"{""type"":""Point"",""coordinates"":[128.24452218068677,45.37170548779503]}"
00000000000000000303,32,193,191,25,22,14,101,47,19,19,0,0,297,52,637,-281,167,-6,-101,46,49,0,-33,515,-44,-202,-34,-51,-149,-63,-2,29,343,-248,48,-9,-105,-7,46,0,10.618025,281.0,0.076667786,99191.336,0.0055170003,140.66667,277.06,2.4766638,"{""type"":""Point"",""coordinates"":[128.20867992641917,45.46656840360603]}"
000000000000000005a9,33,195,193,27,21,16,66,41,20,19,0,0,355,31,-780,-182,32,51,-164,147,-43,3,-35,242,-206,-169,-58,46,-148,21,-1,17,-631,-192,-33,47,-142,108,9,3,2.693162,283.25,0.076667786,96635.336,0.0053900005,153.58333,278.67334,2.5739973,"{""type"":""Point"",""coordinates"":[125.42076076578371,42.858128060371804]}"
00000000000000000204,33,185,182,27,20,18,43,33,19,18,1,0,388,35,529,-225,146,-19,-63,55,-6,0,-24,510,17,-81,42,-92,-99,60,-2,24,-270,-227,83,-29,-74,30,28,1,2.7802885,243.5,0.06750111,97332.0,0.003452667,140.0,269.91998,1.9579972,"{""type"":""Point"",""coordinates"":[123.52405537809422,53.47055669431822]}"
000000000000000002af,40,179,179,34,26,21,24,4,3,24,1,0,96,6,-1492,44,94,61,63,81,12,5,-59,-2739,-172,-41,38,-25,-100,75,7,2,-423,43,64,29,87,25,-44,1,0.0,269.66666,0.06750111,99926.0,0.004455667,133.75,274.94666,2.8713305,"{""type"":""Point"",""coordinates"":[128.86463152778526,49.486617449127536]}"
