system:index,B1,B10,B11,B2,B3,B4,B5,B6,B7,B8,B9,Built,DEM,EVI,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,NDBI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
1_00000000000000000000,48,203,200,44,38,36,57,55,42,36,0,1,10,23,684,-18,-10,13,-40,-7,-5,-1,-10,-925,15,22,-17,-1,-1,20,2,16,-95,-13,-4,0,-33,-3,12,1,0.0,407.25,0.13666777,100898.664,0.017206,213.25,297.93332,5.097997,"{""type"":""Point"",""coordinates"":[108.73230752719932,18.580440897359384]}"
1_00000000000000000001,41,202,199,37,35,34,68,50,36,34,0,1,205,36,1899,-41,-25,11,-54,11,-32,-5,-19,62,83,-10,-5,40,11,4,0,20,973,36,-17,-7,-5,-14,2,-2,0.9786872,395.75,0.16500111,98274.664,0.016388,209.66667,296.16998,4.153331,"{""type"":""Point"",""coordinates"":[109.26105435281379,18.63083319836438]}"
1_00000000000000000002,44,203,200,40,38,39,69,64,50,36,0,1,92,38,-415,-39,0,30,-39,-33,4,2,-17,-1291,60,2,-38,48,7,6,3,21,198,24,8,13,-33,-3,6,0,3.4682896,399.16666,0.18583445,99690.0,0.016582001,205.91667,296.4833,3.734664,"{""type"":""Point"",""coordinates"":[109.61840671123693,18.58528794020448]}"
1_00000000000000000003,46,199,197,41,34,29,34,21,14,32,0,1,12,22,805,-25,3,3,-4,-8,34,-2,-11,-932,64,31,-39,84,-27,33,2,13,1124,-12,15,-4,1,-18,32,-3,2.6930811,402.25,0.19083445,100746.0,0.016634,204.66667,296.84332,3.4953306,"{""type"":""Point"",""coordinates"":[109.96578406060353,18.41550766759453]}"
1_00000000000000000005,39,200,197,35,33,34,58,57,44,32,0,1,247,30,-215,-85,-39,22,-47,-8,-18,1,-12,-1497,60,3,-16,21,39,36,4,19,-144,-23,-39,15,-7,-8,4,1,1.8543341,391.5,0.17250112,96110.0,0.015832335,211.58333,295.74,3.4799974,"{""type"":""Point"",""coordinates"":[109.1422059324363,19.007319559407865]}"
1_00000000000000000006,33,197,194,27,25,21,68,54,32,23,0,1,223,46,689,-58,-10,8,-27,-7,-6,0,-17,-558,72,-17,-10,51,38,14,1,27,196,40,-9,13,0,12,-18,0,8.221943,399.91666,0.18750112,98466.664,0.016733333,209.41667,296.74,3.364664,"{""type"":""Point"",""coordinates"":[109.40604202356657,18.79388022838362]}"
1_00000000000000000007,39,203,200,36,32,32,50,49,41,28,0,1,241,27,-113,-60,-5,56,-10,12,5,1,-17,-1599,20,4,15,86,11,10,5,12,-354,-60,-15,30,10,13,-13,1,2.94085,391.75,0.22250111,96326.664,0.015623334,205.08333,295.52,2.4719973,"{""type"":""Point"",""coordinates"":[109.83723263633372,19.035884560756237]}"
1_00000000000000000008,35,196,192,30,26,23,44,30,20,25,0,1,195,31,-1449,-65,-30,24,-17,19,-10,6,-20,-796,46,23,21,80,-9,-4,2,14,-1858,-92,-39,2,8,4,9,7,3.4753268,400.41666,0.24083446,97920.664,0.016115667,201.0,296.62332,2.148664,"{""type"":""Point"",""coordinates"":[110.0557954744684,19.062835367523267]}"
1_00000000000000000009,43,203,200,39,35,34,63,60,50,32,0,1,7,34,-910,-58,5,1,-40,-14,-23,4,-10,154,49,-17,-19,40,25,-7,0,21,-791,-51,16,-9,-24,-7,-24,3,0.92740995,413.91666,0.13416778,101356.0,0.01682,214.33333,299.25,3.734664,"{""type"":""Point"",""coordinates"":[108.67867791882954,19.156619180879343]}"
1_0000000000000000000a,42,200,196,35,29,26,46,35,26,28,0,1,160,33,1986,-88,-43,-4,-31,7,-4,-5,-13,-1239,52,-8,5,50,25,-14,3,17,1276,-63,0,8,9,27,-6,-3,0.98261076,406.75,0.18333445,99196.0,0.016652001,208.83333,297.91,2.7413306,"{""type"":""Point"",""coordinates"":[109.23491510243849,19.298101998204128]}"
1_0000000000000000000b,39,200,196,32,30,25,69,58,37,31,0,1,222,49,-2792,-98,-31,68,-57,-3,-39,11,-17,-352,58,-14,-34,75,41,-10,0,25,-2852,-67,23,27,-13,21,-67,11,4.6273675,402.83334,0.21000111,98132.0,0.016397335,206.33333,297.26666,2.3553307,"{""type"":""Point"",""coordinates"":[109.3693926720083,19.28597770243981]}"
