system:index,B1,B2,B3,B4,B5,B6_VCID_1,B6_VCID_2,B7,B8,Built,DEM,EVI,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,NDBI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
1_0000000000000000000b,40,37,37,50,55,201,200,44,46,1,1180,18,1902,-98,-26,-18,-122,26,5,-6,-7,-168,125,-23,2,91,-54,7,0,16,-44,-36,-2,-2,-39,17,0,0,1.9992948,359.75,0.13750112,88400.664,0.011415667,200.0,292.5133,1.3259972,"{""type"":""Point"",""coordinates"":[100.44669579125467,21.960439495871363]}"
1_0000000000000000001d,35,32,33,45,55,201,201,47,39,1,1026,21,-283,-15,-42,35,-81,13,30,1,1,134,-13,21,-29,42,-3,-10,0,18,-279,-20,-4,3,-33,10,9,1,10.778054,365.58334,0.18916778,89628.664,0.012261667,196.25,293.09665,1.2879972,"{""type"":""Point"",""coordinates"":[99.63282066697973,22.359020702634677]}"
1_00000000000000000040,31,25,23,32,42,199,198,35,29,1,1310,12,-346,40,10,0,21,-49,6,1,4,-295,429,-162,-22,289,-291,180,0,12,-261,293,-106,-3,170,-217,122,0,2.011211,361.75,0.15583445,87035.336,0.011996667,202.83333,292.97,1.1019973,"{""type"":""Point"",""coordinates"":[100.9676302718235,22.788329574757284]}"
1_0000000000000000005a,34,27,24,35,39,196,196,32,30,1,1333,15,2031,-24,-99,86,-84,38,-55,-6,-5,-854,-64,8,25,-30,-20,-21,3,11,1189,-44,-67,82,-77,29,-38,-3,3.4313562,398.91666,0.18083444,94714.0,0.014470667,147.33333,295.52335,1.5913305,"{""type"":""Point"",""coordinates"":[103.6846720212144,22.988561048461218]}"
1_0000000000000000005c,38,32,31,41,49,200,200,47,35,1,1320,15,2750,15,-30,27,-48,39,-11,-9,0,183,-25,-27,72,-28,21,-56,0,10,1525,-23,-36,41,-59,28,-12,-5,15.505667,353.08334,0.17583445,84869.336,0.010330667,151.75,288.85666,1.5553305,"{""type"":""Point"",""coordinates"":[104.3961394306959,23.014432752773306]}"
1_0000000000000000007e,28,24,24,36,29,192,192,21,30,1,1716,21,688,342,-226,87,-88,-48,12,-2,-8,1036,-543,367,-101,-9,53,-46,-3,19,-639,-514,319,-113,3,-58,36,4,1.3713897,346.5,0.084167786,84777.336,0.009139667,198.75,291.39667,2.1639972,"{""type"":""Point"",""coordinates"":[103.15565319043569,23.3909191138168]}"
1_00000000000000000089,40,33,32,47,63,201,201,55,38,1,1029,20,821,-51,25,-9,-38,2,12,-2,7,324,-17,15,-25,34,0,-21,0,17,505,-32,14,-17,-26,-7,4,-1,2.9578874,353.75,0.13666779,86416.664,0.011316667,200.75,291.94666,1.1159972,"{""type"":""Point"",""coordinates"":[99.82389314711988,23.476346571798715]}"
1_000000000000000000a2,31,27,28,38,46,198,198,39,32,1,1304,15,-924,-52,16,-6,-40,4,35,4,-1,3,54,-16,9,58,-15,0,0,14,-428,-1,-11,9,-16,9,17,2,5.4777994,346.33334,0.12416778,85474.664,0.010148333,206.91667,291.46,1.5333306,"{""type"":""Point"",""coordinates"":[100.62267421432892,23.740450208992208]}"
1_000000000000000000b8,32,27,25,31,42,193,193,34,29,1,1516,18,636,-51,18,26,-8,12,-8,-1,0,-1176,-3,-37,-22,14,1,5,4,15,33,-28,1,2,-5,2,2,0,2.9589546,327.08334,0.11916778,80385.336,0.009266334,206.33333,288.28,1.3406639,"{""type"":""Point"",""coordinates"":[100.08018443926774,23.88005128567244]}"
1_000000000000000000dd,31,28,28,33,35,194,194,29,33,1,1462,16,3091,160,-220,108,-131,54,-156,-11,0,-709,-55,79,-33,57,-38,42,2,11,1107,123,-132,69,-39,9,-40,-4,1.0155034,351.0,0.09000111,85318.664,0.0106730005,180.66667,290.27,2.2179973,"{""type"":""Point"",""coordinates"":[104.19347774691785,24.0436334078181]}"
