system:index,B1,B2,B3,B4,B5,B6,B7,Built,DEM,EVI,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,NDBI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
00000000000000000380,30,28,28,54,32,196,16,0,57,32,-1692,-100,-94,159,-47,79,-67,11,-24,343,61,39,-107,23,-89,-6,-3,24,-1999,-56,-109,130,-33,29,-4,13,2.7802885,338.16666,0.076667786,100637.336,0.008822001,151.58333,287.42334,2.6873307,"{""type"":""Point"",""coordinates"":[114.86627369092581,35.30284573136472]}"
0000000000000000145d,29,27,29,52,47,200,34,0,294,19,755,-42,-77,114,41,17,-35,-3,-14,-1058,43,49,-53,-76,-42,46,5,16,298,-24,-81,105,36,-9,2,0,6.7124944,334.41666,0.076667786,98120.0,0.008524001,163.5,287.91666,2.6339972,"{""type"":""Point"",""coordinates"":[112.12578152909481,34.558773374980426]}"
000000000000000017a9,31,27,24,46,34,192,24,1,621,15,722,-133,-5,-3,-78,-3,20,-3,-16,-1118,49,-5,17,17,2,-25,5,12,658,-142,-11,-17,-90,-10,26,-2,2.2353032,310.58334,0.076667786,90634.0,0.007783334,169.5,283.81665,1.1859971,"{""type"":""Point"",""coordinates"":[110.86913104751586,33.959149138121454]}"
000000000000000003b9,25,19,16,26,20,189,11,0,1270,16,-16,-206,34,29,-13,-42,84,1,-18,-323,41,-39,-11,36,10,-64,0,14,-301,-205,-13,19,-48,-50,108,2,15.423399,310.58334,0.076667786,90634.0,0.007783334,169.5,283.81665,1.1859971,"{""type"":""Point"",""coordinates"":[110.77426813170486,34.08338415257151]}"
0000000000000000061f,25,22,19,52,37,196,22,0,1215,24,459,-78,17,14,-68,4,41,-1,-19,-288,35,-14,20,19,9,6,0,19,-138,-89,0,5,-81,-8,59,2,17.92109,304.83334,0.076667786,89276.664,0.0073530003,169.58333,282.78333,1.0033306,"{""type"":""Point"",""coordinates"":[111.03271316966152,34.18659896465562]}"
0000000000000000131e,34,33,35,64,58,200,43,0,70,21,-1669,-141,-98,104,32,65,-26,10,-14,-76,58,20,-74,-75,-78,-20,0,17,-1104,-107,-86,77,26,21,-7,7,1.1314231,339.5,0.076667786,100558.664,0.009081,151.83333,287.54666,2.6313305,"{""type"":""Point"",""coordinates"":[114.81048587764617,34.95034933398878]}"
0000000000000000131f,37,39,42,66,64,202,46,0,71,17,-1473,-132,-53,55,8,56,-24,9,-11,-560,65,-16,-69,-30,-85,-22,2,14,-1068,-101,-47,39,13,16,-9,7,0.92740995,339.5,0.076667786,100558.664,0.009081,151.83333,287.54666,2.6313305,"{""type"":""Point"",""coordinates"":[114.80617392692746,34.95546838199814]}"
0000000000000000148f,38,35,35,48,41,202,33,1,72,10,-78,-81,-13,19,-5,3,-8,1,-11,-634,4,-16,-34,-9,-8,5,3,8,-105,-72,-18,14,-11,-2,5,1,2.1724854,338.08334,0.076667786,100547.336,0.008804,153.66667,287.56665,2.6213307,"{""type"":""Point"",""coordinates"":[114.41513751914657,35.04008874268938]}"
00000000000000000127,30,27,26,61,49,197,32,0,68,29,247,-158,-92,126,-40,46,-57,0,-18,-1438,60,-6,-114,-41,-80,-9,7,23,-467,-120,-100,110,-30,18,-4,4,1.4602014,340.41666,0.076667786,100580.0,0.0092646675,151.58333,287.56665,2.5059972,"{""type"":""Point"",""coordinates"":[115.26728064866221,34.705914791542035]}"
000000000000000001ef,30,26,24,57,43,194,25,0,74,29,-784,-166,-91,129,-23,59,-27,6,-19,-764,81,-16,-76,-28,-36,-20,3,22,-711,-121,-99,111,-23,12,15,5,3.5786927,340.41666,0.076667786,100580.0,0.0092646675,151.58333,287.56665,2.5059972,"{""type"":""Point"",""coordinates"":[115.1796949857704,34.760895507531025]}"
