system:index,B1,B2,B3,B4,B5,B6,B7,Built,DEM,EVI,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,NDBI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
1_0000000000000000000b,36,35,36,46,46,202,37,1,1180,10,-81,-70,22,-17,-36,0,-10,1,-4,-425,-126,115,-60,44,-20,31,3,8,342,-124,42,-23,-26,5,0,-1,1.9992948,361.5,0.120001115,88380.0,0.012009667,192.83333,291.98334,0.63266385,"{""type"":""Point"",""coordinates"":[100.44669579125467,21.960439495871363]}"
1_0000000000000000001d,29,26,25,34,43,192,35,1,1026,15,258,-51,7,-18,-48,-28,14,0,0,149,97,-54,-2,74,-41,33,-1,13,740,-23,-20,-27,-39,-41,23,-3,10.778054,363.5,0.15750112,89613.336,0.012255667,198.16667,292.66666,0.88533056,"{""type"":""Point"",""coordinates"":[99.63282066697973,22.359020702634677]}"
1_00000000000000000040,30,27,25,31,33,197,28,1,1310,6,89,-33,-17,1,-7,9,4,0,-5,276,35,-47,-29,21,-2,31,-2,6,596,-46,0,-7,-12,8,-6,-3,2.011211,360.25,0.17416778,86980.664,0.012,186.25,291.75333,0.77599716,"{""type"":""Point"",""coordinates"":[100.9676302718235,22.788329574757284]}"
1_0000000000000000005a,33,28,27,32,42,191,35,1,1333,8,-228,-68,11,1,-44,7,8,2,-7,846,84,-27,39,-4,-19,-19,-5,6,253,-28,13,5,-19,-7,-13,-1,3.4313562,393.08334,0.18333445,94694.664,0.015057334,151.0,294.60333,1.7953306,"{""type"":""Point"",""coordinates"":[103.6846720212144,22.988561048461218]}"
1_0000000000000000005c,31,28,27,34,31,196,27,1,1320,6,123,-52,37,8,-17,-2,-28,0,-8,187,43,1,10,1,-15,-2,-1,5,456,-36,16,21,-12,-19,-12,-2,15.505667,354.5,0.15750112,84884.0,0.011144667,154.16667,289.1133,1.8333306,"{""type"":""Point"",""coordinates"":[104.3961394306959,23.014432752773306]}"
1_0000000000000000007e,29,27,26,29,26,186,22,1,1752,5,-122,-65,30,-5,-11,5,0,1,-6,-301,29,-17,24,21,-21,17,1,5,-235,-62,33,-9,-1,-8,0,2,11.013664,336.16666,0.108334444,81948.0,0.009457667,182.16667,288.16666,3.160664,"{""type"":""Point"",""coordinates"":[103.15753939018128,23.35237910341187]}"
1_00000000000000000089,30,29,29,33,38,193,32,1,1029,6,215,-17,-26,21,-42,7,29,0,-4,643,17,69,-46,30,-50,-13,-4,5,433,-12,6,2,-15,-10,9,-2,2.9578874,353.91666,0.14666778,86390.664,0.0115226675,194.16667,291.3633,0.82066387,"{""type"":""Point"",""coordinates"":[99.82389314711988,23.476346571798715]}"
1_000000000000000000a2,28,25,25,33,37,192,31,1,1304,8,141,-45,17,4,-20,9,-9,0,-8,-231,107,-66,24,75,-46,42,0,8,482,-21,0,9,-9,0,6,-2,5.4777994,353.16666,0.13916779,85453.336,0.011364334,187.58333,290.96332,0.88266385,"{""type"":""Point"",""coordinates"":[100.62267421432892,23.740450208992208]}"
1_000000000000000000b8,30,29,28,35,38,192,31,1,1516,8,261,-7,-14,19,-30,1,-6,-1,-9,24,226,-84,30,87,-96,55,-1,8,214,21,-21,15,-9,-20,5,0,2.9589546,330.66666,0.13250113,80352.664,0.009572334,189.91667,287.74332,0.87733054,"{""type"":""Point"",""coordinates"":[100.08018443926774,23.88005128567244]}"
1_000000000000000000dd,31,31,33,37,42,199,38,1,1462,5,127,-54,-21,3,-70,19,8,0,-3,211,2,-5,13,-7,-26,-6,-1,4,186,-39,-22,9,-51,12,5,0,1.0155034,347.25,0.09333445,85288.0,0.010317667,178.0,289.65,2.6106641,"{""type"":""Point"",""coordinates"":[104.19347774691785,24.0436334078181]}"
1_000000000000000000df,31,28,27,31,33,196,29,1,1240,8,408,-61,-1,8,-52,19,-24,-2,-8,-162,33,-5,32,-13,-29,-1,0,6,356,-49,-2,15,-46,15,-28,-1,3.5625753,359.83334,0.12583445,87878.0,0.011176667,153.66667,290.16998,1.2326639,"{""type"":""Point"",""coordinates"":[105.06071047439832,24.04767335337252]}"
1_000000000000000000e9,28,25,24,46,45,192,32,1,1225,18,526,-1,56,-27,-41,-46,-22,-2,-5,476,116,-28,11,107,-50,13,-3,18,919,156,54,-55,74,-166,1,-5,9.514884,330.08334,0.12666778,81371.336,0.009371667,197.58333,288.16998,0.7259972,"{""type"":""Point"",""coordinates"":[99.78158073722373,24.105614912460997]}"
1_000000000000000000f3,31,32,33,40,38,195,31,1,1631,7,94,-35,13,17,-41,46,-22,0,-9,-696,9,-9,33,26,-17,12,3,7,69,-42,16,10,-38,36,-15,0,6.144662,341.75,0.09583445,82815.336,0.009945667,181.16667,289.22665,2.1679974,"{""type"":""Point"",""coordinates"":[102.92631716415592,24.194279677807717]}"
1_000000000000000000fa,30,28,28,49,45,194,32,1,955,16,859,23,-31,24,-22,-45,1,-4,-7,-96,265,-131,0,118,-110,63,0,13,997,33,-32,23,-16,-37,-11,-5,0.92740995,366.25,0.18666779,90901.336,0.012455001,191.16667,292.94333,1.0986638,"{""type"":""Point"",""coordinates"":[97.88191450643473,24.25518653909673]}"
1_00000000000000000108,36,37,40,49,51,202,43,1,1638,9,469,-8,25,15,-11,29,-16,-2,-4,25,-4,-2,19,7,1,-9,0,7,328,-29,14,10,-5,36,-19,-1,2.035107,339.91666,0.10000111,81778.664,0.009711334,176.25,288.66666,1.5799972,"{""type"":""Point"",""coordinates"":[102.53312255146515,24.341153548306117]}"
1_00000000000000000109,30,28,30,42,53,194,42,1,1812,11,617,-67,-3,25,-65,44,-17,-2,1,-534,27,15,-11,26,4,-13,3,11,492,-65,1,13,-54,48,-16,-2,9.268652,342.75,0.10333445,82364.664,0.010062667,177.25,289.16,1.7039973,"{""type"":""Point"",""coordinates"":[102.67757067099048,24.378074905028647]}"
1_00000000000000000114,31,28,26,29,30,193,25,1,922,6,366,16,-26,0,9,-12,17,-2,0,718,81,-47,-22,1,-37,1,-4,7,497,-6,-19,-11,1,-2,5,-2,2.0366046,358.41666,0.16666777,89192.664,0.011497,194.16667,292.33667,1.0586638,"{""type"":""Point"",""coordinates"":[98.58044606376018,24.434130264371515]}"
1_0000000000000000011b,32,29,28,37,36,194,30,1,1176,9,265,-17,-17,1,-33,1,16,0,-8,226,67,-58,27,5,-9,15,-2,8,535,-25,-7,0,-39,8,-1,-2,4.0687013,361.41666,0.13583444,88272.664,0.011979001,183.66667,291.86334,0.5506638,"{""type"":""Point"",""coordinates"":[100.8328806970894,24.453536272156107]}"
1_00000000000000000123,30,28,29,33,27,195,24,1,1438,5,682,-38,44,3,-5,18,-23,-3,-12,-723,31,46,2,45,-70,-4,3,4,606,-45,33,-6,-6,17,-26,-3,5.639104,351.16666,0.09250112,85712.0,0.010958667,185.5,290.72333,2.7059972,"{""type"":""Point"",""coordinates"":[103.44132104032363,24.406644365478073]}"
1_00000000000000000136,27,26,28,37,42,193,34,1,1923,10,98,-50,6,-16,-28,23,-24,0,-3,-259,53,-19,-37,45,-32,10,1,10,361,-35,10,-9,-20,24,-36,-1,2.9610984,336.83334,0.109167784,80546.0,0.009633668,178.41667,288.32666,1.2606639,"{""type"":""Point"",""coordinates"":[102.3617236251728,24.661584550006737]}"
1_00000000000000000138,35,35,37,44,47,200,41,1,1757,8,8,8,30,-4,18,-16,0,0,-6,-151,63,-2,-13,58,-97,42,0,7,48,-2,19,-11,15,-13,-5,0,0.92740995,338.08334,0.11000112,81515.336,0.0100133335,182.0,288.55667,1.8299972,"{""type"":""Point"",""coordinates"":[102.91526751174548,24.675059953390246]}"
1_0000000000000000014f,31,29,28,34,33,194,28,1,1677,6,276,-54,2,30,-68,51,-10,-1,-6,-481,42,6,32,17,-89,23,2,5,336,-53,-4,25,-66,49,-20,-1,3.0612242,343.25,0.10750111,83390.664,0.010519667,183.5,289.38666,2.2333305,"{""type"":""Point"",""coordinates"":[103.2639915096302,24.759140762854027]}"
