system:index,B1,B2,B3,B4,B5,B6_VCID_1,B6_VCID_2,B7,B8,Built,DEM,EVI,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,NDBI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
00000000000000000434,20,18,15,64,40,185,185,19,38,0,3769,38,2143,21,26,15,-75,74,-131,-6,-27,-2253,-43,-34,-22,42,-13,39,7,30,1696,29,31,27,-114,103,-184,-4,37.998627,260.91666,0.076667786,63488.0,0.0048160003,211.75,276.56332,1.2366638,"{""type"":""Point"",""coordinates"":[94.19657896328803,30.676974298519973]}"
00000000000000000448,33,39,47,58,70,204,204,54,50,0,4568,10,859,-6,-9,23,-54,38,18,-2,0,1121,54,-42,65,-26,-167,-20,-4,10,1158,6,-16,25,-56,9,18,-3,19.602388,251.08333,0.076667786,60441.332,0.005225667,217.75,274.33334,2.7393305,"{""type"":""Point"",""coordinates"":[85.16203890991187,28.876210929096395]}"
000000000000000002a4,21,20,19,47,47,191,191,28,36,0,3665,25,-427,-123,10,8,-60,43,23,2,-6,1572,16,-52,3,4,-69,-21,-6,26,-585,-152,-42,0,-125,38,38,3,39.355667,274.41666,0.076667786,64549.332,0.0042733336,175.91667,277.23334,1.0666639,"{""type"":""Point"",""coordinates"":[98.59904051515305,31.60430233089774]}"
00000000000000000620,27,32,43,62,85,195,195,60,49,0,2091,20,-1239,88,-147,14,-135,-42,41,5,4,978,-90,150,-39,108,84,-66,-3,19,-2049,415,-343,77,-36,-166,156,7,9.801142,317.25,0.076667786,77000.664,0.008121333,192.66667,286.04,2.908664,"{""type"":""Point"",""coordinates"":[102.39002108045797,24.5397708274287]}"
00000000000000000697,19,16,14,40,29,186,187,16,27,0,3666,25,11,-152,34,-34,-40,32,5,0,-12,1136,52,-69,2,42,-48,-10,-4,26,64,-171,-19,-63,-90,39,11,0,34.201717,253.83333,0.076667786,58545.332,0.0033453337,178.25,272.72333,1.1193305,"{""type"":""Point"",""coordinates"":[98.70279487846463,31.49488936834933]}"
000000000000000007bd,27,26,29,29,27,183,183,24,28,0,4876,8,-446,-55,49,-1,8,36,-42,1,-32,-1561,-6,21,-30,-14,47,-72,4,5,21,-29,16,6,-12,25,-20,0,31.198137,225.91667,0.076667786,56541.332,0.003369667,214.25,268.7633,2.1839974,"{""type"":""Point"",""coordinates"":[97.66254903011045,33.57754372906861]}"
00000000000000000454,26,25,27,47,48,186,186,29,36,0,4632,13,-889,-102,62,18,20,53,-20,3,-36,-2924,-211,-60,-2,41,107,-56,9,6,-1025,-79,17,-3,0,46,-11,4,3.8162606,228.33333,0.076667786,57339.332,0.0034850005,213.41667,269.31332,2.268664,"{""type"":""Point"",""coordinates"":[97.53615581075053,33.62443563574664]}"
00000000000000000458,34,34,36,37,28,203,203,22,37,0,5129,19,895,-126,25,-34,-5,-5,15,-2,-27,-225,-31,92,55,-22,78,-14,0,10,146,-58,14,-6,-2,-2,3,0,25.589502,248.75,0.076667786,60923.332,0.0041276673,216.66667,274.65665,2.1319973,"{""type"":""Point"",""coordinates"":[92.82080805616732,31.61131203775376]}"
00000000000000000076,25,23,27,53,51,194,195,38,39,0,1711,22,218,26,22,-51,3,-35,-17,0,-8,94,64,-33,-37,52,-22,50,0,20,-536,78,4,-69,20,-100,41,2,12.26298,344.66666,0.076667786,83450.664,0.010024333,187.5,290.1433,2.996664,"{""type"":""Point"",""coordinates"":[103.26533815814834,24.623316544766066]}"
000000000000000004ab,27,28,35,56,65,198,198,46,43,0,1697,20,546,-97,77,8,-128,114,-115,-1,-2,197,69,2,-20,34,-29,23,0,17,323,-37,73,-33,-56,25,-45,0,16.359545,344.66666,0.076667786,83450.664,0.010024333,187.5,290.1433,2.996664,"{""type"":""Point"",""coordinates"":[103.21925780786205,24.64164345009573]}"
