system:index,B1,B10,B11,B2,B3,B4,B5,B6,B7,B8,B9,Built,DEM,EVI,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,NDBI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
1_00000000000000000001,36,198,195,30,25,21,40,36,25,24,1,1,147,38,28,-68,9,14,-22,5,13,1,-11,-829,79,20,-19,6,32,31,2,25,-29,25,9,-4,-24,-10,27,1,0.97832334,389.25,0.1850011,95853.0,0.015214501,191.0,294.90497,4.447997,"{""type"":""Point"",""coordinates"":[109.08211062753901,18.567505045203344]}"
1_00000000000000000003,37,198,195,32,26,22,38,20,12,23,0,1,27,35,-484,-58,10,18,-12,0,-20,2,-17,-796,79,20,27,-6,56,43,2,18,-1634,-10,25,11,-26,30,15,6,10.371468,403.625,0.24000111,99650.0,0.016308501,186.0,296.65,3.5889974,"{""type"":""Point"",""coordinates"":[109.87442599822053,18.58528794020448]}"
1_00000000000000000006,37,192,189,31,24,20,36,27,17,20,0,1,317,32,1302,-58,3,-18,-42,-34,-27,-3,-13,-965,67,-3,-8,7,24,18,2,18,-636,-10,15,24,-17,35,18,2,11.301157,376.0,0.24125111,91667.0,0.013827501,185.125,292.76,3.0409975,"{""type"":""Point"",""coordinates"":[109.51491989398856,18.78363767326386]}"
1_00000000000000000007,36,197,194,29,21,16,24,17,11,20,0,1,262,31,2152,-50,3,-30,-74,-33,-30,-6,-16,-1007,-4,1,33,29,38,41,2,14,-1236,-42,-3,29,-14,48,41,4,1.3488652,398.0,0.2537511,96813.0,0.0156229995,181.5,295.75,2.8159971,"{""type"":""Point"",""coordinates"":[109.87388644699307,18.79441977961109]}"
1_00000000000000000009,43,204,200,39,35,36,66,58,44,35,0,1,67,34,-434,-50,20,11,-29,-4,-14,2,-9,-567,32,-38,13,39,11,15,1,24,-324,-16,-2,10,-21,-12,25,1,4.1902003,411.375,0.15750112,100337.0,0.016722001,201.0,298.475,3.1439972,"{""type"":""Point"",""coordinates"":[108.87136459355104,19.167936379352984]}"
1_0000000000000000000c,34,199,194,29,25,21,67,46,26,27,0,1,171,38,723,-120,3,20,-39,-17,0,-1,-17,-2145,41,27,16,65,45,10,6,21,305,-128,24,13,-38,20,34,0,4.191044,410.375,0.28625113,99048.0,0.0162635,176.0,297.39,1.8429972,"{""type"":""Point"",""coordinates"":[109.94449185307333,19.31939420573433]}"
1_00000000000000000010,43,204,199,41,37,37,48,53,45,38,0,1,164,20,2475,-39,-5,-13,-17,-23,-53,-7,-6,-1924,17,20,21,28,43,43,6,12,140,-43,13,8,-2,10,7,0,5.633054,412.0,0.26250112,99805.0,0.016073,178.5,297.93,1.5619972,"{""type"":""Point"",""coordinates"":[109.5682774971941,19.51369953413823]}"
1_00000000000000000011,41,194,191,34,25,22,40,24,14,26,1,1,124,35,686,-64,-15,10,-26,11,0,-1,-15,-864,3,24,-13,54,24,-3,2,22,-1158,-56,0,31,-33,17,26,4,1.9670246,414.0,0.2800011,100204.0,0.0164665,176.0,297.94,1.6909972,"{""type"":""Point"",""coordinates"":[109.87657974402936,19.49537262880857]}"
1_00000000000000000015,40,196,194,36,29,25,27,23,18,28,0,1,21,14,909,-34,-31,-17,3,8,-2,-2,-12,-1634,4,30,4,15,33,16,4,7,-254,-44,3,-4,3,10,1,1,0.0,412.875,0.24125111,100833.0,0.016542502,180.0,297.845,2.0489972,"{""type"":""Point"",""coordinates"":[110.28055200396626,20.01522800692245]}"
1_00000000000000000018,40,197,193,33,26,22,33,22,15,27,0,1,31,28,-17,-49,1,-19,-34,-13,16,0,-14,-2749,34,-8,34,6,1,50,8,13,-464,-50,0,26,-43,-20,21,2,2.1027343,409.125,0.1862511,100356.0,0.016497001,171.125,297.075,2.5879972,"{""type"":""Point"",""coordinates"":[110.18137713743657,20.810508679804524]}"
1_0000000000000000001b,35,199,195,28,21,15,18,9,7,19,0,1,30,30,1553,-31,0,28,-24,-24,23,-4,-15,-1667,70,-16,34,-19,-18,25,5,14,824,0,18,16,-42,-15,34,-2,4.0776258,407.25,0.20875111,100841.0,0.016157001,169.0,296.91498,3.0709972,"{""type"":""Point"",""coordinates"":[110.0638798246783,21.48127787397123]}"
1_00000000000000000027,38,201,197,32,24,24,35,42,33,25,0,1,42,20,251,-59,-13,-8,11,13,14,0,-11,-787,27,-22,21,-1,-21,35,2,11,-58,-44,-12,8,-29,0,18,0,5.3167524,402.125,0.20125112,100054.0,0.015213,168.0,296.465,2.3889973,"{""type"":""Point"",""coordinates"":[110.84757129392244,21.924329695540557]}"
1_00000000000000000028,44,194,192,39,34,30,38,30,23,33,0,1,83,22,1583,-68,15,-26,19,-32,16,-4,-12,-1811,33,-35,-2,7,-24,-6,5,10,418,-31,-8,11,-17,-7,19,0,3.7047918,403.5,0.20875111,100188.0,0.015360501,164.125,296.53497,2.5489972,"{""type"":""Point"",""coordinates"":[111.1677302904588,21.8801310858988]}"
1_00000000000000000032,41,201,198,37,35,36,57,60,50,35,0,1,77,32,435,-55,-26,26,-55,4,15,0,-13,-1655,84,-10,2,80,-34,26,5,16,84,-20,-15,2,-10,-18,9,0,5.636051,399.625,0.22875112,100471.0,0.0146205,155.125,295.575,2.8139973,"{""type"":""Point"",""coordinates"":[108.18038229430907,22.129145125127433]}"
1_00000000000000000033,42,198,195,35,28,24,34,22,12,26,0,1,21,30,-748,-16,-15,25,-23,-9,6,3,-16,-9,65,25,-31,30,-17,-11,0,14,-1180,-17,-27,-11,-28,6,14,4,2.7268157,399.875,0.2212511,100691.0,0.0147085,156.125,295.61,2.9539971,"{""type"":""Point"",""coordinates"":[108.72556982550756,22.05584196290983]}"
1_00000000000000000035,37,197,194,31,24,21,30,29,24,25,0,1,55,25,-543,-49,20,2,0,-3,-10,2,-16,-1834,53,9,-34,28,16,6,5,11,-599,-27,6,-4,-29,5,22,2,2.002099,399.5,0.19875112,100187.0,0.0148895,158.125,295.565,2.5509973,"{""type"":""Point"",""coordinates"":[109.23248935146542,22.158789228930743]}"
1_00000000000000000036,43,200,198,38,37,33,51,39,29,35,0,1,78,27,62,-19,15,5,-47,-7,-1,0,-18,-940,71,-9,-3,11,19,5,2,12,106,0,-7,11,-23,-6,21,0,1.0021026,400.5,0.19250113,100105.0,0.0151235005,159.5,295.72498,2.1709971,"{""type"":""Point"",""coordinates"":[109.55156924554684,22.263622694697254]}"
