system:index,B1,B2,B3,B4,B5,B6,B7,Built,DEM,EVI,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,NDBI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
00000000000000000b58,26,28,32,65,80,197,51,0,3442,22,295,-148,-11,46,-125,71,20,0,-8,-991,26,-94,29,142,-19,71,3,19,-518,-126,-27,26,-69,21,69,3,9.377488,261.91666,0.076667786,67323.336,0.005408667,204.83333,276.62665,2.4093306,"{""type"":""Point"",""coordinates"":[102.38409047605688,33.627940489174655]}"
000000000000000003ac,23,20,17,72,32,182,13,0,3769,27,3371,-14,109,1,-2,-16,50,-13,-35,-1761,-30,-7,10,-23,18,36,6,23,4868,-93,143,0,-28,18,30,-19,37.998627,269.41666,0.076667786,63614.668,0.0046943338,205.08333,278.09665,1.6613306,"{""type"":""Point"",""coordinates"":[94.19657896328803,30.676974298519973]}"
000000000000000009db,19,18,15,45,33,187,18,0,3696,19,-687,-73,80,-11,-113,26,-22,4,-29,-3311,-102,9,7,-23,-160,29,13,16,-728,-78,99,-49,-208,-52,-45,4,6.930499,271.08334,0.076667786,63668.668,0.005296667,185.41667,276.44333,2.0753305,"{""type"":""Point"",""coordinates"":[99.6648905217561,27.631412738117493]}"
00000000000000000093,21,16,13,34,23,189,11,0,2274,18,-442,-90,-48,-23,9,-20,-10,2,-18,877,-13,-2,14,53,60,7,-4,15,-1750,-3,-81,-48,31,-22,-36,8,39.852825,305.66666,0.13916779,74304.0,0.007339667,185.75,283.39334,1.8439972,"{""type"":""Point"",""coordinates"":[102.44930928806458,26.802720021041946]}"
00000000000000000232,26,20,18,38,29,192,15,0,1882,16,352,-97,-23,58,-27,14,3,0,-17,306,32,-8,-27,69,0,0,-2,15,-453,-69,-50,112,33,-4,33,3,18.405247,354.91666,0.13916779,83734.0,0.010773,146.08333,288.86667,2.0993304,"{""type"":""Point"",""coordinates"":[104.0808319361057,23.095013167910132]}"
00000000000000000276,26,24,21,68,42,194,23,0,1552,24,-4505,-57,-47,89,-22,168,-80,20,-16,771,55,-16,0,-21,-120,35,-4,18,-5628,-33,-58,114,15,185,-88,25,17.40371,348.91666,0.13916779,83464.664,0.009759667,149.91667,288.46,1.9473306,"{""type"":""Point"",""coordinates"":[104.59610335833663,24.857508532093046]}"
000000000000000000c6,33,28,23,57,29,187,14,0,524,17,-1243,-235,-18,-2,-24,27,4,6,-14,795,73,35,-11,-10,12,-33,-4,9,-1717,-131,-63,15,-16,28,10,8,3.5124671,362.16666,0.13916779,94862.664,0.008632667,140.75,290.56,0.8986639,"{""type"":""Point"",""coordinates"":[103.35346337226758,30.40909380273421]}"
000000000000000001ba,20,16,14,48,25,185,11,0,2890,19,933,-134,37,-87,-73,0,9,-2,-20,-167,3,73,2,-8,27,33,0,15,405,-98,-18,-102,-109,-70,-2,0,39.370556,297.66666,0.20166779,71638.664,0.006587334,151.25,279.29333,0.82266384,"{""type"":""Point"",""coordinates"":[98.68420042707177,27.652432940483436]}"
0000000000000000040d,28,32,37,42,58,189,49,0,5014,3,0,-768,-248,-12,-412,-380,-136,-2,-13,-272,1545,-864,-1134,2848,2694,685,7,3,-164,-556,-202,-38,-259,-229,-82,0,2.92455,209.83333,0.02083445,53506.0,0.0025113337,228.5,265.78998,3.752664,"{""type"":""Point"",""coordinates"":[83.27665517979705,34.991043090202524]}"
000000000000000003eb,32,28,24,58,38,199,20,0,491,29,-3043,-160,-136,-4,-130,73,-16,14,-19,1014,38,57,51,21,-26,27,-5,22,-2766,-144,-150,-2,-115,63,-29,12,20.512218,371.08334,0.13000111,95640.0,0.010679667,138.91667,291.09332,1.1053305,"{""type"":""Point"",""coordinates"":[105.3046054656176,28.23265562865887]}"
00000000000000000ab4,38,32,30,40,17,197,9,0,271,15,-499,-339,-39,-115,-59,22,-91,2,-19,-761,406,263,184,-62,11,23,3,11,-1068,-240,-60,-73,-55,23,-90,4,4.3736873,373.33334,0.13000111,98272.0,0.011218667,143.5,291.66666,1.2913306,"{""type"":""Point"",""coordinates"":[106.31898406876071,29.97736363873958]}"
000000000000000003fb,25,22,16,40,26,194,12,0,1021,25,77,-198,77,4,-8,-4,-2,0,-21,373,21,-47,-13,2,11,-15,-2,19,-848,-162,67,-7,-16,-12,-21,4,39.10145,296.91666,0.13000111,79352.0,0.0059503336,151.41667,279.70667,1.8306639,"{""type"":""Point"",""coordinates"":[108.59513220149218,31.81855321831371]}"
000000000000000001c1,27,22,17,46,34,192,18,0,1456,16,-2832,-180,-21,5,0,63,-21,13,-17,267,-1,4,-48,43,-4,47,-1,12,-3386,-124,-78,13,-22,81,-62,15,26.582315,351.16666,0.13000111,86222.664,0.009987334,138.58333,287.77332,2.6093307,"{""type"":""Point"",""coordinates"":[105.95435445741836,26.199858476818175]}"
00000000000000000ad7,30,29,30,32,59,175,54,0,5078,2,272,-26,-8,11,-4,19,0,-1,-23,2931,-133,2,55,-172,163,110,-13,1,246,-15,-7,13,-7,14,1,-1,17.811789,274.0,0.13000111,66277.336,0.005250334,170.0,275.84332,2.1819973,"{""type"":""Point"",""coordinates"":[101.84456600319626,29.397140950564143]}"
000000000000000003e6,22,19,13,65,34,192,14,0,1324,39,-259,67,55,-40,5,-66,52,3,-24,102,6,-42,-11,3,27,-28,-1,32,-212,100,83,0,58,-76,71,2,14.817493,365.0,0.19250111,88251.336,0.011572334,176.41667,292.09998,1.0573306,"{""type"":""Point"",""coordinates"":[99.89988960637376,22.300811597482994]}"
00000000000000000a51,23,20,18,54,41,194,20,0,1499,28,-292,2,-10,9,-37,36,9,2,-14,-801,73,-44,-18,51,-34,-30,2,25,325,0,23,16,23,47,22,0,14.92626,372.5,0.19250111,89401.336,0.011982334,173.83333,293.28,0.9819972,"{""type"":""Point"",""coordinates"":[100.03652538085346,22.678105055817152]}"
0000000000000000008c,26,21,16,46,24,190,12,0,763,18,55,-151,46,34,-59,-47,46,0,-20,-2444,67,-10,32,8,46,32,9,12,282,-152,53,5,-43,-68,94,0,40.84008,335.0,0.10333445,89116.0,0.007829,151.33333,286.85666,1.5986639,"{""type"":""Point"",""coordinates"":[105.01920962089389,32.42895510241887]}"
0000000000000000032e,26,20,16,30,15,192,7,0,1021,17,-1472,-190,59,-35,-75,-1,13,7,-19,1928,-35,-37,24,68,-25,-10,-9,17,-1808,-133,27,-13,-47,-20,16,9,40.692833,360.5,0.10333445,85622.0,0.0106356675,160.91667,291.08,2.654664,"{""type"":""Point"",""coordinates"":[103.62673046212593,24.15789787231265]}"
0000000000000000010f,29,25,19,66,43,195,21,0,410,26,226,-145,-31,-2,-3,73,-48,0,-20,-560,86,-21,-25,-1,26,13,1,18,-276,-136,-34,-34,21,78,-1,2,8.560025,363.83334,0.10333445,96514.0,0.010357667,148.83333,290.74332,1.4686639,"{""type"":""Point"",""coordinates"":[105.7182807294468,31.15882921745639]}"
00000000000000000088,24,21,18,32,30,193,19,0,2098,14,548,-148,7,-3,-74,-7,9,-1,-13,-1178,46,-26,-12,68,13,-7,4,12,1323,-139,-29,8,-89,-15,36,-4,26.649406,332.58334,0.10333445,79158.0,0.008655334,154.91667,286.34332,2.6173306,"{""type"":""Point"",""coordinates"":[104.20075499983706,26.40494591156931]}"
000000000000000004c8,27,23,21,50,46,194,26,0,1608,24,-245,-175,-25,-26,-106,61,-12,1,-11,-581,21,-98,37,74,-1,30,2,23,114,-152,-74,2,-110,66,17,0,11.377217,339.25,0.10333445,84483.336,0.008660001,138.5,285.85666,1.0433306,"{""type"":""Point"",""coordinates"":[105.57436770204791,27.402076711837722]}"
0000000000000000024b,22,21,20,46,47,186,27,0,3665,19,-795,-103,53,-13,-75,24,27,4,-9,-1663,50,7,11,22,-38,69,6,20,-1965,-79,46,-12,-119,10,43,9,39.355667,272.75,0.06750111,64556.0,0.0043010004,184.66667,277.44998,1.0079972,"{""type"":""Point"",""coordinates"":[98.59904051515305,31.60430233089774]}"
00000000000000000154,57,57,59,57,37,171,27,0,5376,6,171,-1,-10,-14,0,13,-13,0,-35,385,-113,55,84,-78,88,42,-3,4,152,-3,-5,-12,-1,9,-14,0,34.22181,232.66667,0.06750111,55620.0,0.0038170004,213.33333,269.97998,2.0839972,"{""type"":""Point"",""coordinates"":[94.04377448838855,32.279927486111646]}"
000000000000000004a3,25,24,25,38,40,186,28,0,4370,6,-793,-10,29,16,6,3,18,3,-14,-796,31,38,38,-26,3,18,3,5,-668,-3,18,32,4,7,32,3,32.384453,271.25,0.06750111,67802.0,0.0044573336,208.91667,279.51666,1.4053305,"{""type"":""Point"",""coordinates"":[101.87393810183531,31.399486901310862]}"
00000000000000000b98,28,32,37,57,57,193,35,0,5076,6,183,-109,-1,0,2,53,21,0,-32,-1505,-336,31,97,58,-21,90,5,4,302,-116,4,7,-18,41,10,0,20.989315,227.58333,0.06750111,54270.0,0.0032250003,227.08333,269.86667,2.346664,"{""type"":""Point"",""coordinates"":[91.29978193223062,30.91520623140137]}"
00000000000000000118,26,31,37,58,78,196,51,0,4740,9,-908,-71,-4,-6,-70,42,18,4,-19,-4015,-98,-38,-43,-28,46,81,16,7,-1157,-79,-9,-17,-65,30,26,5,33.871296,251.0,0.06750111,58907.332,0.0033500004,182.75,272.26334,1.0693305,"{""type"":""Point"",""coordinates"":[98.6594078252146,31.743363856350506]}"
0000000000000000034e,28,31,37,54,78,190,58,0,4559,9,-470,-56,42,-35,-10,-2,36,2,-7,-4733,22,40,48,32,55,147,20,8,-514,-30,26,-40,-2,-27,75,2,30.958994,251.0,0.06750111,59249.332,0.0034363337,182.5,272.23666,1.1733305,"{""type"":""Point"",""coordinates"":[98.54514336072006,31.93901583327255]}"
000000000000000000d1,22,20,21,40,46,186,30,0,4014,9,116,-55,29,15,-66,19,-20,0,-16,-413,26,-4,27,-73,-99,-24,1,7,199,-47,36,4,-99,-6,-38,0,17.847082,265.08334,0.06750111,63113.332,0.0049990006,198.5,276.19333,2.1613305,"{""type"":""Point"",""coordinates"":[99.87914140917208,28.0410480563923]}"
000000000000000009e9,21,20,19,41,27,186,17,0,4179,14,238,-48,57,6,-57,34,-44,0,-19,-240,-69,-7,-6,12,51,82,0,12,-1366,-55,73,0,-46,21,-29,6,40.92235,263.83334,0.06750111,63669.332,0.004536667,203.58333,276.84,1.0219972,"{""type"":""Point"",""coordinates"":[97.19281840693836,31.656317744686188]}"
00000000000000000b55,24,24,25,50,59,191,37,0,4007,12,383,-71,3,28,-144,52,-43,0,-19,-1046,-64,-51,-24,-93,-192,-11,3,9,1203,-66,-7,7,-179,40,-54,-4,25.386946,265.33334,0.06750111,63159.332,0.0052363337,193.33333,275.59332,1.7353306,"{""type"":""Point"",""coordinates"":[99.10569249504768,28.330483846670422]}"
