system:index,B1,B10,B11,B2,B3,B4,B5,B6,B7,B8,B9,Built,DEM,EVI,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,NDBI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
00000000000000002575,30,189,188,25,21,15,74,42,19,19,0,0,1065,50,-1432,-29,-6,51,-23,-73,20,6,-21,696,7,9,7,6,22,-7,-3,23,-2278,50,-44,28,52,-82,-9,8,27.339212,339.125,0.1925011,91213.0,0.008947,137.25,286.055,1.6409972,"{""type"":""Point"",""coordinates"":[114.13432563030582,28.446906516074836]}"
00000000000000001ae2,35,197,194,29,25,21,66,32,15,24,1,0,86,44,-2018,-132,-135,129,9,77,-112,8,-22,-1479,115,56,-113,-73,-11,0,4,27,-1738,-65,-126,80,-7,25,-63,6,1.1330298,345.5,0.058751114,100548.0,0.0084635,162.625,290.03,1.8869972,"{""type"":""Point"",""coordinates"":[113.68211481517272,35.066499998228934]}"
00000000000000001d45,35,201,199,30,25,21,87,45,22,24,0,0,67,53,2343,-96,-62,163,75,117,-165,-5,-25,-918,45,52,-115,-103,-73,71,2,32,1666,-62,-44,101,36,46,-84,-4,1.4669789,341.5,0.058751114,100165.0,0.0081355,157.5,289.01,2.4179974,"{""type"":""Point"",""coordinates"":[114.48493582793616,35.338687985632326]}"
0000000000000000101c,35,198,195,29,25,19,92,42,20,21,0,0,35,45,1695,-155,20,44,-51,128,-79,-4,-22,-42,82,11,-6,-4,-85,42,0,22,3612,-92,4,46,-53,111,-80,-10,3.2116358,367.625,0.13000111,101060.0,0.011209501,143.625,290.9,2.3519974,"{""type"":""Point"",""coordinates"":[112.19315408691132,30.064142204340694]}"
00000000000000000f9c,36,199,195,30,26,21,80,50,25,24,0,0,46,47,2376,-155,59,20,-93,11,-17,-6,-22,-316,39,-18,9,7,-3,-11,0,25,4643,-91,29,52,-74,13,-34,-14,4.660531,366.25,0.13000111,100529.0,0.010921501,141.625,290.645,2.1989973,"{""type"":""Point"",""coordinates"":[111.86652939384749,30.06468175556816]}"
0000000000000000211e,32,195,193,26,21,15,81,43,19,19,0,0,466,54,741,-190,14,11,-85,-52,28,0,-24,-225,68,-32,-29,-12,21,-23,0,28,683,-87,-3,-13,-94,-37,9,0,4.6273675,353.875,0.13000111,98748.0,0.0096145,139.625,289.215,1.8519971,"{""type"":""Point"",""coordinates"":[113.72577387358699,32.12092486074787]}"
00000000000000001de5,31,196,193,25,19,13,74,34,15,17,0,0,193,53,1177,-215,-9,66,-71,-40,-39,-2,-26,652,78,34,-31,-8,8,59,-3,31,918,-153,-33,91,-116,-12,-49,-1,9.844466,359.25,0.13000111,97168.0,0.009996001,132.625,289.265,1.8699973,"{""type"":""Point"",""coordinates"":[111.2377961453116,30.434965507046307]}"
00000000000000001eec,33,196,194,27,21,17,66,46,24,18,0,0,225,41,1793,-169,-3,46,-90,-34,-34,-4,-19,-167,48,36,13,-22,27,34,0,23,1169,-99,-15,64,-116,2,-48,-2,17.815464,359.25,0.13000111,97168.0,0.009996001,132.625,289.265,1.8699973,"{""type"":""Point"",""coordinates"":[111.27229175106106,30.540070977977084]}"
00000000000000000e01,35,198,195,29,27,20,99,41,19,24,0,0,66,40,1575,-200,64,-35,-91,74,-75,-4,-17,-2938,158,-11,-30,4,-58,40,9,20,2021,-106,42,-73,-72,47,-51,-5,2.152808,356.75,0.13000111,100988.0,0.009939501,147.5,290.075,2.3589973,"{""type"":""Point"",""coordinates"":[114.66064670494717,32.07106765186929]}"
00000000000000000d5f,39,195,191,34,28,25,54,25,16,27,0,0,25,34,657,-183,62,18,-122,97,-42,-1,-19,-1215,122,-3,31,55,-46,-7,3,18,-504,-139,44,5,-113,74,-43,2,1.4200963,366.125,0.13000111,101484.0,0.011057001,146.875,290.94,2.3609972,"{""type"":""Point"",""coordinates"":[113.46166577729247,30.438737906537522]}"
0000000000000000102d,34,201,198,28,25,18,96,62,27,23,0,0,26,49,1357,-151,47,56,-11,188,-161,-2,-20,-2771,54,-6,1,-93,-88,78,8,27,-270,-102,31,16,-18,139,-119,1,0.0,366.125,0.13000111,101484.0,0.011057001,146.875,290.94,2.3609972,"{""type"":""Point"",""coordinates"":[113.58994519639799,30.519857872901813]}"
00000000000000001ae4,34,191,190,27,21,16,42,33,17,18,0,0,518,48,761,-312,1,39,-60,-30,29,-1,-25,-390,161,-16,-39,6,12,-25,0,25,574,-189,-29,7,-83,-21,3,0,7.981506,346.75,0.13000111,96441.0,0.009178501,139.75,287.97498,1.9469972,"{""type"":""Point"",""coordinates"":[113.75433887493539,31.969199488303325]}"
00000000000000000e7d,33,199,195,28,25,16,104,35,14,21,0,0,39,49,3874,-156,88,-72,-30,88,-110,-11,-23,-2207,122,-18,20,11,-25,44,6,25,4611,-64,26,-20,-42,81,-78,-14,0.92740995,365.875,0.13000111,101264.0,0.0111295,148.125,290.86,2.3179972,"{""type"":""Point"",""coordinates"":[112.25190720239154,30.491560417616643]}"
00000000000000000ee4,37,199,195,32,29,25,81,50,25,28,0,0,32,43,1566,-172,43,-5,-80,35,-55,-3,-20,-164,65,-7,-1,29,-26,-9,0,22,3567,-81,11,27,-69,28,-38,-10,1.4204074,365.875,0.13000111,101264.0,0.0111295,148.125,290.86,2.3179972,"{""type"":""Point"",""coordinates"":[112.24031799875362,30.475931268424315]}"
00000000000000001f33,32,196,194,26,22,16,79,46,21,19,0,0,211,52,6,-202,9,24,-63,-39,-7,1,-21,-1095,142,23,-34,21,44,-2,2,29,-337,-97,-16,3,-90,-50,-20,2,19.77941,337.625,0.13000111,94925.0,0.009102,155.0,287.135,2.1869974,"{""type"":""Point"",""coordinates"":[115.09318842533354,31.31109414112841]}"
00000000000000001aa0,27,187,186,22,18,12,66,34,16,14,0,0,1490,45,1943,-281,9,14,-83,-37,73,-5,-25,87,161,-20,37,5,-44,-36,-1,24,2657,-156,-46,21,-101,-88,31,-7,16.137835,317.875,0.13000111,83313.0,0.0072660004,140.75,282.77997,1.8679972,"{""type"":""Point"",""coordinates"":[109.9582392616211,31.60052993140652]}"
00000000000000001c52,27,189,188,22,19,12,58,38,17,16,0,0,1942,46,1370,-150,55,-12,-91,-46,13,-3,-25,433,67,-51,51,-14,-45,26,-2,24,1523,-43,30,-14,-67,-99,-6,-3,34.64512,317.875,0.13000111,83313.0,0.0072660004,140.75,282.77997,1.8679972,"{""type"":""Point"",""coordinates"":[109.94934335501948,31.58274257730433]}"
00000000000000001c81,27,190,189,21,16,10,36,19,9,14,0,0,1377,40,1128,-328,61,38,16,-4,43,-2,-30,-1117,43,-42,11,36,-5,9,2,26,3187,-287,-63,97,-44,-21,58,-9,49.66408,317.875,0.13000111,83313.0,0.0072660004,140.75,282.77997,1.8679972,"{""type"":""Point"",""coordinates"":[109.9905766624607,31.56010818035704]}"
