system:index,B1,B2,B3,B4,B5,B6,B7,Built,DEM,EVI,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,NDBI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
000000000000000005aa,31,31,32,63,60,200,42,0,1261,18,430,-150,31,11,-105,62,7,-1,-9,110,93,-21,-30,46,-65,42,0,15,664,-140,16,2,-107,41,33,-2,18.687386,298.75,0.076667786,87348.664,0.006374667,168.5,282.15,2.2379973,"{""type"":""Point"",""coordinates"":[108.34773681594595,35.45780841117408]}"
000000000000000001f6,25,26,27,56,60,186,38,0,4304,8,-725,-45,29,-7,-50,40,-6,3,-26,-1102,-103,4,-15,-130,-41,-5,4,6,-858,-70,12,2,-70,55,-8,4,2.9930968,239.0,0.076667786,60610.0,0.0036383339,199.5,270.99,1.6406639,"{""type"":""Point"",""coordinates"":[101.21206035516917,33.34874279491525]}"
000000000000000003c2,22,24,23,62,61,190,32,0,4230,11,389,-148,70,-26,-79,79,-27,-1,-19,101,-42,27,-11,-49,-51,54,-1,8,29,-154,68,-19,-101,91,-32,0,8.584408,239.0,0.076667786,60610.0,0.0036383339,199.5,270.99,1.6406639,"{""type"":""Point"",""coordinates"":[101.15277214756256,33.41261049930375]}"
00000000000000001368,30,36,38,70,85,196,62,0,4549,9,-272,-17,26,8,-24,32,-26,1,-5,-1112,40,19,-5,-45,-12,-53,5,7,-416,-18,20,1,-28,32,-25,2,27.484613,239.0,0.076667786,60610.0,0.0036383339,199.5,270.99,1.6406639,"{""type"":""Point"",""coordinates"":[101.16920839404557,33.34954989220592]}"
00000000000000000532,19,15,13,23,23,172,13,0,4021,11,-6,-110,25,3,-56,56,-4,0,-12,-748,61,-20,-24,13,-85,49,3,12,96,-139,21,14,-107,85,-24,0,30.821623,236.91667,0.076667786,60978.0,0.0036316672,203.5,270.84332,1.8906639,"{""type"":""Point"",""coordinates"":[101.1578911955719,33.72738290176755]}"
00000000000000000662,25,22,18,64,45,189,23,0,1763,25,-139,-82,123,-28,-13,-28,70,2,-15,397,86,-38,13,10,-19,-26,-2,18,873,-26,88,-13,6,-35,100,-2,31.211206,320.41666,0.076667786,87120.0,0.0072810007,146.08333,283.5533,1.5186639,"{""type"":""Point"",""coordinates"":[106.616776214413,33.319905788402615]}"
000000000000000005b6,31,27,22,49,37,199,21,0,423,19,-49,-120,-22,20,-23,41,-120,1,-18,-148,60,-9,-46,-12,2,135,0,15,-124,-65,-33,-3,-26,-3,-46,1,3.836604,340.91666,0.076667786,96324.664,0.008130001,149.08333,287.83667,1.6046638,"{""type"":""Point"",""coordinates"":[108.25529965110802,34.21786172214133]}"
000000000000000005f1,35,32,32,55,44,200,29,0,531,20,710,-48,-72,88,62,31,-67,-2,-16,560,39,65,-88,-63,-14,87,-3,15,457,-38,-58,73,39,21,-42,-1,4.575231,339.66666,0.076667786,95967.336,0.007998333,150.08333,287.77667,1.7613306,"{""type"":""Point"",""coordinates"":[107.96235900740189,34.28577383118532]}"
00000000000000000581,28,25,23,47,37,192,19,0,860,16,-177,-152,-20,0,-47,-17,32,1,-12,632,17,-36,-46,38,-27,-9,-3,14,206,-167,-28,2,-48,-29,51,0,22.512531,316.5,0.076667786,91042.664,0.006902334,158.58333,284.4233,2.1339972,"{""type"":""Point"",""coordinates"":[108.39274252287838,34.833659118521155]}"
000000000000000005e8,30,29,28,62,49,194,34,0,1309,19,-434,-87,-10,-9,-25,-46,39,2,-15,-17,5,-48,-51,35,-2,-16,0,15,-71,-83,-28,0,-27,-54,55,1,2.7802885,304.5,0.076667786,87458.664,0.006487667,159.83333,282.37665,2.2953305,"{""type"":""Point"",""coordinates"":[107.9642452071475,34.946576934497564]}"
000000000000000004f8,23,22,22,47,54,185,31,0,4075,15,235,-134,62,-33,-60,60,-20,0,-17,-149,-40,-63,-30,-7,32,39,0,12,-10,-149,61,-49,-84,82,-21,0,18.20794,236.5,0.076667786,60588.668,0.0035883337,202.16667,270.63,1.8486639,"{""type"":""Point"",""coordinates"":[101.1425295924428,33.612039334818064]}"
0000000000000000004e,28,30,36,44,55,179,43,0,5267,4,-138,-27,17,1,-12,38,-6,0,-21,-1562,30,56,48,34,208,15,6,4,-14,-28,23,3,-19,53,-6,0,4.320627,214.83333,0.076667786,52530.0,0.003293667,225.41667,266.50333,3.3479972,"{""type"":""Point"",""coordinates"":[92.70115253849916,32.9574343819701]}"
