system:index,B1,B2,B3,B4,B5,B6,B7,Built,DEM,EVI,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,NDBI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
000000000000000002c3,28,27,27,61,55,198,34,0,723,17,-154,-116,9,23,-79,31,9,2,-7,290,96,-9,-1,20,6,-11,-2,14,-306,-129,5,6,-89,23,22,2,25.166677,314.25,0.076667786,91962.664,0.0077920007,168.91667,284.45667,1.1959972,"{""type"":""Point"",""coordinates"":[111.19818149155279,34.29790258605069]}"
00000000000000000e8a,26,20,15,29,18,187,11,0,1040,19,866,-263,23,38,-36,-15,21,-3,-23,-389,34,-40,-2,22,17,-34,0,16,623,-283,-19,26,-85,0,50,-2,43.483833,314.25,0.076667786,91962.664,0.0077920007,168.91667,284.45667,1.1959972,"{""type"":""Point"",""coordinates"":[111.16045303753958,34.23268377404298]}"
000000000000000004dc,30,28,28,54,32,196,16,0,57,32,-1692,-100,-94,159,-47,79,-67,11,-24,343,61,39,-107,23,-89,-6,-3,24,-1999,-56,-109,130,-33,29,-4,13,2.7802885,338.16666,0.076667786,100637.336,0.008822001,151.58333,287.42334,2.6873307,"{""type"":""Point"",""coordinates"":[114.86627369092581,35.30284573136472]}"
00000000000000000a38,32,30,29,49,40,201,31,1,201,11,393,-88,-21,10,-23,-21,10,-1,-12,160,13,17,-20,-16,-18,-24,-1,9,177,-75,-30,13,-24,-40,32,0,1.8543341,334.41666,0.076667786,98120.0,0.008524001,163.5,287.91666,2.6339972,"{""type"":""Point"",""coordinates"":[112.18857459012945,34.51619341902107]}"
00000000000000001d44,36,33,31,41,37,200,33,1,200,6,97,-55,-17,6,-3,-6,-1,0,-10,21,-15,6,-15,-21,-31,-26,0,5,-35,-50,-20,6,-5,-13,9,0,2.9987912,334.41666,0.076667786,98120.0,0.008524001,163.5,287.91666,2.6339972,"{""type"":""Point"",""coordinates"":[112.17159433331793,34.515386321730396]}"
00000000000000001d9d,33,31,30,46,40,202,33,1,201,10,359,-65,-28,15,0,-35,7,-1,-12,-174,6,15,-14,-12,-8,-21,0,8,209,-57,-35,14,-2,-47,21,0,0.0,334.41666,0.076667786,98120.0,0.008524001,163.5,287.91666,2.6339972,"{""type"":""Point"",""coordinates"":[112.17806448894646,34.51322811682053]}"
00000000000000000d63,34,35,35,61,58,200,42,0,69,24,763,-148,-87,136,-16,44,-61,-2,-14,-888,51,29,-93,-63,-48,39,4,18,627,-114,-72,86,-10,12,-15,-2,2.1733744,337.75,0.076667786,100546.0,0.008759334,154.91667,287.59,2.5793307,"{""type"":""Point"",""coordinates"":[114.32889850477292,35.162709562558085]}"
00000000000000000515,25,19,16,26,20,189,11,0,1270,16,-16,-206,34,29,-13,-42,84,1,-18,-323,41,-39,-11,36,10,-64,0,14,-301,-205,-13,19,-48,-50,108,2,15.423399,310.58334,0.076667786,90634.0,0.007783334,169.5,283.81665,1.1859971,"{""type"":""Point"",""coordinates"":[110.77426813170486,34.08338415257151]}"
00000000000000000e95,25,22,19,52,37,196,22,0,1215,24,459,-78,17,14,-68,4,41,-1,-19,-288,35,-14,20,19,9,6,0,19,-138,-89,0,5,-81,-8,59,2,17.92109,304.83334,0.076667786,89276.664,0.0073530003,169.58333,282.78333,1.0033306,"{""type"":""Point"",""coordinates"":[111.03271316966152,34.18659896465562]}"
00000000000000000001,34,33,35,64,58,200,43,0,70,21,-1669,-141,-98,104,32,65,-26,10,-14,-76,58,20,-74,-75,-78,-20,0,17,-1104,-107,-86,77,26,21,-7,7,1.1314231,339.5,0.076667786,100558.664,0.009081,151.83333,287.54666,2.6313305,"{""type"":""Point"",""coordinates"":[114.81048587764617,34.95034933398878]}"
00000000000000000002,37,39,42,66,64,202,46,0,71,17,-1473,-132,-53,55,8,56,-24,9,-11,-560,65,-16,-69,-30,-85,-22,2,14,-1068,-101,-47,39,13,16,-9,7,0.92740995,339.5,0.076667786,100558.664,0.009081,151.83333,287.54666,2.6313305,"{""type"":""Point"",""coordinates"":[114.80617392692746,34.95546838199814]}"
