system:index,B1,B2,B3,B4,B5,B6,B7,Built,DEM,EVI,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,NDBI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
00000000000000000119,27,23,20,46,36,189,23,0,556,26,630,-236,77,0,-80,25,21,-2,-10,681,147,-42,-3,5,-87,3,-5,28,426,-248,54,32,-98,13,52,-1,14.279487,282.0,0.076667786,93275.336,0.005020334,164.08333,279.87,1.7126639,"{""type"":""Point"",""coordinates"":[116.87077338748131,40.807811100492124]}"
000000000000000003c4,26,20,15,27,15,177,7,0,763,23,435,-295,66,15,-26,-6,50,-1,-25,-350,23,-96,-18,58,-14,20,0,28,180,-371,30,42,-50,3,73,0,25.924507,285.0,0.076667786,94196.664,0.0051510003,163.5,280.44998,1.8746638,"{""type"":""Point"",""coordinates"":[116.71985511232745,40.721576545219534]}"
00000000000000001716,29,26,27,65,44,195,27,0,414,16,340,-178,34,0,-81,45,6,-1,-6,236,31,-77,-70,85,-33,-2,-2,15,366,-184,25,2,-79,34,20,-1,17.71485,293.5,0.076667786,97155.336,0.0059740003,167.83333,282.10666,2.0313306,"{""type"":""Point"",""coordinates"":[119.2094470351842,40.17315170665623]}"
00000000000000001844,29,27,26,52,39,196,25,0,390,16,444,-155,32,2,-72,31,4,-1,-14,-863,-13,-50,-56,18,-40,-13,5,14,627,-173,22,-13,-80,20,21,-3,15.055668,299.5,0.076667786,96056.0,0.0066180006,165.75,282.81665,4.6319976,"{""type"":""Point"",""coordinates"":[114.03029926182997,38.55322272135409]}"
00000000000000001118,32,31,28,53,47,199,31,0,316,13,282,-115,8,12,-72,41,9,0,0,351,87,-49,-48,61,-52,14,-2,14,242,-116,-2,9,-75,33,26,0,8.478147,303.58334,0.076667786,97896.0,0.0069713336,167.75,283.53665,4.1679974,"{""type"":""Point"",""coordinates"":[114.2817390520317,38.85101486700636]}"
00000000000000000a96,47,59,74,83,102,206,91,0,1098,5,59,10,1,6,0,2,3,0,1,187,-68,-40,17,10,21,45,-1,5,103,2,-3,5,-1,3,6,0,2.5038688,268.5,0.02083445,89031.336,0.003942667,195.25,280.84332,5.2613306,"{""type"":""Point"",""coordinates"":[107.23984640461099,42.236672064755155]}"
00000000000000000c95,47,55,66,76,90,204,79,0,1246,6,-62,-1,2,3,-1,0,6,0,6,-346,37,-9,-14,24,-32,15,3,5,-2,-1,1,3,-6,1,6,0,1.8543341,278.5,0.02083445,87256.664,0.0046320003,190.16667,281.32666,3.1939974,"{""type"":""Point"",""coordinates"":[106.91025195024554,39.24986361983288]}"
00000000000000000ce5,44,53,63,79,92,203,83,0,1147,6,-93,-4,7,0,-8,6,5,1,5,-156,50,3,6,15,-45,24,1,6,-46,-5,6,2,-14,8,3,0,0.92740995,278.5,0.02083445,87256.664,0.0046320003,190.16667,281.32666,3.1939974,"{""type"":""Point"",""coordinates"":[106.90324670249059,39.16793655617792]}"
00000000000000000ec2,41,48,57,73,88,204,74,0,1183,8,263,-29,9,12,-14,8,5,-1,-9,1759,-262,-91,67,-89,-54,1,-13,6,262,-41,0,12,-22,6,2,-1,2.2633421,248.5,0.02083445,87565.336,0.0033240004,183.41667,275.10333,3.5333307,"{""type"":""Point"",""coordinates"":[112.79924847939887,44.43305579784258]}"
00000000000000000df7,41,48,56,74,91,207,76,0,1063,9,239,-13,12,9,-17,1,13,-1,-10,1618,-274,-107,41,-132,-149,-13,-12,6,252,-36,0,2,-28,-6,5,-1,1.8543341,254.5,0.02083445,89446.664,0.003575667,184.0,276.44333,3.5799973,"{""type"":""Point"",""coordinates"":[113.0485300646907,44.18700706081448]}"
