system:index,B1,B2,B3,B4,B5,B6,B7,Built,DEM,EVI,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,NDBI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
1_00000000000000000016,43,38,35,38,27,194,23,1,66,5,-349,-57,-3,16,14,-8,-6,1,-11,-1276,-25,13,-19,16,7,1,4,3,-182,-46,2,10,7,-6,-8,0,5.108997,369.91666,0.14333445,100554.0,0.010108001,128.83333,291.05667,1.3133305,"{""type"":""Point"",""coordinates"":[111.44827463323637,30.392385551086953]}"
1_00000000000000000017,40,37,38,54,57,202,45,1,58,11,-253,-64,-2,2,5,-10,-2,1,-6,-638,24,13,-17,-4,6,11,2,8,-210,-49,3,3,-2,0,-14,1,5.668667,369.91666,0.14333445,100554.0,0.010108001,128.83333,291.05667,1.3133305,"{""type"":""Point"",""coordinates"":[111.46471087971936,30.391578453796278]}"
1_00000000000000000018,41,35,32,42,37,200,31,1,56,7,-443,-61,-8,23,8,1,-13,2,-11,-71,-5,15,-32,-19,-20,6,0,5,-329,-48,1,13,5,0,-10,1,2.1502533,367.08334,0.13416778,100728.664,0.010100334,132.41667,290.64667,1.5779972,"{""type"":""Point"",""coordinates"":[111.72935406814032,30.426881156836405]}"
1_00000000000000000019,43,37,34,49,37,201,28,1,45,8,-1329,-40,-5,5,17,-4,-6,5,-13,235,39,7,-21,-5,-10,19,-1,5,-714,-34,3,12,0,2,-6,3,2.1431704,367.08334,0.13416778,100728.664,0.010100334,132.41667,290.64667,1.5779972,"{""type"":""Point"",""coordinates"":[111.80373633281286,30.4069400569254]}"
1_0000000000000000001a,45,42,41,60,59,202,48,1,41,18,-226,-121,2,31,-45,50,-35,1,-11,476,58,17,-8,-18,1,44,-2,11,-594,-66,11,20,-27,29,-4,3,1.4206052,366.41666,0.13083445,100886.0,0.0101333335,133.75,290.57333,1.6759973,"{""type"":""Point"",""coordinates"":[111.92258475319034,30.49937722176334]}"
1_0000000000000000001e,36,32,31,59,43,200,29,1,33,18,-1031,-100,-11,35,-25,50,-29,5,-15,387,68,17,-48,-35,-5,25,-2,13,-551,-80,-8,29,-26,40,-18,2,0.0,364.25,0.11750112,100998.0,0.010175001,138.33333,290.42334,1.9086639,"{""type"":""Point"",""coordinates"":[112.6044035997675,30.442242759965534]}"
1_0000000000000000001f,39,35,29,50,41,200,34,1,29,13,-1481,-101,-1,7,-24,52,-26,6,-13,755,70,23,-43,-17,-16,36,-3,10,-1071,-82,-8,14,-21,44,-20,4,1.4199387,364.25,0.11750112,100998.0,0.010175001,138.33333,290.42334,1.9086639,"{""type"":""Point"",""coordinates"":[112.66611755834718,30.41960390391719]}"
1_00000000000000000020,40,36,33,36,28,192,23,1,36,5,407,-40,-8,4,-1,4,-23,-1,-13,22,11,8,-19,0,11,-13,0,4,179,-33,-11,5,3,6,-16,0,2.341145,365.58334,0.12750112,100978.0,0.010273,137.66667,290.63998,1.7159972,"{""type"":""Point"",""coordinates"":[112.89033899571865,30.4152919531985]}"
1_00000000000000000022,35,30,28,50,33,197,19,1,32,20,938,-120,-33,35,-36,26,-37,-2,-16,-728,88,16,-31,1,2,10,2,14,481,-80,-33,28,-16,6,-31,-1,1.0754625,367.08334,0.13583446,100974.0,0.010339667,137.16667,290.88998,1.4606639,"{""type"":""Point"",""coordinates"":[113.16010123214897,30.42310875734519]}"
1_00000000000000000025,36,33,31,56,41,196,27,1,28,18,-263,-112,23,18,-1,46,-59,1,-15,-824,95,8,12,-15,0,-9,2,12,17,-78,11,26,6,15,-48,0,2.3405674,366.66666,0.14250112,101028.0,0.010322667,140.25,290.97665,1.4313306,"{""type"":""Point"",""coordinates"":[113.539552895393,30.386726951850132]}"
1_00000000000000000026,38,35,33,60,53,200,40,1,29,12,-101,-83,6,7,-26,40,-33,0,-12,-270,109,8,-2,26,-22,-5,0,9,70,-61,0,20,-23,29,-40,0,0.0,365.41666,0.14500111,101062.0,0.010236667,141.58333,290.87332,1.4706639,"{""type"":""Point"",""coordinates"":[113.79018112920296,30.55058107916005]}"
1_00000000000000000027,34,32,28,54,46,199,33,1,36,14,-580,-112,25,9,-51,59,-52,2,-13,-834,108,-1,6,33,-17,-1,2,10,-421,-80,14,25,-40,49,-67,2,2.840159,365.91666,0.14666778,101074.0,0.010327,142.33333,290.9533,1.4633306,"{""type"":""Point"",""coordinates"":[113.81551328228761,30.540878075267756]}"
1_00000000000000000028,41,42,44,61,61,200,51,1,37,13,640,-87,1,-11,-26,-9,13,-2,-9,-704,74,9,6,19,16,-21,2,10,501,-66,7,-1,-14,-1,-10,-1,3.7174194,364.08334,0.14916779,100933.336,0.010234667,144.33333,290.75333,1.5419972,"{""type"":""Point"",""coordinates"":[114.02275446284756,30.446826715848474]}"
1_00000000000000000029,43,39,37,47,47,202,39,1,31,6,-19,-44,2,15,7,-1,-13,0,-10,-365,63,-21,19,36,-8,8,1,5,125,-33,-1,16,4,-3,-14,0,2.344035,363.08334,0.14666778,100989.336,0.010110667,144.91667,290.66998,1.6366639,"{""type"":""Point"",""coordinates"":[114.20169818812232,30.557858332079277]}"
1_0000000000000000002a,38,32,30,35,30,194,23,1,26,5,654,-52,15,10,10,-12,-29,-2,-12,92,59,23,-3,43,-14,-4,0,4,557,-47,5,12,6,-10,-27,-2,2.3437297,363.08334,0.14666778,100989.336,0.010110667,144.91667,290.66998,1.6366639,"{""type"":""Point"",""coordinates"":[114.26314460063881,30.54276427501337]}"
1_0000000000000000002b,35,33,32,62,62,200,45,1,32,18,-807,-122,-1,-1,-45,18,-19,4,-5,-1646,99,1,-23,11,-3,1,6,14,-535,-89,-4,-5,-35,7,-26,2,2.1434543,363.16666,0.15250112,100854.664,0.0102,144.75,290.65668,1.5833306,"{""type"":""Point"",""coordinates"":[114.53398593952407,30.458411460385324]}"
1_0000000000000000002c,34,32,30,53,46,199,32,1,26,15,170,-83,-26,26,-72,39,-20,0,-13,-677,92,0,10,14,-9,0,2,12,-237,-68,-23,13,-51,21,-26,1,0.0,363.75,0.15250112,101034.0,0.010325334,144.75,290.72998,1.5833306,"{""type"":""Point"",""coordinates"":[114.6811318151867,30.51527391701887]}"
1_0000000000000000002d,31,28,24,59,44,199,29,1,30,19,-72,-84,-39,0,-94,19,-14,1,-14,-595,110,3,18,28,-11,5,1,15,-131,-57,-39,-2,-72,-1,-18,1,1.8543341,364.0,0.1525011,101094.664,0.010407334,144.75,290.74332,1.5753306,"{""type"":""Point"",""coordinates"":[114.74904392423072,30.505303367063362]}"
1_00000000000000000030,37,34,31,63,52,200,37,1,34,14,-153,-74,-32,20,-76,43,-42,1,-9,-978,74,11,6,0,-46,12,3,12,-1182,-67,-19,3,-52,26,-27,5,1.0760202,363.41666,0.16166778,100938.664,0.010795667,147.75,290.74335,1.4553305,"{""type"":""Point"",""coordinates"":[115.24572089506877,30.47350551745124]}"
1_00000000000000000031,35,31,28,42,35,191,26,1,62,15,-99,-94,-40,34,-80,36,-48,1,-9,-953,51,12,-10,-9,-32,-4,3,14,-1242,-75,-24,3,-53,23,-29,5,5.361975,363.41666,0.16166778,100938.664,0.010795667,147.75,290.74335,1.4553305,"{""type"":""Point"",""coordinates"":[115.28102359810892,30.418257255399038]}"
