system:index,B1,B2,B3,B4,B5,B6,B7,Built,DEM,EVI,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,NDBI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
1_0000000000000000001c,40,39,41,46,49,202,45,1,1044,4,-27,-33,-5,-1,-11,9,-8,0,-7,207,10,-62,-10,16,-33,10,-1,4,33,-30,-7,0,-8,5,-3,0,1.5362498,283.08334,0.029167784,89247.336,0.004361334,176.0,281.72998,1.8946639,"{""type"":""Point"",""coordinates"":[111.62991165554743,40.794879707437126]}"
1_00000000000000000028,35,37,42,49,57,201,55,1,1261,6,-255,-41,10,8,-12,22,-6,1,-6,-846,-6,-59,48,-6,-37,-17,3,5,-167,-32,-4,7,-10,14,1,0,2.6244764,264.5,0.04333445,84523.336,0.0041093337,167.75,276.75,3.122664,"{""type"":""Point"",""coordinates"":[115.28641465128251,40.97894248072127]}"
1_00000000000000000029,31,31,33,57,60,199,46,1,1155,12,364,-49,4,20,-49,24,4,-1,-2,-2,73,-42,44,7,-69,-10,0,11,481,-55,-3,18,-53,12,11,-1,11.94349,275.91666,0.04333445,88474.0,0.004565667,167.75,279.16666,2.896664,"{""type"":""Point"",""coordinates"":[115.6235539046304,40.837187658232224]}"
1_0000000000000000002a,48,51,55,60,68,201,61,1,883,5,215,-28,3,4,-11,19,-3,0,-3,606,31,2,6,11,-51,-7,-2,5,335,-22,2,1,-5,11,-2,-1,1.2269365,276.33334,0.046667784,89158.664,0.004597667,167.5,279.20667,2.8019972,"{""type"":""Point"",""coordinates"":[115.83268128493596,40.90240647023992]}"
1_00000000000000000051,40,46,56,71,84,206,68,1,1035,9,291,-20,6,-4,-14,11,0,0,-1,-596,-14,-52,-49,-12,-26,-32,2,9,422,-25,-1,-13,-19,5,-3,-1,1.8543341,279.41666,0.020001117,89660.664,0.0047673336,190.5,281.88,2.4406638,"{""type"":""Point"",""coordinates"":[107.0948587338582,41.07757779602349]}"
1_0000000000000000006a,36,38,44,63,74,202,63,1,1436,11,-389,-43,11,3,-28,32,-10,2,-2,-130,1,-38,35,-11,-72,-3,0,10,-356,-35,-4,5,-30,16,-3,2,0.92740995,263.25,0.037501115,84264.0,0.004267334,173.0,277.03333,3.1653306,"{""type"":""Point"",""coordinates"":[114.60620999928672,41.17675266255319]}"
1_00000000000000000070,38,36,36,55,49,200,38,1,645,9,450,-85,14,-16,-31,13,9,-1,-7,-109,31,-38,-8,53,-72,4,0,7,239,-72,9,-18,-16,-4,12,0,1.5422472,279.0,0.05000112,91126.0,0.004576334,164.0,279.43332,1.9406639,"{""type"":""Point"",""coordinates"":[116.65410120819334,41.1983124161466]}"
1_00000000000000000077,36,38,42,49,55,201,51,1,503,5,359,-43,8,9,-25,29,-12,-1,-2,-911,8,-9,8,28,-46,-16,3,5,202,-42,4,6,-18,22,-9,0,0.0,289.16666,0.06083445,94563.336,0.005199667,160.08333,280.97665,1.4146639,"{""type"":""Point"",""coordinates"":[118.69660136392636,41.008854130587785]}"
1_000000000000000000b9,37,32,35,36,37,185,34,1,557,4,290,-50,5,7,-14,21,-10,-1,-6,-1167,37,-12,-1,50,-69,-19,4,4,143,-43,1,4,-6,10,-7,0,1.5439274,281.66666,0.056667782,91658.664,0.0048480006,157.83333,279.3,1.7533306,"{""type"":""Point"",""coordinates"":[117.72749601377885,41.3096115784406]}"
1_000000000000000000eb,38,47,59,77,94,205,83,1,1482,10,-73,-20,7,9,-22,19,-6,0,-4,1506,-128,-91,-41,-53,-115,47,-6,9,-85,-36,-8,4,-28,11,-1,0,1.8543341,259.91666,0.02833445,84214.0,0.0035910003,185.0,277.81332,2.906664,"{""type"":""Point"",""coordinates"":[111.7013286180194,41.55242746720494]}"
1_000000000000000000f7,38,42,53,67,86,202,74,1,1396,13,1058,-54,39,3,-31,58,-20,-3,-2,-1587,-36,-44,-7,0,-87,-74,6,12,622,-50,17,4,-38,41,-11,-2,1.2392974,261.75,0.042501118,85465.336,0.004302,171.0,276.29666,3.7753305,"{""type"":""Point"",""coordinates"":[115.21634433732866,41.55808606644176]}"
1_000000000000000000fa,29,28,31,52,58,195,45,1,1235,13,-51,-68,25,0,-26,29,-1,0,-3,-391,78,-26,-5,56,-99,28,1,12,-81,-58,20,-3,-25,15,-3,0,3.7047918,261.5,0.04583445,85756.0,0.003986334,169.58333,276.16998,2.7899973,"{""type"":""Point"",""coordinates"":[116.37571061122462,41.64109223255167]}"
1_00000000000000000170,40,48,56,73,92,205,81,1,1409,9,468,-12,5,3,-15,19,-1,-1,0,1024,-50,-25,14,-62,-43,9,-4,8,330,-11,1,5,-19,14,0,-1,3.0466094,262.91666,0.02333445,85130.0,0.0036773337,178.08333,278.02,3.4693305,"{""type"":""Point"",""coordinates"":[113.47702738042159,41.99062332772707]}"
1_0000000000000000017d,29,26,28,44,50,195,32,1,905,14,368,-82,44,1,-49,51,-16,0,-5,-406,143,4,49,52,-132,-38,1,12,231,-61,35,7,-37,26,-16,0,2.660945,268.75,0.044167783,87656.664,0.0042206673,160.91667,276.96667,1.9666638,"{""type"":""Point"",""coordinates"":[117.66712870371727,41.9997867803919]}"
1_000000000000000001f4,39,42,48,75,78,203,64,1,761,13,404,-17,18,14,-39,30,-22,-1,0,3,92,2,27,56,-22,-39,0,12,172,-2,9,20,-42,30,-29,0,8.2637615,280.75,0.037501115,92706.0,0.0044070003,166.25,280.18332,2.1539972,"{""type"":""Point"",""coordinates"":[118.62167954802631,42.389476539654645]}"
1_000000000000000001f6,37,37,41,67,70,202,60,1,464,12,-19,-42,18,-1,-39,34,-17,0,0,370,65,-12,7,25,-16,-3,-1,11,94,-30,6,1,-47,30,-16,0,3.1174774,290.5,0.042501118,95835.336,0.004637,167.5,282.27667,2.5139973,"{""type"":""Point"",""coordinates"":[119.43824796933757,42.33476782882992]}"
1_000000000000000001f8,39,41,49,69,78,202,67,1,554,12,280,-44,17,3,-43,39,-16,0,1,-730,66,-5,6,37,-34,8,3,11,200,-31,8,5,-43,31,-18,0,2.238344,284.41666,0.044167783,94192.0,0.0045450004,167.08333,280.8633,2.5919974,"{""type"":""Point"",""coordinates"":[119.90959278709099,42.336654028575516]}"
1_000000000000000002ce,49,53,62,67,74,204,68,1,959,3,393,-29,-11,-5,3,0,-3,-1,0,1725,-56,-64,-30,-16,-4,5,-7,3,367,-23,-6,-2,3,0,-2,-1,1.8543341,266.0,0.011667784,90278.664,0.0031983338,178.33333,279.07666,3.2819974,"{""type"":""Point"",""coordinates"":[111.98402670660576,43.645591929107184]}"
1_000000000000000002ef,51,53,58,63,60,204,49,1,179,7,660,-30,5,7,-15,20,-3,-2,-5,2833,16,-59,-19,34,-18,27,-12,6,989,-26,-5,3,-15,9,7,-4,1.5808707,289.41666,0.04083445,99245.336,0.0048900004,159.5,280.84,2.9139974,"{""type"":""Point"",""coordinates"":[122.28464824028893,43.59708136874675]}"
