system:index,B1,B2,B3,B4,B5,B6,B7,Built,DEM,EVI,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,NDBI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
0000000000000000018c,25,26,26,29,32,180,21,0,4818,6,246,-66,10,18,-70,41,-23,0,-5,-361,-3,-10,67,-124,-125,2,2,5,43,-68,13,8,-69,35,-21,0,38.012516,234.41667,0.076667786,54294.0,0.002711667,208.08333,270.50998,1.1846639,"{""type"":""Point"",""coordinates"":[98.80170219893111,30.665113089717806]}"
000000000000000003f9,21,20,21,44,51,186,32,0,4312,13,571,-84,4,21,-97,42,-6,-2,-6,708,102,-95,15,16,-173,100,-5,13,378,-158,13,8,-177,60,1,0,18.346401,237.33333,0.076667786,55368.0,0.0028363338,209.66667,271.43332,1.1939973,"{""type"":""Point"",""coordinates"":[98.66587352174209,30.70122734914967]}"
00000000000000000b8b,18,14,11,24,13,176,8,0,3257,14,-73,-91,2,-1,13,4,-1,1,-15,-494,-79,-26,14,-3,-48,7,1,17,-494,-48,-18,17,44,-5,-34,5,45.33408,317.5,0.076667786,75588.0,0.008128667,201.83333,287.42,2.3613305,"{""type"":""Point"",""coordinates"":[100.52916240613709,28.144262868476407]}"
00000000000000000987,17,12,10,20,8,172,4,0,4108,11,259,-59,0,0,-41,28,-26,0,-24,56,-134,41,-8,-30,38,11,-2,12,291,8,-57,-27,-52,-18,-10,0,32.301838,243.58333,0.076667786,58201.332,0.0035830005,192.41667,271.16998,1.7313305,"{""type"":""Point"",""coordinates"":[100.35695192345302,30.810912316862332]}"
00000000000000000b66,21,19,18,61,50,180,27,0,3344,29,1106,-3,-13,-9,-34,-21,-4,-5,-11,-24,44,3,1,0,-59,-17,0,29,1179,-3,-34,-10,-52,-43,-6,-5,60.18089,271.91666,0.076667786,65728.664,0.004616,191.91667,277.93332,1.2619972,"{""type"":""Point"",""coordinates"":[98.62733797043822,31.38035289869052]}"
00000000000000000458,22,22,27,46,69,181,47,0,3745,17,389,-100,19,10,-93,67,-2,-1,3,-96,166,28,-20,21,-60,43,0,19,215,-88,8,10,-118,51,20,0,32.205673,261.91666,0.076667786,62893.332,0.004028334,201.16667,276.54333,1.1599972,"{""type"":""Point"",""coordinates"":[98.37320488320024,31.003331445520626]}"
000000000000000001a5,50,44,41,52,12,159,8,0,4569,6,-218,-115,21,-11,-41,19,13,2,-41,210,-272,7,5,-90,-28,131,-3,4,-420,-124,33,1,-34,15,18,3,29.801384,240.91667,0.076667786,57529.332,0.0038626671,202.75,271.32666,1.2026639,"{""type"":""Point"",""coordinates"":[95.33627168333616,31.456349357944415]}"
000000000000000003ff,19,17,17,29,30,177,17,0,4359,11,350,-156,19,2,-104,79,-17,-1,-4,1074,76,-17,7,43,-137,54,-7,12,478,-213,15,5,-182,109,-11,-1,24.431108,244.5,0.076667786,57797.332,0.0031573337,208.83333,273.14667,1.1833305,"{""type"":""Point"",""coordinates"":[98.45755769782828,30.73787670070794]}"
000000000000000009ed,21,19,17,68,45,183,25,0,3896,29,1161,-22,27,3,-120,-4,8,-5,-17,263,16,-17,12,36,-44,19,-3,23,1065,-67,47,4,-173,-12,15,-4,39.877842,247.41667,0.076667786,58200.668,0.0031960004,206.5,273.71332,1.180664,"{""type"":""Point"",""coordinates"":[98.85667845581904,30.72198000545241]}"
00000000000000000285,24,25,23,47,42,186,23,0,4049,10,284,-124,40,12,-81,78,-26,-1,-24,1127,-179,28,18,-26,-4,23,-8,6,1022,-141,3,37,-118,82,-17,-5,16.69595,243.66667,0.076667786,62566.668,0.0037863338,182.08333,270.84,1.7059972,"{""type"":""Point"",""coordinates"":[103.49171334132862,33.102694057887156]}"
