system:index,B1,B10,B11,B2,B3,B4,B5,B6,B7,B8,B9,Built,DEM,EVI,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,NDBI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
00000000000000001bec,31,195,195,30,32,36,42,40,33,33,3,0,4659,5,709,-22,-4,2,-37,13,-4,-2,-12,-251,2,-51,-29,4,-32,7,0,5,524,-19,-10,6,-50,24,0,-1,19.53297,249.0,0.058751114,59918.0,0.0044260006,225.375,275.405,3.8779974,"{""type"":""Point"",""coordinates"":[90.61364667583373,28.373870899920448]}"
00000000000000000e33,31,202,201,30,33,40,56,67,57,34,8,0,4851,10,282,-17,-2,2,-11,9,0,0,-5,-2177,28,-22,0,11,-39,110,7,9,-587,-4,-6,1,-10,1,27,2,9.333572,238.5,0.058751114,56882.0,0.0034055004,239.0,274.35,3.3929973,"{""type"":""Point"",""coordinates"":[86.65638623224582,30.990123588200323]}"
00000000000000000f8d,27,184,184,27,29,37,63,73,49,31,6,0,4630,21,-230,-72,4,13,-72,58,-17,1,-12,179,87,-15,13,32,-11,-28,0,14,-557,-48,4,16,-71,51,-21,2,1.4334505,236.625,0.058751114,58178.0,0.0037725004,225.875,272.53998,3.0699973,"{""type"":""Point"",""coordinates"":[91.73986399249836,31.971892785339605]}"
00000000000000000f3f,28,186,186,28,30,38,62,89,66,34,8,0,4872,18,277,-74,19,2,-65,44,-24,0,-13,1901,107,-44,-27,-8,-118,-30,-6,12,289,-46,9,-10,-64,17,-23,0,2.3820298,230.125,0.058751114,56650.0,0.0036935005,223.75,270.555,3.0109973,"{""type"":""Point"",""coordinates"":[92.2686108181128,32.340022791008934]}"
00000000000000001a1e,24,175,175,20,12,5,3,1,1,9,0,0,5013,-7,1080,-112,-46,-35,-52,-46,-68,-3,-58,825,-271,85,-82,-154,-32,-30,-4,-5,-724,-105,15,-21,140,60,-4,1,0.0,234.0,0.058751114,55372.0,0.0035690004,232.75,272.61,4.0309973,"{""type"":""Point"",""coordinates"":[90.49102585596503,28.56036388327871]}"
00000000000000000dbe,29,189,189,29,31,37,47,55,46,34,8,0,5004,9,809,-54,12,6,-71,23,0,-2,-22,2495,-59,20,12,-144,-127,26,-8,5,618,-16,-6,11,-51,-2,18,-1,13.248373,236.25,0.058751114,55380.0,0.0036055003,229.75,272.81,3.7969973,"{""type"":""Point"",""coordinates"":[90.90011716391132,28.52371007261939]}"
00000000000000000fe8,29,194,192,29,31,38,61,95,73,33,9,0,4949,18,664,-51,25,12,-77,36,-11,-1,-3,2120,182,45,-43,-58,-64,9,-7,12,668,21,8,0,-79,10,-8,-1,34.07169,230.25,0.058751114,53854.0,0.0033775005,227.0,270.775,2.0819974,"{""type"":""Point"",""coordinates"":[92.05274573611548,29.430829459022934]}"
00000000000000000d9e,27,188,187,26,27,32,43,57,45,27,9,0,5148,10,-217,-35,-18,10,-35,40,-6,1,-2,-413,18,-3,22,-11,-99,68,1,10,158,-19,-22,12,-45,12,22,0,17.357954,229.125,0.058751114,54366.0,0.0032680004,237.875,271.5,2.9109974,"{""type"":""Point"",""coordinates"":[85.91689337264341,29.371541251416318]}"
00000000000000000db2,29,193,192,28,31,35,49,57,45,32,7,0,5010,10,44,-37,-1,8,-28,26,-8,0,-8,-517,-9,-1,-8,3,-45,71,1,8,192,-35,-7,13,-34,15,5,0,10.125056,231.375,0.058751114,54880.0,0.0029575005,243.125,273.015,3.5609975,"{""type"":""Point"",""coordinates"":[85.95570092911156,30.827353022446385]}"
00000000000000002022,30,197,196,31,36,47,70,97,83,39,16,0,5340,13,192,-15,0,4,-16,14,-6,0,-3,15,54,2,-25,13,-81,35,0,9,254,3,-2,-3,-10,-8,6,0,6.688918,239.125,0.058751114,56420.0,0.0034150004,239.25,274.505,3.3939972,"{""type"":""Point"",""coordinates"":[86.86497852042497,30.495872368335316]}"
