system:index,B1,B2,B3,B4,B5,B6,B7,Built,DEM,EVI,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,NDBI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
00000000000000000a47,29,28,27,42,51,186,31,0,898,19,363,-157,-17,12,-67,-10,25,-1,-12,-26,61,-42,-50,-4,-25,16,0,17,241,-169,-7,-3,-80,-1,24,0,41.412956,306.41666,0.076667786,87116.0,0.0067623337,169.25,283.77,3.4093306,"{""type"":""Point"",""coordinates"":[109.6927845168084,34.351260189256216]}"
000000000000000009ef,26,21,18,35,30,182,15,0,1721,19,1214,-199,87,20,-44,-34,37,-7,-15,-451,130,-57,-15,12,-10,-47,2,14,1141,-183,81,27,-34,-50,48,-6,45.779804,300.58334,0.076667786,82798.664,0.0057973335,142.91667,280.04666,1.0886638,"{""type"":""Point"",""coordinates"":[106.21603680273981,34.08877520574513]}"
0000000000000000061a,27,28,30,54,66,187,42,0,3971,13,-193,-112,41,-8,-50,16,0,2,-15,-1200,3,-73,-18,3,-148,-42,7,10,-221,-132,43,-27,-50,0,-3,2,1.1017019,243.41667,0.076667786,61690.668,0.0042210002,211.16667,272.54,2.0213306,"{""type"":""Point"",""coordinates"":[99.75086199006654,32.67285009363813]}"
000000000000000009ca,28,24,19,76,31,195,15,0,531,27,1486,-100,-58,149,-14,-8,-15,-8,-22,-583,58,5,-122,-68,28,1,2,21,1012,-100,-49,125,-8,-20,12,-5,4.575231,333.58334,0.076667786,95947.336,0.0082870005,154.08333,286.55,1.3513305,"{""type"":""Point"",""coordinates"":[107.96235900740189,34.28577383118532]}"
00000000000000001951,24,21,20,17,16,191,11,0,4684,3,16,5,0,3,-7,6,-6,0,-6,-112,-31,-40,-11,3,-42,-31,0,2,23,5,-3,4,-4,2,-6,0,3.004551,208.0,0.02083445,56580.668,0.0022320005,225.25,265.88666,3.950664,"{""type"":""Point"",""coordinates"":[93.76916075001209,35.618157685055984]}"
0000000000000000075b,144,127,117,115,16,154,12,0,1493,-5,3732,-4384,1457,123,-3205,3146,-1350,-5,-51,1084,-1035,-187,210,-863,509,15,-5,-1,561,-884,254,11,-567,519,-175,0,13.717336,238.0,0.02083445,81173.336,0.0029613338,165.41667,270.31665,3.3693306,"{""type"":""Point"",""coordinates"":[86.77981860850626,48.345306075397005]}"
00000000000000000402,37,35,36,38,51,185,45,0,966,3,-510,92,322,-32,445,-96,-109,2,-38,32767,-32768,-26990,13373,-32768,32767,-656,-18,1,944,-630,-525,215,-1383,614,42,0,3.833445,274.0,0.02083445,90912.0,0.0034393338,173.5,279.38998,2.1619973,"{""type"":""Point"",""coordinates"":[84.3109748828512,45.471687451615395]}"
00000000000000000406,37,34,35,38,44,180,36,0,990,1,-4514,3503,1437,-770,5541,-2905,11,3,-36,32767,-32768,-32768,17349,-32768,32767,-446,-3,0,3194,-2752,-1297,606,-4571,2281,2,0,3.0785549,274.0,0.02083445,90912.0,0.0034393338,173.5,279.38998,2.1619973,"{""type"":""Point"",""coordinates"":[84.41608035378196,45.54148576040499]}"
000000000000000003c4,48,53,60,78,79,204,71,0,494,7,345,-42,12,23,-14,-3,11,-1,-27,395,-293,-174,64,-53,-85,-41,-4,4,237,-60,-6,17,-17,-2,8,-1,1.592179,288.0,0.02083445,95707.336,0.004704334,171.41667,280.96,1.3479972,"{""type"":""Point"",""coordinates"":[86.55613672236225,44.241443766474944]}"
0000000000000000019b,39,39,40,48,49,210,43,0,843,4,-28024,32767,-12164,3402,23700,-21650,14175,57,-24,-10024,18345,-6161,2117,10834,-10272,6851,3,2,-10630,14818,-4704,1385,9056,-8280,5456,21,1.6552452,266.25,0.02083445,92120.0,0.0038353337,169.58333,277.28333,3.2859972,"{""type"":""Point"",""coordinates"":[86.60302862904028,47.44950834656816]}"
