system:index,B1,B2,B3,B4,B5,B6,B7,Built,DEM,EVI,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,NDBI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
1_00000000000000000002,32,28,26,32,26,197,21,1,78,9,-92,-33,-39,-3,-44,-12,-1,1,-11,133,-7,11,-15,8,-19,-17,-1,7,-213,-54,-21,-11,-38,-14,11,1,2.7802885,369.25,0.25583446,100414.0,0.01106,146.0,291.37,1.9226639,"{""type"":""Point"",""coordinates"":[117.98863880787285,28.470080464249595]}"
1_0000000000000000000e,30,26,25,36,31,188,23,1,148,20,464,-110,23,8,-80,26,45,-1,-8,-611,65,-18,-5,45,0,-15,3,18,-323,-127,53,-7,-53,2,58,3,3.488566,348.83334,0.18666779,95497.336,0.009207333,150.66667,288.36334,1.5299972,"{""type"":""Point"",""coordinates"":[119.40941096282491,28.53233397405675]}"
1_0000000000000000001c,29,25,21,47,34,194,21,1,12,22,-44,-68,6,13,-56,35,12,1,-14,-763,80,-10,12,0,1,-22,4,17,224,-58,-19,18,-34,20,10,0,2.1123946,363.91666,0.18750112,100036.0,0.0113200005,155.25,290.72,2.6606638,"{""type"":""Point"",""coordinates"":[121.07354301686985,28.6285435383859]}"
1_0000000000000000001e,33,29,27,30,27,195,22,1,11,7,180,-45,17,-16,-7,-11,10,0,-11,-847,72,-11,9,-20,-25,-16,4,7,318,-52,4,-9,-8,-2,13,-1,1.8543341,365.83334,0.17416778,101122.0,0.011438333,154.08333,290.82333,2.486664,"{""type"":""Point"",""coordinates"":[121.25114009362652,28.552814625195236]}"
1_0000000000000000001f,31,29,25,42,30,191,24,1,6,16,54,-117,-45,-19,-11,41,66,0,-13,-66,76,-10,35,-15,2,18,0,14,257,-81,-35,3,-20,20,44,0,2.1330984,363.91666,0.16333444,101268.0,0.011198,154.08333,290.48334,2.728664,"{""type"":""Point"",""coordinates"":[121.36890941154907,28.477357717168818]}"
1_00000000000000000020,30,27,24,48,35,194,22,1,3,14,-222,-33,-30,-23,-39,32,7,2,-14,-559,97,0,14,10,-7,-6,2,12,-64,-33,-28,-19,-31,23,18,1,2.1332834,363.91666,0.16333444,101268.0,0.011198,154.08333,290.48334,2.728664,"{""type"":""Point"",""coordinates"":[121.52737248568538,28.514818625118817]}"
1_0000000000000000002b,38,34,31,32,30,178,26,1,49,9,498,-58,-17,-3,-23,-12,22,-2,-4,-83,26,-3,-13,-5,-20,-2,0,9,371,-65,-5,4,-20,-16,19,-1,0.92740995,367.0,0.22416778,100364.0,0.011372,142.0,290.87,1.7479972,"{""type"":""Point"",""coordinates"":[115.38451041535731,28.708851948358465]}"
1_0000000000000000002c,34,34,33,61,61,199,46,1,43,14,40,-77,0,1,-24,23,12,0,-2,-52,79,8,-23,6,-41,20,0,13,229,-78,3,-12,-30,16,9,0,3.6685889,368.25,0.22250111,100756.0,0.011444667,143.08333,291.12,1.9119972,"{""type"":""Point"",""coordinates"":[115.49096253480617,28.65657344760786]}"
1_0000000000000000002f,38,31,28,30,24,189,20,1,37,1,-198,-58,0,-2,-10,12,-3,1,-12,29,-55,17,-22,37,-8,-29,0,1,-217,-63,2,-2,-12,18,-6,1,4.7455196,366.91666,0.21833444,101134.0,0.0113160005,152.16667,291.27667,2.542664,"{""type"":""Point"",""coordinates"":[115.89304859499752,28.666004446335894]}"
1_00000000000000000030,37,30,28,33,29,185,23,1,21,6,-214,-80,36,-38,-17,17,-3,2,-10,-186,32,33,-29,27,-10,-4,0,5,-301,-83,34,-42,-22,23,-12,2,2.3079386,366.91666,0.21833444,101134.0,0.0113160005,152.16667,291.27667,2.542664,"{""type"":""Point"",""coordinates"":[115.96365400107778,28.697267203821614]}"
1_00000000000000000036,29,28,29,51,43,198,26,1,22,16,-415,-127,37,-18,-40,0,22,3,-9,-800,71,11,-21,22,-4,16,4,11,-882,-132,51,-40,-30,4,20,6,3.6699195,366.75,0.24083444,101150.0,0.010830333,151.75,291.13666,2.1299973,"{""type"":""Point"",""coordinates"":[116.695869607761,28.70777730500458]}"
