Year,In_Bands,Tree,Accuracy
1990_1992,Spectrum,1,0.7122641509433962
1990_1992,Spectrum,2,0.6273584905660378
1990_1992,Spectrum,3,0.7075471698113207
1990_1992,Spectrum,4,0.6698113207547169
1990_1992,Spectrum,5,0.7311320754716981
1990_1992,Spectrum,6,0.6698113207547169
1990_1992,Spectrum,7,0.6981132075471698
1990_1992,Spectrum,8,0.6933962264150944
1990_1992,Spectrum,9,0.7264150943396226
1990_1992,Spectrum,10,0.6886792452830188
1990_1992,Spectrum,11,0.6886792452830188
1990_1992,Spectrum,12,0.7264150943396226
1990_1992,Spectrum,13,0.7028301886792453
1990_1992,Spectrum,14,0.7169811320754716
1990_1992,Spectrum,15,0.6933962264150944
1990_1992,Spectrum,16,0.6981132075471698
1990_1992,Spectrum,17,0.7311320754716981
1990_1992,Spectrum,18,0.7216981132075472
1990_1992,Spectrum,19,0.7075471698113207
1990_1992,Spectrum,20,0.7311320754716981
1990_1992,Spectrum,21,0.7075471698113207
1990_1992,Spectrum,22,0.7358490566037735
1990_1992,Spectrum,23,0.7028301886792453
1990_1992,Spectrum,24,0.7028301886792453
1990_1992,Spectrum,25,0.7028301886792453
1990_1992,Spectrum,26,0.7169811320754716
1990_1992,Spectrum,27,0.7169811320754716
1990_1992,Spectrum,28,0.7169811320754716
1990_1992,Spectrum,29,0.7311320754716981
1990_1992,Spectrum,30,0.7216981132075472
1990_1992,Spectrum,31,0.7169811320754716
1990_1992,Spectrum,32,0.7311320754716981
1990_1992,Spectrum,33,0.7169811320754716
1990_1992,Spectrum,34,0.7075471698113207
1990_1992,Spectrum,35,0.7169811320754716
1990_1992,Spectrum,36,0.7452830188679245
1990_1992,Spectrum,37,0.7405660377358491
1990_1992,Spectrum,38,0.7216981132075472
1990_1992,Spectrum,39,0.7358490566037735
1990_1992,Spectrum,40,0.7216981132075472
1990_1992,Spectrum,41,0.7122641509433962
1990_1992,Spectrum,42,0.7264150943396226
1990_1992,Spectrum,43,0.7216981132075472
1990_1992,Spectrum,44,0.7075471698113207
1990_1992,Spectrum,45,0.7216981132075472
1990_1992,Spectrum,46,0.7264150943396226
1990_1992,Spectrum,47,0.7405660377358491
1990_1992,Spectrum,48,0.6981132075471698
1990_1992,Spectrum,49,0.7216981132075472
1990_1992,Spectrum,50,0.7169811320754716
1990_1992,Spectrum,51,0.7169811320754716
1990_1992,Spectrum,52,0.7075471698113207
1990_1992,Spectrum,53,0.7122641509433962
1990_1992,Spectrum,54,0.6981132075471698
1990_1992,Spectrum,55,0.7169811320754716
1990_1992,Spectrum,56,0.7169811320754716
1990_1992,Spectrum,57,0.6981132075471698
1990_1992,Spectrum,58,0.7264150943396226
1990_1992,Spectrum,59,0.7264150943396226
1990_1992,Spectrum,60,0.7028301886792453
1990_1992,Spectrum,61,0.7452830188679245
1990_1992,Spectrum,62,0.7264150943396226
1990_1992,Spectrum,63,0.75
1990_1992,Spectrum,64,0.7311320754716981
1990_1992,Spectrum,65,0.7075471698113207
1990_1992,Spectrum,66,0.7405660377358491
1990_1992,Spectrum,67,0.7122641509433962
1990_1992,Spectrum,68,0.7028301886792453
1990_1992,Spectrum,69,0.7358490566037735
1990_1992,Spectrum,70,0.7122641509433962
1990_1992,Spectrum,71,0.7264150943396226
1990_1992,Spectrum,72,0.7216981132075472
1990_1992,Spectrum,73,0.7358490566037735
1990_1992,Spectrum,74,0.7264150943396226
1990_1992,Spectrum,75,0.7264150943396226
1990_1992,Spectrum,76,0.7405660377358491
1990_1992,Spectrum,77,0.7264150943396226
1990_1992,Spectrum,78,0.7122641509433962
1990_1992,Spectrum,79,0.7216981132075472
1990_1992,Spectrum,80,0.7311320754716981
1990_1992,Spectrum,81,0.7169811320754716
1990_1992,Spectrum,82,0.7311320754716981
1990_1992,Spectrum,83,0.7122641509433962
1990_1992,Spectrum,84,0.7311320754716981
1990_1992,Spectrum,85,0.7452830188679245
1990_1992,Spectrum,86,0.7358490566037735
1990_1992,Spectrum,87,0.7075471698113207
1990_1992,Spectrum,88,0.7311320754716981
1990_1992,Spectrum,89,0.7216981132075472
1990_1992,Spectrum,90,0.7311320754716981
1990_1992,Spectrum,91,0.7169811320754716
1990_1992,Spectrum,92,0.7405660377358491
1990_1992,Spectrum,93,0.7122641509433962
1990_1992,Spectrum,94,0.7169811320754716
1990_1992,Spectrum,95,0.7169811320754716
1990_1992,Spectrum,96,0.7311320754716981
1990_1992,Spectrum,97,0.7264150943396226
1990_1992,Spectrum,98,0.7264150943396226
1990_1992,Spectrum,99,0.7358490566037735
1990_1992,Spectrum,100,0.7311320754716981
1990_1992,Spectrum,101,0.7452830188679245
1990_1992,Spectrum,102,0.7122641509433962
1990_1992,Spectrum,103,0.7358490566037735
1990_1992,Spectrum,104,0.7169811320754716
1990_1992,Spectrum,105,0.7405660377358491
1990_1992,Spectrum,106,0.7358490566037735
1990_1992,Spectrum,107,0.7311320754716981
1990_1992,Spectrum,108,0.7264150943396226
1990_1992,Spectrum,109,0.7075471698113207
1990_1992,Spectrum,110,0.7216981132075472
1990_1992,Spectrum,111,0.7452830188679245
1990_1992,Spectrum,112,0.7311320754716981
1990_1992,Spectrum,113,0.7311320754716981
1990_1992,Spectrum,114,0.7264150943396226
1990_1992,Spectrum,115,0.7311320754716981
1990_1992,Spectrum,116,0.7216981132075472
1990_1992,Spectrum,117,0.7405660377358491
1990_1992,Spectrum,118,0.7216981132075472
1990_1992,Spectrum,119,0.7311320754716981
1990_1992,Spectrum,120,0.7216981132075472
1990_1992,Spectrum_Normalize,1,0.7547169811320755
1990_1992,Spectrum_Normalize,2,0.6933962264150944
1990_1992,Spectrum_Normalize,3,0.75
1990_1992,Spectrum_Normalize,4,0.7405660377358491
1990_1992,Spectrum_Normalize,5,0.75
1990_1992,Spectrum_Normalize,6,0.7452830188679245
1990_1992,Spectrum_Normalize,7,0.7783018867924528
1990_1992,Spectrum_Normalize,8,0.7169811320754716
1990_1992,Spectrum_Normalize,9,0.7688679245283019
1990_1992,Spectrum_Normalize,10,0.7547169811320755
1990_1992,Spectrum_Normalize,11,0.7735849056603774
1990_1992,Spectrum_Normalize,12,0.7358490566037735
1990_1992,Spectrum_Normalize,13,0.7594339622641509
1990_1992,Spectrum_Normalize,14,0.7075471698113207
1990_1992,Spectrum_Normalize,15,0.7641509433962265
