Tree,CrossFolds,Accuracy,Year,In_Bands
22,split0_test_score,0.9092717867091126,1990_1992,Spectrum
22,split1_test_score,0.8968949044585988,1990_1992,Spectrum
22,split2_test_score,0.8996815286624203,1990_1992,Spectrum
22,split3_test_score,0.902468152866242,1990_1992,Spectrum
23,split0_test_score,0.9040986868284918,1990_1992,Spectrum
23,split1_test_score,0.9052547770700637,1990_1992,Spectrum
23,split2_test_score,0.9008757961783439,1990_1992,Spectrum
23,split3_test_score,0.9048566878980892,1990_1992,Spectrum
24,split0_test_score,0.9044966175885396,1990_1992,Spectrum
24,split1_test_score,0.8976910828025477,1990_1992,Spectrum
24,split2_test_score,0.9020700636942676,1990_1992,Spectrum
24,split3_test_score,0.901671974522293,1990_1992,Spectrum
25,split0_test_score,0.9029048945483485,1990_1992,Spectrum
25,split1_test_score,0.9048566878980892,1990_1992,Spectrum
25,split2_test_score,0.9000796178343949,1990_1992,Spectrum
25,split3_test_score,0.9028662420382165,1990_1992,Spectrum
26,split0_test_score,0.9021090330282531,1990_1992,Spectrum
26,split1_test_score,0.8964968152866242,1990_1992,Spectrum
26,split2_test_score,0.8980891719745223,1990_1992,Spectrum
26,split3_test_score,0.9020700636942676,1990_1992,Spectrum
27,split0_test_score,0.9021090330282531,1990_1992,Spectrum
27,split1_test_score,0.902468152866242,1990_1992,Spectrum
27,split2_test_score,0.9064490445859873,1990_1992,Spectrum
27,split3_test_score,0.9044585987261147,1990_1992,Spectrum
28,split0_test_score,0.9013131715081576,1990_1992,Spectrum
28,split1_test_score,0.902468152866242,1990_1992,Spectrum
28,split2_test_score,0.8988853503184714,1990_1992,Spectrum
28,split3_test_score,0.902468152866242,1990_1992,Spectrum
29,split0_test_score,0.9092717867091126,1990_1992,Spectrum
29,split1_test_score,0.9044585987261147,1990_1992,Spectrum
29,split2_test_score,0.902468152866242,1990_1992,Spectrum
29,split3_test_score,0.9064490445859873,1990_1992,Spectrum
30,split0_test_score,0.9025069637883009,1990_1992,Spectrum
30,split1_test_score,0.9008757961783439,1990_1992,Spectrum
30,split2_test_score,0.9004777070063694,1990_1992,Spectrum
30,split3_test_score,0.9056528662420382,1990_1992,Spectrum
31,split0_test_score,0.9060883406287306,1990_1992,Spectrum
31,split1_test_score,0.8980891719745223,1990_1992,Spectrum
31,split2_test_score,0.8984872611464968,1990_1992,Spectrum
31,split3_test_score,0.9056528662420382,1990_1992,Spectrum
32,split0_test_score,0.9033028253083963,1990_1992,Spectrum
32,split1_test_score,0.8996815286624203,1990_1992,Spectrum
32,split2_test_score,0.8968949044585988,1990_1992,Spectrum
32,split3_test_score,0.901671974522293,1990_1992,Spectrum
33,split0_test_score,0.9092717867091126,1990_1992,Spectrum
33,split1_test_score,0.9060509554140127,1990_1992,Spectrum
33,split2_test_score,0.9036624203821656,1990_1992,Spectrum
33,split3_test_score,0.9068471337579618,1990_1992,Spectrum
34,split0_test_score,0.9076800636689216,1990_1992,Spectrum
34,split1_test_score,0.9012738853503185,1990_1992,Spectrum
34,split2_test_score,0.8976910828025477,1990_1992,Spectrum
34,split3_test_score,0.9056528662420382,1990_1992,Spectrum
35,split0_test_score,0.9056904098686829,1990_1992,Spectrum
35,split1_test_score,0.9000796178343949,1990_1992,Spectrum
35,split2_test_score,0.8984872611464968,1990_1992,Spectrum
35,split3_test_score,0.9084394904458599,1990_1992,Spectrum
36,split0_test_score,0.9033028253083963,1990_1992,Spectrum
36,split1_test_score,0.9060509554140127,1990_1992,Spectrum
36,split2_test_score,0.9028662420382165,1990_1992,Spectrum
36,split3_test_score,0.9048566878980892,1990_1992,Spectrum
37,split0_test_score,0.8985276561878233,1990_1992,Spectrum
37,split1_test_score,0.8996815286624203,1990_1992,Spectrum
37,split2_test_score,0.8980891719745223,1990_1992,Spectrum
37,split3_test_score,0.9056528662420382,1990_1992,Spectrum
38,split0_test_score,0.9076800636689216,1990_1992,Spectrum
38,split1_test_score,0.9008757961783439,1990_1992,Spectrum
38,split2_test_score,0.9004777070063694,1990_1992,Spectrum
38,split3_test_score,0.9064490445859873,1990_1992,Spectrum
39,split0_test_score,0.9044966175885396,1990_1992,Spectrum
39,split1_test_score,0.9032643312101911,1990_1992,Spectrum
39,split2_test_score,0.9048566878980892,1990_1992,Spectrum
39,split3_test_score,0.9104299363057324,1990_1992,Spectrum
40,split0_test_score,0.9120573020294469,1990_1992,Spectrum
40,split1_test_score,0.9028662420382165,1990_1992,Spectrum
40,split2_test_score,0.9004777070063694,1990_1992,Spectrum
40,split3_test_score,0.9048566878980892,1990_1992,Spectrum
41,split0_test_score,0.9072821329088738,1990_1992,Spectrum
41,split1_test_score,0.8996815286624203,1990_1992,Spectrum
41,split2_test_score,0.9028662420382165,1990_1992,Spectrum
41,split3_test_score,0.9052547770700637,1990_1992,Spectrum
42,split0_test_score,0.9060883406287306,1990_1992,Spectrum
42,split1_test_score,0.9004777070063694,1990_1992,Spectrum
42,split2_test_score,0.8996815286624203,1990_1992,Spectrum
42,split3_test_score,0.9040605095541401,1990_1992,Spectrum
43,split0_test_score,0.9088738559490649,1990_1992,Spectrum
43,split1_test_score,0.902468152866242,1990_1992,Spectrum
43,split2_test_score,0.9032643312101911,1990_1992,Spectrum
43,split3_test_score,0.9056528662420382,1990_1992,Spectrum
44,split0_test_score,0.9068842021488261,1990_1992,Spectrum
44,split1_test_score,0.9028662420382165,1990_1992,Spectrum
44,split2_test_score,0.9008757961783439,1990_1992,Spectrum
44,split3_test_score,0.9048566878980892,1990_1992,Spectrum
45,split0_test_score,0.9072821329088738,1990_1992,Spectrum
45,split1_test_score,0.9020700636942676,1990_1992,Spectrum
45,split2_test_score,0.8968949044585988,1990_1992,Spectrum
45,split3_test_score,0.9052547770700637,1990_1992,Spectrum
46,split0_test_score,0.9064862713887784,1990_1992,Spectrum
46,split1_test_score,0.8996815286624203,1990_1992,Spectrum
46,split2_test_score,0.902468152866242,1990_1992,Spectrum
46,split3_test_score,0.9032643312101911,1990_1992,Spectrum
47,split0_test_score,0.9060883406287306,1990_1992,Spectrum
47,split1_test_score,0.8980891719745223,1990_1992,Spectrum
47,split2_test_score,0.9020700636942676,1990_1992,Spectrum
47,split3_test_score,0.9052547770700637,1990_1992,Spectrum
48,split0_test_score,0.9072821329088738,1990_1992,Spectrum
48,split1_test_score,0.9000796178343949,1990_1992,Spectrum
48,split2_test_score,0.9008757961783439,1990_1992,Spectrum
48,split3_test_score,0.9068471337579618,1990_1992,Spectrum
49,split0_test_score,0.9029048945483485,1990_1992,Spectrum
49,split1_test_score,0.901671974522293,1990_1992,Spectrum
49,split2_test_score,0.8996815286624203,1990_1992,Spectrum
49,split3_test_score,0.9060509554140127,1990_1992,Spectrum
50,split0_test_score,0.9052924791086351,1990_1992,Spectrum
50,split1_test_score,0.8992834394904459,1990_1992,Spectrum
50,split2_test_score,0.9056528662420382,1990_1992,Spectrum
50,split3_test_score,0.9092356687898089,1990_1992,Spectrum
51,split0_test_score,0.9084759251890171,1990_1992,Spectrum
51,split1_test_score,0.9012738853503185,1990_1992,Spectrum
51,split2_test_score,0.9020700636942676,1990_1992,Spectrum
51,split3_test_score,0.9060509554140127,1990_1992,Spectrum
52,split0_test_score,0.9060883406287306,1990_1992,Spectrum
52,split1_test_score,0.9012738853503185,1990_1992,Spectrum
52,split2_test_score,0.9044585987261147,1990_1992,Spectrum
52,split3_test_score,0.9064490445859873,1990_1992,Spectrum
53,split0_test_score,0.9092717867091126,1990_1992,Spectrum
53,split1_test_score,0.8992834394904459,1990_1992,Spectrum
53,split2_test_score,0.9004777070063694,1990_1992,Spectrum
53,split3_test_score,0.9044585987261147,1990_1992,Spectrum
54,split0_test_score,0.9092717867091126,1990_1992,Spectrum
54,split1_test_score,0.9020700636942676,1990_1992,Spectrum
54,split2_test_score,0.9028662420382165,1990_1992,Spectrum
54,split3_test_score,0.9044585987261147,1990_1992,Spectrum
55,split0_test_score,0.9068842021488261,1990_1992,Spectrum
55,split1_test_score,0.9008757961783439,1990_1992,Spectrum
55,split2_test_score,0.9004777070063694,1990_1992,Spectrum
55,split3_test_score,0.9068471337579618,1990_1992,Spectrum
56,split0_test_score,0.9048945483485873,1990_1992,Spectrum
56,split1_test_score,0.9048566878980892,1990_1992,Spectrum
56,split2_test_score,0.9004777070063694,1990_1992,Spectrum
56,split3_test_score,0.9056528662420382,1990_1992,Spectrum
57,split0_test_score,0.9040986868284918,1990_1992,Spectrum
57,split1_test_score,0.9036624203821656,1990_1992,Spectrum
57,split2_test_score,0.901671974522293,1990_1992,Spectrum
57,split3_test_score,0.9056528662420382,1990_1992,Spectrum
58,split0_test_score,0.9076800636689216,1990_1992,Spectrum
58,split1_test_score,0.9020700636942676,1990_1992,Spectrum
58,split2_test_score,0.9012738853503185,1990_1992,Spectrum
58,split3_test_score,0.9056528662420382,1990_1992,Spectrum
59,split0_test_score,0.9068842021488261,1990_1992,Spectrum
59,split1_test_score,0.9056528662420382,1990_1992,Spectrum
59,split2_test_score,0.9040605095541401,1990_1992,Spectrum
59,split3_test_score,0.9032643312101911,1990_1992,Spectrum
60,split0_test_score,0.9044966175885396,1990_1992,Spectrum
60,split1_test_score,0.9012738853503185,1990_1992,Spectrum
60,split2_test_score,0.901671974522293,1990_1992,Spectrum
60,split3_test_score,0.9056528662420382,1990_1992,Spectrum
61,split0_test_score,0.9100676482292082,1990_1992,Spectrum
61,split1_test_score,0.9004777070063694,1990_1992,Spectrum
61,split2_test_score,0.9032643312101911,1990_1992,Spectrum
61,split3_test_score,0.9036624203821656,1990_1992,Spectrum
62,split0_test_score,0.9048945483485873,1990_1992,Spectrum
62,split1_test_score,0.9004777070063694,1990_1992,Spectrum
62,split2_test_score,0.9044585987261147,1990_1992,Spectrum
62,split3_test_score,0.9064490445859873,1990_1992,Spectrum
63,split0_test_score,0.9060883406287306,1990_1992,Spectrum
63,split1_test_score,0.9020700636942676,1990_1992,Spectrum
63,split2_test_score,0.9040605095541401,1990_1992,Spectrum
63,split3_test_score,0.9020700636942676,1990_1992,Spectrum
64,split0_test_score,0.9056904098686829,1990_1992,Spectrum
64,split1_test_score,0.9004777070063694,1990_1992,Spectrum
64,split2_test_score,0.9052547770700637,1990_1992,Spectrum
64,split3_test_score,0.9040605095541401,1990_1992,Spectrum
65,split0_test_score,0.9060883406287306,1990_1992,Spectrum
65,split1_test_score,0.9032643312101911,1990_1992,Spectrum
65,split2_test_score,0.9044585987261147,1990_1992,Spectrum
65,split3_test_score,0.9020700636942676,1990_1992,Spectrum
66,split0_test_score,0.9076800636689216,1990_1992,Spectrum
66,split1_test_score,0.9044585987261147,1990_1992,Spectrum
66,split2_test_score,0.9032643312101911,1990_1992,Spectrum
66,split3_test_score,0.902468152866242,1990_1992,Spectrum
67,split0_test_score,0.9056904098686829,1990_1992,Spectrum
67,split1_test_score,0.9000796178343949,1990_1992,Spectrum
67,split2_test_score,0.9008757961783439,1990_1992,Spectrum
67,split3_test_score,0.9044585987261147,1990_1992,Spectrum
68,split0_test_score,0.9040986868284918,1990_1992,Spectrum
68,split1_test_score,0.8984872611464968,1990_1992,Spectrum
68,split2_test_score,0.8988853503184714,1990_1992,Spectrum
68,split3_test_score,0.910031847133758,1990_1992,Spectrum
69,split0_test_score,0.9044966175885396,1990_1992,Spectrum
69,split1_test_score,0.9032643312101911,1990_1992,Spectrum
69,split2_test_score,0.8980891719745223,1990_1992,Spectrum
69,split3_test_score,0.9096337579617835,1990_1992,Spectrum
70,split0_test_score,0.9072821329088738,1990_1992,Spectrum
70,split1_test_score,0.902468152866242,1990_1992,Spectrum
70,split2_test_score,0.9012738853503185,1990_1992,Spectrum
70,split3_test_score,0.9028662420382165,1990_1992,Spectrum
71,split0_test_score,0.9128531635495424,1990_1992,Spectrum
71,split1_test_score,0.9036624203821656,1990_1992,Spectrum
71,split2_test_score,0.9028662420382165,1990_1992,Spectrum
71,split3_test_score,0.9048566878980892,1990_1992,Spectrum
72,split0_test_score,0.9056904098686829,1990_1992,Spectrum
72,split1_test_score,0.8992834394904459,1990_1992,Spectrum
72,split2_test_score,0.9028662420382165,1990_1992,Spectrum
72,split3_test_score,0.9040605095541401,1990_1992,Spectrum
73,split0_test_score,0.9072821329088738,1990_1992,Spectrum
73,split1_test_score,0.9060509554140127,1990_1992,Spectrum
73,split2_test_score,0.9008757961783439,1990_1992,Spectrum
73,split3_test_score,0.9060509554140127,1990_1992,Spectrum
74,split0_test_score,0.9064862713887784,1990_1992,Spectrum
74,split1_test_score,0.9012738853503185,1990_1992,Spectrum
74,split2_test_score,0.9032643312101911,1990_1992,Spectrum
74,split3_test_score,0.9052547770700637,1990_1992,Spectrum
75,split0_test_score,0.9048945483485873,1990_1992,Spectrum
75,split1_test_score,0.9020700636942676,1990_1992,Spectrum
75,split2_test_score,0.901671974522293,1990_1992,Spectrum
75,split3_test_score,0.9036624203821656,1990_1992,Spectrum
76,split0_test_score,0.9124552327894946,1990_1992,Spectrum
76,split1_test_score,0.9008757961783439,1990_1992,Spectrum
76,split2_test_score,0.9052547770700637,1990_1992,Spectrum
76,split3_test_score,0.9068471337579618,1990_1992,Spectrum
77,split0_test_score,0.9088738559490649,1990_1992,Spectrum
77,split1_test_score,0.9036624203821656,1990_1992,Spectrum
77,split2_test_score,0.8984872611464968,1990_1992,Spectrum
77,split3_test_score,0.9028662420382165,1990_1992,Spectrum
78,split0_test_score,0.9068842021488261,1990_1992,Spectrum
78,split1_test_score,0.9048566878980892,1990_1992,Spectrum
78,split2_test_score,0.8996815286624203,1990_1992,Spectrum
78,split3_test_score,0.9064490445859873,1990_1992,Spectrum
79,split0_test_score,0.9072821329088738,1990_1992,Spectrum
79,split1_test_score,0.8996815286624203,1990_1992,Spectrum
79,split2_test_score,0.9056528662420382,1990_1992,Spectrum
79,split3_test_score,0.9064490445859873,1990_1992,Spectrum
80,split0_test_score,0.9056904098686829,1990_1992,Spectrum
80,split1_test_score,0.9028662420382165,1990_1992,Spectrum
80,split2_test_score,0.9056528662420382,1990_1992,Spectrum
80,split3_test_score,0.9076433121019108,1990_1992,Spectrum
81,split0_test_score,0.9084759251890171,1990_1992,Spectrum
81,split1_test_score,0.9012738853503185,1990_1992,Spectrum
81,split2_test_score,0.9060509554140127,1990_1992,Spectrum
81,split3_test_score,0.9048566878980892,1990_1992,Spectrum
82,split0_test_score,0.9076800636689216,1990_1992,Spectrum
82,split1_test_score,0.9020700636942676,1990_1992,Spectrum
82,split2_test_score,0.9088375796178344,1990_1992,Spectrum
82,split3_test_score,0.9040605095541401,1990_1992,Spectrum
83,split0_test_score,0.9076800636689216,1990_1992,Spectrum
83,split1_test_score,0.9032643312101911,1990_1992,Spectrum
83,split2_test_score,0.901671974522293,1990_1992,Spectrum
83,split3_test_score,0.902468152866242,1990_1992,Spectrum
84,split0_test_score,0.9056904098686829,1990_1992,Spectrum
84,split1_test_score,0.9008757961783439,1990_1992,Spectrum
84,split2_test_score,0.9020700636942676,1990_1992,Spectrum
84,split3_test_score,0.9044585987261147,1990_1992,Spectrum
85,split0_test_score,0.9072821329088738,1990_1992,Spectrum
85,split1_test_score,0.901671974522293,1990_1992,Spectrum
85,split2_test_score,0.9036624203821656,1990_1992,Spectrum
85,split3_test_score,0.9060509554140127,1990_1992,Spectrum
86,split0_test_score,0.9060883406287306,1990_1992,Spectrum
86,split1_test_score,0.8996815286624203,1990_1992,Spectrum
86,split2_test_score,0.9036624203821656,1990_1992,Spectrum
86,split3_test_score,0.9048566878980892,1990_1992,Spectrum
87,split0_test_score,0.9088738559490649,1990_1992,Spectrum
87,split1_test_score,0.9036624203821656,1990_1992,Spectrum
87,split2_test_score,0.9028662420382165,1990_1992,Spectrum
87,split3_test_score,0.9040605095541401,1990_1992,Spectrum
88,split0_test_score,0.9100676482292082,1990_1992,Spectrum
88,split1_test_score,0.9044585987261147,1990_1992,Spectrum
88,split2_test_score,0.9020700636942676,1990_1992,Spectrum
88,split3_test_score,0.9044585987261147,1990_1992,Spectrum
89,split0_test_score,0.9108635097493036,1990_1992,Spectrum
89,split1_test_score,0.9028662420382165,1990_1992,Spectrum
89,split2_test_score,0.9052547770700637,1990_1992,Spectrum
89,split3_test_score,0.9044585987261147,1990_1992,Spectrum
90,split0_test_score,0.9072821329088738,1990_1992,Spectrum
90,split1_test_score,0.8996815286624203,1990_1992,Spectrum
90,split2_test_score,0.9036624203821656,1990_1992,Spectrum
90,split3_test_score,0.9056528662420382,1990_1992,Spectrum
91,split0_test_score,0.9088738559490649,1990_1992,Spectrum
91,split1_test_score,0.902468152866242,1990_1992,Spectrum
91,split2_test_score,0.9036624203821656,1990_1992,Spectrum
91,split3_test_score,0.9064490445859873,1990_1992,Spectrum
92,split0_test_score,0.9088738559490649,1990_1992,Spectrum
92,split1_test_score,0.9008757961783439,1990_1992,Spectrum
92,split2_test_score,0.9036624203821656,1990_1992,Spectrum
92,split3_test_score,0.9048566878980892,1990_1992,Spectrum
93,split0_test_score,0.9112614405093514,1990_1992,Spectrum
93,split1_test_score,0.9060509554140127,1990_1992,Spectrum
93,split2_test_score,0.9040605095541401,1990_1992,Spectrum
93,split3_test_score,0.9020700636942676,1990_1992,Spectrum
94,split0_test_score,0.9076800636689216,1990_1992,Spectrum
94,split1_test_score,0.901671974522293,1990_1992,Spectrum
94,split2_test_score,0.9044585987261147,1990_1992,Spectrum
94,split3_test_score,0.9092356687898089,1990_1992,Spectrum
95,split0_test_score,0.9048945483485873,1990_1992,Spectrum
95,split1_test_score,0.9008757961783439,1990_1992,Spectrum
95,split2_test_score,0.901671974522293,1990_1992,Spectrum
95,split3_test_score,0.9056528662420382,1990_1992,Spectrum
96,split0_test_score,0.9100676482292082,1990_1992,Spectrum
96,split1_test_score,0.9008757961783439,1990_1992,Spectrum
96,split2_test_score,0.9068471337579618,1990_1992,Spectrum
96,split3_test_score,0.9004777070063694,1990_1992,Spectrum
97,split0_test_score,0.9072821329088738,1990_1992,Spectrum
97,split1_test_score,0.9000796178343949,1990_1992,Spectrum
97,split2_test_score,0.9036624203821656,1990_1992,Spectrum
97,split3_test_score,0.9048566878980892,1990_1992,Spectrum
98,split0_test_score,0.9044966175885396,1990_1992,Spectrum
98,split1_test_score,0.9008757961783439,1990_1992,Spectrum
98,split2_test_score,0.9008757961783439,1990_1992,Spectrum
98,split3_test_score,0.9064490445859873,1990_1992,Spectrum
99,split0_test_score,0.9076800636689216,1990_1992,Spectrum
99,split1_test_score,0.9000796178343949,1990_1992,Spectrum
99,split2_test_score,0.9044585987261147,1990_1992,Spectrum
99,split3_test_score,0.901671974522293,1990_1992,Spectrum
100,split0_test_score,0.9056904098686829,1990_1992,Spectrum
100,split1_test_score,0.9020700636942676,1990_1992,Spectrum
100,split2_test_score,0.902468152866242,1990_1992,Spectrum
100,split3_test_score,0.9064490445859873,1990_1992,Spectrum
101,split0_test_score,0.9092717867091126,1990_1992,Spectrum
101,split1_test_score,0.9036624203821656,1990_1992,Spectrum
101,split2_test_score,0.9036624203821656,1990_1992,Spectrum
101,split3_test_score,0.9056528662420382,1990_1992,Spectrum
102,split0_test_score,0.9072821329088738,1990_1992,Spectrum
102,split1_test_score,0.9032643312101911,1990_1992,Spectrum
102,split2_test_score,0.9028662420382165,1990_1992,Spectrum
102,split3_test_score,0.9068471337579618,1990_1992,Spectrum
103,split0_test_score,0.9080779944289693,1990_1992,Spectrum
103,split1_test_score,0.9056528662420382,1990_1992,Spectrum
103,split2_test_score,0.9044585987261147,1990_1992,Spectrum
103,split3_test_score,0.9060509554140127,1990_1992,Spectrum
104,split0_test_score,0.9088738559490649,1990_1992,Spectrum
104,split1_test_score,0.8984872611464968,1990_1992,Spectrum
104,split2_test_score,0.9020700636942676,1990_1992,Spectrum
104,split3_test_score,0.9044585987261147,1990_1992,Spectrum
105,split0_test_score,0.9092717867091126,1990_1992,Spectrum
105,split1_test_score,0.9004777070063694,1990_1992,Spectrum
105,split2_test_score,0.902468152866242,1990_1992,Spectrum
105,split3_test_score,0.9072452229299363,1990_1992,Spectrum
106,split0_test_score,0.9092717867091126,1990_1992,Spectrum
106,split1_test_score,0.902468152866242,1990_1992,Spectrum
106,split2_test_score,0.9056528662420382,1990_1992,Spectrum
106,split3_test_score,0.9060509554140127,1990_1992,Spectrum
107,split0_test_score,0.9084759251890171,1990_1992,Spectrum
107,split1_test_score,0.8984872611464968,1990_1992,Spectrum
107,split2_test_score,0.902468152866242,1990_1992,Spectrum
107,split3_test_score,0.9028662420382165,1990_1992,Spectrum
108,split0_test_score,0.9072821329088738,1990_1992,Spectrum
108,split1_test_score,0.9012738853503185,1990_1992,Spectrum
108,split2_test_score,0.9044585987261147,1990_1992,Spectrum
108,split3_test_score,0.9040605095541401,1990_1992,Spectrum
109,split0_test_score,0.9052924791086351,1990_1992,Spectrum
109,split1_test_score,0.9020700636942676,1990_1992,Spectrum
109,split2_test_score,0.9044585987261147,1990_1992,Spectrum
109,split3_test_score,0.9052547770700637,1990_1992,Spectrum
110,split0_test_score,0.9108635097493036,1990_1992,Spectrum
110,split1_test_score,0.9008757961783439,1990_1992,Spectrum
110,split2_test_score,0.9020700636942676,1990_1992,Spectrum
110,split3_test_score,0.9044585987261147,1990_1992,Spectrum
111,split0_test_score,0.9080779944289693,1990_1992,Spectrum
111,split1_test_score,0.9060509554140127,1990_1992,Spectrum
111,split2_test_score,0.9028662420382165,1990_1992,Spectrum
111,split3_test_score,0.9048566878980892,1990_1992,Spectrum
112,split0_test_score,0.9040986868284918,1990_1992,Spectrum
112,split1_test_score,0.901671974522293,1990_1992,Spectrum
112,split2_test_score,0.901671974522293,1990_1992,Spectrum
112,split3_test_score,0.9072452229299363,1990_1992,Spectrum
113,split0_test_score,0.9084759251890171,1990_1992,Spectrum
113,split1_test_score,0.9020700636942676,1990_1992,Spectrum
113,split2_test_score,0.9064490445859873,1990_1992,Spectrum
113,split3_test_score,0.9052547770700637,1990_1992,Spectrum
114,split0_test_score,0.9092717867091126,1990_1992,Spectrum
114,split1_test_score,0.9052547770700637,1990_1992,Spectrum
114,split2_test_score,0.9004777070063694,1990_1992,Spectrum
114,split3_test_score,0.9056528662420382,1990_1992,Spectrum
115,split0_test_score,0.9068842021488261,1990_1992,Spectrum
115,split1_test_score,0.9032643312101911,1990_1992,Spectrum
115,split2_test_score,0.9064490445859873,1990_1992,Spectrum
115,split3_test_score,0.9060509554140127,1990_1992,Spectrum
116,split0_test_score,0.9068842021488261,1990_1992,Spectrum
116,split1_test_score,0.8984872611464968,1990_1992,Spectrum
116,split2_test_score,0.901671974522293,1990_1992,Spectrum
116,split3_test_score,0.9040605095541401,1990_1992,Spectrum
117,split0_test_score,0.9096697174691604,1990_1992,Spectrum
117,split1_test_score,0.901671974522293,1990_1992,Spectrum
