Year,Size,Acc_type,Acc_value
Training_sample_dongbei_1990_1992,0.10,acc_test,0.803030303030303
Training_sample_dongbei_1990_1992,0.10,acc_RF,0.875
Training_sample_dongbei_1990_1992,0.40,acc_test,0.796037296037296
Training_sample_dongbei_1990_1992,0.40,acc_RF,1.0
Training_sample_dongbei_1990_1992,0.70,acc_test,0.8554778554778555
Training_sample_dongbei_1990_1992,0.70,acc_RF,0.9354838709677419
Training_sample_dongbei_1990_1992,1.00,acc_test,0.8543123543123543
Training_sample_dongbei_1990_1992,1.00,acc_RF,0.9431818181818182
Training_sample_dongbei_1990_1992,1.50,acc_test,0.8566433566433567
Training_sample_dongbei_1990_1992,1.50,acc_RF,0.9323308270676691
Training_sample_dongbei_1990_1992,10.00,acc_test,0.9055944055944056
Training_sample_dongbei_1990_1992,10.00,acc_RF,0.9448198198198198
Training_sample_dongbei_1990_1992,15.00,acc_test,0.8974358974358975
Training_sample_dongbei_1990_1992,15.00,acc_RF,0.9534534534534534
Training_sample_dongbei_1990_1992,2.00,acc_test,0.8589743589743589
Training_sample_dongbei_1990_1992,2.00,acc_RF,0.9378531073446328
Training_sample_dongbei_1990_1992,20.00,acc_test,0.9102564102564102
Training_sample_dongbei_1990_1992,20.00,acc_RF,0.9566685424873382
Training_sample_dongbei_1990_1992,25.00,acc_test,0.9055944055944056
Training_sample_dongbei_1990_1992,25.00,acc_RF,0.9657811796488068
Training_sample_dongbei_1990_1992,30.00,acc_test,0.9032634032634033
Training_sample_dongbei_1990_1992,30.00,acc_RF,0.9587242026266416
Training_sample_dongbei_1990_1992,35.00,acc_test,0.9055944055944056
Training_sample_dongbei_1990_1992,35.00,acc_RF,0.9646302250803859
Training_sample_dongbei_1990_1992,40.00,acc_test,0.9114219114219114
Training_sample_dongbei_1990_1992,40.00,acc_RF,0.9682048396173326
Training_sample_dongbei_1990_1992,45.00,acc_test,0.9114219114219114
Training_sample_dongbei_1990_1992,45.00,acc_RF,0.967983991995998
Training_sample_dongbei_1990_1992,5.00,acc_test,0.8974358974358975
Training_sample_dongbei_1990_1992,5.00,acc_RF,0.9436936936936937
Training_sample_dongbei_1990_1992,50.00,acc_test,0.9079254079254079
Training_sample_dongbei_1990_1992,50.00,acc_RF,0.9675894665766374
Training_sample_dongbei_1990_1992,55.00,acc_test,0.9137529137529138
Training_sample_dongbei_1990_1992,55.00,acc_RF,0.9680785758133824
Training_sample_dongbei_1990_1992,60.00,acc_test,0.9067599067599068
Training_sample_dongbei_1990_1992,60.00,acc_RF,0.9701744513224536
Training_sample_dongbei_1990_1992,65.00,acc_test,0.9230769230769231
Training_sample_dongbei_1990_1992,65.00,acc_RF,0.9688311688311688
Training_sample_dongbei_1990_1992,70.00,acc_test,0.9172494172494172
Training_sample_dongbei_1990_1992,70.00,acc_RF,0.9705787781350482
Training_sample_dongbei_1990_1992,75.00,acc_test,0.9184149184149184
Training_sample_dongbei_1990_1992,75.00,acc_RF,0.9699879951980792
Training_sample_dongbei_1990_1992,80.00,acc_test,0.9207459207459208
