Year,Size,Acc_type,Acc_value
Training_sample_xinan_1990_1992,0.10,acc_test,0.4558359621451104
Training_sample_xinan_1990_1992,0.10,acc_RF,0.8888888888888888
Training_sample_xinan_1990_1992,0.40,acc_test,0.5977917981072555
Training_sample_xinan_1990_1992,0.40,acc_RF,0.868421052631579
Training_sample_xinan_1990_1992,0.70,acc_test,0.638801261829653
Training_sample_xinan_1990_1992,0.70,acc_RF,0.9242424242424242
Training_sample_xinan_1990_1992,1.00,acc_test,0.7744479495268138
Training_sample_xinan_1990_1992,1.00,acc_RF,0.9368421052631579
Training_sample_xinan_1990_1992,1.50,acc_test,0.777602523659306
Training_sample_xinan_1990_1992,1.50,acc_RF,0.9230769230769231
Training_sample_xinan_1990_1992,10.00,acc_test,0.8186119873817035
Training_sample_xinan_1990_1992,10.00,acc_RF,0.950733752620545
Training_sample_xinan_1990_1992,15.00,acc_test,0.831230283911672
Training_sample_xinan_1990_1992,15.00,acc_RF,0.9552760307477288
Training_sample_xinan_1990_1992,2.00,acc_test,0.7933753943217665
Training_sample_xinan_1990_1992,2.00,acc_RF,0.9263157894736842
Training_sample_xinan_1990_1992,20.00,acc_test,0.8343848580441641
Training_sample_xinan_1990_1992,20.00,acc_RF,0.9549266247379455
Training_sample_xinan_1990_1992,25.00,acc_test,0.8249211356466877
Training_sample_xinan_1990_1992,25.00,acc_RF,0.9526205450733752
Training_sample_xinan_1990_1992,30.00,acc_test,0.8343848580441641
Training_sample_xinan_1990_1992,30.00,acc_RF,0.9521313766596785
Training_sample_xinan_1990_1992,35.00,acc_test,0.8438485804416404
Training_sample_xinan_1990_1992,35.00,acc_RF,0.9517819706498952
Training_sample_xinan_1990_1992,40.00,acc_test,0.8406940063091483
Training_sample_xinan_1990_1992,40.00,acc_RF,0.9488993710691824
Training_sample_xinan_1990_1992,45.00,acc_test,0.8501577287066246
Training_sample_xinan_1990_1992,45.00,acc_RF,0.9492196599114838
Training_sample_xinan_1990_1992,5.00,acc_test,0.8123028391167192
Training_sample_xinan_1990_1992,5.00,acc_RF,0.949685534591195
Training_sample_xinan_1990_1992,50.00,acc_test,0.8422712933753943
Training_sample_xinan_1990_1992,50.00,acc_RF,0.950314465408805
Training_sample_xinan_1990_1992,55.00,acc_test,0.8391167192429022
Training_sample_xinan_1990_1992,55.00,acc_RF,0.9527348961311225
Training_sample_xinan_1990_1992,60.00,acc_test,0.8470031545741324
Training_sample_xinan_1990_1992,60.00,acc_RF,0.9521313766596785
Training_sample_xinan_1990_1992,65.00,acc_test,0.8470031545741324
Training_sample_xinan_1990_1992,65.00,acc_RF,0.9532333494597646
Training_sample_xinan_1990_1992,70.00,acc_test,0.8391167192429022
Training_sample_xinan_1990_1992,70.00,acc_RF,0.9514824797843666
Training_sample_xinan_1990_1992,75.00,acc_test,0.8422712933753943
Training_sample_xinan_1990_1992,75.00,acc_RF,0.9549965059399022
Training_sample_xinan_1990_1992,80.00,acc_test,0.8470031545741324
Training_sample_xinan_1990_1992,80.00,acc_RF,0.9542714884696016
Training_sample_xinan_1990_1992,85.00,acc_test,0.8438485804416404
Training_sample_xinan_1990_1992,85.00,acc_RF,0.9543716857812308
Training_sample_xinan_1990_1992,90.00,acc_test,0.8406940063091483
Training_sample_xinan_1990_1992,90.00,acc_RF,0.9552760307477288
Training_sample_xinan_1990_1992,95.00,acc_test,0.8391167192429022
