Year,In_Bands,Tree,Accuracy
1990_1992,Spectrum,1,0.83492252681764
1990_1992,Spectrum,2,0.8134684147794994
1990_1992,Spectrum,3,0.8617401668653158
1990_1992,Spectrum,4,0.8557806912991657
1990_1992,Spectrum,5,0.8623361144219309
1990_1992,Spectrum,6,0.865315852205006
1990_1992,Spectrum,7,0.8730631704410012
1990_1992,Spectrum,8,0.8724672228843862
1990_1992,Spectrum,9,0.8760429082240763
1990_1992,Spectrum,10,0.8671036948748511
1990_1992,Spectrum,11,0.8820023837902264
1990_1992,Spectrum,12,0.8700834326579261
1990_1992,Spectrum,13,0.8736591179976162
1990_1992,Spectrum,14,0.8730631704410012
1990_1992,Spectrum,15,0.8766388557806913
1990_1992,Spectrum,16,0.8802145411203814
1990_1992,Spectrum,17,0.8825983313468415
1990_1992,Spectrum,18,0.8694874851013111
1990_1992,Spectrum,19,0.8772348033373063
1990_1992,Spectrum,20,0.8766388557806913
1990_1992,Spectrum,21,0.8849821215733016
1990_1992,Spectrum,22,0.8730631704410012
1990_1992,Spectrum,23,0.8796185935637664
1990_1992,Spectrum,24,0.8790226460071514
1990_1992,Spectrum,25,0.8796185935637664
1990_1992,Spectrum,26,0.8790226460071514
1990_1992,Spectrum,27,0.8796185935637664
1990_1992,Spectrum,28,0.8796185935637664
1990_1992,Spectrum,29,0.8778307508939214
1990_1992,Spectrum,30,0.8778307508939214
1990_1992,Spectrum,31,0.8820023837902264
1990_1992,Spectrum,32,0.8814064362336115
1990_1992,Spectrum,33,0.8760429082240763
1990_1992,Spectrum,34,0.8754469606674613
1990_1992,Spectrum,35,0.8766388557806913
1990_1992,Spectrum,36,0.8796185935637664
1990_1992,Spectrum,37,0.8802145411203814
1990_1992,Spectrum,38,0.8760429082240763
1990_1992,Spectrum,39,0.8790226460071514
1990_1992,Spectrum,40,0.8748510131108462
1990_1992,Spectrum,41,0.8843861740166865
1990_1992,Spectrum,42,0.8772348033373063
1990_1992,Spectrum,43,0.8796185935637664
1990_1992,Spectrum,44,0.8760429082240763
1990_1992,Spectrum,45,0.8814064362336115
1990_1992,Spectrum,46,0.8814064362336115
1990_1992,Spectrum,47,0.8825983313468415
1990_1992,Spectrum,48,0.8837902264600715
1990_1992,Spectrum,49,0.8814064362336115
1990_1992,Spectrum,50,0.8784266984505363
1990_1992,Spectrum,51,0.8808104886769964
1990_1992,Spectrum,52,0.8873659117997617
1990_1992,Spectrum,53,0.8778307508939214
1990_1992,Spectrum,54,0.8820023837902264
1990_1992,Spectrum,55,0.8820023837902264
1990_1992,Spectrum,56,0.8796185935637664
1990_1992,Spectrum,57,0.8808104886769964
1990_1992,Spectrum,58,0.8820023837902264
1990_1992,Spectrum,59,0.8778307508939214
1990_1992,Spectrum,60,0.8820023837902264
1990_1992,Spectrum,61,0.8855780691299165
1990_1992,Spectrum,62,0.8808104886769964
1990_1992,Spectrum,63,0.8831942789034565
1990_1992,Spectrum,64,0.8802145411203814
1990_1992,Spectrum,65,0.8855780691299165
1990_1992,Spectrum,66,0.8814064362336115
1990_1992,Spectrum,67,0.8778307508939214
1990_1992,Spectrum,68,0.8808104886769964
1990_1992,Spectrum,69,0.8820023837902264
1990_1992,Spectrum,70,0.8820023837902264
1990_1992,Spectrum,71,0.8831942789034565
1990_1992,Spectrum,72,0.8778307508939214
1990_1992,Spectrum,73,0.8730631704410012
1990_1992,Spectrum,74,0.8778307508939214
1990_1992,Spectrum,75,0.8825983313468415
1990_1992,Spectrum,76,0.8820023837902264
1990_1992,Spectrum,77,0.8855780691299165
1990_1992,Spectrum,78,0.8825983313468415
1990_1992,Spectrum,79,0.8814064362336115
1990_1992,Spectrum,80,0.8772348033373063
1990_1992,Spectrum,81,0.8814064362336115
1990_1992,Spectrum,82,0.8808104886769964
1990_1992,Spectrum,83,0.8843861740166865
1990_1992,Spectrum,84,0.8808104886769964
1990_1992,Spectrum,85,0.8802145411203814
1990_1992,Spectrum,86,0.8843861740166865
1990_1992,Spectrum,87,0.8820023837902264
1990_1992,Spectrum,88,0.8784266984505363
1990_1992,Spectrum,89,0.8855780691299165
1990_1992,Spectrum,90,0.8802145411203814
1990_1992,Spectrum,91,0.8790226460071514
1990_1992,Spectrum,92,0.8802145411203814
1990_1992,Spectrum,93,0.8790226460071514
1990_1992,Spectrum,94,0.8843861740166865
1990_1992,Spectrum,95,0.8808104886769964
1990_1992,Spectrum,96,0.8831942789034565
1990_1992,Spectrum,97,0.8837902264600715
