Region,Year,Sample_size,Accuracy
xibei,1990_1992,0.10,0.5660377358490566
xibei,1990_1992,0.40,0.6320754716981132
xibei,1990_1992,0.70,0.6981132075471698
xibei,1990_1992,1.00,0.660377358490566
xibei,1990_1992,1.50,0.7405660377358491
xibei,1990_1992,10.00,0.7877358490566038
xibei,1990_1992,15.00,0.7924528301886793
xibei,1990_1992,2.00,0.7735849056603774
xibei,1990_1992,20.00,0.8113207547169812
xibei,1990_1992,25.00,0.8207547169811321
xibei,1990_1992,30.00,0.8207547169811321
xibei,1990_1992,35.00,0.839622641509434
xibei,1990_1992,40.00,0.8113207547169812
xibei,1990_1992,45.00,0.7971698113207547
xibei,1990_1992,5.00,0.7877358490566038
xibei,1990_1992,50.00,0.7924528301886793
xibei,1990_1992,55.00,0.8018867924528302
xibei,1990_1992,60.00,0.7971698113207547
xibei,1990_1992,65.00,0.8113207547169812
xibei,1990_1992,70.00,0.8066037735849056
xibei,1990_1992,75.00,0.7971698113207547
xibei,1990_1992,80.00,0.7830188679245284
xibei,1990_1992,85.00,0.8207547169811321
xibei,1990_1992,90.00,0.8160377358490566
xibei,1990_1992,95.00,0.8254716981132075
xibei,1993_1995,0.10,0.5
xibei,1993_1995,0.40,0.5849056603773585
xibei,1993_1995,0.70,0.6132075471698113
xibei,1993_1995,1.00,0.660377358490566
xibei,1993_1995,1.50,0.6650943396226415
xibei,1993_1995,10.00,0.8018867924528302
xibei,1993_1995,15.00,0.8254716981132075
xibei,1993_1995,2.00,0.6933962264150944
xibei,1993_1995,20.00,0.7971698113207547
xibei,1993_1995,25.00,0.8113207547169812
xibei,1993_1995,30.00,0.8018867924528302
xibei,1993_1995,35.00,0.8254716981132075
xibei,1993_1995,40.00,0.839622641509434
xibei,1993_1995,45.00,0.839622641509434
xibei,1993_1995,5.00,0.7547169811320755
xibei,1993_1995,50.00,0.8349056603773585
xibei,1993_1995,55.00,0.8349056603773585
xibei,1993_1995,60.00,0.8066037735849056
xibei,1993_1995,65.00,0.8254716981132075
xibei,1993_1995,70.00,0.8254716981132075
xibei,1993_1995,75.00,0.8254716981132075
xibei,1993_1995,80.00,0.839622641509434
xibei,1993_1995,85.00,0.8207547169811321
xibei,1993_1995,90.00,0.8349056603773585
xibei,1993_1995,95.00,0.8254716981132075
xibei,1996_1998,0.10,0.5566037735849056
xibei,1996_1998,0.40,0.7358490566037735
xibei,1996_1998,0.70,0.75
xibei,1996_1998,1.00,0.7877358490566038
xibei,1996_1998,1.50,0.7830188679245284
xibei,1996_1998,10.00,0.7830188679245284
xibei,1996_1998,15.00,0.7877358490566038
xibei,1996_1998,2.00,0.7877358490566038
xibei,1996_1998,20.00,0.7830188679245284
xibei,1996_1998,25.00,0.8018867924528302
xibei,1996_1998,30.00,0.8066037735849056
xibei,1996_1998,35.00,0.8066037735849056
xibei,1996_1998,40.00,0.8066037735849056
xibei,1996_1998,45.00,0.8066037735849056
xibei,1996_1998,5.00,0.7971698113207547
xibei,1996_1998,50.00,0.8207547169811321
xibei,1996_1998,55.00,0.8160377358490566
xibei,1996_1998,60.00,0.8160377358490566
xibei,1996_1998,65.00,0.8160377358490566
xibei,1996_1998,70.00,0.8490566037735849
xibei,1996_1998,75.00,0.8207547169811321
xibei,1996_1998,80.00,0.8160377358490566
xibei,1996_1998,85.00,0.8301886792452831
xibei,1996_1998,90.00,0.8207547169811321
xibei,1996_1998,95.00,0.8349056603773585
