Year,In_Bands,Tree,Accuracy
1990_1992,Spectrum,1,0.8613053613053613
1990_1992,Spectrum,2,0.8041958041958042
1990_1992,Spectrum,3,0.8636363636363636
1990_1992,Spectrum,4,0.8403263403263403
1990_1992,Spectrum,5,0.8752913752913752
1990_1992,Spectrum,6,0.8741258741258742
1990_1992,Spectrum,7,0.8822843822843823
1990_1992,Spectrum,8,0.872960372960373
1990_1992,Spectrum,9,0.8787878787878788
1990_1992,Spectrum,10,0.8752913752913752
1990_1992,Spectrum,11,0.8904428904428905
1990_1992,Spectrum,12,0.8741258741258742
1990_1992,Spectrum,13,0.8916083916083916
1990_1992,Spectrum,14,0.8811188811188811
1990_1992,Spectrum,15,0.8869463869463869
1990_1992,Spectrum,16,0.8927738927738927
1990_1992,Spectrum,17,0.8939393939393939
1990_1992,Spectrum,18,0.8857808857808858
1990_1992,Spectrum,19,0.8811188811188811
1990_1992,Spectrum,20,0.8787878787878788
1990_1992,Spectrum,21,0.8904428904428905
1990_1992,Spectrum,22,0.8904428904428905
1990_1992,Spectrum,23,0.8974358974358975
1990_1992,Spectrum,24,0.8881118881118881
1990_1992,Spectrum,25,0.8869463869463869
1990_1992,Spectrum,26,0.8939393939393939
1990_1992,Spectrum,27,0.8846153846153846
1990_1992,Spectrum,28,0.8881118881118881
1990_1992,Spectrum,29,0.8927738927738927
1990_1992,Spectrum,30,0.8881118881118881
1990_1992,Spectrum,31,0.8916083916083916
1990_1992,Spectrum,32,0.8881118881118881
1990_1992,Spectrum,33,0.8869463869463869
1990_1992,Spectrum,34,0.8916083916083916
1990_1992,Spectrum,35,0.8881118881118881
1990_1992,Spectrum,36,0.8904428904428905
1990_1992,Spectrum,37,0.8892773892773893
1990_1992,Spectrum,38,0.8939393939393939
1990_1992,Spectrum,39,0.8951048951048951
1990_1992,Spectrum,40,0.8916083916083916
1990_1992,Spectrum,41,0.8962703962703963
1990_1992,Spectrum,42,0.8846153846153846
1990_1992,Spectrum,43,0.8939393939393939
