system:index,B1,B2,B3,B4,B5,B6,B7,Built,DEM,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,Mean_EVI,Mean_NDBI,Mean_NDVI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
1_00000000000000000047,35,34,33,50,49,197,38,1,34,1264,-78,-33,70,-1,44,-56,-4,20,7,8,-1386,78,-29,-40,-7,-2,30,5,128,-51,-58,60,4,38,-27,0,1.4500146,343.25,0.090834446,100978.664,0.008849334,154.66667,288.7033,2.0359972,"{""type"":""Point"",""coordinates"":[116.25255469922946,33.712021298638426]}"
1_00000000000000000048,31,28,25,43,37,199,27,1,30,-261,-79,-63,67,4,27,-32,1,20,0,8,-916,76,-54,-41,-20,-5,19,3,-1160,-69,-84,52,-7,27,-13,5,1.4501394,342.83334,0.090834446,101004.0,0.008825334,155.83333,288.68332,1.9953306,"{""type"":""Point"",""coordinates"":[116.3996961157911,33.72441759956701]}"
1_00000000000000000049,33,29,29,44,46,199,38,1,31,1212,-60,-40,56,6,10,-35,-4,19,7,7,-1930,77,-59,-54,1,9,35,7,-256,-51,-61,25,7,14,-9,1,1.1139021,343.0,0.09333445,101006.0,0.0088100005,156.41667,288.75,2.016664,"{""type"":""Point"",""coordinates"":[116.48243027673672,33.63898568248404]}"
1_0000000000000000004a,37,35,37,47,56,200,49,1,30,748,-37,-32,60,9,47,-48,-2,17,10,5,-1962,35,-46,-25,-24,13,47,7,56,-31,-50,29,18,42,-32,0,0.92740995,342.75,0.09000111,101018.0,0.008772334,157.33333,288.76666,1.9733305,"{""type"":""Point"",""coordinates"":[116.56031739483724,33.672946196107084]}"
1_0000000000000000004b,33,30,28,54,48,196,34,1,33,335,-84,-64,86,17,-4,-9,0,23,2,8,-228,80,-26,-44,-21,-8,17,0,-312,-72,-82,57,-3,6,0,2,0.92740995,341.91666,0.08500112,101010.0,0.0086836675,158.58333,288.73334,1.8633306,"{""type"":""Point"",""coordinates"":[116.70395841707193,33.764304258490085]}"
1_0000000000000000004c,30,26,23,50,37,196,21,1,31,920,-104,-45,103,17,4,-25,-2,22,0,8,250,126,5,-83,-28,-24,-9,-1,222,-85,-66,87,6,-6,0,0,1.1153718,341.91666,0.08500112,101010.0,0.0086836675,158.58333,288.73334,1.8633306,"{""type"":""Point"",""coordinates"":[116.79962843017357,33.75217550362471]}"
1_0000000000000000004d,46,43,42,58,57,200,48,1,33,491,-64,-22,38,8,26,-32,-1,16,6,3,-861,63,-28,-13,-6,-12,49,3,188,-46,-31,40,12,6,-13,0,2.163178,342.33334,0.08916778,101062.0,0.008566667,158.83333,288.88333,1.8859973,"{""type"":""Point"",""coordinates"":[117.01684016068907,33.699085446482385]}"
1_0000000000000000004e,38,32,29,49,41,200,31,1,28,332,-79,-28,57,23,7,-22,0,18,1,5,-951,102,-36,-47,-13,-29,47,3,-14,-71,-42,55,13,8,-2,0,1.115065,342.16666,0.09333445,101026.664,0.008527,157.75,288.82666,1.9419973,"{""type"":""Point"",""coordinates"":[117.14323338004898,33.72872955028569]}"
1_0000000000000000004f,32,28,28,39,40,195,33,1,28,1070,-52,-20,54,27,0,-47,-3,14,4,2,-1027,47,-29,-38,-40,-14,36,3,214,-51,-31,50,19,10,-23,0,2.1630964,342.41666,0.094167784,101062.0,0.008541667,158.08333,288.87,1.9413306,"{""type"":""Point"",""coordinates"":[117.18500623871766,33.68695669161701]}"
1_00000000000000000050,30,27,26,48,34,199,21,1,26,2042,-93,-40,91,63,2,-19,-7,24,-1,10,-1093,130,-23,-54,-57,1,10,3,1027,-88,-68,86,44,6,5,-3,1.4498651,342.75,0.10333445,101088.0,0.008506333,156.16667,288.83,2.0559971,"{""type"":""Point"",""coordinates"":[117.31948380828749,33.69692724157252]}"
1_00000000000000000052,44,41,39,55,48,199,41,1,22,604,-44,-11,34,42,-19,-36,-1,13,4,0,-1257,-1,-3,-6,-26,-19,65,4,451,-31,-13,25,31,-28,-13,-1,1.4504641,342.91666,0.10750111,101114.664,0.008478001,154.5,288.76666,2.142664,"{""type"":""Point"",""coordinates"":[117.55582954142326,33.75702700557087]}"
1_0000000000000000005c,28,27,24,59,42,196,27,1,14,508,-148,-28,45,-26,7,-10,0,23,5,9,-1271,117,5,-4,14,15,11,4,-239,-105,-38,45,-12,-11,10,1,0.0,340.41666,0.12500112,101236.0,0.008584334,158.83333,288.30667,2.5486639,"{""type"":""Point"",""coordinates"":[118.81544532520277,33.70690225062908]}"
1_0000000000000000005d,33,31,27,64,42,194,27,1,9,286,-116,-32,41,9,-22,4,0,19,6,6,-2052,110,-15,24,19,0,7,7,-494,-89,-31,41,16,-26,25,2,1.449605,341.41666,0.12166778,101240.0,0.008639667,158.0,288.41666,2.5333307,"{""type"":""Point"",""coordinates"":[118.87042158209071,33.67078799119721]}"
1_00000000000000000060,38,32,25,48,24,195,12,1,6,-535,-126,-77,107,-50,74,-33,3,23,2,8,-1548,45,1,-23,14,-5,11,5,-1725,-96,-62,83,-7,64,-27,7,2.226884,339.75,0.112501115,101298.0,0.008745334,163.0,288.31,2.5339973,"{""type"":""Point"",""coordinates"":[119.26119044380837,33.63575283422029]}"
1_00000000000000000063,30,29,25,58,41,190,25,1,7,-32,-143,-62,103,-37,80,-85,1,31,0,14,-1291,70,21,-61,21,-18,30,4,-1028,-99,-62,86,-1,60,-62,5,1.4495995,338.91666,0.11583445,101318.0,0.008866,165.33333,288.18668,2.5173306,"{""type"":""Point"",""coordinates"":[119.58350764525458,33.67024843996975]}"
1_00000000000000000066,35,32,28,61,41,199,26,1,1,892,-101,-96,115,-89,75,-52,-2,24,2,10,-79,67,34,-40,4,-28,19,0,314,-76,-77,96,-45,44,-32,0,0.92740995,339.75,0.11750112,101560.664,0.009143667,166.91667,288.25333,2.8259974,"{""type"":""Point"",""coordinates"":[119.943548841613,33.626321835492256]}"
1_00000000000000000080,41,36,34,34,28,193,23,1,86,91,-35,-14,0,19,-5,-15,0,3,8,-5,140,6,-14,-5,6,-23,1,-1,96,-33,-12,-2,17,-3,-16,0,2.4143126,344.33334,0.093334444,100327.336,0.008369667,143.16667,288.25665,1.9279972,"{""type"":""Point"",""coordinates"":[113.34605466427976,33.73573479804066]}"
1_00000000000000000087,34,33,31,57,46,200,35,1,57,565,-125,-16,32,2,18,-59,-1,18,5,7,-526,73,28,-14,16,-13,9,1,512,-87,-24,39,15,7,-39,-1,1.8543341,346.25,0.08916778,100728.0,0.008686334,142.0,288.52667,1.3073305,"{""type"":""Point"",""coordinates"":[114.20924298710476,33.822785368806024]}"
1_00000000000000000088,37,35,34,61,50,201,38,1,56,231,-106,-2,52,-4,46,-48,0,14,4,4,-608,67,21,-5,10,-20,18,1,208,-52,-20,47,32,3,-20,0,1.4503725,346.0,0.08916778,100722.0,0.008733001,143.25,288.52332,1.254664,"{""type"":""Point"",""coordinates"":[114.2817390520317,33.747863552906026]}"
1_00000000000000000089,44,43,43,60,57,204,50,1,56,-602,-68,-12,10,20,9,-22,2,12,7,0,137,40,-13,61,5,-53,2,0,-392,-40,-19,24,16,-4,-10,1,2.2325687,345.66666,0.09000111,100722.0,0.008768001,143.0,288.46332,1.3173306,"{""type"":""Point"",""coordinates"":[114.43562262938612,33.85485522358241]}"
1_0000000000000000008e,41,34,31,55,29,187,18,1,49,299,-115,-19,45,40,-38,-25,0,25,3,12,583,92,4,-14,-25,-15,1,-2,202,-79,-46,56,44,-51,-5,0,0.0,346.0,0.09000111,100824.664,0.008850668,143.5,288.58667,1.6239972,"{""type"":""Point"",""coordinates"":[114.99482065609453,33.779933407682414]}"
1_0000000000000000008f,30,27,26,44,45,195,32,1,43,247,-96,-29,70,28,1,-48,0,21,5,8,778,90,9,-41,-23,-13,28,-3,36,-66,-46,74,33,-15,-26,0,2.9952667,346.08334,0.08833445,100868.0,0.008751334,144.0,288.72333,1.8886639,"{""type"":""Point"",""coordinates"":[115.21095774325615,33.802839809793966]}"
1_00000000000000000090,34,30,28,56,45,200,34,1,44,-485,-95,-37,61,24,28,-37,2,19,7,7,-70,65,6,-24,-4,-33,18,0,-239,-70,-41,62,20,1,-18,1,1.1163237,346.16666,0.09000111,100890.0,0.008739334,144.5,288.78333,1.9553306,"{""type"":""Point"",""coordinates"":[115.31551920385836,33.82520666067805]}"
1_00000000000000000091,42,37,34,43,28,195,21,1,44,-140,-88,-17,49,40,20,-45,1,17,7,5,53,62,-3,-8,2,-33,16,0,-73,-54,-26,46,33,0,-24,0,2.9953191,346.16666,0.09000111,100890.0,0.008739334,144.5,288.78333,1.9553306,"{""type"":""Point"",""coordinates"":[115.37265366565619,33.813621916141194]}"
1_00000000000000000092,39,37,35,38,34,199,28,1,45,-176,-57,-5,17,42,5,-24,0,7,9,-2,-268,-5,-11,8,22,-13,11,0,-77,-42,-11,16,34,-1,-13,0,0.92740995,346.08334,0.08916778,100876.0,0.008717667,145.25,288.83334,2.0113306,"{""type"":""Point"",""coordinates"":[115.48260617943203,33.8610533740467]}"
1_00000000000000000093,31,27,23,40,37,189,24,1,39,157,-139,-16,71,19,26,-47,0,21,4,8,230,109,-5,-36,-10,-16,5,-1,159,-95,-38,72,29,1,-26,0,0.0,346.08334,0.08833445,100887.336,0.008708,146.25,288.88333,2.0579972,"{""type"":""Point"",""coordinates"":[115.5957960005727,33.81658275924068]}"
1_00000000000000000094,30,27,24,56,37,189,23,1,40,-41,-145,-28,86,36,-10,-21,1,22,3,9,-173,127,2,-37,-19,14,-7,0,-310,-103,-46,86,42,-16,-14,2,2.4152522,346.08334,0.087501116,100920.0,0.008815668,148.16667,288.97333,2.1493306,"{""type"":""Point"",""coordinates"":[115.71194666481286,33.775081905736265]}"
1_00000000000000000095,33,30,27,49,40,197,31,1,38,-1014,-132,-27,30,-51,20,-2,4,14,7,3,-154,120,-31,7,27,-31,-3,0,-1105,-84,-61,44,-51,8,6,5,0.92740995,345.66666,0.08833445,100931.336,0.008830667,149.58333,288.94333,2.1519973,"{""type"":""Point"",""coordinates"":[115.8841526883959,33.791790157383524]}"
1_00000000000000000096,32,30,26,52,47,196,30,1,34,-179,-53,-87,74,56,68,-36,1,30,3,15,20,66,11,-60,-74,-30,32,0,-776,-37,-108,74,44,32,-18,4,3.8684866,343.75,0.08833445,100944.0,0.008795334,152.66667,288.72,2.0486639,"{""type"":""Point"",""coordinates"":[116.06282886760748,33.84110781503463]}"
1_00000000000000000097,35,34,31,51,49,197,38,1,37,789,-66,-37,56,-16,28,-45,-2,21,9,8,-1338,71,-20,-32,-21,16,12,5,-286,-48,-70,48,-13,28,-19,1,1.8543341,344.5,0.09000111,100954.0,0.008862,152.16667,288.81,2.1093307,"{""type"":""Point"",""coordinates"":[116.08276996751846,33.79260171377525]}"
1_00000000000000000098,40,38,38,51,52,200,45,1,35,914,-37,-9,27,24,-8,-24,-3,15,9,4,-1347,34,-68,-45,-22,20,35,5,82,-26,-38,27,22,0,-7,0,1.1159903,343.25,0.090834446,100978.664,0.008849334,154.66667,288.7033,2.0359972,"{""type"":""Point"",""coordinates"":[116.2191337368339,33.799606961530216]}"
1_00000000000000000099,33,28,27,41,43,199,30,1,33,639,-93,-54,114,-6,7,-52,-1,24,2,9,-629,99,-55,-36,-41,-1,25,1,-661,-64,-72,63,-3,18,-9,3,3.8686168,342.08334,0.09000111,100980.0,0.008787001,156.16667,288.56332,1.9366639,"{""type"":""Point"",""coordinates"":[116.36681916372407,33.875875425948344]}"
1_0000000000000000009b,34,31,30,49,45,196,32,1,33,829,-94,-49,74,-7,17,-36,-2,20,3,6,-410,100,-62,-26,-27,-4,40,1,-471,-60,-63,35,-6,16,-10,2,1.451344,341.58334,0.087501116,100982.0,0.008726334,157.58333,288.56332,1.8779973,"{""type"":""Point"",""coordinates"":[116.57378833911974,33.84461266846264]}"
1_0000000000000000009c,36,33,34,52,49,199,34,1,33,487,-96,-55,82,13,-11,-21,-1,21,3,7,-105,92,-23,-57,-21,-12,17,0,-42,-78,-75,61,-9,0,-1,0,0.0,341.91666,0.08500112,101010.0,0.0086836675,158.58333,288.73334,1.8633306,"{""type"":""Point"",""coordinates"":[116.72740437041091,33.7877502118291]}"
1_0000000000000000009d,30,24,24,30,30,196,22,1,32,414,-63,-31,60,30,11,-24,0,18,2,5,271,89,-9,-31,-30,-29,3,-1,63,-57,-43,61,12,3,-9,0,1.115965,341.91666,0.08416778,101012.0,0.008637001,158.75,288.77,1.8499973,"{""type"":""Point"",""coordinates"":[116.81094562864723,33.7977207617846]}"
1_0000000000000000009f,34,30,29,49,46,199,31,1,42,550,-77,-34,36,-27,24,-19,-1,16,4,4,-358,69,-21,-21,-6,-14,24,0,391,-56,-55,31,-21,0,8,0,1.451478,341.58334,0.091667786,100918.0,0.008538334,157.75,288.71,1.9153305,"{""type"":""Point"",""coordinates"":[117.04028611402806,33.85808807184616]}"
1_000000000000000000a0,31,28,25,46,41,194,29,1,33,709,-97,-42,70,13,9,-21,-1,20,1,7,-621,110,-18,-52,-19,-19,21,1,61,-83,-49,63,5,1,2,0,0.0,342.33334,0.09833445,101064.0,0.008509668,156.5,288.8,2.0193305,"{""type"":""Point"",""coordinates"":[117.21788319078472,33.82170626635109]}"
1_000000000000000000a1,29,26,23,50,40,194,23,1,27,1275,-153,-22,62,-14,12,-24,-3,24,-1,10,-537,110,-12,-32,-31,-5,8,1,203,-113,-76,68,-18,-4,24,0,1.8543341,342.66666,0.10250112,101114.0,0.008496334,155.75,288.81332,2.0673306,"{""type"":""Point"",""coordinates"":[117.35478651132762,33.81739431563241]}"
1_000000000000000000a4,42,39,35,69,50,199,38,1,27,1470,-91,-12,72,-12,20,-26,-5,17,5,3,-1231,55,12,-26,-19,-18,43,4,996,-76,-8,52,-1,0,-6,-3,2.2320395,342.58334,0.112501115,101104.0,0.008457,153.91667,288.65332,2.2206638,"{""type"":""Point"",""coordinates"":[117.73692701250685,33.83437011334288]}"
1_000000000000000000a6,39,33,28,40,19,181,11,1,25,2463,-128,-49,80,-51,34,-45,-8,23,3,7,-2087,84,9,-5,-8,-12,30,7,2001,-90,-38,57,-28,-13,-3,-7,0.92740995,342.33334,0.11666778,101130.0,0.008465667,153.66667,288.55667,2.280664,"{""type"":""Point"",""coordinates"":[117.94659394403988,33.81577566195001]}"
1_000000000000000000b0,34,31,30,62,55,192,38,1,9,-140,-138,-40,59,-19,32,-44,1,21,3,7,-1765,100,0,-20,42,7,8,6,-1247,-104,-51,52,1,17,-25,5,2.7802885,338.16666,0.11916778,101294.0,0.008689334,163.83333,288.07666,2.5659974,"{""type"":""Point"",""coordinates"":[119.2032488847199,33.86455376837365]}"
1_000000000000000000b6,28,28,22,74,32,192,16,1,-1,395,-101,-236,159,-59,50,-14,0,32,-5,15,-618,120,125,-72,37,-14,-37,1,-626,-70,-190,116,-33,35,7,3,1.4512519,337.83334,0.115834445,101410.0,0.009046667,168.41667,288.03,2.744664,"{""type"":""Point"",""coordinates"":[119.92630103873825,33.835449215797816]}"
1_000000000000000000d1,34,32,29,62,48,200,33,1,96,497,-142,6,12,-33,9,-38,-1,20,6,7,-351,101,22,-36,22,-24,0,0,494,-104,3,5,-19,2,-41,-1,2.902531,344.0,0.08833445,100261.336,0.008308,142.25,288.22665,2.0173306,"{""type"":""Point"",""coordinates"":[113.33015350992316,33.92950503431815]}"
1_000000000000000000d2,34,33,33,57,51,202,41,1,88,279,-93,-6,1,-4,-15,-20,0,14,10,2,-424,64,19,-27,-1,6,-6,1,129,-63,-13,5,-5,-15,-11,0,2.9014914,344.08334,0.09250111,100325.336,0.008317667,142.33333,288.21664,1.8666639,"{""type"":""Point"",""coordinates"":[113.46732437652929,33.87776162569396]}"
1_000000000000000000d4,40,41,42,61,55,200,44,1,78,83,-76,-34,53,13,25,-50,0,16,7,4,-808,32,34,7,13,-13,3,2,406,-57,-29,50,7,18,-30,-1,1.1183583,346.08334,0.08916778,100518.664,0.008399,139.75,288.44333,1.5826639,"{""type"":""Point"",""coordinates"":[113.75784372836338,33.98043688655061]}"
1_000000000000000000d8,32,31,29,58,48,199,35,1,57,436,-150,13,33,-16,45,-62,0,21,7,9,-420,73,4,-5,15,-12,28,1,210,-105,-15,48,10,12,-28,0,0.92740995,346.25,0.08916778,100728.0,0.008686334,142.0,288.52667,1.3073305,"{""type"":""Point"",""coordinates"":[114.22514414146136,33.89878182805991]}"
1_000000000000000000da,39,40,43,67,59,202,45,1,60,200,-124,-6,82,-8,47,-44,0,18,8,6,-1108,74,0,6,44,-41,20,4,478,-82,-24,85,22,1,-20,-1,0.0,345.83334,0.08833445,100696.0,0.008681334,141.91667,288.48334,1.4239973,"{""type"":""Point"",""coordinates"":[114.46930667874385,33.92842593186322]}"
1_000000000000000000db,31,28,25,61,40,200,25,1,55,12,-140,-46,114,28,-12,-15,0,22,2,9,-103,102,12,-11,14,-13,0,0,195,-100,-50,110,45,-40,2,0,2.4187334,345.5,0.090834446,100746.0,0.008706667,142.5,288.4833,1.4986639,"{""type"":""Point"",""coordinates"":[114.61186859852356,33.91953002526159]}"
1_000000000000000000dc,29,26,25,66,39,198,23,1,56,284,-151,-18,121,26,-10,-19,0,23,2,10,-13,129,-1,-22,19,-6,-12,0,440,-105,-39,119,54,-43,0,0,1.1181464,345.5,0.090834446,100746.0,0.008706667,142.5,288.4833,1.4986639,"{""type"":""Point"",""coordinates"":[114.62938840656254,33.96453573219401]}"
1_000000000000000000dd,33,32,31,54,46,200,35,1,53,23,-105,9,48,15,25,-74,0,19,8,8,678,50,4,-28,19,-26,31,-3,55,-86,-10,61,35,8,-56,0,1.4529417,345.5,0.08833445,100735.336,0.008610667,141.83333,288.49332,1.6599972,"{""type"":""Point"",""coordinates"":[114.7606331278686,34.00307574259895]}"
1_000000000000000000de,35,34,33,57,54,200,39,1,51,177,-84,-31,96,18,9,-49,0,20,6,8,757,77,-15,-16,-4,-62,47,-3,393,-60,-31,79,43,-20,-30,0,2.9959013,345.58334,0.087501116,100797.336,0.008694667,142.91667,288.55,1.698664,"{""type"":""Point"",""coordinates"":[114.92098240175056,33.93327743380936]}"
1_000000000000000000df,31,26,25,60,40,196,27,1,51,770,-105,-36,79,5,-13,-20,-2,23,2,9,580,104,-4,-29,-5,-28,20,-2,606,-67,-55,85,34,-40,-2,-1,0.92740995,345.58334,0.087501116,100797.336,0.008694667,142.91667,288.55,1.698664,"{""type"":""Point"",""coordinates"":[114.99024115931265,33.909291929242876]}"
1_000000000000000000e0,29,26,25,51,41,196,30,1,52,442,-113,-22,73,-6,14,-31,0,22,5,10,636,71,-16,-18,2,-48,29,-3,777,-92,-52,89,0,-13,-25,-2,1.118797,345.16666,0.08916778,100796.0,0.008589667,143.25,288.56,1.8686639,"{""type"":""Point"",""coordinates"":[115.13549637612864,34.01385338984513]}"
