system:index,B1,B2,B3,B4,B5,B6_VCID_1,B6_VCID_2,B7,B8,Built,DEM,EVI,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,NDBI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
1_0000000000000000000f,45,45,49,59,59,202,202,47,42,1,21,11,361,-96,26,19,-77,73,-37,0,-3,903,33,-43,-20,25,-25,13,-3,8,325,-53,8,7,-45,35,-10,0,1.2018166,305.16666,0.10083445,101973.336,0.006715334,158.75,283.49664,3.6119974,"{""type"":""Point"",""coordinates"":[122.47248787216535,39.49968475635218]}"
1_00000000000000000010,39,40,45,61,74,201,201,62,54,1,22,16,-542,-121,15,15,-94,69,1,2,0,1330,33,-54,-22,50,-48,13,-4,13,-131,-69,-10,3,-68,30,24,1,3.8937566,303.0,0.10333445,101478.0,0.006669667,159.25,283.12997,3.6793308,"{""type"":""Point"",""coordinates"":[122.59079674131536,39.48836755787855]}"
1_00000000000000000012,53,38,35,77,110,203,203,88,52,1,115,56,-6032,107,-108,1,70,0,117,25,5,58,14,-88,-17,43,-31,70,0,25,-254,-31,-41,-23,8,-10,47,2,9.589551,300.83334,0.09000111,99699.336,0.0063653337,159.25,282.68665,3.1859972,"{""type"":""Point"",""coordinates"":[121.91840889346625,39.64117203277802]}"
1_00000000000000000013,33,29,34,62,71,198,197,50,44,1,72,22,910,-149,30,-6,-121,68,-5,-2,-3,1689,53,-51,-48,78,-102,25,-6,17,684,-86,-10,-6,-72,12,23,-1,2.2110603,300.16666,0.094167784,99886.0,0.0063236672,159.25,282.57,3.326664,"{""type"":""Point"",""coordinates"":[122.08764961484876,39.688603490683526]}"
1_00000000000000000018,38,38,40,63,60,201,202,47,45,1,24,17,836,-134,27,16,-90,71,-35,-2,-6,1703,44,-56,-44,19,-51,21,-6,13,420,-74,2,2,-62,41,-1,-1,3.0293007,299.41666,0.11166778,101184.0,0.0066180006,162.58333,282.58667,3.6406639,"{""type"":""Point"",""coordinates"":[122.85112797901762,39.66353888366211]}"
1_0000000000000000001d,38,32,30,40,36,201,201,29,33,1,165,16,-13,-163,60,-21,-86,63,-11,0,-10,1123,-18,-70,-8,23,-37,-21,-4,12,46,-98,17,-7,-52,17,11,0,4.781001,289.08334,0.10333445,97006.664,0.005937667,162.58333,280.53333,3.4673307,"{""type"":""Point"",""coordinates"":[122.29435124418121,39.8263139085171]}"
1_0000000000000000001f,38,38,41,63,72,201,201,55,51,1,81,19,160,-169,51,-1,-100,90,-23,0,-1,1199,49,-83,-24,70,-42,23,-4,15,350,-96,7,-3,-60,41,11,0,2.5875614,287.16666,0.11000111,96731.336,0.0059480006,160.66667,280.0,3.4933305,"{""type"":""Point"",""coordinates"":[122.71368510724727,39.88694876464185]}"
1_00000000000000000020,34,33,38,56,71,201,201,60,47,1,133,21,59,-183,48,-10,-103,70,6,0,-6,1368,31,-73,-80,53,-61,11,-5,16,-41,-106,13,-21,-54,18,44,0,3.0311525,296.33334,0.12083445,99862.664,0.0064800004,155.58333,281.44,3.3999972,"{""type"":""Point"",""coordinates"":[122.99557609854297,39.92952872060121]}"
1_00000000000000000021,40,38,42,65,75,201,202,56,53,1,13,23,35,-183,55,2,-113,98,-29,0,-5,1569,10,-84,-27,41,-62,58,-6,17,731,-112,17,-11,-74,48,-5,-2,1.8543341,300.33334,0.12750112,101262.0,0.0067480006,153.91667,282.14334,3.4133306,"{""type"":""Point"",""coordinates"":[123.17775713118255,39.832784064145656]}"
1_00000000000000000027,39,31,30,29,19,176,176,16,31,1,10,10,1005,-186,41,26,-93,116,-86,-3,-18,2335,-137,-72,-2,-19,-56,51,-9,7,369,-100,22,6,-39,53,-41,-1,2.2129126,300.08334,0.14750111,101287.336,0.006733667,153.66667,282.10666,3.054664,"{""type"":""Point"",""coordinates"":[124.14469981731911,39.88263681392317]}"
1_00000000000000000028,41,40,42,62,60,200,200,46,46,1,6,11,-246,-64,4,14,-60,53,-19,1,-2,26,-4,-41,-26,33,-26,-24,0,8,-107,-59,-6,20,-58,52,-19,0,1.525004,304.08334,0.101667784,101120.0,0.006405667,158.16667,283.41998,2.7853305,"{""type"":""Point"",""coordinates"":[119.9015084368811,40.01334198400178]}"
1_0000000000000000003a,30,26,26,62,50,199,199,30,42,1,32,19,3,-131,35,7,-90,74,-21,0,-3,246,64,-39,2,88,-57,-11,-1,15,229,-101,0,16,-81,52,-15,0,1.8543341,301.75,0.090834446,101256.664,0.006103667,161.66667,283.41998,2.8993306,"{""type"":""Point"",""coordinates"":[120.15402732953775,40.178542759829845]}"
1_0000000000000000003b,40,39,42,50,59,203,203,47,46,1,16,8,12,-77,44,-27,-28,26,-30,0,-1,1647,26,-100,14,14,-35,-26,-6,6,-90,-50,15,-6,-21,17,-16,0,2.4316657,301.08334,0.083334446,101300.0,0.006383667,163.5,283.25998,2.940664,"{""type"":""Point"",""coordinates"":[120.3472535554867,40.32487707910077]}"
1_0000000000000000003c,41,39,43,61,61,204,204,48,53,1,41,15,402,-102,-9,3,-71,36,15,0,-8,1733,-10,-71,-58,56,-30,-4,-6,12,297,-76,-5,-7,-43,10,17,0,2.2163332,286.25,0.094167784,96381.336,0.005949334,165.25,279.99,3.454664,"{""type"":""Point"",""coordinates"":[122.24180073826635,40.23459811917271]}"
1_0000000000000000003e,40,39,43,61,68,203,203,56,51,1,132,17,-366,-143,58,-4,-59,50,-4,2,-6,1887,-10,-55,-42,-24,-19,66,-7,12,126,-86,18,-14,-42,22,17,0,3.637892,288.75,0.101667784,97102.0,0.0060013337,162.41667,280.29333,3.5119972,"{""type"":""Point"",""coordinates"":[122.51991933007086,40.196869665159504]}"
1_00000000000000000042,34,32,37,54,72,197,197,56,46,1,95,20,49,-213,41,4,-131,141,-57,0,-8,-1151,8,-95,-101,32,-131,46,4,14,154,-133,4,0,-90,70,-3,0,3.0334985,299.75,0.11083445,100314.664,0.0065910006,144.08333,281.28333,3.0359974,"{""type"":""Point"",""coordinates"":[123.23542668510677,40.25993027225734]}"
1_00000000000000000047,50,37,35,68,115,202,202,105,48,1,35,38,-5442,-160,16,-24,-84,150,22,22,3,-306,14,-67,-3,15,-128,97,1,20,-1479,-90,5,-2,-44,44,12,6,1.5275544,295.16666,0.14333445,99590.664,0.006401334,152.66667,281.09332,2.5079973,"{""type"":""Point"",""coordinates"":[124.28888039078124,40.193636816895754]}"
1_00000000000000000048,34,34,45,69,68,201,201,50,55,1,39,18,1661,-262,93,18,-128,122,-76,-5,-10,3373,66,-62,-16,36,-134,61,-12,14,1118,-136,31,7,-65,34,-1,-3,2.2163768,295.25,0.14416778,99652.664,0.006416334,153.08333,281.13666,2.4553306,"{""type"":""Point"",""coordinates"":[124.40179820675763,40.239177615954596]}"
1_00000000000000000049,33,33,33,63,60,200,200,38,47,1,22,21,1585,-213,37,39,-141,75,-17,-4,-16,3941,52,-64,-18,31,-116,30,-15,16,1035,-121,0,3,-96,11,38,-3,2.5989432,298.25,0.14750111,100556.664,0.0066283336,152.75,281.62332,2.3813305,"{""type"":""Point"",""coordinates"":[124.5176813249346,40.23028616845403]}"
1_0000000000000000004d,32,31,31,63,56,200,200,37,50,1,66,17,-186,-135,43,-8,-79,72,-3,1,-2,-55,48,-84,-7,40,-64,-46,0,15,217,-120,10,5,-86,66,-5,0,2.218983,299.16666,0.08416778,100392.0,0.0061653336,162.83333,282.91,2.974664,"{""type"":""Point"",""coordinates"":[120.15160157856468,40.50247415585742]}"
1_0000000000000000004f,33,31,29,56,45,202,202,28,42,1,13,16,177,-118,24,3,-86,57,-21,0,-6,-449,68,-42,-7,78,-45,-6,1,14,-190,-93,-1,6,-77,41,-13,1,1.531647,299.16666,0.080001116,101270.0,0.006850334,163.33333,282.72,2.9719973,"{""type"":""Point"",""coordinates"":[120.55718803308297,40.4790282025184]}"
1_00000000000000000050,42,38,38,54,58,200,200,43,46,1,3,14,-373,-97,22,-29,-78,25,15,1,-6,1636,-37,-84,-64,10,-32,21,-6,10,-64,-70,-1,-29,-62,6,14,0,2.6073217,301.08334,0.09333445,100812.0,0.0067040003,159.91667,282.35,3.5079973,"{""type"":""Point"",""coordinates"":[122.34636665796967,40.4790282025184]}"
1_00000000000000000051,37,32,33,55,43,198,198,31,44,1,41,20,145,-198,82,-23,-122,89,-16,0,-19,612,-2,-82,-78,34,-96,26,-2,15,13,-141,27,-25,-94,53,4,0,3.0343764,298.16666,0.09833445,99958.0,0.006495667,160.16667,281.84,3.5113306,"{""type"":""Point"",""coordinates"":[122.50213197596864,40.38201154089858]}"
1_00000000000000000054,33,30,34,51,62,199,199,50,39,1,152,18,753,-173,70,-26,-84,64,-3,-2,-7,-397,31,-81,-28,17,-46,57,1,14,543,-96,11,-7,-54,23,36,-1,6.0990124,296.08334,0.108334444,98975.336,0.006399667,146.33333,280.69666,3.0326638,"{""type"":""Point"",""coordinates"":[123.1416428717507,40.37689249288922]}"
1_00000000000000000055,31,28,32,53,58,198,198,40,45,1,198,19,270,-191,45,-3,-80,105,-53,0,-8,-1707,85,-27,-5,30,-72,81,6,15,347,-124,12,12,-75,60,-3,0,1.5322696,292.5,0.10750111,97717.336,0.006199334,148.83333,280.13,2.7973306,"{""type"":""Point"",""coordinates"":[123.2939077954227,40.52214770970523]}"
1_00000000000000000058,40,38,36,69,73,200,200,55,51,1,105,23,-461,-213,46,18,-108,95,1,2,-11,1595,-35,-112,-81,41,-97,25,-6,16,-123,-127,0,3,-61,37,40,1,1.5307096,297.41666,0.12916778,100068.0,0.006478334,148.08333,281.18332,2.4593306,"{""type"":""Point"",""coordinates"":[123.8711651813976,40.41408139567496]}"
1_00000000000000000059,34,28,29,47,49,190,190,33,40,1,92,20,511,-161,47,-3,-106,53,1,-1,-17,1920,-46,-90,-73,-15,-125,-1,-7,14,328,-94,5,-12,-76,12,30,0,0.92740995,297.33334,0.13750112,100170.0,0.006468334,150.0,281.3,2.3186638,"{""type"":""Point"",""coordinates"":[124.00698939948555,40.42055155130352]}"
1_0000000000000000005a,39,39,39,69,65,201,201,47,52,1,65,17,896,-151,54,-6,-59,23,7,-2,-15,2902,-98,-93,20,-73,-68,4,-11,11,576,-104,13,3,-54,14,27,-1,0.92740995,296.91666,0.13416779,100068.0,0.0064050006,150.75,281.26334,2.0013306,"{""type"":""Point"",""coordinates"":[124.22501268639273,40.52861786533377]}"
1_00000000000000000066,35,32,30,49,40,201,200,28,44,1,35,16,332,-92,29,-10,-71,40,-9,0,-8,74,18,-42,-5,26,-81,-21,0,12,219,-72,-5,12,-62,25,-5,0,4.433749,297.66666,0.06583445,100766.664,0.006922667,163.25,282.38666,2.9726639,"{""type"":""Point"",""coordinates"":[120.79515241990114,40.6240158732712]}"
1_00000000000000000067,40,34,33,32,24,178,178,19,34,1,4,6,-211,-101,33,-21,-17,0,11,1,-11,-543,-53,-18,-3,12,-8,20,1,4,54,-76,12,-5,-9,-4,11,0,1.5344143,303.5,0.08416778,101368.0,0.0068590003,158.58333,282.76666,3.540664,"{""type"":""Point"",""coordinates"":[122.2358701338653,40.66983313659535]}"
1_00000000000000000068,40,33,31,31,26,177,177,20,31,1,4,4,-21,-49,11,-3,-7,23,1,0,-14,19,-58,-87,-68,16,-49,13,0,3,203,-42,11,-1,-3,12,8,0,0.0,304.16666,0.087501116,101548.0,0.0068420004,158.0,282.8633,3.5513306,"{""type"":""Point"",""coordinates"":[122.29381169295377,40.66660028833161]}"
1_00000000000000000069,46,44,48,55,57,202,202,46,55,1,18,4,-497,-80,19,-4,-29,34,-10,2,-8,276,-44,-83,-39,2,-20,11,-1,3,-121,-54,7,-1,-19,18,-4,0,3.0637734,303.16666,0.09333445,101266.0,0.006733667,157.91667,282.63666,3.5173306,"{""type"":""Point"",""coordinates"":[122.49000322110325,40.571465367356325]}"
1_00000000000000000075,37,31,32,33,23,179,179,19,33,1,273,14,1228,-213,40,69,-70,55,-75,-4,-19,2252,-63,-75,-27,-6,-83,60,-9,10,372,-114,11,33,-39,21,-20,-1,1.2236083,281.25,0.13250113,93836.664,0.005794667,149.58333,277.89667,1.6879972,"{""type"":""Point"",""coordinates"":[124.77666591411874,40.722116096447]}"
1_00000000000000000082,30,26,28,49,46,200,200,30,37,1,22,12,2391,-140,53,-25,-82,59,-40,-8,-4,490,74,-90,-3,48,-76,3,-2,11,3005,-112,21,-15,-78,39,-33,-10,1.5353976,296.91666,0.06583445,100301.336,0.006815334,163.41667,282.27332,2.9533308,"{""type"":""Point"",""coordinates"":[120.79785017603848,40.736938148348656]}"
1_00000000000000000083,35,30,28,44,43,203,203,35,38,1,25,16,455,-137,49,-38,-77,55,-12,-1,-5,1030,60,-76,45,14,-46,-29,-4,12,594,-106,22,-20,-66,36,-7,-1,3.0378788,300.66666,0.06333445,101246.0,0.006909,164.5,283.09332,2.9079971,"{""type"":""Point"",""coordinates"":[120.91831279099733,40.85955450911631]}"
1_00000000000000000085,41,39,38,54,60,201,201,48,47,1,3,15,-98,-125,29,-5,-95,73,-8,1,-6,1713,13,-42,-54,28,-81,25,-6,11,507,-102,15,-5,-70,44,-7,-1,2.4472547,303.33334,0.08500111,101348.0,0.006823667,158.41667,282.78668,3.5419972,"{""type"":""Point"",""coordinates"":[122.23533058263781,40.75364639999592]}"
1_00000000000000000086,39,36,38,55,61,202,202,47,49,1,5,17,-283,-147,40,0,-103,99,-27,1,-4,810,25,-21,-53,55,-79,42,-3,13,507,-116,20,1,-77,59,-18,-1,0.0,303.25,0.08833445,101358.0,0.006752667,158.66667,282.8333,3.5459974,"{""type"":""Point"",""coordinates"":[122.4328732184065,40.7859838008355]}"
1_00000000000000000088,46,46,50,71,70,202,202,55,58,1,54,14,815,-131,33,6,-91,55,-13,-2,-11,588,-52,-46,-54,20,-59,26,-2,10,565,-92,22,-19,-47,15,3,-1,1.8543341,300.41666,0.094167784,100202.0,0.0065453337,158.83333,282.28333,3.3119974,"{""type"":""Point"",""coordinates"":[122.78025056777312,40.75984455046021]}"
1_00000000000000000093,33,28,36,50,61,198,198,51,41,1,281,18,-109,-227,70,63,-26,32,-46,1,-16,4352,-52,-119,-8,-56,-88,28,-16,13,117,-125,24,28,-26,6,-2,0,4.4357677,281.25,0.13250113,93836.664,0.005794667,149.58333,277.89667,1.6879972,"{""type"":""Point"",""coordinates"":[124.79499281944841,40.72453738831902]}"
1_00000000000000000097,31,29,33,51,59,199,199,47,41,1,168,18,1179,-135,46,4,-77,74,-34,-3,-12,-85,-135,-166,-121,0,-95,0,0,14,554,-98,10,-6,-50,23,1,-1,1.5376667,288.25,0.12500112,96199.336,0.006165667,147.83333,279.04,1.7026639,"{""type"":""Point"",""coordinates"":[125.50618822376566,40.891089271766276]}"
1_0000000000000000009b,38,37,41,64,59,205,205,42,52,1,302,14,-38,-84,21,10,-58,37,5,0,-5,331,-6,-49,-7,21,-33,21,-1,11,82,-88,14,0,-57,34,2,0,2.6269832,290.75,0.069167785,96466.664,0.005648334,165.25,281.57,3.1653306,"{""type"":""Point"",""coordinates"":[119.70154450924038,41.050898994420734]}"
1_000000000000000000a2,37,36,37,52,51,203,203,41,45,1,64,11,-34,-93,28,-20,-40,43,-21,0,-6,-76,3,-63,5,12,-58,-9,0,9,63,-74,10,-8,-38,23,-7,0,0.0,299.25,0.06166778,100559.336,0.0065493337,164.0,282.90665,2.832664,"{""type"":""Point"",""coordinates"":[120.86225743165446,41.015056740153135]}"
1_000000000000000000a8,41,40,40,58,55,201,201,39,50,1,4,17,-204,-106,9,4,-86,52,-6,1,-8,1385,1,-67,-8,51,-59,9,-5,12,274,-77,2,0,-58,34,-6,0,0.92740995,300.91666,0.083334446,101324.0,0.006659667,160.25,282.63333,3.4233305,"{""type"":""Point"",""coordinates"":[122.10327876404106,41.05628558849329]}"
1_000000000000000000aa,31,28,27,65,54,200,200,34,44,1,7,17,386,-144,41,6,-108,98,-23,0,-7,1520,6,-81,-66,86,-64,13,-5,13,696,-119,6,7,-86,69,-18,-1,2.6229036,302.75,0.090834446,101332.0,0.0066673337,159.75,282.87,3.534664,"{""type"":""Point"",""coordinates"":[122.47383452068348,40.93366922772563]}"
1_000000000000000000ac,45,43,49,63,68,201,202,59,52,1,15,11,-120,-92,14,-16,-60,28,6,0,-7,839,-68,-72,-49,5,-54,-30,-3,8,64,-75,0,-8,-44,16,3,0,0.92740995,302.25,0.094167784,101280.0,0.0065783337,162.91667,283.03668,3.2879972,"{""type"":""Point"",""coordinates"":[122.72446721359451,40.972472325092724]}"
1_000000000000000000af,30,28,31,55,61,199,199,44,44,1,168,23,386,-167,58,-8,-69,37,19,0,-12,531,2,-69,-35,-14,-48,38,-2,17,-214,-141,24,-16,-69,28,27,1,6.3949914,294.33334,0.101667784,98815.336,0.006153667,163.33333,281.60333,2.6673305,"{""type"":""Point"",""coordinates"":[123.26399168645511,41.03472583489988]}"
1_000000000000000000c9,41,36,37,64,68,202,203,54,49,1,19,24,277,-124,42,-18,-77,40,-18,0,0,1655,39,-53,12,-40,-56,-11,-6,17,225,-92,15,-4,-49,18,-6,0,0.92740995,299.83334,0.06750111,101236.0,0.006174667,165.41667,283.34332,2.8099973,"{""type"":""Point"",""coordinates"":[121.18376307670894,41.13444025265704]}"
1_000000000000000000ca,46,45,48,56,62,203,203,52,53,1,22,9,780,-53,30,0,-43,28,-30,-2,-3,1160,-13,-47,-7,-22,-41,-2,-4,7,260,-37,12,0,-29,19,-15,0,0.0,297.75,0.07166778,101180.0,0.005918334,164.25,282.97665,2.8239973,"{""type"":""Point"",""coordinates"":[121.36513255295681,41.17648065738892]}"
1_000000000000000000cc,32,28,27,58,45,200,200,29,45,1,7,20,236,-135,32,-15,-103,61,-12,0,-12,1292,36,-66,-2,60,-78,-5,-5,16,-96,-113,1,-12,-86,45,-3,1,1.8543341,296.91666,0.07333445,101224.0,0.005882667,163.41667,282.72998,2.8159974,"{""type"":""Point"",""coordinates"":[121.60228984248431,41.241431923333415]}"
1_000000000000000000cd,51,49,51,60,75,203,203,60,55,1,7,13,256,-84,41,10,-34,50,-44,0,-1,3143,2,-75,-10,-14,-88,41,-11,8,308,-52,17,1,-16,20,-19,0,0.0,298.91666,0.08166778,101332.0,0.0064080004,162.0,282.61334,3.1553307,"{""type"":""Point"",""coordinates"":[121.89011143818108,41.20235236170102]}"
1_000000000000000000ce,40,36,37,46,31,189,189,24,47,1,5,9,563,-110,37,-15,-53,18,-19,-1,-10,1135,-14,-46,-29,33,-24,-10,-4,7,414,-84,20,-8,-34,8,-6,-1,0.92740995,300.91666,0.083334446,101324.0,0.006659667,160.25,282.63333,3.4233305,"{""type"":""Point"",""coordinates"":[122.09007536582186,41.13228650684822]}"
1_000000000000000000cf,43,42,45,54,51,201,202,35,48,1,5,12,-1617,-75,0,1,-70,65,-3,6,-10,1405,-40,-63,-43,24,-92,-31,-5,8,-1010,-59,-5,1,-43,42,-8,4,0.0,300.91666,0.083334446,101324.0,0.006659667,160.25,282.63333,3.4233305,"{""type"":""Point"",""coordinates"":[122.11406087038831,41.12743500490207]}"
1_000000000000000000d2,43,37,40,54,66,202,202,56,46,1,13,16,-389,-106,25,-17,-74,45,-12,2,-4,-255,-34,-108,-17,30,-66,-2,0,11,-206,-72,-3,-9,-44,21,2,1,0.92740995,302.25,0.094167784,101280.0,0.0065783337,162.91667,283.03668,3.2879972,"{""type"":""Point"",""coordinates"":[122.78510206971926,41.09266739398835]}"
1_000000000000000000d3,42,39,42,47,53,202,202,47,46,1,18,7,183,-77,29,1,-41,31,-26,0,-8,1569,-34,-82,-20,20,-51,13,-6,5,30,-56,13,-4,-22,18,-13,0,1.5423516,301.25,0.09333445,101156.0,0.0064890003,164.75,283.01666,3.0413306,"{""type"":""Point"",""coordinates"":[122.913649034888,41.20531766390155]}"
1_000000000000000000d4,42,39,42,50,52,201,201,43,45,1,25,7,28,-74,17,6,-33,46,-15,0,-9,863,-46,-86,-30,40,-20,21,-3,5,-14,-53,5,1,-16,23,-6,0,0.92740995,298.91666,0.09333445,100835.336,0.006399667,163.91667,282.47998,2.622664,"{""type"":""Point"",""coordinates"":[123.16131642559849,41.26056592595375]}"
1_000000000000000000d5,44,41,52,60,83,201,201,82,54,1,29,7,526,-57,23,12,-28,35,-18,-1,-4,-476,-109,-96,-66,25,-37,4,1,5,392,-45,8,2,-14,20,-5,-1,1.23316,298.91666,0.09333445,100835.336,0.006399667,163.91667,282.47998,2.622664,"{""type"":""Point"",""coordinates"":[123.22141173049577,41.235233772869115]}"
1_000000000000000000d6,38,35,33,53,49,201,201,35,46,1,54,15,220,-123,25,1,-41,19,-17,0,-13,610,-45,-114,-8,42,-20,-14,-2,11,-162,-96,3,-8,-35,14,2,1,1.2326052,289.91666,0.10166778,97662.664,0.005919334,164.0,280.81665,2.5073307,"{""type"":""Point"",""coordinates"":[123.40035991487161,41.20585721512902]}"
1_000000000000000000d7,35,28,27,34,45,202,202,40,31,1,112,12,374,-75,23,27,-61,49,-22,0,-3,4286,-96,-106,-3,20,-21,45,-16,8,626,-57,8,5,-35,19,-3,-2,2.7802885,284.0,0.11083445,96074.664,0.005576667,164.58333,279.76666,2.1553307,"{""type"":""Point"",""coordinates"":[123.6234977906871,41.23038227092298]}"
1_000000000000000000e3,39,37,43,55,74,199,199,61,48,1,505,20,-44,-104,-24,34,-3,2,-39,0,-15,1586,-238,-147,-53,-63,-23,13,-6,14,455,-81,-19,18,-13,3,-9,-1,2.6310291,281.41666,0.120001115,93392.664,0.005582667,145.33333,277.37665,1.6106639,"{""type"":""Point"",""coordinates"":[125.92336834102288,41.166510107433425]}"
1_000000000000000000e5,32,31,32,60,62,198,197,46,45,1,209,22,-812,-224,82,-37,-20,44,23,3,-16,390,-222,-247,-20,-57,-63,-5,-2,14,90,-144,6,7,-53,34,26,0,0.92740995,291.25,0.12083445,96398.0,0.0060580005,142.08333,279.0,1.5979972,"{""type"":""Point"",""coordinates"":[126.17507567728781,41.15627201141471]}"
1_000000000000000000ec,32,32,35,64,66,201,201,47,46,1,336,17,457,-123,58,-5,-60,51,-17,-1,1,2382,62,-46,-35,-21,-44,56,-8,16,576,-118,40,0,-61,41,-2,-1,5.24122,288.25,0.05583445,96855.336,0.005301334,161.41667,280.82,2.6839974,"{""type"":""Point"",""coordinates"":[120.47661207704715,41.41552414666206]}"
1_000000000000000000f3,38,36,35,61,53,202,202,41,49,1,8,21,-344,-136,18,-7,-71,16,-4,2,-7,761,49,-40,-24,35,-4,-3,-3,15,194,-94,0,-15,-71,17,0,0,1.8543341,296.58334,0.076667786,101296.0,0.0061193337,162.33333,282.37665,2.930664,"{""type"":""Point"",""coordinates"":[121.78365931873219,41.35785013363678]}"
1_000000000000000000f5,41,40,40,63,62,201,201,45,52,1,6,18,733,-124,22,-3,-107,66,-21,-2,-7,195,4,-48,-6,66,-39,35,0,13,758,-80,-7,7,-76,45,-7,-2,2.6365442,297.91666,0.08583445,101308.0,0.006509334,160.75,282.2,3.3713305,"{""type"":""Point"",""coordinates"":[122.22374583810095,41.32281943576091]}"
