system:index,B1,B2,B3,B4,B5,B6,B7,Built,DEM,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,Mean_EVI,Mean_NDBI,Mean_NDVI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
1_00000000000000000032,36,36,37,57,54,201,41,1,72,95,-73,-31,41,-1,18,-24,0,14,7,3,-292,9,-39,-74,-11,-49,1,1,-73,-73,-40,22,-5,10,-5,1,1.4492017,343.0,0.09833445,100552.0,0.009052667,151.33333,288.1,2.648664,"{""type"":""Point"",""coordinates"":[113.7581112744266,33.63036624014773]}"
1_00000000000000000035,34,32,30,57,43,199,29,1,66,494,-103,-28,41,-12,11,-18,-1,17,3,5,54,40,-35,-62,-6,-31,-29,-1,651,-101,-32,35,-21,-3,-1,-2,2.1626267,343.0,0.100834444,100687.336,0.009197667,153.66667,288.10333,2.2533305,"{""type"":""Point"",""coordinates"":[114.12462262641351,33.61635128553675]}"
1_00000000000000000037,34,33,31,59,51,200,38,1,56,671,-93,-57,67,-9,-1,-22,-2,20,7,7,-493,45,-79,-30,-5,-30,-11,2,571,-95,-67,60,-11,-15,-20,-2,0.0,343.41666,0.10250112,100769.336,0.009239667,153.5,288.14667,2.0919971,"{""type"":""Point"",""coordinates"":[114.28928385101412,33.65704504175049]}"
1_00000000000000000038,30,28,26,68,49,197,30,1,53,411,-159,-54,78,-26,21,-29,0,26,7,13,-36,59,-53,-66,3,-30,-49,0,520,-136,-64,68,-17,-9,-9,-1,1.4492183,343.75,0.105001114,100774.664,0.009258667,152.83333,288.15668,1.8066639,"{""type"":""Point"",""coordinates"":[114.440202126168,33.63198043472908]}"
1_00000000000000000039,36,37,33,62,56,202,44,1,54,641,-111,-46,47,-17,-1,-29,-2,17,12,6,270,28,-56,-48,-8,-47,-39,-1,366,-100,-55,44,-14,-12,-14,-1,1.4498678,343.91666,0.10583445,100762.664,0.009277667,152.58333,288.1733,1.7319973,"{""type"":""Point"",""coordinates"":[114.53398593952407,33.69719924673678]}"
1_0000000000000000003a,36,34,33,51,42,203,30,1,55,-277,-79,-9,14,-28,6,4,2,11,10,1,-363,3,-65,-42,2,-38,-38,1,-261,-75,-16,19,-26,-5,10,2,6.558482,344.41666,0.10750111,100778.664,0.009318334,152.5,288.22998,1.7193305,"{""type"":""Point"",""coordinates"":[114.63881940529058,33.618237485282364]}"
1_0000000000000000003b,29,25,20,60,39,196,23,1,50,679,-208,-2,54,-66,40,-28,-2,24,2,13,-387,84,-54,-42,24,-33,-51,1,500,-190,-15,46,-53,15,-2,-1,0.92740995,344.91666,0.11166778,100815.336,0.009362333,152.75,288.34332,1.8079972,"{""type"":""Point"",""coordinates"":[114.85468448728787,33.6357528342203]}"
1_0000000000000000003c,32,29,28,56,47,200,33,1,47,524,-119,-37,41,-27,3,-20,-1,21,6,8,75,50,-61,-27,-5,-34,-32,-1,653,-111,-30,10,-31,-5,-16,-2,0.92740995,345.08334,0.11416778,100838.664,0.009367334,153.0,288.4,1.8886639,"{""type"":""Point"",""coordinates"":[114.96760230326431,33.65246108586756]}"
1_0000000000000000003d,32,29,27,56,44,199,28,1,47,1048,-121,-36,37,-34,-4,-7,-4,20,6,8,-391,43,-52,-34,-8,-31,-40,1,1101,-114,-36,16,-34,-18,-2,-5,0.0,345.08334,0.11416778,100838.664,0.009367334,153.0,288.4,1.8886639,"{""type"":""Point"",""coordinates"":[114.9932064615132,33.664322294669724]}"
1_0000000000000000003f,30,26,23,57,42,199,23,1,43,238,-187,-45,73,-28,4,0,0,24,1,13,-609,67,-65,-45,1,-31,-49,2,460,-152,-57,55,-16,-28,19,-1,1.1144702,345.16666,0.11833445,100878.664,0.0092956675,154.5,288.52667,2.2159972,"{""type"":""Point"",""coordinates"":[115.29423145542924,33.68291674606259]}"
1_00000000000000000041,39,37,38,56,51,201,40,1,42,728,-77,-26,32,4,10,-31,-3,13,9,2,-128,-10,-45,-51,-12,-45,-18,0,572,-65,-31,22,2,-2,-19,-2,0.0,344.41666,0.116667785,100909.336,0.009153667,156.75,288.62665,2.5953305,"{""type"":""Point"",""coordinates"":[115.50470548425292,33.694773495763705]}"
1_00000000000000000045,34,32,31,64,50,199,33,1,37,-142,-148,-14,21,-46,24,-9,2,20,7,9,-735,60,-64,-24,75,-5,-51,3,-234,-127,-25,9,-32,0,0,2,1.8543341,343.08334,0.112501115,100954.0,0.009136001,162.08333,288.68665,2.922664,"{""type"":""Point"",""coordinates"":[116.01944181435742,33.7484031041335]}"
1_00000000000000000046,34,32,29,60,48,200,31,1,35,-884,-121,-38,36,-40,2,6,6,19,7,7,-301,60,-56,-31,57,-21,-60,1,-636,-115,-44,21,-24,-14,6,4,2.9946797,343.5,0.11583445,100977.336,0.009177667,162.08333,288.76334,2.8853307,"{""type"":""Point"",""coordinates"":[116.1698160791828,33.68103054631698]}"
1_00000000000000000047,34,31,30,60,51,200,34,1,35,128,-150,-30,52,-51,37,-11,0,20,9,9,-242,63,-63,-47,38,-27,-29,1,-12,-133,-36,31,-37,7,2,1,1.4497848,343.16666,0.115834445,100978.664,0.009176001,162.75,288.76334,2.8533306,"{""type"":""Point"",""coordinates"":[116.2627927952482,33.68884289136262]}"
1_00000000000000000048,41,41,42,63,57,201,46,1,30,-572,-76,-36,39,-14,42,-19,4,13,10,3,76,21,-45,-45,30,-45,-7,0,-640,-74,-46,28,-3,27,-18,4,1.4501394,342.5,0.11416778,101003.336,0.009138334,164.08333,288.74332,2.8053308,"{""type"":""Point"",""coordinates"":[116.3996961157911,33.72441759956701]}"
1_00000000000000000049,37,36,36,61,60,202,47,1,31,243,-102,-46,42,-52,52,-22,0,19,14,8,28,11,-46,-56,38,-34,-27,0,-46,-96,-56,28,-28,30,-23,1,1.1139021,342.66666,0.11583445,101005.336,0.009166667,164.0,288.77332,2.7513306,"{""type"":""Point"",""coordinates"":[116.48243027673672,33.63898568248404]}"
1_0000000000000000004a,41,41,41,66,69,203,56,1,30,83,-106,-63,55,-37,69,-49,0,21,14,9,-246,11,-33,-70,28,-45,-20,1,-232,-91,-69,38,-17,42,-36,2,2.7802885,342.33334,0.11583445,101018.664,0.009168333,164.66667,288.76666,2.682664,"{""type"":""Point"",""coordinates"":[116.58322379694881,33.64814913514887]}"
1_0000000000000000004b,41,40,40,61,60,201,44,1,33,-273,-89,-52,40,-12,48,-43,2,15,10,4,-227,28,-23,-35,-23,-36,9,0,-355,-83,-43,31,-15,32,-27,2,0.92740995,341.41666,0.120001115,101010.0,0.009127334,166.16667,288.68,2.488664,"{""type"":""Point"",""coordinates"":[116.70395841707193,33.764304258490085]}"
1_0000000000000000004c,39,36,37,63,55,199,38,1,33,-165,-108,-32,20,-28,24,-5,1,16,8,5,1020,53,-6,-94,3,-26,-3,-6,-53,-95,-37,11,-22,6,6,1,1.4503641,341.33334,0.123334445,101011.336,0.009118333,166.5,288.65665,2.4059973,"{""type"":""Point"",""coordinates"":[116.80717322915602,33.74705645561536]}"
1_0000000000000000004d,38,35,35,59,51,200,38,1,32,-9,-112,-33,30,-30,23,0,1,16,10,4,56,41,8,-42,12,-16,10,0,215,-96,-41,28,-34,11,13,0,1.1144091,341.5,0.12583445,101037.336,0.009146,166.5,288.69998,2.3819973,"{""type"":""Point"",""coordinates"":[116.97749305299345,33.67806524411644]}"
1_0000000000000000004e,34,32,31,60,48,199,33,1,28,-394,-112,-13,23,-11,14,-1,3,16,9,5,156,38,6,-43,8,13,12,-1,-138,-98,-25,21,-21,8,15,1,1.115065,341.25,0.12916778,101027.336,0.009091667,165.75,288.63333,2.2793305,"{""type"":""Point"",""coordinates"":[117.14323338004898,33.72872955028569]}"
1_0000000000000000004f,36,33,33,58,48,200,37,1,28,51,-122,-15,24,-26,21,-10,0,16,8,5,367,33,3,-25,-22,-7,24,-2,264,-106,-20,17,-27,11,2,0,2.1630964,341.75,0.12833445,101062.664,0.0091263335,165.75,288.71,2.3433306,"{""type"":""Point"",""coordinates"":[117.18500623871766,33.68695669161701]}"
1_00000000000000000050,35,34,34,63,54,199,32,1,26,181,-121,-53,44,-43,40,-2,0,21,10,9,0,33,30,-38,11,-2,29,0,478,-113,-53,40,-47,25,19,-1,1.4498651,342.08334,0.12916778,101089.336,0.009092667,164.16667,288.72333,2.3413308,"{""type"":""Point"",""coordinates"":[117.31948380828749,33.69692724157252]}"
1_00000000000000000052,44,44,45,59,51,200,44,1,22,874,-57,-23,18,14,-27,-10,-4,10,11,0,-198,48,13,-33,-42,-12,27,0,567,-47,-26,17,11,-12,-3,-2,1.4504641,342.08334,0.13250111,101115.336,0.009064667,162.75,288.65668,2.2633305,"{""type"":""Point"",""coordinates"":[117.55582954142326,33.75702700557087]}"
1_00000000000000000056,28,23,19,47,34,196,20,1,21,195,-100,-17,41,-5,-8,-11,0,15,7,3,-451,71,-33,-37,-12,5,15,1,-29,-90,-50,55,-21,8,8,1,2.7802885,342.83334,0.13000111,101154.0,0.009178334,160.83333,288.59,2.266664,"{""type"":""Point"",""coordinates"":[118.0452292593421,33.750556849942306]}"
1_0000000000000000005c,29,28,23,57,44,194,26,1,13,25,-123,-26,44,-13,3,-20,1,19,7,6,-748,79,-18,-12,5,-6,24,3,-411,-93,-45,43,-1,-11,15,3,0.0,342.33334,0.11666778,101240.0,0.009170334,163.0,288.53665,1.9753306,"{""type"":""Point"",""coordinates"":[118.81059382325662,33.626321835492256]}"
1_0000000000000000005d,30,26,23,60,39,194,23,1,9,-577,-121,-35,56,-16,7,-14,4,21,5,7,-694,100,-5,-23,-2,0,0,3,-556,-96,-49,48,-21,-4,9,4,1.449605,342.33334,0.11666778,101240.0,0.009170334,163.0,288.53665,1.9753306,"{""type"":""Point"",""coordinates"":[118.87042158209071,33.67078799119721]}"
1_00000000000000000060,37,39,44,68,73,199,57,1,6,-600,-73,-52,55,7,-16,-26,4,20,8,7,146,56,17,-26,-31,-59,34,-1,-475,-42,-59,56,23,-41,-2,3,2.226884,341.91666,0.116667785,101298.0,0.009258334,164.58333,288.44666,2.0113306,"{""type"":""Point"",""coordinates"":[119.26119044380837,33.63575283422029]}"
1_00000000000000000062,31,30,29,62,46,200,33,1,4,222,-139,4,11,-45,-1,-44,0,24,7,11,-558,60,22,-1,6,-40,32,2,89,-97,-1,15,-15,-36,-15,0,2.229394,341.58334,0.11750112,101328.0,0.009368001,164.5,288.28333,2.2253306,"{""type"":""Point"",""coordinates"":[119.56248744288865,33.732773954941166]}"
1_00000000000000000066,34,28,23,52,25,194,12,1,1,352,-121,-35,60,-21,26,-58,0,23,6,10,-570,57,55,-51,-5,-46,40,2,320,-82,-41,50,-19,1,-26,0,0.92740995,342.41666,0.12500112,101561.336,0.009535001,163.5,288.20334,2.7226639,"{""type"":""Point"",""coordinates"":[119.943548841613,33.626321835492256]}"
1_00000000000000000084,32,29,27,59,43,200,29,1,66,203,-104,-63,59,-18,25,-8,0,18,5,5,338,40,-33,-57,-23,-27,-32,-2,586,-98,-60,44,-31,0,18,-2,1.4505836,342.16666,0.09416778,100642.0,0.009074334,153.5,288.04,2.6853306,"{""type"":""Point"",""coordinates"":[113.80688938085022,33.76888375527197]}"
1_00000000000000000085,36,35,34,58,55,200,39,1,66,263,-83,-41,27,-8,27,-31,0,17,7,4,370,25,-64,-65,-26,-35,-18,-2,397,-76,-40,15,-21,9,-6,-1,0.92740995,342.0,0.09500112,100652.664,0.009108667,154.41667,288.02332,2.5979974,"{""type"":""Point"",""coordinates"":[113.97128305938763,33.731694852486235]}"
1_00000000000000000087,34,31,30,54,47,201,37,1,57,465,-113,-40,40,-13,21,-35,-1,16,5,4,538,29,-36,-51,-22,-50,-9,-3,608,-96,-45,35,-20,3,-4,-2,1.8543341,342.08334,0.09666778,100726.664,0.009218001,155.08333,287.99997,2.184664,"{""type"":""Point"",""coordinates"":[114.20924298710476,33.822785368806024]}"
1_00000000000000000089,37,35,36,57,51,202,43,1,56,89,-112,-31,26,-27,27,-31,0,14,7,3,-300,12,-54,-38,-20,-29,-28,1,225,-99,-19,23,-22,16,-26,0,2.2325687,342.58334,0.09916779,100721.336,0.009254667,153.91667,288.00665,1.8486639,"{""type"":""Point"",""coordinates"":[114.43562262938612,33.85485522358241]}"
1_0000000000000000008c,33,31,29,62,50,199,34,1,52,149,-149,-54,52,-41,40,-35,0,20,6,8,47,60,-37,-40,-14,-26,-42,0,366,-124,-55,44,-47,20,-14,-1,0.92740995,344.08334,0.10750111,100786.664,0.009374001,153.33333,288.19998,1.8233305,"{""type"":""Point"",""coordinates"":[114.84471393733239,33.851617916217606]}"
1_0000000000000000008e,30,26,22,59,42,198,24,1,49,432,-172,-27,27,-69,28,-20,-1,24,3,11,-288,91,-67,-34,6,-30,-50,0,749,-143,-24,7,-69,3,2,-3,0.0,344.58334,0.11166778,100824.664,0.009376001,153.33333,288.31665,1.8846639,"{""type"":""Point"",""coordinates"":[114.99482065609453,33.779933407682414]}"
1_0000000000000000008f,30,28,27,57,47,199,34,1,43,742,-110,-32,56,-19,-15,1,-3,20,5,9,35,64,-48,-52,-16,-16,-41,0,852,-98,-43,38,-23,-35,13,-3,2.9952667,344.25,0.11000112,100866.664,0.009337334,155.0,288.36334,2.2166638,"{""type"":""Point"",""coordinates"":[115.21095774325615,33.802839809793966]}"
1_00000000000000000090,30,27,26,58,46,199,32,1,44,183,-123,-16,49,-14,11,-2,0,21,6,9,123,60,-54,-47,-46,-34,-44,-1,311,-125,-25,44,-25,-7,8,0,2.416655,344.08334,0.108334444,100888.664,0.009294667,155.75,288.4,2.342664,"{""type"":""Point"",""coordinates"":[115.306895302421,33.833295469989]}"
1_00000000000000000091,40,38,41,59,53,201,42,1,44,349,-74,-24,27,-3,24,-32,-1,13,8,2,-235,25,-47,-25,-10,-36,-27,0,299,-67,-29,26,0,5,-19,0,2.9953191,344.08334,0.108334444,100888.664,0.009294667,155.75,288.4,2.342664,"{""type"":""Point"",""coordinates"":[115.37265366565619,33.813621916141194]}"
1_00000000000000000092,38,33,33,37,32,199,27,1,45,9,-57,-2,3,6,24,-20,0,6,8,-2,-632,-18,-51,-27,-11,-38,-4,3,31,-50,-6,9,7,11,-12,0,0.92740995,343.66666,0.10750111,100875.336,0.009230333,156.58333,288.41998,2.474664,"{""type"":""Point"",""coordinates"":[115.48260617943203,33.8610533740467]}"
1_00000000000000000093,33,33,35,58,57,200,42,1,41,493,-107,-67,81,-28,62,-65,-1,22,7,10,-463,15,-15,-94,-25,-57,4,1,271,-88,-72,59,-15,20,-39,0,1.8543341,343.16666,0.109167784,100897.336,0.009166334,158.83333,288.47998,2.748664,"{""type"":""Point"",""coordinates"":[115.67152045466231,33.8235924660967]}"
1_00000000000000000094,39,35,35,47,41,201,33,1,43,244,-67,-4,5,-8,-12,12,0,9,6,-1,-160,27,-44,-24,-12,-8,-16,0,155,-63,-6,6,-4,-19,13,0,1.1170571,342.91666,0.10833445,100909.336,0.009135334,160.08333,288.50998,2.8619974,"{""type"":""Point"",""coordinates"":[115.7728535261019,33.88126202002091]}"
1_00000000000000000096,43,40,39,58,60,200,44,1,34,-201,-126,-50,56,-28,121,-69,2,20,6,8,-229,37,-31,-66,-24,-39,11,0,79,-98,-56,41,-12,73,-37,0,3.8684866,342.58334,0.108334444,100943.336,0.009111334,162.5,288.62668,2.9239974,"{""type"":""Point"",""coordinates"":[116.06282886760748,33.84110781503463]}"
1_00000000000000000097,36,35,34,60,53,200,39,1,37,370,-132,-21,42,-36,46,-39,-1,18,9,7,-1071,56,-63,-30,52,-18,-26,5,155,-115,-30,26,-19,18,-21,0,1.8543341,343.08334,0.112501115,100954.0,0.009136001,162.08333,288.68665,2.922664,"{""type"":""Point"",""coordinates"":[116.08276996751846,33.79260171377525]}"
1_00000000000000000098,40,37,38,62,57,199,40,1,36,-167,-106,-38,38,-19,50,-47,2,17,8,6,-673,34,-24,-41,9,-7,-5,3,51,-97,-44,27,-16,26,-24,0,1.4518274,342.25,0.11000112,100967.336,0.009102,163.75,288.68,2.8559973,"{""type"":""Point"",""coordinates"":[116.27680774985916,33.89285122365882]}"
1_00000000000000000099,34,31,26,63,47,198,30,1,33,458,-105,-18,-8,-23,0,-35,-1,19,7,7,-1225,37,-66,10,-18,39,-3,6,889,-87,-17,-29,-22,-31,-10,-4,1.1161098,341.66666,0.112501115,100980.664,0.009092,165.0,288.69666,2.7293308,"{""type"":""Point"",""coordinates"":[116.40077521824603,33.808770414195045]}"
1_0000000000000000009c,37,35,36,66,52,200,38,1,33,285,-124,-49,40,-53,34,-8,0,18,8,7,52,40,-11,-47,7,-14,0,0,429,-104,-53,27,-47,13,8,-1,1.4510986,341.16666,0.120001115,101009.336,0.009088334,166.08333,288.63998,2.4666638,"{""type"":""Point"",""coordinates"":[116.78399482188024,33.820359617832956]}"
1_0000000000000000009d,38,35,36,62,51,201,34,1,32,-136,-110,-36,18,-27,24,-10,1,19,7,6,565,37,-9,-54,-2,-24,11,-3,29,-98,-42,12,-29,8,8,0,1.115965,341.33334,0.123334445,101011.336,0.009118333,166.5,288.65665,2.4059973,"{""type"":""Point"",""coordinates"":[116.81094562864723,33.7977207617846]}"
1_0000000000000000009f,36,34,35,57,51,200,40,1,42,-277,-95,-19,13,-39,28,-1,2,15,10,4,-257,33,-21,-18,26,-3,17,1,-149,-91,-27,18,-39,20,10,1,1.451478,340.58334,0.12750112,100917.336,0.009050667,166.0,288.52667,2.266664,"{""type"":""Point"",""coordinates"":[117.04028611402806,33.85808807184616]}"
1_000000000000000000a0,36,35,35,64,55,200,40,1,33,-551,-126,-8,21,-27,29,-7,4,18,9,7,214,42,-25,-16,-4,7,22,-1,-293,-110,-23,14,-36,18,10,2,0.0,341.25,0.13000111,101064.0,0.009066334,164.75,288.5833,2.218664,"{""type"":""Point"",""coordinates"":[117.21788319078472,33.82170626635109]}"
1_000000000000000000a1,30,26,22,62,40,197,23,1,27,-183,-176,-14,42,-46,35,-5,2,25,3,11,-131,75,-11,-22,10,-8,-8,0,-26,-163,-30,31,-45,23,14,1,1.8543341,341.5,0.12916778,101113.336,0.009063,164.0,288.60333,2.2079973,"{""type"":""Point"",""coordinates"":[117.35478651132762,33.81739431563241]}"
1_000000000000000000a2,36,33,31,62,45,196,31,1,25,-50,-138,-1,22,11,30,-34,1,19,7,6,-180,69,18,-32,-7,9,19,0,358,-107,-19,32,14,0,-1,-1,0.92740995,341.5,0.13166778,101102.0,0.009043334,163.25,288.59,2.1979973,"{""type"":""Point"",""coordinates"":[117.45719422612105,33.83706786948022]}"
1_000000000000000000a4,33,32,33,54,49,199,38,1,27,603,-80,-28,30,17,-8,-10,-2,16,11,4,324,41,13,-57,-27,-13,-4,-2,431,-70,-37,20,-9,3,-2,-1,2.2320395,342.0,0.13416779,101104.0,0.009089667,162.16667,288.55667,2.230664,"{""type"":""Point"",""coordinates"":[117.73692701250685,33.83437011334288]}"
1_000000000000000000a6,32,31,28,54,46,196,31,1,25,-631,-91,-33,36,14,17,-28,4,18,10,5,55,67,-21,-23,-38,-2,6,0,-424,-78,-42,42,-15,25,-16,3,0.92740995,342.16666,0.13333446,101129.336,0.009124001,161.66667,288.54333,2.2326639,"{""type"":""Point"",""coordinates"":[117.94659394403988,33.81577566195001]}"
1_000000000000000000a9,29,25,22,53,40,196,24,1,20,355,-101,-36,65,7,0,-25,0,19,8,7,117,78,-3,-37,-13,0,4,-1,-107,-94,-69,65,-9,20,-1,1,3.7047918,342.0,0.123334445,101142.0,0.009122667,161.75,288.49332,2.1899972,"{""type"":""Point"",""coordinates"":[118.27969325183335,33.8888112781044]}"
1_000000000000000000b0,30,27,23,67,38,195,23,1,11,-445,-102,-16,24,8,-28,9,3,19,7,7,-637,94,19,-2,24,-45,33,3,-430,-81,-19,36,23,-52,41,3,2.4155056,341.16666,0.116667785,101262.0,0.009164667,165.25,288.43,1.9493306,"{""type"":""Point"",""coordinates"":[119.14315357982262,33.78559200691923]}"
1_000000000000000000b1,34,31,29,63,41,201,24,1,9,-352,-96,-5,13,-20,-29,-7,3,20,7,6,-266,87,-9,-3,-2,-38,13,0,-404,-68,-20,22,-15,-51,22,3,1.116291,340.83334,0.11750111,101294.0,0.009202334,165.75,288.35666,2.008664,"{""type"":""Point"",""coordinates"":[119.29110655277596,33.822785368806024]}"
1_000000000000000000b6,30,26,20,61,32,194,15,1,-1,-80,-197,-22,53,-68,28,-26,1,24,0,11,89,135,44,-14,-5,-59,-35,-1,-88,-150,-24,34,-51,-9,2,1,1.4512519,341.16666,0.12333445,101410.0,0.009528,165.33333,288.07333,2.764664,"{""type"":""Point"",""coordinates"":[119.92630103873825,33.835449215797816]}"
1_000000000000000000c2,29,27,29,49,48,196,38,1,854,189,-86,0,25,-17,-17,33,0,13,8,4,-671,30,19,17,-10,-5,-9,3,236,-103,3,6,-39,-19,33,0,3.8238158,304.83334,0.09833445,88060.664,0.0069620004,165.33333,282.71667,1.5246639,"{""type"":""Point"",""coordinates"":[111.58140109518699,33.84703841943571]}"
1_000000000000000000d1,34,32,33,64,54,201,41,1,96,-46,-96,-37,11,-9,-1,42,1,15,7,3,103,18,-35,-41,-23,-32,-4,-1,-185,-88,-55,16,-26,1,50,1,2.902531,343.83334,0.083334446,100260.0,0.008875,146.16667,288.06665,2.6079972,"{""type"":""Point"",""coordinates"":[113.33015350992316,33.92950503431815]}"
1_000000000000000000d2,32,28,25,53,41,200,28,1,88,383,-133,-20,11,-55,10,38,-1,18,4,4,96,32,-37,-36,-5,-12,-16,-1,266,-118,-40,5,-61,-10,69,0,2.9014914,343.58334,0.087501116,100324.0,0.008922334,147.41667,288.04333,2.6613307,"{""type"":""Point"",""coordinates"":[113.46732437652929,33.87776162569396]}"
1_000000000000000000d4,36,32,33,55,49,201,39,1,78,371,-65,-44,18,-31,37,-17,-1,10,9,-1,663,28,-18,-35,-20,-47,1,-4,412,-63,-41,10,-38,18,1,-1,1.1183583,341.0,0.083334446,100517.336,0.008957334,154.0,287.91998,2.8553305,"{""type"":""Point"",""coordinates"":[113.75784372836338,33.98043688655061]}"
1_000000000000000000d8,33,31,30,57,50,200,38,1,57,581,-121,-47,45,-22,28,-44,-2,18,6,5,-73,44,-44,-57,-18,-36,-29,0,438,-103,-51,41,-20,5,-10,-1,0.92740995,342.08334,0.09666778,100726.664,0.009218001,155.08333,287.99997,2.184664,"{""type"":""Point"",""coordinates"":[114.22514414146136,33.89878182805991]}"
1_000000000000000000da,35,32,31,62,49,200,36,1,60,103,-168,-33,52,-59,41,-40,0,21,4,8,-98,68,-57,-61,-7,-35,-61,0,128,-128,-39,51,-49,10,-4,0,0.0,342.16666,0.09666778,100694.664,0.009239334,154.41667,287.94998,1.9446639,"{""type"":""Point"",""coordinates"":[114.46930667874385,33.92842593186322]}"
1_000000000000000000dd,31,30,26,59,45,199,32,1,53,514,-141,-35,39,-53,39,-57,-1,18,1,6,-387,76,-39,-51,-20,-23,-41,1,560,-117,-44,35,-44,13,-42,-2,1.4529417,342.91666,0.09833445,100734.664,0.009352667,153.5,288.03333,1.9139973,"{""type"":""Point"",""coordinates"":[114.7606331278686,34.00307574259895]}"
