system:index,B1,B10,B11,B2,B3,B4,B5,B6,B7,B8,B9,Built,DEM,EVI,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,NDBI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
000000000000000003a9,34,197,194,28,22,17,62,39,20,20,0,0,533,35,-856,-268,6,47,-13,-80,85,4,-22,498,173,-20,-16,42,67,-24,-2,21,-1038,-183,-25,65,27,-53,51,4,9.143484,320.5,0.076667786,92149.336,0.0069233337,151.75,284.88333,2.1533306,"{""type"":""Point"",""coordinates"":[111.90291119934254,34.77598510549589]}"
000000000000000003d6,34,197,194,28,22,17,62,39,20,20,0,0,533,35,-856,-268,6,47,-13,-80,85,4,-22,498,173,-20,-16,42,67,-24,-2,21,-1038,-183,-25,65,27,-53,51,4,9.143484,320.5,0.076667786,92149.336,0.0069233337,151.75,284.88333,2.1533306,"{""type"":""Point"",""coordinates"":[111.90291119934254,34.77598510549589]}"
000000000000000025c3,46,205,201,44,47,48,84,77,62,58,0,1,544,22,389,-101,2,5,-44,2,4,0,-12,200,81,-13,-1,62,12,4,-1,14,-120,-52,-10,22,4,1,3,0,3.872202,320.5,0.076667786,92149.336,0.0069233337,151.75,284.88333,2.1533306,"{""type"":""Point"",""coordinates"":[111.90533695031561,34.80347546349038]}"
00000000000000001163,33,185,184,26,21,15,35,26,13,18,0,0,505,36,-401,-255,-43,65,23,-89,40,2,-23,-504,21,-11,-30,26,45,-12,0,18,-1013,-148,-106,63,44,-111,27,4,27.459185,341.08334,0.076667786,97081.336,0.008335667,143.08333,287.40332,1.7433306,"{""type"":""Point"",""coordinates"":[111.24588049552149,32.92536452719372]}"
00000000000000000195,36,198,196,30,25,20,80,44,25,22,0,0,75,49,2982,-115,-58,136,55,76,-169,-8,-24,-1351,15,15,-112,-57,-32,127,3,27,2119,-60,-49,98,14,20,-87,-6,7.289607,346.5,0.076667786,100435.336,0.008018333,148.58333,289.44666,2.1359973,"{""type"":""Point"",""coordinates"":[113.91334150029914,35.20421041606251]}"
00000000000000000726,48,204,201,44,37,35,65,64,62,38,0,1,75,34,-515,-126,-29,40,-20,44,-59,2,-11,1117,1,-9,-9,-29,13,15,-4,16,266,-66,-33,20,-19,17,-29,0,1.1332496,346.75,0.076667786,100430.664,0.008046,148.66667,289.46332,2.1119971,"{""type"":""Point"",""coordinates"":[113.9521490567673,35.08212914742126]}"
0000000000000000072a,50,203,201,47,46,50,68,69,59,44,0,1,78,17,-295,-62,2,25,17,18,-44,1,-8,479,-21,-16,-6,-16,6,23,-1,9,194,-42,-9,12,7,4,-21,0,0.92740995,346.75,0.076667786,100430.664,0.008046,148.66667,289.46332,2.1119971,"{""type"":""Point"",""coordinates"":[113.95592145625851,35.058955199246505]}"
0000000000000000229a,45,202,199,40,34,32,48,39,31,33,0,1,78,22,1798,-112,-8,47,20,-3,-46,-5,-15,188,13,0,-13,2,19,22,-1,12,1716,-68,-16,32,9,-9,-32,-5,0.0,346.75,0.076667786,100430.664,0.008046,148.66667,289.46332,2.1119971,"{""type"":""Point"",""coordinates"":[113.96697110866894,35.05922274530971]}"
00000000000000002458,43,203,200,38,36,41,67,62,51,33,0,1,78,23,953,-106,-11,48,9,30,-46,-2,-10,240,-14,-16,-13,-19,12,24,-1,13,874,-74,-19,21,1,9,-32,-2,1.4637218,346.75,0.076667786,100430.664,0.008046,148.66667,289.46332,2.1119971,"{""type"":""Point"",""coordinates"":[113.95915430452226,35.03712789958988]}"
00000000000000000507,34,196,194,28,25,19,83,32,16,23,0,0,57,54,1052,-139,-80,198,-10,94,-99,-1,-34,-1479,66,48,-71,26,19,5,4,30,303,-93,-81,169,-27,33,-24,0,2.7802885,341.58334,0.076667786,100562.664,0.008147334,150.41667,288.46,2.536664,"{""type"":""Point"",""coordinates"":[114.86627369092581,35.30284573136472]}"
