system:index,B1,B10,B11,B2,B3,B4,B5,B6,B7,B8,B9,Built,DEM,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,Mean_EVI,Mean_NDBI,Mean_NDVI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
00000000000000000c2b,33,198,195,28,23,17,76,33,15,21,0,0,49,844,-168,-24,29,-119,66,-36,-1,42,-16,17,-887,127,38,-4,37,-42,11,2,61,-94,-25,38,-79,25,-11,0,7.5520253,364.875,0.16125111,100574.0,0.011466,144.25,290.79498,3.1089973,"{""type"":""Point"",""coordinates"":[116.42556782010317,30.5535463813606]}"
00000000000000000790,35,199,197,30,27,24,71,51,33,30,0,1,40,1052,-155,-15,35,-55,3,-5,-2,38,-12,15,-436,92,17,1,14,0,0,0,795,-83,-28,43,-29,-13,-2,-1,1.0758147,367.25,0.16125111,100681.0,0.011903,144.0,291.18,3.2159972,"{""type"":""Point"",""coordinates"":[116.38218076685317,30.454911066058365]}"
00000000000000000bb6,33,196,193,27,21,16,53,30,15,21,0,0,46,1009,-136,3,32,-77,3,0,-1,45,-17,17,-568,63,16,8,35,-9,2,1,237,-59,-13,49,-54,-20,7,0,4.2540035,367.25,0.16125111,100681.0,0.011903,144.0,291.18,3.2159972,"{""type"":""Point"",""coordinates"":[116.39942856972786,30.465688713304548]}"
0000000000000000078d,43,201,199,39,30,27,49,47,39,32,0,1,57,-529,-102,21,11,-54,7,7,2,34,-9,11,-664,46,49,62,8,19,7,1,-230,-51,21,31,-25,-1,-12,1,3.7224612,357.75,0.16125111,98881.0,0.010839,144.875,289.66998,2.9479973,"{""type"":""Point"",""coordinates"":[116.48970752965596,30.62253313375845]}"
0000000000000000186b,32,192,191,26,19,14,33,32,16,17,1,0,342,-165,-305,-12,53,-105,39,46,1,34,-15,14,917,130,-16,-43,52,0,-67,-3,-389,-226,-66,55,-108,19,59,2,22.971083,310.125,0.058751117,98876.0,0.0063555003,164.875,285.69,2.0079973,"{""type"":""Point"",""coordinates"":[116.0170160633844,39.89853796827976]}"
0000000000000000165a,34,199,197,28,23,17,85,40,19,21,0,0,15,1852,-257,-143,217,-85,68,-28,-4,41,-14,20,-691,147,68,-140,12,-49,10,1,990,-181,-115,155,-74,26,29,-2,2.7802885,328.5,0.058751117,101524.0,0.007826501,162.625,287.525,2.3629973,"{""type"":""Point"",""coordinates"":[116.44416227149607,37.82801236242586]}"
0000000000000000120d,41,204,201,37,33,34,56,47,38,37,0,1,59,-74,-119,6,25,-46,-2,-11,0,17,-8,8,394,58,-26,-19,7,-34,-10,-1,326,-85,-18,26,-34,-15,2,0,1.8543341,329.125,0.058751117,100745.0,0.0072740004,153.625,287.635,2.1979973,"{""type"":""Point"",""coordinates"":[114.80833213183736,38.085110751864384]}"
000000000000000017d7,36,202,200,30,24,22,79,41,23,24,0,0,40,1021,-116,-41,195,14,118,-189,-1,49,-15,24,-1219,52,31,-168,-94,-56,97,3,1544,-116,-26,124,-8,51,-121,-3,3.6051183,337.375,0.058751117,101368.0,0.008405,159.0,288.38,2.5529974,"{""type"":""Point"",""coordinates"":[115.88253849381452,36.236648378472104]}"
000000000000000011fc,44,206,203,41,40,43,60,51,43,38,0,1,56,72,-93,-2,41,-12,6,-28,0,16,-9,7,375,42,-8,-30,13,-24,8,-1,123,-53,-22,32,-7,-12,-13,0,0.92740995,329.5,0.058751117,100756.0,0.0072950004,154.375,287.745,2.2629972,"{""type"":""Point"",""coordinates"":[114.81857022785603,37.97677243266986]}"
000000000000000017bc,30,185,185,24,19,18,57,39,24,17,1,0,1146,225,-144,29,36,-94,-42,85,0,46,-19,21,487,98,-9,-30,34,-22,-64,-2,828,-77,-9,35,-89,-82,86,-1,34.440235,283.75,0.058751117,91684.0,0.005166501,160.625,280.065,1.9439973,"{""type"":""Point"",""coordinates"":[117.6250882989854,40.841499608950905]}"
000000000000000002f9,42,205,202,37,36,43,70,72,62,40,0,1,9,199,-109,-4,9,-52,24,-29,0,20,-4,11,902,24,-6,-24,34,-70,32,-3,533,-79,-18,-1,-38,-11,11,-1,0.0,327.75,0.058751117,101644.0,0.007877501,163.875,287.31,2.3499973,"{""type"":""Point"",""coordinates"":[117.66524250397168,37.653920139097224]}"
000000000000000003fc,45,204,202,41,40,45,79,74,58,54,0,1,8,154,-122,-11,18,-66,30,-23,0,23,-6,12,1186,35,0,-17,43,-64,20,-4,772,-81,-32,9,-46,-11,19,-1,1.1715031,327.75,0.058751117,101644.0,0.007877501,163.875,287.31,2.3499973,"{""type"":""Point"",""coordinates"":[117.68087611226504,37.66469778634341]}"
00000000000000001e23,34,198,197,28,24,19,86,44,21,22,0,0,8,-5452,-415,134,-51,-93,53,6,19,45,-14,21,1729,180,-4,-44,36,-31,-36,-6,910,-191,-44,33,-74,-78,107,-1,0.92740995,327.75,0.058751117,101644.0,0.007877501,163.875,287.31,2.3499973,"{""type"":""Point"",""coordinates"":[117.64745514986946,37.619692079410974]}"
00000000000000000db0,41,193,192,37,36,32,23,7,5,35,0,0,24,458,-116,-97,-18,-22,75,3,-1,0,-14,0,-210,27,-80,-40,-37,7,3,0,1454,-79,-70,-32,-6,41,13,-5,2.9888194,354.5,0.16125113,101299.0,0.009894,151.75,289.75,2.2369971,"{""type"":""Point"",""coordinates"":[115.62139569972054,32.41575170419961]}"
0000000000000000171f,35,200,196,29,27,22,84,50,28,21,0,0,42,840,-253,14,7,-31,30,-42,-1,42,-13,18,117,110,-19,-42,-23,-26,-42,0,659,-185,20,11,-20,-9,-42,-1,4.3870687,354.5,0.16125113,101299.0,0.009894,151.75,289.75,2.2369971,"{""type"":""Point"",""coordinates"":[115.6744857568629,32.434346155592486]}"
00000000000000000dba,35,193,191,30,25,23,46,29,15,25,0,0,21,3594,-301,68,-58,-145,116,-54,-10,34,-15,16,-238,132,-102,-58,24,-61,3,0,3208,-237,46,-52,-121,39,-22,-9,0.92740995,355.125,0.16125113,101150.0,0.009968501,152.875,289.82,2.0269973,"{""type"":""Point"",""coordinates"":[116.0676803695536,32.36751314900343]}"
00000000000000000dbc,34,198,196,28,25,21,74,34,14,24,0,0,22,792,-219,-55,53,-159,178,-114,-1,38,-14,18,1842,125,-41,-48,45,-165,-22,-6,470,-147,-28,39,-100,94,-75,0,4.3852124,355.125,0.16125113,101150.0,0.009968501,152.875,289.82,2.0269973,"{""type"":""Point"",""coordinates"":[116.08358152391023,32.3960781503518]}"
00000000000000001e30,41,186,186,36,31,27,15,10,8,28,0,0,1,-338,-43,12,-4,-8,13,-3,0,-14,-11,-6,2169,0,3,-51,14,-59,0,-8,-747,-29,68,-2,7,18,-29,1,1.8543341,322.375,0.06750111,101740.0,0.0078955,169.0,286.985,3.2529974,"{""type"":""Point"",""coordinates"":[117.55825529239634,38.61816952819753]}"
000000000000000013d0,39,204,202,34,30,28,55,41,29,29,0,1,137,-139,-159,-14,3,-109,17,2,1,27,-10,11,242,39,2,-23,11,6,-38,-1,-470,-85,-16,-15,-78,-13,-10,2,1.8543341,346.375,0.06750111,100336.0,0.0084705,159.875,290.01,2.0569973,"{""type"":""Point"",""coordinates"":[113.40049136994023,34.80616876052667]}"
00000000000000001c2b,39,203,200,35,33,36,70,63,50,34,0,0,5,773,-162,-14,51,-108,65,-21,-1,26,-6,13,1125,78,-14,-51,13,-79,16,-3,935,-122,-26,39,-98,29,1,-2,3.991318,326.5,0.06750111,101627.0,0.0076875007,164.75,287.59497,2.5809975,"{""type"":""Point"",""coordinates"":[116.98665650565827,38.2141972682606]}"
000000000000000003ab,43,204,201,39,39,43,75,68,55,40,0,1,34,341,-132,-13,44,-16,29,-53,0,28,-8,14,-163,34,30,-6,-17,-19,5,0,337,-108,-18,31,-52,22,-31,0,0.92740995,334.5,0.06750111,101383.0,0.008338001,161.875,288.16498,2.7169971,"{""type"":""Point"",""coordinates"":[116.0900472204377,36.66891363459314]}"
0000000000000000150d,39,203,200,34,31,30,77,63,48,33,0,1,67,-744,-177,-3,19,-43,17,-13,3,33,-9,14,567,80,-14,12,14,-60,47,-2,-637,-137,-20,0,-37,-29,28,2,0.92740995,344.5,0.06750111,100687.0,0.008737001,157.875,289.24,2.2599974,"{""type"":""Point"",""coordinates"":[114.86573413969833,34.7061867967063]}"
000000000000000018bb,37,202,200,32,31,31,84,54,40,21,0,0,68,-1726,-219,30,28,-48,80,-71,6,36,-10,15,437,109,-32,1,-11,-51,48,-1,-592,-147,6,0,-38,-2,5,2,1.4607167,344.5,0.06750111,100687.0,0.008737001,157.875,289.24,2.2599974,"{""type"":""Point"",""coordinates"":[114.81668402811043,34.75469735706673]}"
000000000000000011ea,39,205,202,35,33,41,61,71,64,36,0,1,13,67,-77,-6,25,-14,13,-22,0,17,-3,8,1071,18,-10,-4,-16,-54,14,-3,640,-71,-15,23,-32,-3,-6,-1,0.0,326.625,0.06750111,101625.0,0.0077235,164.875,287.565,2.5119972,"{""type"":""Point"",""coordinates"":[116.98449830074838,38.137928803842456]}"
00000000000000001a4e,35,202,199,30,27,23,77,48,28,26,0,0,9,-276,-112,-56,124,-65,23,-40,2,35,-10,16,2132,63,33,-101,-1,-41,14,-7,308,-84,-62,92,-52,-17,-6,0,1.500504,326.625,0.06750111,101625.0,0.0077235,164.875,287.565,2.5119972,"{""type"":""Point"",""coordinates"":[116.91982349906922,38.183206515939155]}"
00000000000000001aec,35,202,199,29,25,19,70,46,26,22,0,0,292,-878,-144,-15,32,-137,72,-12,3,23,-7,10,474,114,-5,-25,46,-51,-30,-1,226,-87,-42,53,-140,58,-7,0,0.0,326.875,0.06750111,96344.0,0.0070240004,151.5,286.84,2.9329972,"{""type"":""Point"",""coordinates"":[114.13621183005144,36.55734692623592]}"
00000000000000001852,34,199,197,28,23,19,84,38,19,22,0,0,69,2622,-142,-101,178,32,51,-138,-6,49,-18,22,-1501,53,75,-119,-72,-25,53,4,2717,-88,-99,130,-15,14,-93,-7,0.92740995,338.875,0.06750111,99699.0,0.0075950003,148.75,288.47998,2.7879972,"{""type"":""Point"",""coordinates"":[114.46499472802516,36.18894491540234]}"
0000000000000000059e,42,201,199,38,31,29,57,47,31,29,1,1,109,146,-102,-21,1,-39,-29,9,0,22,-8,8,576,-4,0,-19,-11,-7,-45,-2,40,-40,-26,-5,-19,-38,-5,0,2.257564,346.875,0.06750111,100401.0,0.008407,157.875,289.965,1.9559972,"{""type"":""Point"",""coordinates"":[113.62471280731171,34.79000006010686]}"
000000000000000014a1,37,205,202,32,31,30,77,55,34,31,0,1,77,96,-133,-32,24,-111,-2,-7,0,31,-11,14,773,76,-20,7,28,-11,-40,-3,570,-84,-51,35,-110,-14,-22,-1,1.8543341,339.0,0.06750111,99610.0,0.0076125003,149.375,288.565,2.7319973,"{""type"":""Point"",""coordinates"":[114.3550422142493,36.13747351194241]}"
00000000000000001ba3,37,204,201,32,30,25,71,56,34,27,0,0,74,2163,-129,-30,49,-8,-18,-58,-5,39,-14,16,-1634,61,0,-16,-60,32,5,4,1652,-75,-58,43,-24,-33,-39,-4,0.92740995,339.0,0.06750111,99610.0,0.0076125003,149.375,288.565,2.7319973,"{""type"":""Point"",""coordinates"":[114.38306766437019,36.182207213710576]}"
00000000000000001daf,39,207,203,34,31,29,77,59,38,27,0,0,74,39,-170,-16,46,-100,49,-9,1,33,-9,14,389,87,-10,-15,2,-34,-36,-1,889,-109,-46,38,-93,8,0,-2,2.296259,339.0,0.06750111,99610.0,0.0076125003,149.375,288.565,2.7319973,"{""type"":""Point"",""coordinates"":[114.39492887317235,36.157682157916625]}"
00000000000000001682,33,196,194,27,24,17,95,53,22,21,1,0,658,416,-333,29,51,-190,14,22,0,50,-15,23,1423,231,5,8,28,29,-96,-5,756,-207,-6,59,-180,32,-16,-1,30.919395,323.125,0.06750111,95011.0,0.0070075006,159.0,286.495,2.256997,"{""type"":""Point"",""coordinates"":[113.71876416673099,36.184632964683644]}"
0000000000000000035d,46,201,200,42,38,34,39,35,31,33,0,1,56,-17,-95,17,-4,10,18,-13,0,18,-5,7,2799,-11,11,-1,0,-21,30,-9,200,-58,1,-3,1,-3,-1,0,1.8543341,339.125,0.06750111,100856.0,0.0086955,164.375,288.615,2.4449973,"{""type"":""Point"",""coordinates"":[115.49662113404301,35.26781503348886]}"
00000000000000001b82,40,202,201,36,34,37,78,59,45,37,0,0,52,-261,-134,-35,23,-113,45,-46,2,34,-8,16,37,56,24,-10,26,-48,42,0,463,-88,-52,13,-97,2,-1,0,1.4663775,339.125,0.06750111,100856.0,0.0086955,164.375,288.615,2.4449973,"{""type"":""Point"",""coordinates"":[115.42385752305289,35.28344418268119]}"
000000000000000012f6,42,204,201,37,30,29,59,54,44,27,0,1,60,-434,-113,-2,29,-4,20,-34,2,27,-8,11,1471,44,23,-44,-29,-29,-2,-5,1032,-77,-34,22,-1,-18,0,-2,0.0,339.125,0.06750111,100502.0,0.008404001,159.125,288.56,2.5089972,"{""type"":""Point"",""coordinates"":[115.11690192473577,35.509551819798276]}"
000000000000000014b8,42,205,202,38,37,38,74,59,46,35,0,1,65,20,-128,-13,18,-4,17,-33,0,30,-9,13,764,44,20,-18,-18,-33,2,-2,879,-77,-28,3,-15,-20,-7,-2,1.4673728,341.125,0.06750111,100285.0,0.008307001,157.875,288.845,2.4779973,"{""type"":""Point"",""coordinates"":[114.75820737689553,35.37480224506418]}"
000000000000000009dd,45,204,200,42,40,42,73,67,55,44,0,1,86,587,-103,-11,10,2,53,-61,0,28,-11,11,98,29,14,-27,-25,-41,41,0,606,-59,-24,14,0,6,-22,-1,0.92740995,349.125,0.06750111,100682.0,0.008607,151.875,289.72498,2.0719972,"{""type"":""Point"",""coordinates"":[113.87695969480409,34.19926727074846]}"
000000000000000000df,43,205,202,40,39,41,75,62,48,36,0,1,41,1142,-107,-31,42,-25,10,-27,-2,26,-8,12,-812,37,15,-6,0,-7,23,2,278,-86,-21,30,-30,7,-5,0,1.4761281,337.25,0.06750111,101396.0,0.0085255,161.25,288.41998,2.5909972,"{""type"":""Point"",""coordinates"":[115.90490534469865,36.1598403628265]}"
00000000000000000282,45,205,202,41,36,38,76,66,52,32,0,1,40,-21,-151,-33,35,-63,21,-16,1,33,-8,14,-158,24,24,-18,11,-16,9,0,-563,-110,-34,25,-60,3,3,2,1.1491729,337.25,0.06750111,101396.0,0.0085255,161.25,288.41998,2.5909972,"{""type"":""Point"",""coordinates"":[115.97524320471572,36.1975688168397]}"
00000000000000000546,44,205,201,41,39,45,73,77,65,37,0,1,29,-327,-116,-3,34,-26,61,-72,1,22,-4,11,1641,-13,16,0,-30,-75,23,-5,87,-97,-9,26,-23,20,-25,0,0.92740995,333.375,0.06750111,101503.0,0.0069085006,165.375,288.95,1.7219973,"{""type"":""Point"",""coordinates"":[116.96347809838245,36.8241438604657]}"
0000000000000000156c,34,203,199,29,31,31,85,49,31,30,0,0,24,1490,-155,-23,128,-51,72,-92,-3,46,-15,22,87,48,48,-75,-50,-59,22,-1,1482,-115,-51,103,-33,1,-17,-3,1.4840108,333.375,0.06750111,101503.0,0.0069085006,165.375,288.95,1.7219973,"{""type"":""Point"",""coordinates"":[116.98611695443084,36.83896591236735]}"
00000000000000001954,36,202,199,30,25,20,84,45,23,23,0,0,25,370,-152,-31,161,-30,80,-114,0,47,-15,22,604,40,47,-99,-60,-79,40,-2,699,-116,-49,131,-27,19,-32,-1,1.1593587,333.375,0.06750111,101503.0,0.0069085006,165.375,288.95,1.7219973,"{""type"":""Point"",""coordinates"":[116.9109275924676,36.87993167374536]}"
0000000000000000176c,36,200,198,30,27,22,84,43,23,25,0,0,62,1197,-117,-81,150,60,89,-128,-2,45,-13,20,-402,63,53,-133,-117,-46,92,0,1842,-92,-53,105,39,9,-51,-4,2.1741114,341.375,0.06750111,100354.0,0.0083800005,158.625,288.925,2.4329972,"{""type"":""Point"",""coordinates"":[114.74634616809338,35.263770628833385]}"
0000000000000000183a,34,198,196,29,24,19,85,41,21,22,0,0,70,1750,-90,-46,61,2,-37,-70,-4,49,-15,20,-1240,57,61,-61,-49,-4,49,3,903,-75,-69,44,19,-69,21,-1,1.8543341,343.375,0.06750111,100577.0,0.008723501,158.75,289.065,2.3279972,"{""type"":""Point"",""coordinates"":[114.92960184408682,34.89968502781953]}"
00000000000000001b9e,41,203,201,38,39,43,85,79,62,41,0,0,63,1508,-152,-20,85,76,56,-183,-3,45,-15,19,-1533,48,8,-37,-91,-50,121,4,2144,-118,-11,44,39,2,-69,-6,2.1695325,345.375,0.06750111,100749.0,0.008731,157.5,289.37,2.1869972,"{""type"":""Point"",""coordinates"":[114.77060367782411,34.62587838673374]}"
000000000000000009db,48,205,202,44,42,44,66,60,47,41,0,1,143,1136,-119,0,14,-35,14,-14,-3,20,-9,9,-947,10,4,-29,-9,-7,-10,2,750,-79,2,0,-36,20,-25,-1,3.0006313,345.375,0.06750111,100088.0,0.008449,160.75,289.91498,2.2879972,"{""type"":""Point"",""coordinates"":[113.25011264601383,34.87542751808878]}"
00000000000000001e1f,36,200,198,30,25,20,72,45,22,23,0,0,6,2545,-159,-99,129,-124,75,-9,-7,29,-10,14,-1228,99,65,-93,40,-80,-12,3,2335,-130,-88,104,-120,42,12,-6,2.9981067,327.5,0.06750111,101626.0,0.0076540005,163.25,287.675,2.4379973,"{""type"":""Point"",""coordinates"":[116.83601023566868,38.15005755870783]}"
00000000000000001e6c,33,195,193,27,22,21,63,43,26,21,0,0,472,-143,-200,-10,35,-141,29,6,1,29,-12,13,462,140,-13,10,22,-4,-75,-2,-244,-151,-39,47,-160,39,-19,1,9.129354,327.5,0.06750111,96399.0,0.0071445005,156.0,287.18,2.4909973,"{""type"":""Point"",""coordinates"":[113.82063233029695,36.30617468209743]}"
000000000000000015be,36,198,196,29,24,21,43,39,25,22,1,0,291,-506,-238,5,39,-122,45,27,2,25,-11,10,454,153,-43,2,18,-38,-66,-1,-1336,-169,-21,51,-100,25,19,5,5.1660023,327.5,0.06750111,96543.0,0.0070855003,152.5,287.04498,2.8459973,"{""type"":""Point"",""coordinates"":[114.09848337603823,36.51368786782164]}"
00000000000000001732,35,200,198,29,23,18,83,41,19,22,0,0,42,2766,-103,-54,174,4,103,-136,-7,47,-16,20,-1801,43,77,-140,-73,-37,113,5,2420,-83,-64,138,-7,39,-65,-6,1.1416991,337.5,0.06750111,101226.0,0.008490501,164.625,288.385,2.2719975,"{""type"":""Point"",""coordinates"":[115.86043918899365,35.68175784338129]}"
000000000000000009cc,43,205,202,39,38,42,72,60,45,41,0,1,67,693,-108,12,18,-21,23,-26,-1,23,-9,10,-475,32,-14,-9,-31,4,-31,1,1111,-79,-18,12,-40,9,-22,-3,0.92740995,339.5,0.06750111,99756.0,0.0076420004,149.25,288.54498,2.7219973,"{""type"":""Point"",""coordinates"":[114.46230143098886,36.06389834456055]}"
000000000000000013d3,45,204,202,41,35,34,71,59,46,35,0,1,68,811,-134,-6,24,-59,5,-10,-1,28,-9,11,223,44,-21,4,-21,-3,-28,-1,1110,-76,-43,24,-62,-3,-12,-2,1.4748629,339.5,0.06750111,99756.0,0.0076420004,149.25,288.54498,2.7219973,"{""type"":""Point"",""coordinates"":[114.42591962549382,36.04826919536822]}"
00000000000000001441,45,204,202,41,36,36,69,57,44,32,0,1,66,550,-119,7,24,-22,17,-22,0,25,-9,10,16,36,-18,1,-14,-5,-29,0,1065,-75,-32,23,-41,7,-23,-2,1.4745015,339.5,0.06750111,99756.0,0.0076420004,149.25,288.54498,2.7219973,"{""type"":""Point"",""coordinates"":[114.42484052303888,36.01646688665505]}"
000000000000000014c2,41,206,202,37,34,36,68,58,49,30,0,1,56,641,-135,-15,33,-30,21,-16,-1,25,-8,10,111,61,-25,7,-30,-19,-30,0,1203,-79,-39,31,-36,1,-10,-3,2.4691064,339.5,0.06750111,100064.0,0.008033501,153.125,288.52002,2.6229973,"{""type"":""Point"",""coordinates"":[114.85199119025161,35.898430022669274]}"
00000000000000001e2f,39,202,200,35,33,34,80,55,37,32,0,0,1,-45,-205,-24,113,-92,95,-35,1,32,-10,17,448,107,10,-123,27,-56,36,-1,236,-149,-43,79,-63,42,12,0,1.1737152,327.625,0.06750111,101786.0,0.007947001,167.125,287.51498,2.4049973,"{""type"":""Point"",""coordinates"":[118.07245207127339,37.804566409086846]}"
0000000000000000036e,41,203,200,37,34,34,60,52,39,36,0,1,69,78,-116,-17,17,-33,22,-15,0,25,-8,11,855,41,30,-12,-25,-36,24,-3,570,-92,-24,8,-30,-10,1,-1,6.469799,339.625,0.06750111,100577.0,0.008543501,161.25,288.675,2.4859972,"{""type"":""Point"",""coordinates"":[115.1212138754545,35.39151049671145]}"
000000000000000003c1,39,204,201,35,33,32,73,54,40,34,0,1,60,810,-122,-20,21,-16,8,-33,-1,30,-8,14,635,68,26,-20,-24,-17,25,-2,1487,-96,-32,19,-13,-38,7,-4,2.17451,339.625,0.06750111,100577.0,0.008543501,161.25,288.675,2.4859972,"{""type"":""Point"",""coordinates"":[115.13280307909238,35.31820733449385]}"
00000000000000000540,42,204,201,39,36,44,66,77,67,37,0,1,60,-261,-76,-6,7,-6,42,-40,1,18,-2,8,1462,16,-2,11,-46,-64,40,-4,559,-41,-17,1,-4,-10,-5,-1,1.4670001,339.625,0.06750111,100577.0,0.008543501,161.25,288.675,2.4859972,"{""type"":""Point"",""coordinates"":[115.1107037742715,35.34057864447899]}"
00000000000000001872,36,201,199,30,27,23,88,46,25,24,0,0,55,183,-214,-30,-4,-114,-10,17,0,45,-13,20,-801,116,47,12,59,7,-21,2,1765,-133,-48,0,-89,-70,66,-4,0.92740995,339.625,0.06750111,100577.0,0.008543501,161.25,288.675,2.4859972,"{""type"":""Point"",""coordinates"":[115.14870423344895,35.35728689612625]}"
00000000000000001308,50,204,201,47,41,41,78,72,60,52,0,1,60,511,-126,-14,18,-36,43,-40,0,30,-8,11,-448,63,0,-3,-16,-37,-41,1,1787,-61,-13,19,-25,4,-36,-5,3.5258498,341.625,0.06750111,100302.0,0.008309001,158.25,288.96997,2.4209971,"{""type"":""Point"",""coordinates"":[114.67169635735763,35.227928374565785]}"
000000000000000013b7,44,203,202,40,38,42,72,61,52,41,0,1,66,245,-113,-9,13,-7,49,-50,0,25,-9,10,-527,9,4,-11,-31,-48,-21,1,696,-67,-19,15,-18,21,-43,-1,2.269798,341.625,0.06750111,100302.0,0.008309001,158.25,288.96997,2.4209971,"{""type"":""Point"",""coordinates"":[114.66037915888398,35.23250787134767]}"
00000000000000001cef,34,202,200,29,25,20,101,46,23,21,0,0,63,339,-228,1,52,-72,9,-27,0,45,-16,18,410,105,-2,-35,9,-15,-39,-2,769,-133,-17,35,-58,-35,-21,-1,1.4656366,341.625,0.06750111,100302.0,0.008309001,158.25,288.96997,2.4209971,"{""type"":""Point"",""coordinates"":[114.65633475422852,35.21499252240973]}"
000000000000000014b7,39,204,201,34,31,30,77,58,39,23,0,1,62,847,-169,-5,37,-41,49,-62,-1,35,-11,15,-93,69,4,-18,-15,-12,-10,0,1609,-110,-44,33,-53,11,-41,-4,2.179506,339.75,0.06750111,99842.0,0.0077365004,150.25,288.53998,2.697997,"{""type"":""Point"",""coordinates"":[114.59273459590322,35.98628769072533]}"
00000000000000001dcb,34,198,196,28,24,17,90,39,18,21,0,0,62,3873,-70,-57,190,36,78,-225,-10,57,-19,24,-1398,14,42,-115,-115,-33,108,3,3419,-47,-59,139,-11,48,-160,-9,1.8543341,339.875,0.06750111,99872.0,0.007801,151.5,288.59497,2.6539972,"{""type"":""Point"",""coordinates"":[114.5415307385065,35.80006671253132]}"
00000000000000001395,40,204,201,35,31,31,74,56,40,30,0,1,60,806,-176,-1,46,-69,44,-42,-1,31,-10,13,-75,75,-9,-10,-3,-16,-15,0,1193,-113,-32,35,-68,20,-30,-3,1.4726166,339.875,0.06750111,99905.0,0.007877001,151.75,288.56,2.6489973,"{""type"":""Point"",""coordinates"":[114.64932950647355,35.84884481895496]}"
0000000000000000150b,42,204,202,38,35,35,70,57,44,33,0,1,62,542,-115,-14,22,-32,11,-19,0,26,-9,11,339,50,-1,-2,-9,-15,-26,-1,676,-80,-34,23,-48,12,-24,-1,0.0,339.875,0.06750111,99905.0,0.007877001,151.75,288.56,2.6489973,"{""type"":""Point"",""coordinates"":[114.65606720816531,35.8421071172632]}"
00000000000000001e12,35,200,199,29,24,20,99,44,20,23,0,0,62,1684,-247,-62,179,-62,153,-135,-3,49,-17,22,-1311,135,37,-109,-45,-81,59,3,2185,-159,-69,130,-51,80,-100,-5,1.4720882,339.875,0.06750111,99905.0,0.007877001,151.75,288.56,2.6489973,"{""type"":""Point"",""coordinates"":[114.66145826133896,35.80168090711267]}"
00000000000000001813,36,201,198,31,28,26,86,51,31,28,0,0,105,-971,-202,-64,66,-91,97,-84,4,45,-15,21,-687,57,32,-70,-24,-8,-12,1,-800,-132,-56,33,-67,47,-65,3,2.262225,345.875,0.06750111,100429.0,0.008553,162.625,290.135,2.335997,"{""type"":""Point"",""coordinates"":[113.1433929805017,34.95978033271682]}"
00000000000000001a2b,36,200,198,30,26,20,96,45,23,23,0,0,64,2994,-137,-81,136,-22,140,-132,-8,48,-17,19,-2451,14,57,-102,-36,-81,69,7,2501,-85,-74,87,-28,59,-57,-7,2.245104,347.875,0.06750111,100865.0,0.008666001,155.875,289.76498,1.9499972,"{""type"":""Point"",""coordinates"":[114.27904575499541,34.329165343536395]}"
0000000000000000101e,34,197,195,28,22,16,89,29,14,20,0,0,2,-472,-156,-241,166,8,65,-22,3,51,-19,19,-332,66,140,-71,7,6,-15,0,-123,-95,-158,72,-6,59,-4,1,1.1243021,340.125,0.09875111,101635.0,0.009338001,170.25,288.52,2.3729973,"{""type"":""Point"",""coordinates"":[119.07173661735062,34.42752865367436]}"
0000000000000000135b,39,203,200,35,32,32,74,62,48,33,0,1,41,46,-129,-56,43,-15,40,-46,0,34,-10,15,196,47,-3,-30,-24,-17,2,-1,806,-103,-59,46,-62,30,-36,-1,1.454468,348.125,0.09875111,101186.0,0.009201501,156.5,289.275,2.3379972,"{""type"":""Point"",""coordinates"":[116.06660126709869,34.1531824613611]}"
000000000000000014af,36,200,198,31,27,24,73,46,29,23,0,1,41,791,-164,-74,55,-17,12,-43,-1,38,-13,17,-470,102,-9,-43,-17,-6,3,0,1227,-146,-57,54,-68,13,-35,-3,1.4542099,348.125,0.09875111,101186.0,0.009201501,156.5,289.275,2.3379972,"{""type"":""Point"",""coordinates"":[116.09139386895582,34.12785030827647]}"
00000000000000001000,34,198,197,28,24,18,81,35,18,21,0,0,36,158,-174,-73,114,5,-21,-47,0,46,-14,20,-155,112,42,-67,-43,37,11,0,-8,-92,-61,89,13,-48,20,1,2.1689022,340.25,0.09875111,101301.0,0.008481501,172.75,289.16498,1.6619972,"{""type"":""Point"",""coordinates"":[116.99905280658685,34.53613451893209]}"
00000000000000000f8f,36,201,199,29,25,19,85,48,24,23,0,0,77,767,-198,-53,97,-76,-41,43,-1,44,-12,18,180,100,6,-27,33,37,-26,-1,724,-135,-71,83,-44,-50,61,-1,12.334268,342.375,0.09875111,101288.0,0.008954,173.375,289.465,1.8179972,"{""type"":""Point"",""coordinates"":[117.13326283009349,34.2184012733688]}"
