system:index,B1,B2,B3,B4,B5,B6,B7,Built,DEM,EVI,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,NDBI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
000000000000000019f8,29,25,23,61,39,195,21,0,5,28,-1357,-58,-14,136,13,20,-45,10,-20,-4,75,-31,-145,-3,0,46,-1,22,-1361,-40,-34,110,2,17,-23,10,1.4849521,319.0,0.076667786,101238.0,0.0077593336,169.91667,285.62,3.6093307,"{""type"":""Point"",""coordinates"":[119.16471333341602,36.918199678986035]}"
00000000000000001a3a,29,25,23,61,39,195,21,0,5,28,-1357,-58,-14,136,13,20,-45,10,-20,-4,75,-31,-145,-3,0,46,-1,22,-1361,-40,-34,110,2,17,-23,10,1.4849521,319.0,0.076667786,101238.0,0.0077593336,169.91667,285.62,3.6093307,"{""type"":""Point"",""coordinates"":[119.16471333341602,36.918199678986035]}"
00000000000000001391,32,30,30,58,49,198,35,1,23,18,180,-121,2,6,-43,-16,1,0,-5,-110,82,6,-19,19,10,16,0,17,179,-110,-10,0,-47,-20,10,0,0.92740995,322.91666,0.076667786,101042.0,0.0075303335,172.66667,286.84665,3.056664,"{""type"":""Point"",""coordinates"":[118.36700690956087,36.99985473747674]}"
000000000000000014df,33,33,32,52,50,199,34,0,32,20,-212,-69,20,38,-5,-3,-75,2,-12,-170,55,-19,-43,-21,-2,104,0,16,-360,-56,0,31,9,-17,-45,3,1.4843526,324.33334,0.076667786,101014.0,0.0074510006,173.33333,287.28333,2.882664,"{""type"":""Point"",""coordinates"":[118.09077451750201,36.86780291887999]}"
000000000000000003a1,33,32,32,51,51,197,39,1,21,14,-252,-66,-2,20,-48,35,-33,2,-8,-351,103,-62,-33,14,29,7,1,11,-401,-38,-30,22,-45,31,-8,3,0.0,315.08334,0.076667786,101120.0,0.007305334,179.66667,285.83667,3.2579973,"{""type"":""Point"",""coordinates"":[119.97885600375417,37.27096808152624]}"
00000000000000001adf,30,27,22,87,41,197,22,0,46,30,684,-226,-132,179,-98,73,-7,-2,-20,-216,95,16,-142,-38,-51,-38,0,23,638,-178,-114,133,-83,36,18,-2,1.8543341,330.58334,0.076667786,100805.336,0.008428001,159.33333,286.77,2.6459973,"{""type"":""Point"",""coordinates"":[115.761264322464,35.75047704971595]}"
00000000000000001679,30,25,21,68,45,196,24,0,57,21,-179,-141,-33,79,-110,87,-27,2,-8,388,92,-28,-16,62,-62,1,-3,18,-502,-107,-64,85,-96,72,-11,4,8.657703,324.41666,0.076667786,100987.336,0.008217,169.66667,286.50665,4.4219975,"{""type"":""Point"",""coordinates"":[120.13273512200753,36.050694946341295]}"
000000000000000013bf,31,30,30,56,48,201,37,1,22,12,536,-82,-8,12,-68,22,4,-2,-6,-15,55,-26,10,29,-18,9,0,10,475,-73,-24,22,-67,23,12,-2,1.4932021,316.16666,0.076667786,100851.336,0.0076650004,174.5,285.69333,4.5079975,"{""type"":""Point"",""coordinates"":[121.11585096766495,37.600290530727435]}"
000000000000000018b7,29,26,23,65,49,198,25,0,58,21,-29,-132,-19,43,-133,63,14,1,-7,-15,104,-21,-32,64,-47,4,0,17,18,-99,-53,50,-123,41,36,1,7.2293754,316.16666,0.076667786,100851.336,0.0076650004,174.5,285.69333,4.5079975,"{""type"":""Point"",""coordinates"":[121.10641996893692,37.47793725692193]}"
00000000000000001a2e,29,27,25,70,57,199,29,0,75,19,317,-133,3,45,-126,91,-21,0,-6,-47,104,-18,-24,60,-60,22,0,15,246,-106,-21,45,-114,73,-4,0,8.582865,316.16666,0.076667786,100851.336,0.0076650004,174.5,285.69333,4.5079975,"{""type"":""Point"",""coordinates"":[121.13229167324904,37.53857657214775]}"
