system:index,B1,B10,B11,B2,B3,B4,B5,B6,B7,B8,B9,Built,DEM,EVI,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,NDBI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
1_000000000000000000ec,39,203,201,36,35,39,63,71,58,39,0,1,336,23,171,-148,72,-22,-75,30,-7,0,-5,1317,113,-74,42,24,-11,-28,-4,17,-171,-98,12,17,-66,47,-1,1,5.24122,293.25,0.04833445,96974.664,0.0051313336,165.41667,282.26,2.7159972,"{""type"":""Point"",""coordinates"":[120.47661207704715,41.41552414666206]}"
1_000000000000000000ef,44,205,202,41,40,46,63,61,52,44,0,1,118,17,342,-101,35,-8,-73,48,-33,0,-13,967,29,-57,13,46,11,15,-3,11,172,-60,11,0,-35,36,-8,0,0.0,295.25,0.052501116,98845.336,0.005502334,169.08333,282.86,2.7526639,"{""type"":""Point"",""coordinates"":[121.1204349235479,41.40124164598786]}"
1_000000000000000000f2,44,203,200,41,36,37,73,64,51,41,0,1,7,26,-419,-148,41,3,-103,83,-21,2,-16,1247,94,-11,-15,31,1,-12,-4,15,-681,-77,13,4,-54,50,1,2,1.5433564,302.75,0.052501116,101433.336,0.006156667,167.25,283.8,3.1059973,"{""type"":""Point"",""coordinates"":[121.65052839768049,41.2718831244274]}"
1_000000000000000000f3,42,203,200,38,36,38,59,56,45,39,0,1,10,18,539,-127,39,-16,-71,48,-20,-1,-15,900,66,-8,-17,12,15,7,-3,11,177,-70,9,-5,-47,35,3,0,2.4704707,302.08334,0.05416778,101405.336,0.0061380006,166.5,283.57,3.120664,"{""type"":""Point"",""coordinates"":[121.78419886995964,41.37536994167577]}"
1_000000000000000000f5,55,203,201,54,39,36,75,92,84,36,0,1,7,43,1211,-136,66,-20,15,56,0,-2,0,-2917,38,-56,-28,16,0,40,10,19,395,-70,8,-17,9,32,9,0,1.8543341,303.75,0.056667782,101418.664,0.0063730003,163.5,283.38,3.5653307,"{""type"":""Point"",""coordinates"":[122.1911364320971,41.309344032377396]}"
1_000000000000000000f6,41,203,199,37,35,35,64,55,47,33,0,1,7,22,-97,-134,62,-15,-76,61,-35,1,-13,-313,52,-65,-16,42,-16,39,0,13,-43,-82,10,-6,-54,44,-2,0,2.6380606,303.25,0.060001116,101382.0,0.0062770005,162.5,283.24,3.6199973,"{""type"":""Point"",""coordinates"":[122.4433833195895,41.36566693778347]}"
1_000000000000000000f7,45,205,202,42,43,50,72,82,76,46,1,1,10,25,5551,-296,47,141,-270,253,-159,-18,-12,324,53,-81,-8,65,-28,59,-1,15,-161,-112,30,-11,-59,62,-13,1,1.2355039,303.25,0.060001116,101382.0,0.0062770005,162.5,283.24,3.6199973,"{""type"":""Point"",""coordinates"":[122.50321107842359,41.35920124125598]}"
1_000000000000000000fa,39,202,201,35,31,32,70,60,44,30,0,1,18,23,358,-160,48,-10,-112,68,-26,0,-15,-2120,16,-113,-35,106,-37,36,6,15,-846,-135,3,-8,-83,53,12,3,0.92740995,302.0,0.06833445,101247.336,0.006166334,160.58333,282.88,2.8793306,"{""type"":""Point"",""coordinates"":[123.03546275746605,41.41283084962578]}"
1_000000000000000000fc,41,203,200,36,34,36,64,65,53,28,0,1,116,17,805,-114,40,10,-55,18,1,-2,-15,-114,-50,-109,-34,47,-2,20,0,10,121,-107,4,0,-53,35,-3,0,1.2344984,296.5,0.076667786,99004.664,0.005793667,162.0,282.18332,2.2879972,"{""type"":""Point"",""coordinates"":[123.56420958308048,41.3061067250126]}"
1_000000000000000000fd,37,204,201,32,26,40,46,57,55,31,0,1,117,7,376,-64,33,-18,-29,-2,-9,-1,-7,-390,-81,-93,-38,55,-6,32,1,5,26,-52,8,-5,-13,1,0,0,1.2338259,294.5,0.08083445,98117.336,0.005678334,161.91667,281.8633,2.1779974,"{""type"":""Point"",""coordinates"":[123.7307570074267,41.27053647590926]}"
1_000000000000000000ff,34,199,197,28,23,30,56,53,39,27,0,1,199,19,-217,-145,65,5,-68,23,0,1,-16,1321,-64,-169,-63,53,-47,-8,-5,12,-150,-134,19,12,-39,5,26,1,3.7047918,291.75,0.09000111,97043.336,0.0057010003,158.75,280.97333,1.9639972,"{""type"":""Point"",""coordinates"":[124.11047621673393,41.31742838258729]}"
1_00000000000000000100,43,187,186,39,36,39,52,30,24,36,0,1,210,16,-513,-119,12,10,-33,-2,16,2,-15,1208,-85,-84,-41,37,-10,7,-4,10,-123,-98,-8,14,-16,-8,22,0,1.5436207,291.75,0.09000111,97043.336,0.0057010003,158.75,280.97333,1.9639972,"{""type"":""Point"",""coordinates"":[124.12098631791689,41.28939847336534]}"
1_00000000000000000107,43,203,201,39,35,39,55,59,53,35,0,1,322,23,409,-120,36,12,-80,36,-3,0,-17,1387,-148,-122,-16,18,-75,-8,-5,13,95,-104,2,17,-50,21,3,0,5.2302494,288.83334,0.09000111,96744.664,0.005559,151.33333,279.57333,1.7179973,"{""type"":""Point"",""coordinates"":[125.55200102798875,41.363513191974654]}"
1_00000000000000000111,40,205,202,37,37,41,69,65,53,38,1,1,238,20,584,-147,33,17,-103,77,-23,-1,-11,1509,78,-78,-11,47,-14,2,-5,14,736,-82,11,-6,-42,31,-2,-1,4.6273675,298.41666,0.052501116,98112.0,0.005381667,165.33333,283.19666,2.9419973,"{""type"":""Point"",""coordinates"":[120.23002378879163,41.45217349822032]}"
1_00000000000000000112,48,180,180,43,39,41,42,30,28,45,0,1,172,9,676,-62,21,1,-15,12,-15,-2,-9,605,12,-41,-5,24,13,-19,-2,7,625,-46,3,4,-9,20,-12,-1,1.5483131,296.66666,0.049167782,98228.664,0.005230667,165.75,282.94333,2.836664,"{""type"":""Point"",""coordinates"":[120.4625971224362,41.59716116897312]}"
1_00000000000000000116,41,204,201,37,37,39,66,65,53,36,0,1,131,21,397,-120,42,-10,-81,59,-29,0,-12,-56,57,-52,10,79,5,18,0,13,-115,-71,8,3,-46,44,-1,0,3.0913079,294.25,0.053334452,98736.0,0.005438334,168.66667,282.63666,2.6433306,"{""type"":""Point"",""coordinates"":[121.17433207798092,41.49717920515275]}"
1_00000000000000000117,52,205,203,51,49,54,67,67,63,59,0,1,72,13,108,-69,36,-4,-40,29,-28,0,-13,-505,0,-54,3,44,13,16,1,7,-195,-30,9,2,-6,16,-4,0,2.6442997,299.0,0.054167785,100738.0,0.0056930003,168.25,283.44,2.6253307,"{""type"":""Point"",""coordinates"":[121.24197664096168,41.54057071750383]}"
1_0000000000000000011a,46,203,200,44,46,56,72,79,70,54,0,1,31,16,164,-112,28,-5,-62,57,-27,0,-11,1632,58,2,3,11,9,13,-6,10,-32,-60,13,2,-32,37,-11,0,1.5465121,300.75,0.055001117,101196.664,0.0060360003,166.41667,283.32333,3.040664,"{""type"":""Point"",""coordinates"":[121.77018391534864,41.47966385621482]}"
1_0000000000000000011c,42,203,200,38,37,39,61,58,45,41,0,1,17,22,1380,-163,59,-13,-106,73,-32,-3,-15,-398,39,-60,-16,78,35,25,0,14,821,-103,11,-8,-64,45,2,-2,1.2404011,300.66666,0.05583445,101267.336,0.006070334,163.83333,282.99,3.3259974,"{""type"":""Point"",""coordinates"":[122.12052656691581,41.615488074302775]}"
1_0000000000000000011f,41,203,200,37,35,34,64,57,41,36,0,1,13,24,-206,-141,63,-1,-76,49,-25,1,-14,448,41,-71,-22,57,-16,33,-2,15,-583,-108,18,1,-52,40,3,2,1.5469155,302.08334,0.06083445,101284.664,0.0061593335,160.33333,282.86667,3.2813306,"{""type"":""Point"",""coordinates"":[122.77351286608135,41.50607511175438]}"
1_00000000000000000120,46,205,202,44,41,44,67,64,54,41,0,1,16,18,247,-110,37,-6,-61,40,-10,0,-13,-982,1,-51,-24,55,3,8,3,11,-488,-77,13,-7,-35,36,-4,2,2.2294986,302.0,0.06250112,101294.664,0.0061583337,160.0,282.83,3.144664,"{""type"":""Point"",""coordinates"":[122.88885643303084,41.52413001191978]}"
1_00000000000000000122,44,205,202,41,37,39,60,62,55,40,0,1,37,15,222,-96,44,-3,-51,36,-21,0,-11,-1383,-42,-120,-88,75,0,32,4,9,8,-74,1,-1,-34,26,-6,0,2.2302077,300.75,0.07166778,101029.336,0.0059723337,159.16667,282.69998,2.4206638,"{""type"":""Point"",""coordinates"":[123.35481465671174,41.59069547244561]}"
1_00000000000000000124,42,204,201,38,37,45,67,73,65,36,0,1,96,18,229,-108,56,-5,-57,36,-24,0,-12,-209,-71,-136,-46,62,-25,39,0,11,173,-81,6,-5,-28,18,-3,0,2.230042,299.16666,0.07750112,100262.0,0.005831667,159.58333,282.50998,2.1659973,"{""type"":""Point"",""coordinates"":[123.68790950540412,41.575333869316495]}"
1_0000000000000000013d,36,199,197,31,29,28,66,51,37,39,0,1,446,25,64,-144,37,6,-91,39,-1,0,-14,1422,62,-73,-25,70,7,9,-5,19,-124,-122,-2,14,-75,57,6,1,1.8543341,287.75,0.05583445,94848.0,0.004876667,169.58333,281.55667,3.172664,"{""type"":""Point"",""coordinates"":[120.00284150832066,41.714930486895675]}"
1_0000000000000000013e,42,203,200,40,38,47,77,93,80,42,1,1,481,27,-744,-141,54,-5,-91,76,-25,3,-4,735,78,-81,-24,52,10,41,-2,19,-795,-87,7,2,-54,58,6,3,1.5491046,290.5,0.05416778,95631.336,0.004993667,167.16667,281.83667,3.0439973,"{""type"":""Point"",""coordinates"":[120.16696318169377,41.64863703153409]}"
1_00000000000000000140,43,204,202,40,39,41,63,59,50,35,0,1,205,17,-5,-121,45,-11,-69,51,-20,0,-11,340,52,-63,-1,32,16,-2,-1,13,-54,-95,20,1,-54,41,-12,0,1.2406256,298.08334,0.049167782,98956.664,0.005308334,166.0,283.22,2.7653306,"{""type"":""Point"",""coordinates"":[120.46610197586419,41.62734482400389]}"
1_00000000000000000144,40,203,200,37,35,33,72,64,48,35,0,1,93,27,6,-154,62,-9,-98,89,-33,0,-12,122,96,-54,0,62,-5,36,0,17,-340,-94,26,-5,-54,61,1,1,0.92740995,295.91666,0.05583445,100065.336,0.0056313337,167.41667,282.69,2.714664,"{""type"":""Point"",""coordinates"":[121.37429600562166,41.640552681324195]}"
1_00000000000000000145,41,205,202,38,39,44,64,67,55,50,0,1,130,16,399,-49,32,-7,-30,19,-19,0,-12,323,29,-24,5,3,15,7,-1,10,227,-18,11,5,-11,23,-5,0,1.8543341,294.5,0.05083445,100039.336,0.005524,167.41667,282.44998,2.7139974,"{""type"":""Point"",""coordinates"":[121.41957371771832,41.7793422016127]}"
1_00000000000000000148,45,172,172,40,32,32,35,28,25,39,1,1,54,13,133,-127,40,-23,-41,16,-12,0,-19,1051,24,-13,-24,15,38,19,-4,8,-11,-79,22,-11,-23,14,7,0,5.246245,300.0,0.05416778,101192.0,0.006010667,163.75,282.8633,3.2819974,"{""type"":""Point"",""coordinates"":[122.10866981721472,41.695796484275334]}"
1_00000000000000000149,48,204,200,45,43,46,59,57,49,49,0,1,30,14,99,-90,33,-13,-43,18,-15,0,-17,1116,13,-14,-12,24,51,31,-4,8,69,-52,20,-10,-19,17,-3,0,4.155225,300.0,0.05416778,101192.0,0.006010667,163.75,282.8633,3.2819974,"{""type"":""Point"",""coordinates"":[122.11325377309763,41.6944498357572]}"
1_0000000000000000014a,46,203,200,44,41,43,73,74,62,48,0,1,20,23,96,-152,78,-21,-88,70,-35,0,-10,226,56,-50,-7,63,-15,55,-1,15,-128,-102,28,-15,-55,53,-10,1,0.0,300.66666,0.056667782,101211.336,0.006040334,162.16667,282.81665,3.3919973,"{""type"":""Point"",""coordinates"":[122.39379365677414,41.72948499273412]}"
1_0000000000000000014c,46,204,201,44,37,37,79,85,75,38,0,1,21,34,496,-155,63,-34,-96,87,-20,0,-9,1386,51,-46,-32,81,-17,66,-5,18,154,-92,15,-27,-51,52,10,0,1.5514579,300.75,0.060001116,101176.664,0.006038667,159.16667,282.58,3.2499974,"{""type"":""Point"",""coordinates"":[122.69401155339948,41.80062995004185]}"
1_0000000000000000014d,42,204,201,38,34,35,51,47,37,32,0,1,27,15,241,-101,35,-9,-56,24,-4,0,-17,281,0,-45,-6,45,7,20,-1,9,-432,-72,15,-11,-31,21,7,1,0.0,300.66666,0.06333445,101133.336,0.006053667,157.75,282.42667,3.030664,"{""type"":""Point"",""coordinates"":[122.87268773261103,41.78042130406764]}"
1_0000000000000000014e,47,206,202,45,43,46,58,59,53,51,0,1,31,13,100,-82,51,-11,-39,25,-14,0,-11,-1232,-1,-62,-14,33,-13,40,3,8,-300,-54,15,-9,-23,21,-7,1,3.09724,300.25,0.06750111,101068.664,0.006022667,157.75,282.36667,2.654664,"{""type"":""Point"",""coordinates"":[123.13544472128639,41.69067743626598]}"
1_0000000000000000014f,41,204,201,37,35,35,62,54,39,40,0,1,40,20,-469,-107,20,0,-58,10,15,2,-13,-751,-15,-80,-61,72,-15,-4,2,13,-473,-94,-8,-10,-34,0,16,2,2.649192,300.41666,0.07000112,101059.336,0.0060070003,158.41667,282.5,2.530664,"{""type"":""Point"",""coordinates"":[123.33702730260954,41.67666248165499]}"
1_00000000000000000150,39,203,200,35,32,33,63,52,39,33,0,1,52,20,461,-143,82,-6,-53,56,-26,0,-15,-918,-30,-161,-67,47,-35,14,2,13,363,-127,29,-10,-39,42,-21,0,1.2432798,299.25,0.07333445,100795.336,0.0058810003,157.58333,282.29333,2.1993306,"{""type"":""Point"",""coordinates"":[123.54723378537001,41.764787695774245]}"
1_00000000000000000151,51,205,202,48,39,38,71,84,81,45,0,1,65,26,-173,-111,0,3,-53,40,15,1,-9,-545,-80,-137,-59,41,-6,23,1,13,-105,-71,-29,-10,-26,19,7,0,0.92740995,298.33334,0.076667786,100578.664,0.005872667,157.08333,282.06665,2.174664,"{""type"":""Point"",""coordinates"":[123.64640419279866,41.78149594742152]}"
1_00000000000000000157,39,204,201,35,33,37,58,65,59,35,0,1,269,18,616,-97,50,-9,-59,33,-36,-1,-14,679,-143,-167,-34,38,-44,27,-2,11,170,-83,-4,6,-27,15,2,0,0.0,288.25,0.08583445,97207.336,0.0056353337,153.08333,279.59665,1.8493305,"{""type"":""Point"",""coordinates"":[124.79553237067587,41.70064798622148]}"
1_00000000000000000158,38,205,201,35,34,40,64,66,59,30,0,1,277,19,244,-123,52,9,-74,56,-30,0,-14,1655,-103,-139,-31,29,-48,21,-6,12,234,-110,3,13,-50,32,2,0,2.6503353,288.25,0.08583445,97207.336,0.0056353337,153.08333,279.59665,1.8493305,"{""type"":""Point"",""coordinates"":[124.85185527608195,41.70819278520391]}"
