system:index,B1,B2,B3,B4,B5,B6,B7,Built,DEM,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,Mean_EVI,Mean_NDBI,Mean_NDVI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
1_00000000000000000001,30,25,20,65,37,198,21,1,25,1137,-150,-48,44,17,22,-53,-3,32,1,16,-850,138,29,-57,-43,-22,43,3,835,-123,-31,32,-16,19,-29,-2,2.1623466,345.33334,0.15000112,101100.664,0.009148001,164.66667,289.53998,2.112664,"{""type"":""Point"",""coordinates"":[117.48737788115182,33.5740388756406]}"
1_00000000000000000003,31,28,27,63,45,199,29,1,24,83,-96,-29,49,38,40,-95,0,27,5,12,-445,53,41,-76,-60,-32,71,1,-156,-81,-21,39,4,32,-49,1,2.161902,345.83334,0.15416779,101126.0,0.0091740005,163.08333,289.50998,2.1979973,"{""type"":""Point"",""coordinates"":[117.68761381395683,33.5069338638873]}"
1_00000000000000000004,43,44,45,61,61,203,52,1,21,102,-32,-31,23,70,11,-77,0,15,11,2,-820,18,7,-18,-60,0,35,3,72,-27,-33,25,36,11,-41,0,1.448626,346.16666,0.15583445,101152.0,0.009214001,161.16667,289.42667,2.2619972,"{""type"":""Point"",""coordinates"":[117.8511959361025,33.57215267589499]}"
1_00000000000000000008,30,27,23,63,41,197,24,1,16,656,-107,-67,64,-9,-34,-46,-1,28,0,11,99,70,9,-41,-20,11,23,-1,241,-84,-65,60,-37,-23,-4,0,3.813304,346.58334,0.15750112,101218.0,0.009187668,155.83333,289.12,2.3993306,"{""type"":""Point"",""coordinates"":[118.34167475647625,33.536577967690604]}"
1_00000000000000000009,32,29,26,61,50,200,31,1,18,267,-92,-107,86,47,60,-73,0,25,2,10,-449,52,42,-36,-67,-30,26,1,42,-66,-92,66,14,43,-27,0,1.8543341,346.33334,0.15916778,101182.0,0.009134667,155.08333,289.03665,2.430664,"{""type"":""Point"",""coordinates"":[118.43060706788616,33.54682052281036]}"
1_00000000000000000014,47,49,52,69,60,199,50,1,4,919,-35,-34,9,-27,-7,-24,-3,15,8,2,-1307,46,33,-35,0,-9,-9,5,1127,-10,-24,-8,-8,-26,-1,-4,2.161847,348.58334,0.15333445,101346.0,0.0095150005,150.41667,288.67334,2.832664,"{""type"":""Point"",""coordinates"":[119.7902092745871,33.498581967614186]}"
1_00000000000000000031,39,36,35,59,51,200,38,1,76,-1731,-139,-1,30,0,53,-101,8,14,8,2,446,37,7,-22,-23,-1,3,-2,-1185,-121,1,23,8,33,-68,5,1.4488021,345.33334,0.108334444,100468.664,0.008702001,151.5,288.79333,2.0059972,"{""type"":""Point"",""coordinates"":[113.59398960105345,33.58994002999719]}"
1_00000000000000000032,41,38,39,56,51,201,41,1,72,-683,-71,-10,40,36,19,-70,3,14,8,2,676,4,1,-23,-7,-45,12,-3,-299,-57,-14,31,38,-1,-48,1,1.4492017,344.75,0.10583445,100554.0,0.008781333,152.41667,288.71332,1.9426639,"{""type"":""Point"",""coordinates"":[113.7581112744266,33.63036624014773]}"
1_00000000000000000033,38,35,35,56,45,200,31,1,67,-471,-82,-16,40,51,27,-104,3,22,4,8,107,22,13,-47,-21,-36,44,-1,87,-56,-25,38,51,-10,-70,0,0.92740995,344.58334,0.10666778,100634.664,0.008823,153.33333,288.74,1.8726639,"{""type"":""Point"",""coordinates"":[113.8925888439964,33.60341543338071]}"
1_00000000000000000034,40,34,32,38,28,201,24,1,62,-835,-44,-9,15,28,44,-64,4,7,5,-3,-310,-21,10,-30,-24,-14,9,0,-468,-30,-16,23,30,18,-46,2,0.0,344.16666,0.10666778,100668.664,0.0088450005,154.41667,288.73666,1.7893305,"{""type"":""Point"",""coordinates"":[113.99904096344534,33.62901513252854]}"
1_00000000000000000035,39,36,37,54,47,202,37,1,66,505,-73,-14,21,6,21,-54,-1,15,8,2,-156,-8,-5,-33,13,-39,9,0,480,-57,-25,20,21,-3,-35,-1,2.1626267,343.0,0.105001114,100688.664,0.008855,157.16667,288.67667,1.6013305,"{""type"":""Point"",""coordinates"":[114.12462262641351,33.61635128553675]}"
1_00000000000000000037,42,40,39,63,58,200,44,1,56,586,-73,0,-17,20,84,-114,-1,16,11,5,17,-9,-18,-54,-3,-74,-10,0,509,-60,-33,-18,55,42,-63,-1,0.0,342.58334,0.10250111,100770.664,0.008867,158.5,288.67667,1.5079973,"{""type"":""Point"",""coordinates"":[114.28928385101412,33.65704504175049]}"
1_00000000000000000038,39,36,35,60,54,200,40,1,55,57,-77,16,11,19,48,-104,0,21,8,7,43,31,5,-50,13,-63,10,0,737,-57,-4,17,28,9,-77,-2,2.2291129,340.83334,0.09250111,100727.336,0.008800667,160.75,288.52,1.3926638,"{""type"":""Point"",""coordinates"":[114.4375088291317,33.72199184859394]}"
1_00000000000000000039,40,38,36,54,53,201,40,1,54,110,-47,7,9,30,26,-88,0,15,9,3,726,25,-33,-22,6,-48,9,-3,278,-40,-6,14,36,-3,-70,0,1.4498678,340.91666,0.09583445,100764.0,0.008850333,161.66667,288.61,1.3599973,"{""type"":""Point"",""coordinates"":[114.53398593952407,33.69719924673678]}"
1_0000000000000000003b,35,32,30,56,45,199,29,1,50,863,-144,65,-32,4,24,-90,-2,21,5,7,-231,56,-48,-29,-1,-17,0,0,1644,-104,24,-16,16,-15,-63,-6,0.92740995,341.25,0.097501114,100816.664,0.008866667,162.66667,288.76666,1.5386639,"{""type"":""Point"",""coordinates"":[114.85468448728787,33.6357528342203]}"
1_0000000000000000003c,39,36,35,57,47,201,35,1,47,1144,-77,22,-3,25,14,-63,-4,16,8,4,-241,41,-19,-43,-1,-25,-3,0,1448,-60,-1,-5,29,-13,-53,-5,0.92740995,341.58334,0.100834444,100840.0,0.008872667,162.5,288.84665,1.6353306,"{""type"":""Point"",""coordinates"":[114.96760230326431,33.65246108586756]}"
1_0000000000000000003d,39,37,36,54,47,199,37,1,47,435,-56,9,23,19,49,-72,-1,18,9,5,32,21,-20,-43,-8,-41,15,0,1018,-42,-11,11,31,3,-58,-3,0.0,341.58334,0.100834444,100840.0,0.008872667,162.5,288.84665,1.6353306,"{""type"":""Point"",""coordinates"":[114.9932064615132,33.664322294669724]}"
1_0000000000000000003e,34,30,26,57,46,199,32,1,46,216,-110,19,35,19,40,-63,0,23,6,8,172,71,-13,-62,33,-53,-14,-1,1332,-77,-8,34,32,-8,-39,-4,2.411671,342.41666,0.108334444,100882.664,0.008873001,162.25,289.02,1.8413305,"{""type"":""Point"",""coordinates"":[115.13819413226598,33.62524273303732]}"
1_0000000000000000003f,36,31,31,53,42,200,29,1,43,241,-74,-5,44,17,29,-40,0,18,5,5,631,42,-41,-55,5,-54,24,-3,1022,-57,-21,32,26,-3,-27,-3,1.1147404,342.58334,0.10333445,100892.0,0.008825667,161.83333,289.08,1.9266639,"{""type"":""Point"",""coordinates"":[115.23278504291274,33.70366494326427]}"
