system:index,B1,B2,B3,B4,B5,B6,B7,Built,DEM,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,Mean_EVI,Mean_NDBI,Mean_NDVI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
1_00000000000000000001,31,27,23,63,45,201,24,1,25,716,-177,-88,83,10,21,-62,-1,27,6,11,-1647,71,70,-13,-91,-66,39,7,180,-149,-54,83,-7,0,-18,0,2.1623466,346.5,0.112501115,101100.0,0.009205334,160.58333,289.47333,2.0893307,"{""type"":""Point"",""coordinates"":[117.48737788115182,33.5740388756406]}"
1_00000000000000000002,32,30,29,59,52,201,36,1,24,-309,-125,-54,61,-1,29,-42,2,21,10,8,-1254,34,46,23,-65,-80,23,5,-370,-114,-45,60,0,4,-23,2,1.4483759,347.0,0.11333445,101126.0,0.009229334,159.0,289.44666,2.1286638,"{""type"":""Point"",""coordinates"":[117.61942969974857,33.546820522810364]}"
1_00000000000000000003,33,32,32,59,60,202,43,1,24,227,-99,-75,82,35,34,-54,0,20,12,7,-85,39,46,12,-65,-52,64,0,-122,-89,-62,77,33,16,-29,1,2.161902,347.0,0.11333445,101126.0,0.009229334,159.0,289.44666,2.1286638,"{""type"":""Point"",""coordinates"":[117.68761381395683,33.5069338638873]}"
1_00000000000000000008,37,32,28,64,43,202,27,1,16,398,-130,-47,17,-72,0,-3,0,25,4,10,1216,87,44,-8,7,-26,26,-6,193,-101,-41,23,-66,-19,15,0,3.813304,345.33334,0.112501115,101218.0,0.009305667,157.25,288.86667,2.2466638,"{""type"":""Point"",""coordinates"":[118.34167475647625,33.536577967690604]}"
1_00000000000000000009,41,40,40,57,63,202,46,1,13,-591,-111,-39,40,-38,69,-68,3,20,9,6,564,46,38,-22,-29,-64,77,-3,-225,-79,-28,30,-27,27,-35,1,3.4594634,345.33334,0.112501115,101218.0,0.009305667,157.25,288.86667,2.2466638,"{""type"":""Point"",""coordinates"":[118.38371516120814,33.51097826854277]}"
1_00000000000000000014,38,35,30,52,38,206,25,1,4,2667,-54,-52,38,-89,60,-79,-11,18,7,5,-798,110,38,-42,19,-32,-2,3,2477,-32,-50,18,-78,42,-50,-10,2.161847,341.91666,0.11166778,101346.0,0.009375,162.25,288.34665,2.576664,"{""type"":""Point"",""coordinates"":[119.7902092745871,33.498581967614186]}"
1_0000000000000000001a,35,32,31,61,52,200,34,1,0,-32,-66,-65,35,-39,67,-61,1,23,8,9,-22,84,36,-33,38,-39,31,0,299,-34,-86,38,-8,49,-52,0,1.111955,343.16666,0.12083445,101598.0,0.009607667,158.5,288.3,3.1879973,"{""type"":""Point"",""coordinates"":[120.45397322099883,33.48779986126696]}"
1_00000000000000000032,41,38,39,56,51,202,42,1,74,58,-76,-10,9,0,39,-38,0,12,10,1,-438,18,8,-8,18,-10,-10,1,-451,-55,-18,10,8,28,-32,2,0.0,348.66666,0.10000111,100544.664,0.008792,143.5,288.84,2.508664,"{""type"":""Point"",""coordinates"":[113.67295136250787,33.69881344131812]}"
1_00000000000000000035,34,31,29,52,41,199,29,1,66,323,-120,-15,22,5,30,-62,0,18,7,6,-891,44,28,-18,17,-11,12,3,-116,-101,-22,20,7,24,-56,1,2.1626267,346.75,0.10250112,100688.0,0.008946667,146.66667,288.58667,2.1153305,"{""type"":""Point"",""coordinates"":[114.12462262641351,33.61635128553675]}"
1_00000000000000000036,38,37,39,56,49,200,36,1,63,305,-92,-10,4,4,36,-48,0,15,7,4,-1208,9,7,-13,19,-73,7,5,927,-50,-6,0,23,53,-24,-3,1.4492348,346.75,0.10250112,100688.0,0.008946667,146.66667,288.58667,2.1153305,"{""type"":""Point"",""coordinates"":[114.15265253563548,33.63359908841148]}"
1_00000000000000000037,34,31,28,57,44,200,27,1,56,-83,-131,-9,2,-5,72,-63,1,19,5,7,-1031,10,-7,-49,32,-48,-21,4,1123,-88,15,34,35,68,-25,-4,0.0,346.75,0.105001114,100754.664,0.009022,146.33333,288.52,1.8553306,"{""type"":""Point"",""coordinates"":[114.34668585887513,33.639797238875765]}"
1_00000000000000000038,32,30,30,62,46,201,28,1,52,44,-130,-18,43,22,65,-67,0,24,5,11,-1404,28,7,-65,27,-48,0,6,291,-115,-7,34,44,50,-49,0,0.0,346.75,0.10416778,100774.664,0.009050667,146.0,288.49,1.7539972,"{""type"":""Point"",""coordinates"":[114.40678562287346,33.64276254107631]}"
1_00000000000000000039,38,36,36,59,54,200,40,1,54,208,-97,-33,35,7,32,-39,0,18,12,6,-568,17,60,-31,37,-10,33,2,307,-90,-23,18,25,25,-36,0,1.4498678,346.83334,0.10250112,100762.664,0.009078001,145.75,288.46332,1.7053306,"{""type"":""Point"",""coordinates"":[114.53398593952407,33.69719924673678]}"
1_0000000000000000003a,40,37,35,55,44,203,34,1,55,38,-84,-17,21,12,-4,-15,0,12,8,1,-496,54,37,-42,23,5,9,1,38,-71,-11,19,14,-6,-16,0,6.558482,347.0,0.10250112,100778.0,0.0091160005,145.5,288.47333,1.7139972,"{""type"":""Point"",""coordinates"":[114.63881940529058,33.618237485282364]}"
1_0000000000000000003b,35,30,28,53,41,200,29,1,51,-741,-112,-34,21,-15,69,-47,4,19,6,8,-1260,73,65,-68,-3,16,58,5,-80,-120,-36,28,14,49,-62,1,1.4496077,347.25,0.101667784,100803.336,0.009151667,145.33333,288.50998,1.7559972,"{""type"":""Point"",""coordinates"":[114.78731192947137,33.67105553726042]}"
1_0000000000000000003c,39,35,33,40,33,199,28,1,49,66,-57,-26,28,14,8,4,0,7,8,-2,-1087,0,11,-10,22,11,4,4,956,-21,7,41,25,20,30,-4,1.4502143,346.33334,0.10083445,100801.336,0.009065,146.08333,288.42334,1.7953305,"{""type"":""Point"",""coordinates"":[114.88352149380052,33.73196239854944]}"
1_0000000000000000003d,38,35,34,55,48,200,36,1,47,-264,-91,-26,11,-19,46,-31,2,18,10,5,1486,73,15,-27,83,-2,37,-7,1137,-86,-51,26,53,18,-48,-4,0.0,347.5,0.10333445,100838.664,0.009197667,145.16667,288.58,1.8979973,"{""type"":""Point"",""coordinates"":[114.9932064615132,33.664322294669724]}"
1_0000000000000000003f,34,27,25,52,41,199,25,1,43,999,-188,-32,44,-34,36,-44,-3,24,5,12,-1151,96,10,-34,36,-4,26,4,620,-162,-29,38,-14,19,-27,-1,1.1144702,347.66666,0.108334444,100878.0,0.009192334,145.5,288.68,2.1606638,"{""type"":""Point"",""coordinates"":[115.29423145542924,33.68291674606259]}"
1_00000000000000000041,39,36,37,49,47,202,38,1,42,299,-91,-37,23,6,43,-42,0,14,10,3,-761,19,-2,-42,6,-23,28,3,74,-70,-27,13,10,31,-27,0,0.0,347.08334,0.10666778,100909.336,0.0091406675,147.0,288.74332,2.402664,"{""type"":""Point"",""coordinates"":[115.50470548425292,33.694773495763705]}"
1_00000000000000000042,37,33,30,60,47,200,31,1,35,-818,-150,-46,66,-20,120,-105,5,26,5,12,-359,88,12,-29,12,-51,68,1,-1257,-111,-36,30,4,81,-71,7,3.3414342,346.58334,0.10500112,100908.664,0.009075333,149.25,288.82333,2.3959973,"{""type"":""Point"",""coordinates"":[115.67179245982658,33.718486995165925]}"
1_00000000000000000043,35,33,28,59,47,200,32,1,39,933,-160,2,7,-52,23,-47,-3,20,11,8,2026,98,-24,-24,-41,-39,-5,-9,973,-156,-13,22,-57,36,-34,-3,2.1628964,347.08334,0.105001114,100931.336,0.009223334,149.16667,288.85666,2.5139973,"{""type"":""Point"",""coordinates"":[115.74563517327168,33.65704504175049]}"
1_00000000000000000045,37,32,29,59,44,200,27,1,37,-498,-148,5,-34,-23,0,-21,3,19,9,7,55,83,-10,-10,35,4,-5,0,-745,-123,-1,-34,-24,4,-7,4,1.8543341,345.75,0.11166778,100954.0,0.009315333,153.5,288.81332,2.4473307,"{""type"":""Point"",""coordinates"":[116.01944181435742,33.7484031041335]}"
1_00000000000000000047,39,35,33,56,51,199,35,1,32,866,-96,-25,33,-20,26,-78,-3,17,13,6,615,71,-21,-25,-14,-30,-13,-3,529,-79,-19,11,-22,20,-57,-1,1.4498595,344.75,0.11416779,101003.336,0.0093886675,156.25,288.77332,2.4033306,"{""type"":""Point"",""coordinates"":[116.30510520514433,33.696392149446105]}"
1_00000000000000000048,38,34,33,49,42,201,32,1,30,-209,-94,-13,10,18,-1,-86,1,18,10,6,757,60,-27,-10,3,-5,4,-3,-164,-76,-5,-5,1,1,-60,1,1.4501394,344.41666,0.11416779,101003.336,0.009383667,156.83333,288.74332,2.3286638,"{""type"":""Point"",""coordinates"":[116.3996961157911,33.72441759956701]}"
1_00000000000000000049,41,36,33,63,52,201,39,1,31,963,-78,-17,25,36,13,-77,-3,18,13,5,69,57,-22,-25,-26,-24,-5,0,1126,-67,-13,14,8,3,-66,-4,1.1139021,344.41666,0.112501115,101005.336,0.009367334,157.5,288.77667,2.3399973,"{""type"":""Point"",""coordinates"":[116.48243027673672,33.63898568248404]}"
1_0000000000000000004a,38,34,31,63,53,202,34,1,30,942,-104,-21,41,40,45,-123,-3,24,7,10,-59,77,-3,-29,-45,-10,19,0,734,-81,-21,26,23,35,-96,-2,2.7802885,344.16666,0.11000112,101018.664,0.009368001,158.83333,288.82333,2.2693305,"{""type"":""Point"",""coordinates"":[116.58322379694881,33.64814913514887]}"
1_0000000000000000004b,36,33,32,60,53,201,41,1,33,104,-123,-8,32,25,46,-51,0,14,9,4,-112,47,-37,-43,-9,27,18,0,-448,-115,-26,30,28,60,-36,2,0.92740995,344.0,0.105001114,101010.0,0.009386,161.25,288.93,2.0759974,"{""type"":""Point"",""coordinates"":[116.70395841707193,33.764304258490085]}"
1_0000000000000000004c,36,29,25,51,40,201,25,1,31,-33,-149,-11,39,14,55,-67,1,18,7,5,-394,88,-16,-36,5,-10,17,1,280,-128,-31,43,5,26,-48,0,1.1153718,344.0,0.105001114,101010.0,0.009386,161.25,288.93,2.0759974,"{""type"":""Point"",""coordinates"":[116.79962843017357,33.75217550362471]}"
1_0000000000000000004d,39,38,39,59,59,201,48,1,33,-102,-89,-31,38,12,41,-48,1,14,12,2,-573,32,17,-22,-39,-44,21,2,-73,-73,-20,28,4,21,-28,0,2.163178,344.91666,0.10416778,101062.0,0.009291334,163.25,289.26,1.9626639,"{""type"":""Point"",""coordinates"":[117.01684016068907,33.699085446482385]}"
1_0000000000000000004e,36,33,30,51,43,200,33,1,29,-377,-109,-16,43,28,30,-58,2,17,7,5,-50,52,21,-26,-39,-27,14,0,-634,-95,-12,35,11,22,-34,3,2.1627634,344.91666,0.10416778,101062.0,0.009291334,163.25,289.26,1.9626639,"{""type"":""Point"",""coordinates"":[117.09660901943415,33.63683193667523]}"
1_00000000000000000050,30,25,20,58,39,200,21,1,26,218,-121,-33,66,-5,64,-96,0,23,5,9,-469,77,19,-60,-50,-10,55,1,-241,-101,-43,64,15,33,-55,2,1.4498651,345.91666,0.11166778,101089.336,0.009210333,161.33333,289.40332,2.0339973,"{""type"":""Point"",""coordinates"":[117.31948380828749,33.69692724157252]}"
1_00000000000000000052,39,39,39,50,48,203,43,1,22,-670,-73,-34,17,26,27,-55,3,9,9,0,-1102,28,10,44,-43,-52,46,4,-420,-59,-17,15,24,23,-26,2,1.4504641,346.0,0.112501115,101115.336,0.009141334,159.41667,289.34332,2.0599973,"{""type"":""Point"",""coordinates"":[117.55582954142326,33.75702700557087]}"
1_0000000000000000005c,30,29,30,55,48,197,34,1,14,-298,-118,-3,8,-30,17,-6,2,20,7,7,8,111,40,-30,-31,-48,39,0,-174,-75,-17,26,-39,1,11,1,0.0,340.58334,0.12666778,101236.0,0.009067001,161.25,288.24,2.2193305,"{""type"":""Point"",""coordinates"":[118.81544532520277,33.70690225062908]}"
1_0000000000000000005d,30,29,29,60,44,198,30,1,9,-498,-76,-1,1,-75,47,-31,3,16,7,3,-468,126,23,-10,-9,-16,-16,1,-767,-43,-20,0,-63,26,-19,4,1.449605,341.16666,0.11916778,101240.0,0.009110333,160.75,288.29666,2.2533307,"{""type"":""Point"",""coordinates"":[118.87042158209071,33.67078799119721]}"
1_00000000000000000060,48,43,41,65,56,225,40,1,6,-243,-84,-24,5,-56,59,-61,2,22,6,8,1660,77,32,-16,-22,-67,23,-8,409,-35,-6,-9,-43,9,-39,0,2.226884,340.25,0.12833445,101298.0,0.009137667,162.58333,288.16998,2.326664,"{""type"":""Point"",""coordinates"":[119.26119044380837,33.63575283422029]}"
1_00000000000000000062,42,36,33,56,47,210,34,1,4,-474,-107,-39,43,-50,83,-61,3,24,6,11,1176,109,-9,-15,-30,-45,-1,-6,131,-73,-29,31,-47,30,-30,0,2.229394,340.25,0.12083445,101328.0,0.009255,162.33333,288.14334,2.4666638,"{""type"":""Point"",""coordinates"":[119.56248744288865,33.732773954941166]}"
1_00000000000000000066,38,38,38,52,48,203,41,1,1,569,-80,-81,67,-75,71,-68,-1,21,4,8,756,76,20,-21,22,-29,26,-4,760,-31,-80,41,-49,33,-45,-2,0.92740995,342.66666,0.10750112,101560.664,0.009520667,161.08333,288.36667,2.838664,"{""type"":""Point"",""coordinates"":[119.943548841613,33.626321835492256]}"
1_00000000000000000080,41,39,40,51,53,206,47,1,86,645,-30,17,7,-22,20,-36,-2,10,13,-1,-34,64,-29,-12,25,-18,21,0,17,-18,1,5,-18,9,-30,0,2.4143126,348.41666,0.094167784,100327.336,0.008656001,140.83333,288.63333,2.530664,"{""type"":""Point"",""coordinates"":[113.34605466427976,33.73573479804066]}"
1_00000000000000000084,34,30,27,55,41,201,27,1,66,-451,-133,-16,28,5,33,-56,3,18,5,5,-966,56,0,-30,15,-13,19,3,-869,-101,-33,25,10,18,-44,4,1.4505836,346.41666,0.09916778,100642.664,0.008742333,146.25,288.57666,2.516664,"{""type"":""Point"",""coordinates"":[113.80688938085022,33.76888375527197]}"
1_00000000000000000085,39,37,36,61,54,201,39,1,66,-477,-106,-11,20,21,31,-40,3,18,8,6,-355,32,2,-7,26,-31,22,1,-814,-78,-25,16,25,19,-37,4,0.92740995,346.0,0.10000111,100653.336,0.008768001,147.0,288.50665,2.4313307,"{""type"":""Point"",""coordinates"":[113.97128305938763,33.731694852486235]}"
1_00000000000000000086,38,33,31,55,43,200,32,1,60,-127,-121,-12,9,-7,36,-40,1,17,4,5,-705,50,12,-9,39,-21,5,2,-494,-96,-25,8,-2,24,-37,3,2.900032,344.41666,0.10000111,100683.336,0.008699001,148.25,288.31998,2.4013307,"{""type"":""Point"",""coordinates"":[114.09066657189153,33.80499801470383]}"
1_00000000000000000087,35,32,30,53,44,200,31,1,57,-609,-128,-22,17,-4,48,-45,3,18,7,6,-1063,46,0,-13,17,-20,23,4,-486,-106,-31,21,8,28,-44,3,1.8543341,344.25,0.10333445,100727.336,0.008774,148.33333,288.23666,2.0953305,"{""type"":""Point"",""coordinates"":[114.20924298710476,33.822785368806024]}"
1_00000000000000000088,37,35,36,59,49,200,36,1,56,-100,-98,-8,16,5,45,-47,1,21,9,10,-624,45,23,-16,22,3,-3,2,-288,-88,-14,17,17,35,-51,2,1.4503725,345.41666,0.10416778,100720.664,0.008878,147.58333,288.37,2.0239973,"{""type"":""Point"",""coordinates"":[114.2817390520317,33.747863552906026]}"
1_00000000000000000089,39,37,38,51,51,202,43,1,56,-115,-93,-30,1,-19,36,-17,1,12,11,1,-1515,-15,0,-42,30,-18,-49,6,64,-78,-16,19,-5,13,-36,0,2.2325687,344.08334,0.10416778,100721.336,0.008821,147.66667,288.16,1.8126639,"{""type"":""Point"",""coordinates"":[114.43562262938612,33.85485522358241]}"
1_0000000000000000008c,35,30,30,59,47,199,34,1,52,-811,-119,-40,34,-5,49,-42,4,20,5,8,-1146,81,41,-55,10,22,23,4,-444,-119,-42,36,8,43,-46,2,0.92740995,345.25,0.101667784,100786.0,0.008951001,147.0,288.32333,1.8033305,"{""type"":""Point"",""coordinates"":[114.84471393733239,33.851617916217606]}"
1_0000000000000000008d,37,34,34,55,51,200,40,1,51,-262,-108,-61,26,12,38,-39,2,18,8,5,-602,39,23,-32,21,15,14,2,-331,-96,-44,20,14,34,-34,2,1.4511403,345.25,0.101667784,100786.0,0.008951001,147.0,288.32333,1.8033305,"{""type"":""Point"",""coordinates"":[114.86492704240769,33.824399563387374]}"
1_0000000000000000008e,34,29,27,57,41,199,25,1,48,-35,-151,-34,24,-15,56,-64,1,25,2,11,-2536,53,-9,-75,-11,-4,1,11,302,-98,-4,42,22,58,-15,0,2.9952734,345.83334,0.105001114,100845.336,0.008994001,147.08333,288.46332,1.9259973,"{""type"":""Point"",""coordinates"":[115.05842081441983,33.8041864583121]}"
1_00000000000000000090,33,30,28,56,46,200,32,1,44,808,-139,-36,63,-12,35,-49,-2,23,5,10,-1566,61,-8,-35,17,-29,-6,6,392,-99,-28,58,11,15,-26,0,2.416655,346.16666,0.11166778,100889.336,0.008976334,147.91667,288.62665,2.132664,"{""type"":""Point"",""coordinates"":[115.306895302421,33.833295469989]}"
1_00000000000000000091,34,28,27,51,41,199,28,1,43,422,-140,-45,51,-24,38,-41,0,22,5,10,-678,75,17,-29,23,-16,20,2,-119,-123,-44,39,-4,29,-36,1,0.92740995,346.58334,0.11000112,100911.336,0.009044334,147.5,288.7,2.2613306,"{""type"":""Point"",""coordinates"":[115.43167432719959,33.795834562039]}"
1_00000000000000000092,41,38,40,47,44,202,36,1,45,111,-50,-16,12,13,3,-11,0,7,11,-2,-873,5,-12,-2,10,-5,15,3,-23,-43,-20,13,14,3,-10,0,0.92740995,345.83334,0.11000112,100875.336,0.008944667,148.5,288.6433,2.1999972,"{""type"":""Point"",""coordinates"":[115.48260617943203,33.8610533740467]}"
1_00000000000000000093,33,28,26,52,40,199,29,1,39,510,-113,-54,55,0,29,-41,-1,19,5,8,-719,81,2,-37,16,-10,31,2,-363,-102,-53,49,10,23,-26,2,0.0,345.83334,0.10833445,100887.336,0.008947001,149.33333,288.71,2.2639973,"{""type"":""Point"",""coordinates"":[115.5957960005727,33.81658275924068]}"
1_00000000000000000094,33,32,31,59,47,201,32,1,40,-327,-127,-32,28,-40,45,-36,2,19,8,8,-116,99,-13,-16,52,-31,28,0,-822,-104,-29,15,-25,37,-17,4,2.4152522,346.58334,0.105834454,100919.336,0.009119334,150.41667,288.87332,2.4413307,"{""type"":""Point"",""coordinates"":[115.71194666481286,33.775081905736265]}"
1_00000000000000000096,36,34,32,55,53,200,36,1,34,477,-127,15,-11,4,67,-131,0,22,7,9,-268,83,-13,-45,-48,-8,51,0,-291,-81,-14,-20,29,32,-76,2,3.8684866,345.16666,0.11333445,100943.336,0.009278334,154.25,288.76666,2.3659973,"{""type"":""Point"",""coordinates"":[116.06282886760748,33.84110781503463]}"
1_00000000000000000097,37,33,30,64,47,200,32,1,38,734,-158,9,9,-30,12,-48,-2,21,8,8,-669,79,-27,-28,11,21,11,2,440,-120,-25,8,-11,-2,-15,-1,0.92740995,344.75,0.11416778,100967.336,0.009330001,155.25,288.72665,2.340664,"{""type"":""Point"",""coordinates"":[116.14583503371739,33.872370572520346]}"
1_00000000000000000098,41,37,36,65,51,202,40,1,35,203,-95,-4,0,16,-2,-60,0,17,11,5,-28,67,-9,-15,-25,7,4,0,237,-67,-7,-8,10,-14,-28,0,1.1159903,344.75,0.11333445,100979.336,0.009375334,155.75,288.75,2.378664,"{""type"":""Point"",""coordinates"":[116.2191337368339,33.799606961530216]}"
1_00000000000000000099,38,33,31,52,45,201,30,1,33,554,-135,-36,49,-10,47,-93,-1,22,8,9,-375,95,-26,-44,-1,0,41,1,384,-109,-41,27,-1,33,-68,0,3.8686168,343.91666,0.11416778,100980.0,0.009369334,157.25,288.66998,2.264664,"{""type"":""Point"",""coordinates"":[116.36681916372407,33.875875425948344]}"
1_0000000000000000009b,36,32,29,56,44,199,28,1,33,868,-130,-1,11,-20,37,-82,-2,20,10,7,401,75,-57,-29,15,3,3,-2,651,-108,-21,1,-24,42,-62,-2,1.451344,343.5,0.11166778,100982.0,0.009371667,159.08333,288.70667,2.1639972,"{""type"":""Point"",""coordinates"":[116.57378833911974,33.84461266846264]}"
1_0000000000000000009c,35,31,31,59,46,200,32,1,33,505,-116,-6,30,-4,43,-66,-1,19,10,5,-52,50,-32,-38,13,6,16,0,206,-102,-24,22,-2,38,-62,0,0.0,344.0,0.105001114,101010.0,0.009386,161.25,288.93,2.0759974,"{""type"":""Point"",""coordinates"":[116.72740437041091,33.7877502118291]}"
1_0000000000000000009d,36,33,30,62,54,201,36,1,32,79,-131,-15,38,-1,47,-68,0,17,10,5,493,26,-26,-17,9,-20,8,-2,70,-116,-28,40,-3,29,-50,0,1.115965,344.25,0.10250112,101011.336,0.009363,162.08333,289.01666,2.0159972,"{""type"":""Point"",""coordinates"":[116.81094562864723,33.7977207617846]}"
1_0000000000000000009f,34,31,29,54,47,200,35,1,42,-176,-137,0,16,-31,43,-62,1,16,10,4,-204,57,-8,-12,3,-21,17,0,-97,-109,-7,19,-30,23,-33,1,1.451478,344.33334,0.10583445,100918.0,0.009271334,161.25,289.06,1.9959972,"{""type"":""Point"",""coordinates"":[117.04028611402806,33.85808807184616]}"
1_000000000000000000a0,35,30,28,59,38,199,23,1,33,-741,-151,-20,46,-2,46,-58,4,18,7,6,83,90,-7,-31,-10,-22,19,0,-548,-120,-26,44,-9,33,-36,3,0.0,345.25,0.11000111,101064.0,0.009203333,160.41667,289.24332,2.0219972,"{""type"":""Point"",""coordinates"":[117.21788319078472,33.82170626635109]}"
1_000000000000000000a1,31,27,22,64,41,199,22,1,27,-1115,-178,-29,34,-68,88,-90,6,25,3,11,-310,106,19,-27,0,-11,28,0,-973,-140,-36,40,-40,31,-44,5,1.8543341,345.66666,0.112501115,101113.336,0.009166667,159.83333,289.29,2.036664,"{""type"":""Point"",""coordinates"":[117.35478651132762,33.81739431563241]}"
1_000000000000000000a2,35,32,29,50,37,199,25,1,25,-175,-135,-40,56,31,35,-84,1,17,3,5,-756,93,52,-24,-62,-19,31,2,-572,-120,-33,69,14,17,-43,3,0.92740995,345.66666,0.11333445,101103.336,0.009121667,159.25,289.28998,2.0466638,"{""type"":""Point"",""coordinates"":[117.45719422612105,33.83706786948022]}"
1_000000000000000000a4,37,34,35,58,53,202,40,1,27,-548,-85,-21,23,3,36,-26,3,14,9,2,-487,73,36,1,-55,-32,43,1,-459,-75,-17,34,-12,20,-7,2,2.2320395,345.58334,0.11583445,101104.0,0.009085334,158.25,289.18,2.0573306,"{""type"":""Point"",""coordinates"":[117.73692701250685,33.83437011334288]}"
1_000000000000000000a6,31,28,26,57,45,200,31,1,25,-623,-116,-44,43,-6,50,-47,4,18,6,6,-1660,68,48,-1,-65,-57,24,7,-1102,-108,-30,59,-31,13,-23,6,0.92740995,345.0,0.11500112,101130.0,0.009091,158.0,289.03333,2.0613306,"{""type"":""Point"",""coordinates"":[117.94659394403988,33.81577566195001]}"
1_000000000000000000a9,39,36,34,60,52,199,40,1,20,83,-102,-24,29,-13,46,-13,0,18,7,6,-255,97,41,-27,-50,-29,39,0,35,-82,-24,28,-23,22,-3,0,3.7047918,343.5,0.11500111,101142.0,0.009079333,158.58333,288.72333,2.0753305,"{""type"":""Point"",""coordinates"":[118.27969325183335,33.8888112781044]}"
