system:index,B1,B2,B3,B4,B5,B6_VCID_1,B6_VCID_2,B7,B8,Built,DEM,EVI,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,NDBI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
000000000000000017db,30,27,27,41,46,195,195,41,35,1,1908,16,807,-37,17,7,-54,23,-16,-2,4,602,-12,5,23,23,-4,-38,-2,14,-239,16,-5,-2,-10,-31,31,1,2.0458114,330.83334,0.08250111,80226.0,0.009110333,194.08333,288.43,2.9073308,"{""type"":""Point"",""coordinates"":[102.77512688383777,24.996026047217285]}"
000000000000000018a0,30,26,27,33,38,194,195,33,30,1,1900,8,-603,-38,20,24,-41,58,-43,2,1,1239,-2,36,-10,-18,-7,-13,-4,8,-46,-19,22,7,-25,19,-17,0,2.759851,330.83334,0.08250111,80226.0,0.009110333,194.08333,288.43,2.9073308,"{""type"":""Point"",""coordinates"":[102.77459179171137,24.977164049761207]}"
000000000000000019ce,31,28,29,35,39,192,192,37,32,1,1915,10,1726,-111,84,-66,-7,51,-38,-5,3,-449,93,-65,16,47,-73,50,1,9,559,-16,14,-23,2,-10,0,-1,4.1900816,330.83334,0.08250111,80226.0,0.009110333,194.08333,288.43,2.9073308,"{""type"":""Point"",""coordinates"":[102.77081493311908,25.009773455765057]}"
00000000000000000ecb,28,27,32,56,60,195,195,46,43,1,2738,27,-136,-13,-125,73,-135,94,29,1,-3,-1203,23,68,-49,91,-66,19,4,21,-459,-24,-38,-6,-53,-12,18,2,12.232965,300.33334,0.08250111,72634.664,0.006627334,187.58333,283.22,2.366664,"{""type"":""Point"",""coordinates"":[99.56841341136375,26.042474505136806]}"
000000000000000007e2,25,27,30,55,65,194,195,45,41,1,2976,26,-302,-109,-38,-2,-55,40,-36,2,0,729,135,13,43,22,-21,14,-2,23,-227,-48,22,-40,-31,-50,34,1,14.988142,292.0,0.08250111,72393.336,0.0063160006,179.58333,280.34332,1.8939973,"{""type"":""Point"",""coordinates"":[103.35481002078575,27.371353505579474]}"
0000000000000000077b,29,25,23,28,27,192,191,21,27,1,1898,14,3533,-75,110,-48,-8,-3,-32,-12,-3,-519,17,-17,34,19,9,-16,1,13,1269,-46,56,-43,31,-57,22,-4,1.0233868,334.75,0.08250111,81139.336,0.009431668,194.5,289.11,2.850664,"{""type"":""Point"",""coordinates"":[102.70856142331192,25.014620498610157]}"
00000000000000000816,30,25,26,30,36,192,192,28,35,1,1893,12,2893,-76,81,-46,-3,27,-47,-10,1,127,-13,-1,-1,67,-65,28,0,9,1176,-61,45,-29,20,-7,-17,-3,0.92740995,334.75,0.08250111,81139.336,0.009431668,194.5,289.11,2.850664,"{""type"":""Point"",""coordinates"":[102.70829387724874,25.01381340131948]}"
0000000000000000082d,35,29,33,37,46,195,195,39,36,1,1893,7,2578,18,20,-28,-13,-4,18,-9,0,1193,-35,17,-4,5,0,37,-4,6,1849,36,19,-16,-6,-32,42,-6,1.0233382,334.75,0.08250111,81139.336,0.009431668,194.5,289.11,2.850664,"{""type"":""Point"",""coordinates"":[102.69481847386523,25.00896189937333]}"
0000000000000000084c,31,27,27,30,32,191,191,27,26,1,1907,12,2535,14,-54,-24,7,-51,22,-9,-3,396,-16,28,24,-1,-9,3,-1,9,1515,-21,5,-18,-8,-17,2,-5,2.1178024,334.75,0.08250111,81139.336,0.009431668,194.5,289.11,2.850664,"{""type"":""Point"",""coordinates"":[102.74602233126193,25.05423961147002]}"
00000000000000000866,37,33,34,43,56,200,199,46,38,1,1888,11,607,-11,26,14,-38,24,-11,-1,1,323,99,-54,28,29,-67,51,-1,10,385,48,-14,17,-17,-23,9,-1,3.8427634,334.75,0.08250111,81139.336,0.009431668,194.5,289.11,2.850664,"{""type"":""Point"",""coordinates"":[102.7384775322795,25.00599659717279]}"
