system:index,B1,B2,B3,B4,B5,B6,B7,Built,DEM,EVI,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,NDBI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
00000000000000001158,25,27,26,70,69,192,40,0,3887,21,-627,-152,37,15,-108,101,1,3,-7,525,144,-7,24,38,-73,15,-2,18,-658,-146,6,31,-122,98,22,3,23.69369,243.0,0.076667786,64201.332,0.004058334,206.66667,272.75665,2.1439972,"{""type"":""Point"",""coordinates"":[101.20882750690542,34.64608703270795]}"
000000000000000011e2,27,26,22,67,47,197,30,0,1171,25,476,-168,38,17,-54,-25,-6,0,-14,-167,72,-59,-56,-24,-24,-8,0,20,343,-163,22,0,-89,-14,-10,0,2.172143,319.0,0.076667786,91388.664,0.0070793335,155.16667,284.59,1.6253306,"{""type"":""Point"",""coordinates"":[108.3140527665882,34.99238973872066]}"
0000000000000000108e,25,24,24,45,69,189,48,0,3715,11,424,-126,63,15,-39,49,0,-1,-20,-1308,-48,58,177,-29,69,58,5,9,552,-153,56,24,-56,57,17,-1,2.9237978,242.75,0.076667786,64734.668,0.003932667,202.0,272.55,1.9566638,"{""type"":""Point"",""coordinates"":[102.04075753134576,34.95574038716239]}"
00000000000000001113,24,24,25,49,58,187,36,0,3756,13,1069,-177,64,25,-94,99,-25,-3,-22,-666,-24,38,144,7,-10,135,2,11,1051,-194,65,38,-107,112,-20,-3,9.593863,242.75,0.076667786,64734.668,0.003932667,202.0,272.55,1.9566638,"{""type"":""Point"",""coordinates"":[102.0054503692046,35.002092742612966]}"
00000000000000001074,23,20,18,32,25,177,16,0,3232,12,-250,-166,48,-17,-47,52,-15,1,-10,-1102,-36,-9,58,3,-92,69,4,12,-855,-196,25,0,-59,62,3,4,41.391083,259.5,0.076667786,69937.336,0.0046120007,195.08333,276.02,1.7786639,"{""type"":""Point"",""coordinates"":[102.49754784326076,35.1761849659416]}"
00000000000000000e83,25,26,28,57,69,189,44,0,4438,14,-408,-119,35,27,-65,92,-38,2,-9,-2924,-34,-29,69,86,-23,99,12,12,-923,-124,15,31,-79,89,-28,4,3.47744,233.08333,0.076667786,58564.0,0.0036060004,211.5,270.36,2.8673306,"{""type"":""Point"",""coordinates"":[98.54864375504701,33.99094698773358]}"
00000000000000000edb,21,22,21,55,46,190,24,0,4351,13,-509,-96,27,15,-33,64,0,2,-13,-2151,-51,-30,72,123,24,110,8,11,-1180,-130,21,20,-59,86,-2,5,1.4542837,233.08333,0.076667786,58564.0,0.0036060004,211.5,270.36,2.8673306,"{""type"":""Point"",""coordinates"":[98.46752824778376,34.135127561195695]}"
00000000000000000f08,21,22,21,55,46,190,24,0,4351,13,-509,-96,27,15,-33,64,0,2,-13,-2151,-51,-30,72,123,24,110,8,11,-1180,-130,21,20,-59,86,-2,5,1.4542837,233.08333,0.076667786,58564.0,0.0036060004,211.5,270.36,2.8673306,"{""type"":""Point"",""coordinates"":[98.46752824778376,34.135127561195695]}"
0000000000000000120d,26,26,23,51,46,191,26,0,2133,16,-798,-144,34,-27,-27,-23,25,4,-13,816,-32,-57,-24,-13,-34,-1,-4,11,-1044,-161,20,-56,-57,-33,45,5,22.64852,286.16666,0.076667786,80833.336,0.005545667,168.66667,279.09332,1.9399973,"{""type"":""Point"",""coordinates"":[106.35698006883713,34.88620962443601]}"
00000000000000001098,23,21,21,38,54,189,36,0,3580,14,-601,-125,57,-21,-52,24,20,3,-11,-497,0,-12,82,-1,-26,155,1,12,-706,-165,59,-24,-57,17,42,4,17.207857,250.33333,0.076667786,65759.336,0.004453667,198.0,273.85666,2.336664,"{""type"":""Point"",""coordinates"":[102.62555971630309,34.341561644464974]}"
000000000000000012d2,22,17,14,26,14,175,9,0,3241,12,321,-71,-17,6,-37,18,46,0,-19,-1728,-54,15,34,-11,-60,0,6,12,923,-98,-45,-4,-90,19,101,-3,28.367876,259.41666,0.076667786,68719.336,0.0040650005,189.0,275.54,1.8799973,"{""type"":""Point"",""coordinates"":[103.54157055020721,34.12030550929404]}"
