system:index,B1,B2,B3,B4,B5,B6_VCID_1,B6_VCID_2,B7,B8,Built,DEM,EVI,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,NDBI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
1_00000000000000000001,30,28,27,60,51,200,200,31,43,1,105,32,1002,-135,-39,6,-76,3,-8,-2,-9,413,36,-3,-16,19,-10,-15,-1,25,1687,-109,-34,-8,-71,0,-43,-5,5.578338,367.83334,0.21833445,99527.336,0.010643668,152.41667,291.58,2.054664,"{""type"":""Point"",""coordinates"":[117.93500919950304,28.554165732814425]}"
1_0000000000000000000e,29,25,21,57,43,196,196,26,37,1,189,34,-241,-69,4,-1,-52,30,33,2,-12,-433,-19,-27,-25,25,-38,-1,1,28,-500,-69,43,24,-55,39,33,3,2.3053415,348.16666,0.17583445,95502.0,0.008365667,151.25,288.56665,1.6259972,"{""type"":""Point"",""coordinates"":[119.4204606152354,28.55605193256003]}"
1_0000000000000000001e,42,36,32,30,15,197,197,10,32,1,7,13,-1208,-193,91,-59,42,-59,36,5,-6,-725,10,21,-46,46,-15,35,2,8,-856,-90,30,-20,29,-29,23,3,2.1336453,366.91666,0.18416777,101276.0,0.011051,157.5,291.23,4.622664,"{""type"":""Point"",""coordinates"":[121.3667512066392,28.587849782172153]}"
1_0000000000000000001f,40,33,29,33,33,197,197,26,33,1,8,19,-1936,-202,117,-100,15,46,-32,8,-10,463,77,-59,15,39,-27,12,-2,12,-1163,-91,41,-37,6,27,-20,4,1.4052452,366.91666,0.18416777,101276.0,0.011051,157.5,291.23,4.622664,"{""type"":""Point"",""coordinates"":[121.37860795634029,28.56736913103368]}"
1_00000000000000000020,33,30,27,47,40,200,200,26,38,1,3,25,-126,-232,123,-71,-1,-15,26,1,-11,297,75,-71,27,18,-6,-24,-1,19,285,-103,17,-12,-14,-20,30,0,2.1332834,367.66666,0.18250112,101268.0,0.011129334,156.75,291.27,4.7833304,"{""type"":""Point"",""coordinates"":[121.52737248568538,28.514818625118817]}"
1_0000000000000000002b,39,35,32,40,37,201,201,31,37,1,46,18,4162,-130,8,-67,-74,-26,33,-15,-10,-2756,10,-48,19,18,28,-28,9,13,1704,-75,15,-28,-49,-15,24,-6,2.1342168,370.25,0.18416777,100366.664,0.011329333,148.08333,291.63333,1.7553306,"{""type"":""Point"",""coordinates"":[115.37804471882978,28.702386251830962]}"
1_0000000000000000002c,31,30,31,62,59,202,202,39,43,1,43,27,2469,-146,7,0,-75,18,3,-8,-8,-765,76,35,3,-29,-20,1,2,19,559,-118,27,-7,-66,18,-12,-1,3.6685889,371.5,0.18333444,100756.664,0.011341334,148.83333,291.87997,1.8133305,"{""type"":""Point"",""coordinates"":[115.49096253480617,28.65657344760786]}"
1_0000000000000000002e,44,39,38,53,42,200,200,30,42,1,36,21,1185,-104,-24,45,-32,-31,-23,-3,-10,-1683,3,19,-30,22,4,9,5,13,737,-77,-13,19,-36,-22,6,-2,1.4064668,370.5,0.17250112,100888.0,0.011252667,152.83333,291.91333,2.0279973,"{""type"":""Point"",""coordinates"":[115.82675068053489,28.728797507370526]}"
1_0000000000000000002f,38,32,28,29,19,194,194,12,30,1,21,11,1282,-80,-19,38,15,-11,-24,-4,-16,-660,-56,38,-38,48,-18,-8,1,8,512,-58,-11,12,10,-10,-10,-1,1.4061925,370.5,0.17250112,100888.0,0.011252667,152.83333,291.91333,2.0279973,"{""type"":""Point"",""coordinates"":[115.85342948213766,28.69268324793867]}"
1_00000000000000000030,37,34,35,52,52,201,201,38,42,1,24,16,506,-84,-38,36,-18,-15,-14,-1,-9,-44,4,70,-48,0,-1,12,0,10,646,-78,3,3,-33,-20,-5,-2,5.0519385,370.83334,0.18833445,101145.336,0.0112063335,154.0,292.01334,2.1606638,"{""type"":""Point"",""coordinates"":[116.04477396744207,28.76841216112934]}"
1_00000000000000000036,37,36,37,60,58,200,200,40,47,1,22,20,361,-113,-17,24,-36,-6,-20,0,-9,-625,33,21,-35,-15,23,-58,2,13,-208,-90,6,-4,-28,-6,-15,1,3.6699195,368.83334,0.1850011,101150.0,0.010343,153.33333,291.82333,2.0099971,"{""type"":""Point"",""coordinates"":[116.695869607761,28.70777730500458]}"
1_00000000000000000037,33,31,32,64,65,200,200,43,44,1,46,25,216,-64,-11,5,-56,-15,-27,0,-7,-175,39,27,-22,-46,60,3,0,17,223,-67,6,-16,-75,11,-17,0,12.67778,365.91666,0.19000112,100226.664,0.009977668,152.91667,291.40665,1.9426639,"{""type"":""Point"",""coordinates"":[116.79908887894615,28.647409994943025]}"
1_00000000000000000039,32,30,28,60,51,200,200,32,43,1,69,24,1225,-124,17,15,-26,-19,2,-3,-6,194,65,6,-55,-3,4,-8,0,18,930,-99,7,-12,-50,5,-20,-2,1.4061083,365.83334,0.20333445,100153.336,0.009980334,152.33333,291.3933,1.5973306,"{""type"":""Point"",""coordinates"":[117.02869691039015,28.681633595528226]}"
