system:index,B1,B2,B3,B4,B5,B6,B7,Built,DEM,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,Mean_EVI,Mean_NDBI,Mean_NDVI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
0000000000000000172d,41,38,38,66,53,200,39,1,12,-438,-134,-10,28,-77,20,3,2,18,10,7,-798,57,-56,-61,57,5,-22,2,-621,-94,-55,19,-66,0,23,3,0.92740995,320.5,0.076667786,101262.0,0.007582667,167.91667,286.39334,2.4979973,"{""type"":""Point"",""coordinates"":[117.31624650092267,37.76279355041815]}"
00000000000000001824,46,43,43,63,67,200,56,1,13,-15,-105,4,42,-63,37,-27,0,14,14,4,-932,33,-76,-53,34,-1,0,3,-227,-76,-30,31,-49,13,-4,1,1.1730584,320.5,0.076667786,101262.0,0.007582667,167.91667,286.39334,2.4979973,"{""type"":""Point"",""coordinates"":[117.32055845164136,37.76306555558242]}"
000000000000000002f5,29,28,27,68,42,197,23,0,70,-260,-216,2,94,-30,24,-36,2,25,7,13,271,160,-9,-34,42,-3,-18,-1,367,-162,-20,93,-20,10,-31,0,0.92740995,340.58334,0.076667786,100547.336,0.008290334,146.08333,288.12332,2.2373304,"{""type"":""Point"",""coordinates"":[114.95736420724559,34.917739927984925]}"
00000000000000000116,39,37,36,68,51,202,40,0,15,-648,-246,8,84,-182,169,-62,3,21,7,9,-530,144,-45,-94,72,-54,38,1,-774,-123,-50,46,-110,67,11,4,2.7802885,319.75,0.076667786,101200.0,0.0072160005,169.66667,286.55,2.1599972,"{""type"":""Point"",""coordinates"":[116.44416227149607,37.82801236242586]}"
0000000000000000116b,38,39,41,57,59,203,50,1,10,750,-97,3,46,-73,42,-13,-2,11,12,0,272,62,-42,8,43,-47,10,-1,758,-72,-13,37,-61,18,3,-2,2.2028818,319.75,0.076667786,101294.0,0.0068970006,160.75,286.37665,1.9239973,"{""type"":""Point"",""coordinates"":[116.3301653530647,38.80439050639153]}"
00000000000000000772,35,35,37,58,49,200,39,0,31,437,-163,42,53,-129,91,-77,0,21,11,10,-561,99,-92,-83,106,-85,39,1,-205,-115,-25,48,-97,46,-17,1,1.2121325,314.91666,0.076667786,101025.336,0.0066810003,154.58333,285.33667,1.9079973,"{""type"":""Point"",""coordinates"":[117.88218668842393,40.087724248674306]}"
00000000000000001a18,34,33,35,55,48,200,39,1,28,140,-128,26,15,-70,26,-10,0,14,11,4,-240,59,-40,-5,73,-30,-17,0,-136,-91,-14,10,-54,2,24,1,1.2108786,314.91666,0.076667786,101025.336,0.0066810003,154.58333,285.33667,1.9079973,"{""type"":""Point"",""coordinates"":[117.83071528496399,40.01711438349299]}"
000000000000000016e6,32,31,31,56,49,198,39,1,56,403,-123,-16,83,-49,32,-35,0,16,11,6,994,110,-9,-27,28,-30,39,-4,605,-89,-14,60,-20,0,-18,-1,3.874054,337.5,0.076667786,100710.664,0.008577667,153.41667,287.85,1.958664,"{""type"":""Point"",""coordinates"":[115.23952274460449,35.263231077605916]}"
000000000000000015f5,46,44,42,61,57,202,48,1,17,-96,-122,21,16,-64,32,-31,1,13,12,2,-1865,2,-53,-77,47,25,2,7,-412,-86,-21,3,-46,3,-5,2,0.92740995,320.41666,0.076667786,101277.336,0.007482334,169.16667,286.46332,2.164664,"{""type"":""Point"",""coordinates"":[117.15051063296819,37.62993463453074]}"
00000000000000001cf8,36,37,43,55,61,205,59,1,11,357,-71,14,35,-54,43,-12,-1,8,16,-1,-621,62,-40,15,35,-53,19,2,279,-57,-3,35,-46,30,-2,0,1.1913612,319.08334,0.076667786,101318.0,0.0068720006,162.16667,286.36,1.9919972,"{""type"":""Point"",""coordinates"":[116.46572202508948,38.88551047275582]}"
