system:index,B1,B10,B11,B2,B3,B4,B5,B6,B7,B8,B9,Built,DEM,EVI,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,NDBI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
00000000000000000fa9,37,201,199,31,25,20,84,41,19,23,0,0,37,43,37,-194,-75,166,24,98,-154,1,-19,-186,89,59,-175,-111,-46,58,0,32,191,-164,-74,131,-5,39,-90,0,2.1835346,336.125,0.058751114,101120.0,0.0081995,155.75,288.15997,2.6629972,"{""type"":""Point"",""coordinates"":[115.65750995915242,36.50667816096562]}"
00000000000000000ff9,37,201,200,30,24,19,87,40,17,22,0,0,36,45,-462,-145,-66,173,35,51,-138,3,-21,564,55,32,-166,-110,-19,62,-2,31,-141,-143,-59,137,-10,16,-93,1,2.4882035,335.25,0.058751114,101083.0,0.0081845,156.625,288.06,2.7059975,"{""type"":""Point"",""coordinates"":[115.6515793547513,36.599115325803545]}"
00000000000000001080,37,200,199,30,25,21,84,39,18,21,0,0,39,45,682,-160,-56,190,17,66,-140,0,-20,373,69,44,-153,-92,-38,71,-1,32,-651,-138,-61,149,-12,35,-79,3,0.0,335.25,0.058751114,101083.0,0.0081845,156.625,288.06,2.7059975,"{""type"":""Point"",""coordinates"":[115.69766416413871,36.6398090820173]}"
000000000000000011e0,36,198,195,30,24,18,90,37,17,21,0,0,36,49,1890,-173,-80,207,11,77,-133,-4,-22,-1285,80,70,-172,-81,-35,38,3,35,917,-150,-82,164,-21,29,-65,-1,4.7026825,335.25,0.058751114,101083.0,0.0081845,156.625,288.06,2.7059975,"{""type"":""Point"",""coordinates"":[115.6955059592288,36.59884777974034]}"
00000000000000000d1f,35,198,196,30,25,22,81,43,23,23,0,0,12,44,1101,-143,-69,144,17,45,-51,-2,-19,1293,59,47,-106,-64,-56,8,-4,32,1880,-90,-75,86,13,-17,17,-5,1.4960408,325.75,0.058751114,101562.0,0.007876,166.125,287.18,2.4579973,"{""type"":""Point"",""coordinates"":[117.2860628458919,37.8290914648808]}"
000000000000000011df,36,201,199,30,25,20,82,39,20,23,0,0,40,52,2871,-89,-64,175,-3,59,-214,-7,-24,-1407,25,58,-144,-75,-49,123,3,34,2863,-60,-68,103,-12,2,-120,-8,2.1794765,338.0,0.058751114,101130.0,0.008365001,158.875,288.38998,2.4009972,"{""type"":""Point"",""coordinates"":[115.62031659726564,35.98251083213306]}"
00000000000000000eab,39,202,200,34,28,24,78,43,24,28,0,0,11,25,5467,-161,5,18,-42,-11,-45,-17,-9,66,77,-26,-31,-3,-49,17,0,21,5044,-123,-1,14,-46,-25,-16,-15,3.6343925,326.625,0.058751114,101563.0,0.007819501,164.875,287.25,2.3279972,"{""type"":""Point"",""coordinates"":[117.14889197928582,37.73854049978846]}"
00000000000000001348,36,201,199,30,25,23,81,42,26,23,0,0,45,45,552,-125,-63,167,19,124,-158,0,-18,-409,62,54,-141,-62,-80,96,0,31,934,-100,-56,111,-8,65,-105,-1,1.1454183,338.375,0.058751114,100883.0,0.008288,156.625,288.39,2.4529972,"{""type"":""Point"",""coordinates"":[115.50335883573477,35.939930876173705]}"
00000000000000000d29,35,201,198,30,26,23,78,48,31,29,0,0,8,38,149,-160,-45,126,-36,50,-73,0,-16,1675,85,39,-121,-13,-66,25,-6,29,863,-109,-59,84,-20,-9,-10,-1,1.8543341,325.375,0.058751114,101605.0,0.007939501,166.375,287.08002,2.5509973,"{""type"":""Point"",""coordinates"":[117.49007117818813,37.904280826844]}"
00000000000000000d4b,36,202,200,32,32,32,88,62,40,33,0,0,39,38,1150,-182,-90,167,-42,78,-65,-2,-14,-943,57,56,-127,-58,-36,18,2,27,1094,-157,-86,128,-48,33,-33,-2,2.3104026,335.25,0.058751114,100946.0,0.0081365,155.25,288.05,2.7429972,"{""type"":""Point"",""coordinates"":[115.56372614579634,36.635497131298614]}"
