system:index,B1,B10,B11,B2,B3,B4,B5,B6,B7,B8,B9,Built,DEM,EVI,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,NDBI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
00000000000000001325,34,200,198,30,26,25,52,54,36,24,0,0,973,25,1215,-99,-31,6,-89,-28,35,-3,-9,-2315,77,-15,-4,43,-63,-14,7,18,1416,-92,-36,21,-122,-22,33,-3,23.66319,316.0,0.058751114,88856.0,0.006816501,156.375,284.66998,2.8229973,"{""type"":""Point"",""coordinates"":[109.07995242262913,34.956275479288806]}"
00000000000000000fff,38,204,200,36,37,40,58,71,59,28,0,0,1729,15,411,-72,-9,12,-61,21,0,0,-10,-456,-10,-11,33,15,0,-25,1,9,291,-72,12,3,-31,18,-5,0,26.669807,288.125,0.058751114,81070.0,0.0063965004,178.625,280.585,3.6839972,"{""type"":""Point"",""coordinates"":[104.973664362734,36.00003064017204]}"
00000000000000001141,35,203,201,32,31,33,59,65,48,29,0,0,1216,17,-6,-76,-4,26,-38,16,-3,0,-2,-1650,113,-16,-27,50,0,44,5,12,-1096,-50,-7,12,-22,8,32,4,20.3629,280.25,0.058751114,86183.0,0.0050075003,176.25,280.85498,2.7879972,"{""type"":""Point"",""coordinates"":[110.49399133499051,39.26953717368068]}"
00000000000000001555,36,196,194,32,28,27,53,53,40,32,0,1,1245,19,497,-131,0,13,-44,38,-7,-1,-9,168,18,-52,-59,78,-20,64,0,13,-395,-94,-14,-3,-23,23,25,1,5.154295,280.25,0.058751114,86183.0,0.0050075003,176.25,280.85498,2.7879972,"{""type"":""Point"",""coordinates"":[110.52256079543993,39.34877094029937]}"
00000000000000001449,31,189,188,25,18,14,35,14,8,16,0,0,859,29,1203,-182,10,6,-16,-5,5,-2,-28,-1771,7,35,5,30,-11,-22,4,21,2042,-144,-87,16,-21,-13,22,-5,29.549877,298.375,0.058751117,86388.0,0.0052535003,166.5,282.72498,2.3859973,"{""type"":""Point"",""coordinates"":[110.38781122070587,35.70143139722909]}"
00000000000000001461,30,189,188,24,18,13,35,26,14,15,0,0,1319,36,1371,-305,19,22,-77,-67,86,-3,-22,-396,142,-21,-55,63,8,-60,0,24,2151,-220,-73,24,-98,-48,89,-6,21.763107,298.375,0.058751117,86388.0,0.0052535003,166.5,282.72498,2.3859973,"{""type"":""Point"",""coordinates"":[110.32933011038992,35.744818450479116]}"
00000000000000001723,49,205,201,47,41,39,75,73,62,41,0,1,417,35,1630,-125,-40,15,-45,-8,-23,-4,-8,-478,-22,0,-1,-27,-7,-8,1,20,839,-95,-22,7,-38,-8,-2,-1,2.9988797,340.5,0.058751117,96521.0,0.0076665003,156.0,288.72998,2.3579974,"{""type"":""Point"",""coordinates"":[108.8064177867076,34.53290167066834]}"
00000000000000001bcc,44,207,203,40,34,35,50,56,48,33,0,1,409,16,-475,-64,-16,1,-2,-17,-4,2,-7,-1317,-50,-19,5,-38,-2,-10,4,11,-715,-60,-17,0,-10,-5,0,2,1.1256726,340.5,0.058751117,96521.0,0.0076665003,156.0,288.72998,2.3579974,"{""type"":""Point"",""coordinates"":[108.83148239372902,34.52912927117712]}"
00000000000000001c3e,44,207,203,41,35,35,50,50,45,32,0,1,409,17,-29,-65,-17,4,-3,-41,-2,0,-9,-1372,-37,-8,16,-33,0,-9,4,11,-625,-64,-17,1,-11,-19,3,2,4.4939566,340.5,0.058751117,96521.0,0.0076665003,156.0,288.72998,2.3579974,"{""type"":""Point"",""coordinates"":[108.83282904224716,34.52778262265898]}"
00000000000000001dad,43,206,202,38,32,29,64,52,40,30,0,1,405,29,-443,-150,-35,10,-45,1,-5,2,-12,284,4,2,3,2,-6,-10,-1,19,-969,-126,-28,6,-53,2,2,3,0.92740995,340.5,0.058751117,96521.0,0.0076665003,156.0,288.72998,2.3579974,"{""type"":""Point"",""coordinates"":[108.81827453640872,34.52724307143151]}"
