system:index,B1,B10,B11,B2,B3,B4,B5,B6,B7,B8,B9,Built,DEM,EVI,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,NDBI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
1_0000000000000000000b,31,192,191,28,25,28,51,50,35,21,0,1,1657,28,-39,-71,-31,13,-16,12,-23,1,-12,-1409,62,-7,-13,102,15,-25,4,19,-961,21,-2,16,33,8,-24,3,16.679502,350.25,0.17125112,84433.0,0.010519501,177.0,289.925,1.2499971,"{""type"":""Point"",""coordinates"":[100.59222301323493,21.934028240331802]}"
1_0000000000000000001d,42,204,200,38,33,32,54,55,57,31,0,1,1026,32,973,-32,5,0,-71,3,-8,-2,-10,102,48,-22,14,30,45,-10,0,20,133,57,-21,35,-24,17,-23,0,10.778054,371.875,0.19750112,90190.0,0.012766501,182.5,293.34,1.3449972,"{""type"":""Point"",""coordinates"":[99.63282066697973,22.359020702634677]}"
1_00000000000000000040,37,199,196,33,27,28,37,46,39,27,0,1,1320,16,-29,-68,-3,12,-27,7,0,0,-6,-157,93,34,-20,78,-56,18,0,9,155,-4,0,-3,11,-25,2,0,2.1092653,358.375,0.19000112,85212.0,0.011732001,180.25,291.335,1.0919971,"{""type"":""Point"",""coordinates"":[100.97140267131469,22.787790023529816]}"
1_0000000000000000005a,34,193,191,28,20,17,21,27,24,16,0,1,1333,19,359,-47,-15,-15,-40,-2,11,0,-12,-787,80,-40,53,5,36,-51,2,9,-72,-45,-4,20,-28,27,-28,0,3.4313562,398.25,0.20875111,93619.0,0.014463,150.375,295.72,2.572997,"{""type"":""Point"",""coordinates"":[103.6846720212144,22.988561048461218]}"
1_0000000000000000005c,41,195,192,35,27,23,27,20,15,26,0,1,1320,19,-318,-63,4,7,-44,14,15,1,-7,-1135,41,-2,19,45,6,-7,3,9,-526,-27,7,0,7,1,-5,2,15.505667,356.375,0.20500112,84192.0,0.0107175,140.875,288.8,2.1069973,"{""type"":""Point"",""coordinates"":[104.3961394306959,23.014432752773306]}"
1_0000000000000000007e,31,188,187,26,21,19,23,20,17,24,0,1,1752,13,1295,-65,9,-20,-35,-7,26,-3,-14,-2694,68,11,0,33,1,3,8,6,-215,-17,-17,-3,-7,4,3,0,11.013664,342.5,0.10750112,82268.0,0.010232501,178.125,288.755,2.9439974,"{""type"":""Point"",""coordinates"":[103.15753939018128,23.35237910341187]}"
1_00000000000000000089,48,202,200,44,38,39,60,66,50,36,1,1,1029,26,-76,-60,-1,-9,-43,33,19,1,-9,-1134,48,4,-15,16,30,-3,3,13,-288,-10,12,-13,-17,40,6,1,2.9578874,356.875,0.1562511,86601.0,0.011411,189.75,291.79498,1.1359972,"{""type"":""Point"",""coordinates"":[99.82389314711988,23.476346571798715]}"
1_000000000000000000a2,37,201,199,33,30,30,36,42,43,29,0,1,1304,14,591,-97,-8,6,-43,9,4,-1,-11,-249,117,-17,-3,36,34,-46,0,9,403,-26,-15,4,-9,15,-14,0,5.4777994,354.25,0.14000112,85613.0,0.010931,189.875,291.59497,1.3109972,"{""type"":""Point"",""coordinates"":[100.62267421432892,23.740450208992208]}"
1_000000000000000000b8,35,195,193,30,24,22,31,41,36,24,0,1,1516,17,723,-79,8,-6,-29,5,-3,-1,-4,-422,109,-4,-6,24,37,8,1,11,699,10,-12,5,-16,12,3,-1,2.9589546,331.0,0.13875112,80871.0,0.009387,193.625,288.16998,1.2609973,"{""type"":""Point"",""coordinates"":[100.08018443926774,23.88005128567244]}"
1_000000000000000000dd,34,194,192,29,25,24,30,33,30,24,0,1,1462,16,351,-63,13,5,-48,27,-29,0,-9,-775,23,28,24,56,-17,-30,2,8,163,-35,29,3,8,4,-3,0,1.0155034,358.5,0.11375111,85429.0,0.0112135,161.75,290.52,2.5629973,"{""type"":""Point"",""coordinates"":[104.19347774691785,24.0436334078181]}"
