system:index,B1,B10,B11,B2,B3,B4,B5,B6,B7,B8,B9,Built,DEM,EVI,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,NDBI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
1_00000000000000000000,51,205,201,49,42,40,68,70,59,42,0,1,16,26,511,-86,-19,28,-74,30,24,0,-4,23,7,4,15,22,-25,6,0,13,95,-56,-21,23,-46,17,18,0,4.777552,315.0,0.06750111,101542.0,0.0071090003,169.25,285.93,2.8689973,"{""type"":""Point"",""coordinates"":[121.49368397722661,39.02214178813446]}"
1_00000000000000000001,45,181,181,40,32,30,34,28,23,34,0,1,5,11,-173,-62,2,0,-18,2,16,0,-15,-219,3,-16,-1,15,-8,4,0,8,-353,-53,-9,6,-18,2,20,1,2.5557842,315.75,0.057501115,101717.0,0.0071800007,170.25,285.985,3.0159974,"{""type"":""Point"",""coordinates"":[121.58504203960962,38.89466946631959]}"
1_00000000000000000002,44,203,200,40,38,38,54,51,38,41,0,1,25,12,-378,-52,7,-6,-27,5,-1,1,-7,272,-11,-2,3,1,-11,0,-1,9,-502,-40,0,-1,-23,5,1,1,3.8914487,313.625,0.058751114,101512.0,0.0070445007,167.375,285.53497,2.8369973,"{""type"":""Point"",""coordinates"":[121.76479732127609,39.046934389991605]}"
1_00000000000000000003,53,204,201,51,53,58,76,70,48,69,0,1,22,13,-424,-43,22,-2,-21,0,-6,1,-7,-806,-6,-9,2,12,-3,7,2,10,-326,-22,5,2,-17,0,0,1,2.563199,309.75,0.057501115,100370.0,0.0068340003,166.5,284.83997,2.8059974,"{""type"":""Point"",""coordinates"":[121.7238315598981,39.13074765339219]}"
1_00000000000000000004,47,187,186,42,35,32,35,30,26,36,1,1,68,11,1013,-78,2,-6,-11,-1,11,-2,-9,198,-37,-9,8,5,5,10,0,7,622,-55,-11,-2,-6,1,11,-1,5.547545,313.625,0.058751114,101512.0,0.0070445007,167.375,285.53497,2.8369973,"{""type"":""Point"",""coordinates"":[121.79713472211567,39.06957324603996]}"
1_00000000000000000005,43,202,200,40,36,44,58,61,47,44,0,1,31,12,90,-61,22,-8,-23,10,-10,0,-4,-856,1,-9,20,-15,-3,0,2,9,244,-42,9,0,-27,10,-6,0,0.0,314.75,0.048751116,102127.0,0.0071860002,163.25,285.435,3.0939975,"{""type"":""Point"",""coordinates"":[122.05531221400918,39.06849414358503]}"
1_00000000000000000006,52,205,201,49,38,38,69,85,87,40,0,1,20,34,1392,-33,-4,2,-55,0,16,-3,0,-513,35,-8,15,9,-8,3,1,17,156,-1,-21,5,-28,0,17,0,2.7802885,312.375,0.05375112,101482.0,0.0070035,164.5,285.25,2.7959971,"{""type"":""Point"",""coordinates"":[121.79524852237007,39.276814426599906]}"
1_00000000000000000007,51,204,201,47,38,39,65,74,62,39,0,1,26,25,1192,-67,11,6,-53,1,18,-3,-4,-361,47,-15,18,19,4,-10,1,14,364,-21,-7,14,-26,0,16,0,2.208247,310.25,0.051251113,101138.0,0.0069160005,162.0,284.69,2.9389973,"{""type"":""Point"",""coordinates"":[121.97095939938113,39.38973224257632]}"
1_00000000000000000008,44,203,200,40,41,47,77,80,67,43,1,1,14,20,16,-127,-6,16,-101,67,-2,0,-2,194,63,-19,-5,46,-40,-25,0,13,-165,-70,-22,7,-89,44,-6,1,1.1994431,311.625,0.047501117,102188.0,0.0070485002,159.125,284.69,3.2439973,"{""type"":""Point"",""coordinates"":[122.24018208458396,39.36197433851862]}"
1_00000000000000000009,48,203,201,46,45,48,75,85,68,43,0,1,17,17,-682,-47,3,6,-41,25,15,2,-3,-985,23,9,23,0,-15,12,3,11,-655,-25,-13,20,-34,20,15,2,5.6745224,313.5,0.06125112,101269.0,0.0070655006,167.125,285.685,2.7399974,"{""type"":""Point"",""coordinates"":[121.33818620529085,39.46438205331206]}"
