Region,Year,Sample_size,Accuracy
huabei,2002_2004,0.10,0.5096153846153846
huabei,2002_2004,0.40,0.75
huabei,2002_2004,0.70,0.6634615384615384
huabei,2002_2004,1.00,0.7403846153846154
huabei,2002_2004,1.50,0.7692307692307693
huabei,2002_2004,10.00,0.7980769230769231
huabei,2002_2004,15.00,0.8173076923076923
huabei,2002_2004,2.00,0.7788461538461539
huabei,2002_2004,20.00,0.8173076923076923
huabei,2002_2004,25.00,0.8173076923076923
huabei,2002_2004,30.00,0.8173076923076923
huabei,2002_2004,35.00,0.8173076923076923
huabei,2002_2004,40.00,0.8173076923076923
huabei,2002_2004,45.00,0.8173076923076923
huabei,2002_2004,5.00,0.7788461538461539
huabei,2002_2004,50.00,0.8173076923076923
huabei,2002_2004,55.00,0.8173076923076923
huabei,2002_2004,60.00,0.8173076923076923
huabei,2002_2004,65.00,0.8173076923076923
huabei,2002_2004,70.00,0.8173076923076923
huabei,2002_2004,75.00,0.8173076923076923
huabei,2002_2004,80.00,0.8173076923076923
huabei,2002_2004,85.00,0.8173076923076923
huabei,2002_2004,90.00,0.8173076923076923
huabei,2002_2004,95.00,0.8269230769230769
huabei,2005_2007,0.10,0.5844594594594594
huabei,2005_2007,0.40,0.6047297297297297
huabei,2005_2007,0.70,0.6790540540540541
huabei,2005_2007,1.00,0.6790540540540541
huabei,2005_2007,1.50,0.7466216216216216
huabei,2005_2007,10.00,0.8074324324324325
huabei,2005_2007,15.00,0.831081081081081
huabei,2005_2007,2.00,0.7364864864864865
huabei,2005_2007,20.00,0.8243243243243243
huabei,2005_2007,25.00,0.8513513513513513
huabei,2005_2007,30.00,0.8412162162162162
huabei,2005_2007,35.00,0.8445945945945946
huabei,2005_2007,40.00,0.8547297297297297
huabei,2005_2007,45.00,0.8614864864864865
huabei,2005_2007,5.00,0.7601351351351351
huabei,2005_2007,50.00,0.8716216216216216
huabei,2005_2007,55.00,0.8547297297297297
huabei,2005_2007,60.00,0.8716216216216216
huabei,2005_2007,65.00,0.875
huabei,2005_2007,70.00,0.8648648648648649
huabei,2005_2007,75.00,0.8648648648648649
huabei,2005_2007,80.00,0.8547297297297297
huabei,2005_2007,85.00,0.8648648648648649
huabei,2005_2007,90.00,0.8614864864864865
huabei,2005_2007,95.00,0.8648648648648649
huabei,2008_2010,0.10,0.5192307692307693
huabei,2008_2010,0.40,0.7211538461538461
huabei,2008_2010,0.70,0.7019230769230769
huabei,2008_2010,1.00,0.7692307692307693
huabei,2008_2010,1.50,0.75
huabei,2008_2010,10.00,0.8461538461538461
huabei,2008_2010,15.00,0.8269230769230769
huabei,2008_2010,2.00,0.7692307692307693
huabei,2008_2010,20.00,0.8269230769230769
huabei,2008_2010,25.00,0.8173076923076923
huabei,2008_2010,30.00,0.7980769230769231
huabei,2008_2010,35.00,0.8173076923076923
huabei,2008_2010,40.00,0.8173076923076923
huabei,2008_2010,45.00,0.8269230769230769
huabei,2008_2010,5.00,0.7692307692307693
huabei,2008_2010,50.00,0.8557692307692307
huabei,2008_2010,55.00,0.8557692307692307
huabei,2008_2010,60.00,0.8269230769230769
huabei,2008_2010,65.00,0.8173076923076923
huabei,2008_2010,70.00,0.8269230769230769
huabei,2008_2010,75.00,0.8365384615384616
huabei,2008_2010,80.00,0.8365384615384616
huabei,2008_2010,85.00,0.8653846153846154
huabei,2008_2010,90.00,0.8461538461538461
huabei,2008_2010,95.00,0.8461538461538461
huabei,2011_2013,0.10,0.5576923076923077
huabei,2011_2013,0.40,0.75
huabei,2011_2013,0.70,0.7596153846153846
huabei,2011_2013,1.00,0.7692307692307693
huabei,2011_2013,1.50,0.7692307692307693
huabei,2011_2013,10.00,0.7884615384615384
huabei,2011_2013,15.00,0.8365384615384616
huabei,2011_2013,2.00,0.7692307692307693
huabei,2011_2013,20.00,0.8269230769230769
huabei,2011_2013,25.00,0.8365384615384616
huabei,2011_2013,30.00,0.8269230769230769
huabei,2011_2013,35.00,0.8365384615384616
huabei,2011_2013,40.00,0.8173076923076923
huabei,2011_2013,45.00,0.8365384615384616
huabei,2011_2013,5.00,0.7788461538461539
huabei,2011_2013,50.00,0.8269230769230769
huabei,2011_2013,55.00,0.8269230769230769
huabei,2011_2013,60.00,0.8365384615384616
huabei,2011_2013,65.00,0.8461538461538461
huabei,2011_2013,70.00,0.8461538461538461
huabei,2011_2013,75.00,0.8461538461538461
huabei,2011_2013,80.00,0.8365384615384616
huabei,2011_2013,85.00,0.8461538461538461
huabei,2011_2013,90.00,0.8365384615384616
huabei,2011_2013,95.00,0.8269230769230769
huabei,2014_2016,0.10,0.5
huabei,2014_2016,0.40,0.5769230769230769
huabei,2014_2016,0.70,0.7211538461538461
huabei,2014_2016,1.00,0.7307692307692307
huabei,2014_2016,1.50,0.7692307692307693
huabei,2014_2016,10.00,0.7980769230769231
huabei,2014_2016,15.00,0.8365384615384616
huabei,2014_2016,2.00,0.7692307692307693
huabei,2014_2016,20.00,0.8461538461538461
huabei,2014_2016,25.00,0.8461538461538461
huabei,2014_2016,30.00,0.8557692307692307
huabei,2014_2016,35.00,0.8557692307692307
huabei,2014_2016,40.00,0.8653846153846154
huabei,2014_2016,45.00,0.8653846153846154
huabei,2014_2016,5.00,0.7788461538461539
huabei,2014_2016,50.00,0.8653846153846154
huabei,2014_2016,55.00,0.8653846153846154
huabei,2014_2016,60.00,0.875
huabei,2014_2016,65.00,0.8653846153846154
huabei,2014_2016,70.00,0.8653846153846154
huabei,2014_2016,75.00,0.8653846153846154
huabei,2014_2016,80.00,0.8653846153846154
huabei,2014_2016,85.00,0.8653846153846154
huabei,2014_2016,90.00,0.8653846153846154
huabei,2014_2016,95.00,0.875
huabei,2017_2019,0.10,0.5068493150684932
huabei,2017_2019,0.40,0.6643835616438356
huabei,2017_2019,0.70,0.6917808219178082
huabei,2017_2019,1.00,0.7226027397260274
huabei,2017_2019,1.50,0.7226027397260274
huabei,2017_2019,10.00,0.8356164383561644
huabei,2017_2019,15.00,0.8595890410958904
huabei,2017_2019,2.00,0.7465753424657534
huabei,2017_2019,20.00,0.8561643835616438
huabei,2017_2019,25.00,0.8664383561643836
huabei,2017_2019,30.00,0.8835616438356164
huabei,2017_2019,35.00,0.8835616438356164
huabei,2017_2019,40.00,0.886986301369863
huabei,2017_2019,45.00,0.886986301369863
huabei,2017_2019,5.00,0.8321917808219178
huabei,2017_2019,50.00,0.8904109589041096
huabei,2017_2019,55.00,0.8835616438356164
huabei,2017_2019,60.00,0.8801369863013698
huabei,2017_2019,65.00,0.886986301369863
huabei,2017_2019,70.00,0.8938356164383562
huabei,2017_2019,75.00,0.8938356164383562
huabei,2017_2019,80.00,0.8904109589041096
huabei,2017_2019,85.00,0.9006849315068494
huabei,2017_2019,90.00,0.9006849315068494
huabei,2017_2019,95.00,0.8972602739726028
