year,type,path,region
2014_2016,Fourier,projects/earthengine-legacy/assets/users/saji/01_Data_preparation/Fourier_2014_2016,xinan
2017_2019,Fourier,projects/earthengine-legacy/assets/users/saji/01_Data_preparation/Fourier_2017_2019,xinan
2014_2016,Landsat_cloud_free,projects/earthengine-legacy/assets/users/saji/01_Data_preparation/Landsat_cloud_free_2014_2016,xinan
2017_2019,Landsat_cloud_free,projects/earthengine-legacy/assets/users/saji/01_Data_preparation/Landsat_cloud_free_2017_2019,xinan
2014_2016,NDVI_NDBI_EVI,projects/earthengine-legacy/assets/users/saji/01_Data_preparation/NDVI_NDBI_EVI_2014_2016,xinan
2017_2019,NDVI_NDBI_EVI,projects/earthengine-legacy/assets/users/saji/01_Data_preparation/NDVI_NDBI_EVI_2017_2019,xinan
