year,type,path,region
1990_1992,Fourier,projects/earthengine-legacy/assets/users/hjl1247647223/Built_up_china/01_Data_preparation/01_Fourier_img/Fourier_1990_1992,xinan
1993_1995,Fourier,projects/earthengine-legacy/assets/users/hjl1247647223/Built_up_china/01_Data_preparation/01_Fourier_img/Fourier_1993_1995,xinan
1990_1992,Landsat_cloud_free,projects/earthengine-legacy/assets/users/hjl1247647223/Built_up_china/01_Data_preparation/02_Landsat_cloud_free_img/Landsat_cloud_free_1990_1992,xinan
1993_1995,Landsat_cloud_free,projects/earthengine-legacy/assets/users/hjl1247647223/Built_up_china/01_Data_preparation/02_Landsat_cloud_free_img/Landsat_cloud_free_1993_1995,xinan
1990_1992,NDVI_NDBI_EVI,projects/earthengine-legacy/assets/users/hjl1247647223/Built_up_china/01_Data_preparation/03_Normalized_img/NDVI_NDBI_EVI_1990_1992,xinan
1993_1995,NDVI_NDBI_EVI,projects/earthengine-legacy/assets/users/hjl1247647223/Built_up_china/01_Data_preparation/03_Normalized_img/NDVI_NDBI_EVI_1993_1995,xinan
